	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_68	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_22	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_109	Htr3a_tdTpositive_cell_111	Ndnf_tdTpositive_cell_9	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_71	Ntsr1_tdTpositive_cell_77	Ntsr1_tdTnegative_cell_31	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_132	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_155	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_189	Slc17a6_tdTpositive_cell_1	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_33	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ift57	0.0	0.0	0.0	0.0	16.35	16.77	4.09	0.0	20.67	44.72	49.81	7.81	0.0	0.0	8.66	0.0	29.23	43.64	22.45	60.53	7.48	0.0	0.0	0.0	0.0	7.86	5.93	17.92	4.31	52.16	0.0	4.25	0.9	0.0	0.0	8.14	0.06	39.18	3.82	9.58	1.53	0.17	0.0	6.08	0.0	38.49	0.0	10.16	61.54	51.48	0.13	8.4	0.0	0.0	0.0	9.88	16.93	0.0	0.13	12.5	0.0	0.93	0.0	0.0	4.83	23.79	32.89	11.78	47.01	13.74	32.17	20.13	10.6	0.0	24.53	39.58	0.0	0.0	20.72	11.58	19.66	13.95	24.38	18.57	18.44	13.78	25.11	24.94	24.36	18.73	20.81	122.68	3.07	0.0	16.16	1.07	0.0	0.0	0.09	0.69	19.78	7.86	6.1	40.44	36.93	39.25
Igsf10	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.43	1.35	0.0	16.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.16	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	2.52	0.0	0.52	0.0	0.0	8.35	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	5.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.08	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	1.41	1.33	1.55
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.39	0.65	0.12	3.95	0.11	0.0	0.12	0.24	0.07	0.0	0.0	0.0	2.85	0.0	11.45	0.0	0.0	0.0	0.0	0.0	0.35	8.3	0.15	0.31	0.0	0.0	0.6	0.09	0.2	0.14	0.89	0.43	0.29	0.11	5.79	0.0	3.08	21.65	0.0	0.46	0.84	0.0	0.74	0.0	0.0	0.0	0.08	0.0	0.0	12.97	0.44	0.0	0.07	0.0	0.2	0.0	0.48	0.0	0.1	0.12	1.5	0.24	0.08	0.0	0.22	0.22	0.0	0.27	0.24	0.0	0.0	0.0	0.0	0.61	0.21	1.13	2.82	5.81	2.35	3.62	0.0	0.41	0.96	1.27	4.28	1.89	2.41	0.0	0.06	0.13	0.07	0.17	27.58	0.0	0.0	0.36	0.28	0.2	1.73	1.86	1.4
Ippk	0.0	0.0	0.0	0.0	18.87	0.0	51.75	8.39	0.0	0.0	0.0	13.15	0.0	1.6	28.81	7.54	115.81	0.0	0.0	24.09	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	74.64	77.61	44.74	0.11	4.69	0.0	0.0	0.0	0.0	49.67	0.0	12.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.31	1.44	6.26	20.87	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	8.12	1.89	5.65	0.0	0.0	31.86	3.82	0.0	21.92	0.18	0.0	0.0	0.0	0.0	0.0	54.53	0.0	1.06	0.0	10.99	34.16	35.79	10.56	9.25	0.0	9.19	0.28	5.51	1.57	3.33	10.66	8.75	24.75	0.0	0.42	0.52	1.1	0.0	0.1	6.84	0.0	2.41	1.64	10.87	15.03	15.57	15.04
Kat2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.6	36.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.35	0.05	0.0	0.0	0.0	4.82	0.0	0.0	1.21	0.0	2.6	0.0	0.0	0.13	0.0	1.18	1.44	0.0	0.0	15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.19	0.0	11.77	0.45	0.0	1.21	0.0	0.0	0.0	0.0	0.0	99.11	0.0	1.04	0.0	0.0	2.78	0.0	0.0	3.37	1.67	7.03	2.38	0.33	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.38	14.54	14.29	16.27
Krt24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06
Krt28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.44	0.35
LOC100503280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Ldlr	0.16	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	2.18	50.36	0.0	116.79	17.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.82	0.0	22.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	13.46	0.0	1.08	0.0	11.76	0.0	0.0	7.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	1.43	0.0	1.7	2.01	0.0	1.96	1.17	0.99	0.0	2.78	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.78	14.81	11.86
Lingo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.58	0.62
Lyrm7	20.93	0.0	0.0	0.15	24.95	80.76	0.0	2.69	40.04	97.84	0.22	82.84	0.03	11.15	0.19	0.0	91.33	0.0	3.5	0.42	55.75	0.0	0.0	12.39	0.41	31.29	0.0	0.12	0.0	0.18	0.0	2.05	57.32	6.53	0.0	0.06	107.68	1.27	0.25	21.23	49.98	0.0	0.0	27.99	0.46	0.0	0.0	126.28	28.02	47.87	72.3	0.23	1.19	13.91	0.0	95.22	30.11	0.17	1.28	0.0	1.45	52.89	0.24	1.39	30.11	8.62	0.0	0.31	0.11	0.28	0.0	0.0	0.0	5.97	0.45	58.28	0.21	0.0	28.66	32.37	17.91	53.19	26.81	33.35	19.88	5.12	31.54	32.39	28.63	29.53	37.3	127.28	0.0	4.17	0.13	5.8	0.0	0.0	0.0	180.26	62.27	3.88	0.8	12.95	14.27	13.47
March4	0.26	0.34	0.16	0.46	0.41	14.43	2.52	0.22	0.5	0.05	0.01	3.23	0.41	0.05	0.2	0.5	57.19	0.09	0.17	0.67	1.11	0.0	0.2	0.0	0.19	0.93	0.27	0.05	0.17	0.09	0.16	0.18	0.52	0.0	0.0	0.13	0.0	0.27	0.26	0.76	0.2	0.4	50.81	0.68	1.06	0.0	0.3	4.06	0.03	1.21	0.21	0.21	0.32	0.07	0.12	0.41	0.11	0.0	0.83	0.09	0.23	0.0	0.22	0.0	0.22	3.7	0.39	0.96	0.13	0.56	1.43	0.0	0.37	0.25	0.0	0.0	2.56	0.28	0.0	0.34	0.15	0.2	0.0	2.01	0.62	0.24	0.0	0.23	1.36	0.4	1.3	0.6	0.09	0.0	0.05	0.0	0.0	0.09	0.1	0.0	0.0	0.0	0.28	14.39	14.5	14.89
Mipep	0.0	0.0	0.0	0.0	0.0	3.55	0.0	7.83	5.72	0.0	30.04	0.0	0.0	0.0	30.88	0.0	118.24	0.0	34.8	0.0	0.13	0.0	0.0	34.18	0.0	0.0	0.0	3.67	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	77.29	0.0	85.61	0.0	2.46	0.0	17.47	89.29	0.0	6.01	0.07	0.0	0.0	0.19	0.0	0.0	0.0	8.44	76.14	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	11.55	0.47	8.71	0.0	18.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	8.21	4.46	0.6	5.21	0.0	4.43	9.14	0.1	6.34	9.58	6.03	2.61	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	70.9	28.67	30.3	27.57
Mir1197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	1.21
Mir125a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	9.72
Mpp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0	0.0	8.7	0.0	0.0	0.0	0.0	19.71	0.0	0.0	13.13	0.0	0.0	0.0	0.52	0.0	6.44	0.0	0.0	0.0	0.0	68.25	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4	0.0	0.0	0.0	1.65	1.99	0.0	0.0	0.0	3.16	0.0	2.32	2.23	4.64	0.0	0.0	0.19	3.02	0.0	0.0	0.0	0.0	10.85	0.09	0.0	0.0	0.0	0.0	0.0	0.91	0.63	1.0
Mpst	0.0	0.0	0.0	0.0	0.0	53.01	0.0	0.0	0.0	0.0	49.41	0.0	0.0	0.0	0.0	0.0	93.17	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.2	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73	0.28	0.0	0.23	7.77	0.0	0.0	0.0	0.0	0.47	0.71	0.0	0.0	0.0	0.0	0.0	4.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.51	38.56	38.84
Mrpl3	0.46	66.97	0.0	0.0	0.0	2.44	0.0	1.72	24.04	0.0	0.0	0.0	0.0	0.49	12.09	0.0	140.4	0.0	22.69	9.13	0.0	0.0	67.02	7.49	19.52	0.22	0.0	0.0	0.0	0.0	0.0	0.0	82.26	0.0	160.48	0.0	0.0	0.0	0.0	0.0	96.47	0.0	0.0	0.0	0.0	21.42	9.04	0.0	0.0	0.0	0.66	0.0	0.0	60.65	0.1	0.0	13.99	0.0	0.0	2.96	0.0	7.56	0.26	9.97	0.0	7.05	0.0	0.0	14.19	0.41	0.0	5.13	78.39	97.91	0.0	39.04	0.0	0.0	6.14	17.37	28.25	9.56	14.15	22.13	14.11	8.06	0.49	1.18	9.12	10.97	6.69	0.21	3.45	23.84	0.38	0.0	0.0	0.0	121.01	0.0	0.0	86.8	17.07	82.17	78.13	74.92
Nhlh2	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.16	0.16	0.0	0.19	0.26	0.0	0.0	1.08	12.87	0.0	0.19	0.0	0.0	0.0	0.21	0.23	0.0	0.05	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.18	0.08	0.07	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.88	0.1	0.0	0.2	0.28	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.23	0.12	0.1	0.1	0.07	0.16	0.06	0.08	0.18	0.0	0.0	0.17	0.25	0.19	0.0	0.08	0.14	0.0	0.0	0.0	0.09	0.0	0.0	0.09	0.0	0.0	0.06	0.09	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.41	0.65	0.57
Ocrl	0.53	0.0	0.0	0.0	57.24	0.0	6.2	34.51	35.4	0.0	0.19	18.33	0.0	16.48	0.0	0.52	132.03	0.0	0.36	90.38	0.0	0.0	159.58	4.19	0.0	1.0	6.62	6.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	18.04	0.0	0.07	0.0	0.0	0.0	0.0	24.96	0.25	2.7	32.88	0.2	0.0	5.28	24.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.16	0.07	0.0	3.31	0.0	0.74	15.18	0.03	2.04	0.0	1.23	0.35	1.67	71.77	31.33	23.33	27.76	0.0	13.49	4.1	14.25	10.05	7.68	12.37	8.05	10.55	11.5	5.32	6.57	9.27	10.15	28.42	0.0	0.06	0.06	25.32	32.37	12.37	6.39	0.08	4.36	0.0	0.05	43.45	40.06	40.19
P4ha1	3.73	0.0	0.0	0.0	0.0	62.76	1.02	24.33	0.0	118.12	16.02	4.11	5.9	116.57	22.81	95.5	125.86	17.77	66.02	74.85	0.0	0.0	0.0	0.0	57.58	95.33	0.04	38.44	0.0	17.1	0.0	67.36	120.09	146.95	0.0	5.18	66.43	0.21	24.53	113.02	31.96	87.67	44.27	0.11	0.0	69.64	0.12	23.92	0.26	91.55	60.75	18.43	0.0	3.87	62.71	33.52	0.0	0.0	0.0	22.01	39.28	40.08	16.73	12.46	1.05	22.8	5.23	12.71	6.63	111.22	36.91	27.53	0.0	23.57	41.31	89.41	3.39	0.0	25.45	69.63	87.12	77.18	50.73	82.95	38.12	30.29	42.37	25.87	28.72	23.75	24.83	18.23	0.0	22.16	10.35	31.3	0.0	16.67	0.0	42.6	19.34	3.89	24.87	30.0	28.35	25.94
Pak4	0.23	0.0	0.42	0.16	2.39	2.11	0.7	0.44	0.65	0.38	3.35	0.73	0.15	0.19	1.12	0.98	19.38	0.25	0.66	0.67	0.6	0.16	0.14	0.42	0.7	1.12	0.92	0.44	0.35	0.18	1.09	0.26	0.08	0.0	0.6	0.3	0.09	0.48	0.59	0.43	0.0	0.36	0.46	0.14	0.2	0.33	0.36	0.45	0.25	0.17	0.45	0.0	0.69	0.0	0.22	0.43	0.55	0.0	0.7	0.76	0.12	0.79	0.5	0.24	1.17	0.76	1.14	1.12	0.48	0.44	1.73	0.0	1.41	0.3	0.0	0.52	0.77	0.16	0.61	0.25	1.39	0.1	0.68	0.93	0.39	0.48	0.28	0.14	0.0	1.15	0.59	0.69	0.0	0.3	0.23	0.46	0.21	0.3	0.08	0.15	0.37	0.33	0.08	7.83	7.46	8.28
Parl	57.17	1.15	0.0	0.0	0.0	170.8	125.71	113.26	32.83	65.0	110.05	91.74	145.11	38.4	12.52	0.0	264.83	0.0	53.38	153.25	0.0	0.0	0.0	0.0	58.01	0.13	135.01	94.68	0.55	1.21	0.27	114.3	0.0	1.53	0.0	78.85	0.0	2.17	5.65	0.0	0.0	0.0	0.0	5.31	107.05	0.0	93.92	62.26	98.73	186.0	3.31	1.72	90.26	96.97	0.0	138.34	229.41	0.0	0.0	46.18	115.67	0.0	1.84	2.43	70.86	62.92	29.86	0.76	0.0	54.17	0.0	0.0	128.98	2.59	164.39	120.39	0.68	0.0	73.7	40.49	59.89	82.64	76.68	17.2	127.35	85.94	54.88	42.56	9.48	46.63	47.86	0.25	0.0	53.74	141.54	0.0	0.0	0.0	0.0	0.0	0.0	134.09	56.79	32.72	32.18	32.45
Parp6	0.0	0.0	0.0	0.0	0.61	87.29	39.59	6.1	86.03	11.92	8.11	95.81	0.0	71.01	20.32	0.12	112.71	0.0	36.36	123.86	95.13	0.0	4.58	33.26	0.11	68.95	31.67	100.68	66.72	0.15	0.0	63.64	0.0	0.0	0.13	58.89	7.32	3.53	0.0	26.61	0.0	88.82	18.18	21.82	107.97	0.0	86.51	50.33	2.37	62.28	39.08	0.35	71.37	5.15	26.24	61.87	73.51	0.0	1.93	40.88	18.63	45.39	8.94	6.5	0.24	55.98	0.0	159.4	52.46	19.44	0.63	33.73	39.22	0.0	25.11	9.92	5.42	0.0	75.13	49.98	43.97	56.76	52.35	32.95	45.75	76.09	83.81	51.65	39.8	44.99	48.43	0.13	92.5	62.2	0.9	25.15	0.0	90.3	15.16	0.0	2.25	0.0	29.53	110.81	103.98	113.03
Pcdha12	0.0	0.0	0.0	0.0	49.57	0.0	0.0	0.0	0.0	33.9	0.0	0.0	0.0	0.0	0.0	0.0	196.49	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.56	0.0	0.0	0.0	29.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.26	20.72	0.0	3.76	11.99	0.0	6.56	0.0	13.47	0.0	6.67	3.37	7.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	11.99	10.53
Pcdhb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.31	0.0	0.0	0.0	0.0	84.36	0.0	0.07	0.0	0.13	43.37	110.85	0.0	0.14	0.0	0.0	172.25	0.0	0.0	0.0	0.0	0.0	0.0	43.72	0.1	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.83	9.9	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.63	0.0	8.64	16.45	31.23	1.04	7.33	1.48	6.06	2.21	17.94	0.0	0.21	2.84	2.86	0.0	0.0	0.0	12.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98	10.23	7.24
Pcp4	4061.01	3486.92	0.0	0.0	4159.66	3820.49	3360.37	5350.95	4871.0	4341.13	3008.35	1874.09	1913.19	4787.42	4036.12	3283.35	3842.39	3853.07	4428.08	3670.93	5293.38	0.0	4425.79	2462.79	2799.24	4306.98	3963.84	3398.58	4736.97	3917.8	7467.74	4785.11	3966.76	5853.47	4409.57	4442.44	6240.76	4858.15	5326.1	6808.32	7407.1	5341.11	6583.41	4254.91	5456.32	4027.97	4964.42	2508.87	5251.38	2854.7	3472.73	5093.83	2429.01	2246.31	3496.16	2882.67	4770.47	3516.12	1520.81	3666.35	3089.67	3186.44	3514.04	3140.4	1530.07	2202.57	4470.96	3424.16	2461.7	2912.39	4508.06	4815.87	7030.52	5084.45	4729.09	4796.79	3469.96	5492.66	4246.61	4480.25	3150.04	4373.65	4108.26	3507.01	3446.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	4212.47	5202.71	4247.86	4439.21	4654.82	6941.16	7178.2	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
