	Calb2_tdTpositive_cell_7	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_56	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_72	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_8	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_10	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_5	Htr3a_tdTpositive_cell_17	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_102	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_17	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_31	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_48	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_67	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_16	Ntsr1_tdTnegative_cell_38	Pvalb_tdTpositive_cell_81	Rbp4_tdTpositive_cell_126	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_5	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_13	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_36	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_56	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mmp15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	145.31	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	10.99	11.41	12.38
Morn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.61	0.0	0.0	1.48	0.0	0.0	0.0	0.0	7.37	52.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.11	0.0	0.0	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	67.42	7.27	0.29	0.2	0.0	0.0	1024.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.0	0.72	4.08	4.76	5.57
Naa40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.41	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.0	20.18	0.0	0.0	0.0	0.0	0.0	36.33	1.84	0.0	2.84	221.53	4.9	0.0	0.36	709.08	0.0	0.0	0.0	0.0	0.0	4.17	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	46.15	0.22	29.58	29.36	30.57
Nav2	30.08	6.95	11.01	9.58	60.74	0.0	0.0	0.0	0.0	0.0	31.15	13.61	8.85	0.0	1.71	0.0	1.92	0.0	52.3	179.64	14.1	12.69	0.04	0.21	14.93	0.0	0.0	0.0	0.0	0.0	9.22	0.0	0.0	0.0	6.44	17.62	3.45	59.61	20.04	9.12	0.0	2.25	130.79	35.93	0.56	0.11	8.63	20.11	21.94	18.61	4.97	0.02	0.12	7.42	128.56	395.64	0.0	0.08	0.03	0.0	0.06	98.76	0.41	0.0	57.72	0.0	0.0	0.11	0.0	0.0	1.75	14.07	22.46	27.69	9.58	8.16	19.69	18.55	23.2
Nfs1	5.68	3.51	353.23	284.59	7.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	352.4	0.24	0.0	0.0	0.0	25.58	0.0	0.0	0.0	0.21	194.78	0.0	0.0	0.0	0.0	0.0	158.52	0.0	0.0	0.0	27.53	77.12	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	28.83	0.12	0.0	0.0	0.0	1261.63	0.0	0.42	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.7	34.29	41.95	40.41	43.3	42.81
Obsl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.35	0.16	0.0	0.0	0.0	365.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	10.98	11.24	11.27
Ogdhl	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.0	0.0	0.0	0.0	155.41	0.0	4.7	0.0	0.0	0.0	12.87	0.0	0.0	0.0	0.0	0.0	19.36	0.0	0.0	0.0	0.0	0.0	14.78	0.0	0.79	0.65	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	11.08	4.8	2.47	0.07	0.0	0.0	14.09	290.64	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	6.09	0.0	0.0	0.0	0.0	0.0	0.1	10.65	73.51	75.56	72.3
Pabpc4	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	19.11	0.0	0.0	0.0	1.54	14.73	0.0	0.0	6.84	0.0	5.71	0.0	0.82	0.0	31.62	6.93	0.1	0.0	0.0	3.42	283.59	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	31.73	29.6	31.94	31.63
Pank3	0.08	35.08	74.91	0.0	1.37	0.0	0.0	207.99	0.0	81.21	13.19	0.36	18.63	0.0	0.0	0.0	0.0	0.07	0.27	170.78	23.92	0.06	56.27	0.06	1.1	156.27	0.05	0.0	0.0	0.0	0.06	0.0	0.0	0.0	1.74	8.1	0.0	10.51	0.0	0.09	0.02	0.08	81.11	0.25	0.0	0.16	0.06	0.18	46.03	18.0	12.49	0.17	0.18	0.15	0.04	468.27	34.76	0.07	0.05	0.09	0.0	0.26	0.3	0.0	0.0	0.0	0.0	0.0	81.81	0.0	0.0	58.42	0.14	8.16	12.6	9.61	33.92	30.94	31.12
Pcdhga5	0.0	0.0	0.0	0.0	67.04	0.0	0.0	0.0	0.0	0.0	31.7	79.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.43	0.0	3.39	0.85	10.62	0.15	0.0	0.0	887.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	5.5	34.71	11.11	12.56	10.75
Pclo	50.75	49.15	21.72	36.61	49.44	0.11	0.26	0.05	0.02	0.09	23.45	39.1	21.31	0.06	0.18	0.03	0.12	0.02	0.55	0.09	123.28	16.71	13.9	0.11	17.19	0.18	0.0	0.11	0.09	0.11	22.43	0.0	0.18	0.08	16.51	9.76	8.89	0.43	7.03	24.95	0.81	18.11	0.16	0.02	0.06	0.22	0.65	29.9	35.19	39.43	19.57	0.07	0.11	0.03	0.09	74.14	0.02	0.0	0.11	0.26	0.05	41.95	0.86	0.03	0.07	0.0	0.0	0.06	0.0	0.46	30.49	22.26	57.6	26.21	17.29	14.04	60.14	52.02	64.43
Pex16	0.0	0.0	309.99	0.0	0.0	0.0	0.0	0.29	0.0	488.18	0.0	0.04	0.43	0.0	0.0	0.34	0.41	0.0	0.0	148.32	2.67	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.82	0.0	0.0	0.0	0.0	0.0	19.77	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	37.09	0.21	0.56	0.0	576.21	1027.12	0.0	0.38	0.0	0.0	0.0	0.33	0.34	0.0	0.88	0.0	0.0	0.0	0.0	175.25	0.0	0.0	0.0	49.01	45.04	0.0	28.31	28.94	28.18
Pi4ka	105.97	65.45	94.83	13.67	50.88	0.0	0.0	0.05	47.12	0.0	63.21	0.93	15.58	0.0	0.0	0.0	0.0	0.0	154.28	1.61	18.1	16.61	38.11	0.0	5.11	66.26	0.0	0.0	0.0	0.0	26.8	0.0	55.33	0.51	32.53	44.28	63.38	42.34	1.26	5.59	0.07	15.98	54.95	0.0	1.04	0.0	0.53	6.85	49.79	100.1	28.48	0.11	10.84	0.0	4.51	0.0	2.43	0.0	0.05	9.56	59.79	0.0	124.11	0.0	0.92	0.0	0.0	0.0	0.0	1.11	4.02	18.76	4.24	36.37	34.06	10.15	151.13	142.37	151.54
Pigt	8.71	0.0	0.0	0.19	0.0	0.0	211.51	0.0	0.0	0.0	4.85	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.49	21.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.61	5.22	15.43	0.0	0.0	12.51	0.0	0.37	115.38	0.0	8.59	43.96	0.0	0.26	0.14	10.15	9.26	0.09	0.15	0.0	0.23	174.56	0.0	0.0	0.0	0.0	0.0	0.0	24.41	0.22	0.78	34.49	0.0	0.0	0.0	0.0	0.21	0.0	0.41	4.04	41.52	9.99	72.19	79.62	79.03
Plekhm3	58.81	61.16	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.36	0.0	2.19	0.0	0.0	34.26	87.06	0.0	0.12	0.0	0.04	0.0	8.67	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	5.28	0.0	46.66	1.71	0.02	0.04	0.0	0.0	0.0	0.0	0.0	13.87	37.77	1.1	4.95	0.3	0.04	208.86	0.0	318.23	70.96	1.29	0.0	0.0	0.09	0.05	41.85	0.0	0.0	0.0	105.77	0.0	0.0	0.0	169.39	0.0	0.0	3.69	38.16	4.51	17.91	17.65	17.78
Prop1	0.54	1.16	0.0	0.65	1.62	0.0	0.0	0.0	0.0	0.0	0.64	0.1	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.22	0.66	0.0	0.0	0.0	0.0	6.85	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.28	0.0	0.0
Psd3	73.74	7.62	0.22	14.7	37.11	0.0	0.4	0.0	1.78	0.14	69.49	29.63	54.71	0.0	0.26	11.2	0.0	0.0	5.78	57.94	0.05	4.2	19.09	2.72	56.44	113.36	0.0	0.0	0.0	0.04	18.69	0.0	0.0	0.04	25.29	0.0	0.39	1.9	16.0	15.4	1.13	22.29	48.03	6.54	0.0	0.38	0.0	0.33	65.48	141.48	48.59	0.1	0.07	0.0	163.72	212.2	0.0	4.02	0.3	0.0	0.81	0.67	82.22	1.59	0.0	0.06	104.03	0.0	0.0	0.35	42.96	65.43	8.3	45.11	106.49	59.59	186.39	161.39	187.14
Pum2	0.41	0.0	1.12	0.41	101.28	284.77	284.99	0.06	0.0	0.08	84.37	69.09	36.98	32.51	0.0	212.53	0.0	1.18	0.0	1.2	0.0	52.15	4.3	110.88	6.16	0.0	0.0	0.0	0.0	0.0	21.78	0.0	0.0	0.47	17.14	58.73	16.33	63.41	0.0	12.7	117.48	9.79	2.3	58.23	100.83	0.1	0.0	44.19	56.22	95.54	29.7	0.08	0.11	0.64	1.63	688.57	0.0	0.07	0.12	1.78	0.26	160.25	74.17	0.0	0.0	0.0	0.23	1.63	0.0	63.01	0.45	92.14	0.0	28.51	39.04	29.96	94.04	86.54	93.06
Pvrl3	84.66	543.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.28	53.27	0.0	0.0	0.0	0.0	0.0	33.51	168.5	0.0	37.96	17.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.63	0.23	0.1	0.0	384.72	387.65	0.0	0.0	0.0	0.0	0.0	0.0	166.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.83	18.26	21.19
Raf1	0.0	0.49	0.0	0.0	0.17	0.11	208.06	0.0	0.14	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	0.0	59.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.11	10.34	0.0	72.77	0.0	0.0	0.0	0.0	0.0	0.0	69.82	0.0	0.0	0.0	48.45	4.81	0.08	4.71	0.0	0.19	645.36	0.0	0.0	0.11	0.0	0.0	0.15	0.27	0.0	166.13	0.0	0.0	0.0	0.69	0.29	0.0	0.0	1.53	7.84	10.55	1.15	66.43	68.35	63.65
Rapgef1	0.22	0.0	0.0	6.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.61	0.0	0.0	0.0	0.0	0.27	99.05	1.46	0.0	0.0	0.0	31.32	0.0	0.4	0.43	0.0	4.15	0.08	0.0	0.0	0.1	343.9	0.0	0.0	0.0	0.0	0.0	7.2	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	3.61	4.51	11.61	59.62	59.34	62.33
Rbm28	23.17	13.21	8.33	17.29	79.35	2.09	5.95	0.76	4.97	0.11	17.41	73.16	51.19	5.48	25.72	10.87	29.05	205.79	21.48	22.63	22.5	10.87	9.96	9.12	6.2	14.19	14.11	3.68	0.0	7.85	7.82	1.85	1.1	12.8	14.97	15.82	31.15	5.91	7.73	7.24	0.41	62.97	19.45	6.22	2.32	22.68	5.73	14.33	18.8	55.88	56.64	6.09	13.11	430.11	16.27	420.38	18.02	13.96	0.49	362.08	29.39	72.94	11.08	15.43	8.8	0.47	0.92	125.8	5.03	33.82	202.72	77.38	15.09	47.13	6.17	21.45	39.47	37.28	41.84
Rbm43	139.42	0.0	0.0	0.0	0.0	215.25	0.0	0.0	0.0	0.0	0.0	60.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.27	0.0	0.0	0.0	0.0	155.67	0.0	24.38	155.56	44.22	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.18	36.36	0.0	0.67	0.0	0.0	0.0	610.6	739.75	0.0	0.0	0.0	0.0	0.0	0.0	178.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	279.16	0.0	0.0	17.72	0.0	0.0	14.39	15.8	14.68
Rbmxl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.28
Rere	42.85	4.62	9.21	0.45	12.63	55.89	0.0	14.77	0.0	0.0	23.34	23.57	19.23	1.58	19.01	0.0	0.0	0.0	0.0	55.97	7.82	14.6	1.46	7.16	35.79	0.0	6.32	0.0	0.0	0.0	0.06	0.0	0.2	0.0	3.17	0.0	16.37	2.18	1.19	7.17	0.02	1.31	11.84	0.0	0.0	0.0	120.38	26.38	0.0	0.07	12.3	0.03	0.04	12.53	0.04	238.45	78.09	0.17	0.05	36.69	0.0	35.06	0.22	0.07	3.43	85.33	0.0	0.0	0.0	69.03	0.07	0.96	92.89	6.28	22.05	6.66	54.44	55.48	56.56
Scn8a	72.23	0.23	29.71	42.79	25.07	0.0	0.0	0.0	0.0	0.0	49.63	55.17	43.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.7	0.02	42.02	0.08	11.06	0.0	0.0	0.0	0.0	0.0	7.78	0.0	0.03	0.04	0.62	8.14	4.12	0.87	32.02	4.46	0.04	9.79	26.41	0.0	0.0	0.03	0.84	12.46	52.99	14.87	43.36	0.0	0.03	0.0	0.05	0.19	0.0	0.0	0.06	0.0	0.07	0.08	16.49	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.54	20.32	35.53	24.63	31.4	111.53	100.99	112.93
Sco1	4.83	2.6	7.0	5.73	6.13	5.42	2.63	4.86	6.72	8.29	4.34	2.77	3.67	6.08	2.28	2.06	0.51	4.59	10.55	2.25	6.29	0.6	30.51	16.27	4.24	3.42	1.23	0.85	12.87	3.46	3.94	0.0	5.29	3.91	1.36	6.62	12.78	1.48	31.58	4.12	1.17	1.67	5.13	2.61	1.47	134.74	1.69	6.34	8.74	4.57	13.28	3.82	23.18	1.6	6.91	791.31	3.0	0.98	2.02	8.42	15.56	254.93	3.49	3.46	9.81	1.72	2.83	1.25	6.02	5.6	5.08	2.66	4.26	6.75	1.88	0.78	6.54	5.32	5.55
Sdc3	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74	0.0	0.0	3.41	29.9	0.0	0.0	113.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.35	0.0	13.07	0.09	0.16	0.0	0.0	0.0	0.0	0.0	0.0	6.42	0.0	3.64	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	236.0	0.0	51.69	48.36	0.0	1.39	0.0	0.13	0.0	37.03	526.53	0.0	0.0	0.0	0.0	43.78	0.09	30.72	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	19.28	60.98	108.9	116.76	111.8
Sec24b	59.84	28.24	0.0	0.0	8.87	0.0	0.0	0.0	0.0	0.0	0.0	0.34	6.29	0.0	0.0	0.0	0.0	178.38	0.0	0.0	0.0	0.0	3.62	193.16	77.39	0.0	0.09	0.0	0.0	0.0	6.89	0.0	0.0	140.65	68.52	17.14	30.14	0.0	34.74	0.0	0.03	9.12	0.0	0.0	0.0	0.0	42.12	46.76	0.0	0.06	21.23	0.1	0.14	0.0	0.32	537.87	0.0	0.0	0.0	14.46	0.0	0.0	0.03	0.0	0.0	2.1	0.0	0.0	0.0	0.0	6.53	0.0	0.44	9.43	1.59	0.0	36.07	34.4	34.96
Serpina3n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.56	0.0	0.0	0.0	0.0	32.51	64.53	0.0	0.0	0.0	0.0	66.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.25	0.11	0.0	0.0	0.29	1562.84	0.24	0.0	0.0	0.0	1531.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	6.98	74.33	0.09	13.57	16.24	14.63
Sik2	0.0	0.0	0.0	2.47	0.0	0.0	0.0	0.0	75.89	0.0	0.0	20.16	1.09	0.0	0.0	0.0	0.0	0.0	5.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	1.69	7.79	0.29	0.0	0.0	0.0	3.48	118.5	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	18.17	16.51	18.28
Sirt4	40.49	0.0	88.09	24.66	0.0	0.0	0.0	0.0	0.0	0.0	67.03	0.03	95.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	27.53	0.0	0.22	21.23	43.74	0.0	0.0	151.98	0.0	0.0	0.0	0.25	0.22	0.0	0.0	17.28	107.97	0.21	0.0	0.58	845.98	0.0	0.0	0.0	3.45	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59	25.7	0.0	10.07	3.03	45.76	24.43	25.26	23.53
Slamf7	0.11	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.02	0.0	0.0	0.6	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.03	0.09
Slc35e4	0.06	0.0	0.0	6.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.61	0.0	101.27	0.0	0.0	0.0	0.0	0.0	0.0	42.63	0.0	11.84	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	13.9	0.21	0.0	0.0	534.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	77.4	9.07	16.81	18.25	17.66
Slc44a5	0.0	22.4	4.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.23	0.0	0.0	303.06	0.0	0.0	0.0	0.0	219.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.19	4.92	80.09	0.0	0.33	0.0	0.0	6.71	6.51	7.08
Sox11	126.59	120.76	135.41	34.05	32.18	0.0	0.0	0.0	0.0	0.0	43.39	14.12	34.78	0.0	0.0	0.0	0.0	0.0	13.12	0.0	0.0	0.0	31.2	0.0	151.75	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.13	33.3	20.47	0.04	66.1	42.24	0.28	0.04	0.0	0.0	0.0	176.83	0.0	27.34	92.16	0.1	38.91	0.08	5.45	0.0	313.23	561.07	0.2	0.0	0.08	0.0	580.72	138.31	81.75	0.07	255.9	0.0	0.0	0.0	0.0	401.3	257.39	52.0	143.94	57.21	41.34	1.01	6.06	5.55	5.5
Srsf12	0.25	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	42.89	0.08	11.04	0.0	0.0	0.0	0.0	0.06	0.0	0.0	5.79	0.0	135.66	3.93	0.0	0.15	0.3	0.0	0.0	0.0	67.55	0.0	0.0	0.0	0.12	0.0	21.53	0.0	0.0	74.32	0.0	26.44	0.0	0.0	0.0	0.0	0.0	0.58	0.49	0.28	22.37	0.14	0.03	0.0	0.65	771.48	0.25	466.55	0.24	0.22	0.0	0.48	0.0	0.0	0.34	0.88	0.24	0.0	0.0	0.0	0.0	0.19	0.35	35.19	17.9	13.36	17.5	17.84	19.21
Stx8	17.82	33.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.01	0.0	0.0	0.0	0.0	154.08	0.0	0.0	0.0	36.49	30.83	2.45	0.0	21.58	0.0	0.0	0.0	0.0	0.0	20.95	0.0	0.0	0.0	0.0	0.0	1.09	25.05	25.29	20.53	0.0	11.6	35.24	0.0	0.0	0.0	49.83	7.33	48.15	60.09	24.31	0.0	0.16	0.0	87.41	414.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12	69.31	0.0	63.17	0.0	0.0	63.19	0.0	0.13	0.27	0.0	25.23	14.73	2.57	7.99	9.51	8.55
