	Calb2_tdTpositive_cell_48	Calb2_tdTpositive_cell_53	Chat_tdTpositive_cell_1	Chrna2_tdTpositive_cell_4	Ctgf_tdTpositive_cell_18	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_3	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_11	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_16	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_1	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Nos1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_25	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_45	PvalbF.Gad2_tdTpositive_cell_33	Rbp4_tdTpositive_cell_81	Rbp4_tdTpositive_cell_115	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_39	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTnegative_cell_4	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nlrp12	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.16	0.0	0.0	0.0	0.0	0.08	0.0	0.08	0.0	0.0	0.0	0.32	0.09	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.02	0.07
Nlrx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	1.74	6.12	6.21	7.34
Nrap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.62	0.63	0.7
Nubp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	9.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	742.68	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	309.37	8.06	1.24	0.0	0.0	2.1	2.55	3.97	0.0	3.15	2.61	2.24	4.9	17.71	16.92	16.56
Nudt16	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54	0.0	3.44	0.0	0.0	121.26	0.0	289.87	0.0	0.0	0.0	0.0	0.29	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08	0.0	1.69	0.91	0.0	0.0	0.0	2.61	0.16	8.68	6.96	7.46	14.52	14.96	18.64
Nudt16l1	0.0	0.0	0.0	39.31	206.15	409.74	0.0	597.15	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	72.55	96.82	0.67	0.0	50.91	77.14	0.33	0.0	415.2	0.0	0.72	0.49	0.0	36.06	0.0	58.67	0.0	0.3	0.0	0.0	1233.82	0.57	1.07	0.0	0.0	0.0	497.33	1.01	1125.39	0.0	0.6	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.75	104.92	104.59	112.06	120.15	120.78	81.89	98.88	84.81	109.14	98.97	109.75	75.08	75.09	67.3
Nup205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.32	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.13	0.0	3.66	0.0	0.0	0.0	0.0	210.72	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.24	1.75	3.33	1.07	0.62	1.96	0.0	3.14	2.98	3.11	2.75	15.31	13.61	14.92
Ogfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	110.7	4.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.27	0.0	52.39	3.29	0.0	0.0	0.0	0.0	232.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	9.84	1.77	1.78	10.93	0.0	6.57	6.72	0.39	0.76	1.22	40.39	38.33	36.92
Ormdl3	0.0	0.0	0.0	27.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.31	81.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	157.75	0.0	1.93	0.0	0.0	7.09	0.0	0.0	0.0	0.0	325.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.83	0.0	0.0	0.0	0.0	7.07	12.3	10.0	18.62	7.74	12.7	9.0	18.89	24.1	3.27	5.49	4.32	55.18	59.41	54.34
Pde4a	0.0	0.0	0.0	29.29	16.65	0.0	0.0	0.0	0.0	0.0	44.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91	49.42	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	44.21	52.29	29.83	0.0	0.15	0.0	0.0	88.25	0.25	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.06	0.09	0.07	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.12	32.75	53.65	28.92	40.28	53.87	52.81	19.46	43.09	45.86	44.49	50.32	70.0	69.52	69.31
Phc2	44.51	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.44	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.74	0.0	6.51	0.0	0.25	0.0	1.42	839.73	0.41	0.0	4.37	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.0	0.0	282.96	218.19	0.0	0.0	0.25	0.0	0.5	6.69	0.0	7.57	6.78	3.19	4.48	7.89	3.14	2.18	2.11	6.49	4.91	62.58	72.31	66.96
Phf3	0.0	0.0	6.29	0.0	0.0	84.76	2.68	0.0	0.0	0.0	0.0	0.0	0.0	0.63	61.19	0.0	0.0	0.04	0.0	5.84	9.74	16.54	0.0	49.82	0.0	0.0	0.0	0.0	0.0	31.06	0.0	7.83	15.27	0.0	3.68	0.0	0.0	0.0	0.0	184.15	0.0	69.57	137.62	0.0	0.0	10.1	0.0	0.0	0.0	0.05	0.04	0.19	0.11	0.0	0.0	0.0	0.0	0.0	1.53	4.79	8.52	10.46	7.03	13.46	12.29	16.67	7.89	9.46	18.96	7.67	9.07	8.21	31.68	27.61	31.36
Phyhip	0.0	0.0	0.44	15.14	78.27	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	74.47	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33	22.42	21.5	50.58	0.0	0.0	0.0	0.0	0.23	0.25	0.0	0.0	0.0	0.0	0.51	0.15	0.25	0.18	0.53	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.78	89.81	162.0	157.69	122.52	119.35	102.95	92.19	123.41	83.94	88.43	93.96	399.59	415.43	391.87
Pik3r2	0.0	0.0	0.0	23.64	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.04	19.57	0.33	0.0	0.0	7.93	0.0	0.61	0.0	0.0	393.75	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.34	0.0	0.0	0.0	4.48	2.6	0.42	5.99	4.05	0.09	5.25	0.49	5.92	3.2	2.5	5.04	97.28	109.77	104.18
Plekha6	0.0	0.0	28.19	9.72	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.49	17.17	0.0	12.09	0.0	0.0	0.0	0.0	0.18	0.05	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75	0.45	6.9	6.93	4.64	10.15	14.74	2.12	5.84	6.69	7.34	4.74	47.56	44.89	49.5
Ppox	1322.44	0.0	0.0	59.35	17.85	0.0	0.0	0.0	0.0	613.37	116.86	0.0	0.0	0.0	0.0	0.0	0.38	594.3	8.19	57.73	0.19	0.0	0.0	1.4	30.51	0.22	265.37	213.31	0.0	0.0	0.34	2.94	0.0	0.0	16.22	0.38	1024.99	0.0	710.35	1581.48	0.39	0.0	85.69	300.34	0.0	0.0	70.77	4.92	0.43	0.61	0.0	0.4	0.91	0.0	0.0	0.0	1.55	0.0	0.0	0.0	43.76	10.93	38.47	15.01	19.7	48.64	16.89	25.36	38.38	12.59	16.62	17.54	20.65	23.95	22.68
Prdm10	0.0	0.0	41.93	0.0	20.0	0.0	0.39	0.13	0.0	0.0	0.0	0.0	61.47	1.06	0.0	0.0	0.0	0.0	0.0	0.0	36.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	0.0	0.09	0.0	0.0	418.58	0.1	0.0	0.0	0.0	0.0	45.35	0.0	0.0	0.0	0.0	0.0	0.0	44.32	3.79	0.0	0.0	0.0	0.0	0.0	0.0	6.79	7.84	4.59	4.79	11.14	3.24	3.86	7.91	10.75	5.23	8.75	5.58	10.54	7.71	9.24
Prpf4b	0.0	0.21	5.86	50.61	41.49	0.0	0.0	0.0	0.31	97.15	0.0	95.46	0.0	3.49	0.0	100.7	0.0	13.81	0.0	2.06	19.45	14.53	0.0	46.18	101.08	10.54	129.38	0.0	0.15	19.13	436.83	10.66	32.46	1.47	57.39	0.45	0.14	17.73	274.3	703.19	0.08	140.48	0.0	26.31	0.0	0.0	0.18	6.56	0.0	14.67	0.06	394.62	0.09	0.0	0.0	0.0	136.01	0.0	0.0	106.49	21.04	35.85	39.82	30.39	41.4	26.84	35.16	34.6	42.86	39.79	32.48	31.0	57.17	46.5	56.26
Prss53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	0.0	185.0	0.0	0.0	214.1	0.0	0.0	0.0	0.0	0.0	67.36	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	3.15	0.0	0.0	0.0	0.0	0.23	1.39	0.63	3.07	3.26	3.04
Psrc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84	16.25	0.0	0.0	0.0	0.0	0.75	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	5.69	0.0	2.97	0.0	0.0	0.0	2.95	3.21	3.44	9.71	9.15	9.49
Rab12	32.2	5.7	6.15	80.88	67.77	0.29	0.0	0.0	25.2	20.19	0.0	0.34	8.44	80.1	0.0	33.59	59.5	7.56	17.88	32.83	16.52	4.15	83.18	54.34	17.89	106.84	25.67	33.26	0.34	0.0	0.0	11.85	24.54	12.93	81.39	7.84	0.16	0.0	0.0	737.15	75.31	141.24	0.0	0.0	0.46	18.58	0.0	4.48	0.13	0.37	0.03	99.61	4.5	36.42	2.69	2.05	0.0	0.0	0.0	0.0	38.45	30.34	31.89	19.32	36.95	41.67	37.98	13.06	10.84	37.26	38.48	50.51	112.99	122.88	106.48
Rian	0.0	0.0	90.8	129.4	36.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	16.1	66.43	0.39	0.0	0.06	0.2	0.0	0.0	0.0	0.0	0.0	0.0	7.95	54.59	1.0	47.8	0.66	0.0	0.0	0.0	0.18	0.4	0.0	0.0	0.0	0.0	0.0	0.15	0.49	0.14	0.44	0.08	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.41	75.03	51.63	53.44	50.61	61.62	55.91	62.24	69.11	86.15	79.97	67.76	439.96	415.61	429.09
Rnf180	0.0	0.0	0.0	16.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.34	89.57	99.76	0.0	0.0	0.0	0.0	247.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.75	18.87	0.16	6.26	0.0	0.0	0.0	0.0	422.52	0.0	0.0	0.0	0.0	0.0	22.01	0.0	89.92	0.0	0.0	55.76	0.0	0.0	20.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	4.66	3.85	2.84	4.25	7.91	0.0	4.15	7.6	6.42	5.47	7.0	6.12	6.03
Rock2	11.48	84.24	53.97	16.08	29.11	0.0	0.0	83.83	150.0	0.0	0.0	185.13	0.06	0.22	0.39	0.08	2.67	3.17	0.0	2.22	91.75	0.1	0.0	81.58	0.0	0.0	0.0	0.0	0.0	0.11	0.0	81.38	48.17	119.67	62.92	178.01	0.0	0.14	0.0	417.99	0.13	0.0	50.77	1.38	0.0	0.04	0.1	0.04	0.5	60.23	0.0	0.15	0.07	0.0	0.0	49.51	0.0	200.91	55.62	285.4	46.06	67.51	74.44	57.98	55.81	55.46	58.41	37.31	58.22	84.87	64.33	56.92	81.62	63.9	79.25
Rpa3	0.0	0.0	0.0	66.91	102.35	0.0	0.0	0.0	9.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.27	66.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.81	0.0	0.0	681.44	0.0	858.83	0.59	0.0	403.66	0.0	0.0	0.0	0.7	388.06	0.0	0.0	39.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.6	36.9	75.79	45.19	70.76	37.0	78.54	73.4	33.78	53.95	35.4	43.35	20.41	16.32	14.04
Rps17	408.35	1253.72	8.62	212.0	627.61	0.0	671.48	2380.71	482.6	571.03	0.0	0.0	1279.65	0.0	0.0	0.0	154.4	1147.99	285.19	215.71	308.77	1.95	0.0	0.0	4.53	0.0	339.24	0.0	1843.41	447.74	0.0	243.34	266.9	597.51	711.89	816.76	3329.27	1507.09	1146.1	2247.79	1733.24	2877.36	673.11	600.9	27.26	0.83	0.0	1.66	369.92	0.87	0.0	1.47	0.96	577.97	0.0	472.56	1622.66	0.0	1131.03	1756.89	470.43	576.01	345.02	536.2	479.36	442.41	455.84	549.63	400.16	275.63	311.22	333.01	408.92	442.03	444.77
Rps21	209.89	656.4	460.9	401.78	268.06	225.07	169.4	805.35	0.0	167.59	0.0	0.0	445.51	0.0	0.0	189.85	238.78	0.0	376.49	349.21	353.73	0.0	176.36	0.0	299.81	187.18	0.0	219.9	426.08	781.72	1.78	798.81	218.9	338.63	602.04	629.06	2155.68	398.77	708.74	1417.2	42.2	364.97	220.74	0.0	0.0	133.84	25.53	168.21	347.4	614.62	48.41	0.0	196.71	534.35	416.39	345.48	792.28	391.93	296.23	266.05	270.69	319.62	191.38	332.05	298.75	272.29	268.88	330.76	251.14	184.01	221.7	252.96	603.8	703.48	611.1
Rps6ka4	0.0	0.0	0.0	11.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18	0.0	0.17	0.0	0.1	0.0	0.0	446.83	0.11	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	0.0	0.0	1.96	0.22	4.24	1.47	0.0	0.79	1.05	1.33	1.67	41.49	40.5	37.81
Rrp12	0.0	0.0	0.0	2.06	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.22	0.0	0.0	6.38	0.0	0.0	0.0	11.43	0.19	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	2.84	0.0	2.02	0.0	0.0	0.0	0.0	106.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.33	7.64	5.69	2.71	5.12	7.23	2.17	2.55	3.8	5.21	5.37	4.15	25.79	26.6	27.25
Sav1	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98	0.0	0.0	0.0	0.0	211.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.57	0.0	6.05	3.89	1.19	3.7	1.74	1.76	4.03	2.32	1.65	20.32	20.62	18.92
Scarf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.29	0.11	3.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	5.09	3.02
Scn4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.63	0.14	0.07	0.06	2.42	1.74	0.56	1.38	172.59	172.42	164.66
Sephs1	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	11.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24	8.04	0.0	0.0	0.0	0.0	629.22	0.2	0.0	0.0	0.11	0.0	225.61	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.96	7.93	21.04	5.14	7.35	1.0	4.27	4.9	0.05	13.65	7.81	7.37	13.29	12.28	14.35
Slc24a2	0.0	0.0	32.27	8.28	151.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	110.1	0.0	0.0	0.83	0.09	0.0	0.0	0.0	0.0	0.08	0.0	183.83	124.86	440.13	59.28	0.06	0.06	0.04	0.0	0.48	0.14	0.0	0.0	0.0	0.0	0.2	0.31	0.1	0.24	0.48	0.03	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.14	90.7	116.27	89.94	91.49	113.2	118.98	105.37	138.53	144.15	111.97	131.04	186.31	165.34	192.36
Slc35f5	0.0	0.0	0.0	6.17	55.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4	0.0	0.0	0.97	0.0	0.0	490.56	0.0	0.0	0.0	0.0	2.45	2.87	0.0	12.78	0.26	0.0	0.0	0.0	1123.92	0.27	0.0	0.0	0.0	0.0	27.07	0.0	0.07	0.0	0.0	0.44	0.0	643.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98	3.31	28.77	10.09	0.0	7.4	8.85	7.56	12.09	13.23	15.65	16.87	22.01	22.42	19.82
Sltm	0.0	0.0	7.52	8.92	4.05	0.0	218.8	0.0	124.83	0.0	0.0	0.0	0.0	0.0	510.65	0.0	182.14	0.0	0.0	1.5	57.3	161.82	0.34	0.0	200.85	0.0	23.41	16.02	68.98	49.79	0.0	52.85	86.95	76.76	75.07	0.0	0.17	0.0	0.0	644.65	0.29	0.0	0.0	0.0	0.0	0.0	0.12	0.05	48.26	0.1	32.11	16.64	445.42	173.29	612.24	0.0	0.0	0.0	0.0	20.77	47.04	28.74	26.41	29.39	33.22	43.63	33.83	24.4	21.44	37.74	30.28	32.0	46.64	42.59	47.97
Smad7	0.0	0.0	0.0	0.0	10.77	0.0	0.0	57.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17	11.89	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.15	0.0	0.0	1.65	0.0	0.0	3.93	0.0	0.07	0.0	340.22	253.16	0.16	142.2	50.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9	42.05	221.62	0.0	10.08	0.0	4.2	4.8	0.0	1.03	2.79	6.76	2.37	0.98	1.93	0.93	1.08	1.86	12.36	12.76	11.77
Smc6	0.0	0.0	27.71	22.0	0.22	168.95	2.59	0.0	0.0	0.0	0.0	8.14	0.0	75.63	0.0	3.55	0.0	0.0	0.0	2.01	28.88	0.0	52.21	14.46	0.17	0.0	0.0	0.0	0.0	62.6	0.0	19.5	11.37	53.58	6.03	0.0	174.91	0.0	0.0	363.36	0.12	0.0	19.04	0.0	0.0	0.0	0.0	0.03	0.41	0.2	155.85	0.0	13.49	0.0	7.72	0.0	0.0	0.0	0.0	0.0	9.52	17.56	14.17	15.58	15.08	17.05	18.28	8.56	25.53	10.21	12.03	9.56	17.29	13.92	17.53
Srsf6	0.0	56.99	0.0	43.84	11.21	0.0	0.0	0.0	47.96	0.0	0.0	0.19	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	26.65	10.31	1.55	18.04	0.0	0.0	0.0	0.0	332.89	0.0	0.0	45.25	37.72	0.0	23.4	0.0	60.68	0.0	0.0	871.25	5.67	0.0	0.05	0.0	0.0	0.0	0.0	14.78	0.0	0.0	6.63	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.54	3.31	1.97	8.47	10.24	4.54	21.41	29.61	4.78	21.09	12.65	13.25	78.5	82.94	77.17
Sssca1	0.0	416.53	0.0	31.7	52.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	446.69	0.0	49.0	190.02	0.0	0.0	27.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.83	144.03	0.0	118.88	0.0	0.0	0.0	0.0	838.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	526.51	0.0	42.4	96.58	63.32	74.9	52.39	75.35	48.93	89.58	113.27	71.71	86.82	88.71	46.21	51.81	44.01
Stk40	0.0	0.54	0.0	0.0	0.0	7.66	0.0	0.0	0.0	0.0	17.22	0.0	0.0	410.43	0.0	17.1	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.13	0.0	0.09	0.0	0.0	849.11	0.3	0.0	21.87	0.12	0.0	0.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.58	0.6	3.11	0.19	0.23	2.85	2.2	3.43	0.61	2.93	1.77	28.92	28.46	24.06
