	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_62	Cux2_tdTpositive_cell_63	Cux2_tdTnegative_cell_7	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_11	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Gad2_tdTpositive_cell_74	Gad2_tdTpositive_cell_75	Htr3a_tdTpositive_cell_85	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_10	Nkx2.1_tdTpositive_cell_2	Nkx2.1_tdTpositive_cell_4	Nkx2.1_tdTpositive_cell_6	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_11	Nkx2.1_tdTpositive_cell_12	Nkx2.1_tdTpositive_cell_13	Nkx2.1_tdTpositive_cell_18	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_27	Ntsr1_tdTnegative_cell_33	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_18	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_32	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_39	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_41	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_43	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_53	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_57	Pvalb_tdTpositive_cell_58	Pvalb_tdTpositive_cell_60	Pvalb_tdTpositive_cell_61	Pvalb_tdTpositive_cell_62	Pvalb_tdTpositive_cell_64	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_72	Pvalb_tdTpositive_cell_74	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	Pvalb_tdTpositive_cell_79	Pvalb_tdTpositive_cell_80	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_20	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_31	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_6	PvalbF.Gad2_tdTpositive_cell_7	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_13	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_16	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_32	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_35	PvalbF.Gad2_tdTpositive_cell_37	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_43	PvalbF.Gad2_tdTpositive_cell_44	PvalbF.Gad2_tdTpositive_cell_45	PvalbF.Gad2_tdTpositive_cell_46	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_58	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_61	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_66	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_68	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_74	PvalbF.Gad2_tdTpositive_cell_75	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_79	PvalbF.Gad2_tdTpositive_cell_80	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_82	PvalbF.Gad2_tdTpositive_cell_83	PvalbF.Gad2_tdTpositive_cell_84	PvalbF.Gad2_tdTpositive_cell_85	PvalbF.Gad2_tdTpositive_cell_86	PvalbF.Gad2_tdTpositive_cell_87	Rbp4_tdTpositive_cell_51	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_12	Slc17a6_tdTpositive_cell_19	Sst_tdTpositive_cell_56	Tac2_tdTpositive_cell_1	Tac2_tdTpositive_cell_6	Tac2_tdTpositive_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_25
Ndufs3	0.0	70.24	819.2	170.56	369.46	440.72	66.41	0.0	416.35	231.15	340.3	355.42	371.36	267.07	215.49	323.33	691.66	0.0	135.88	137.27	93.39	262.93	100.01	323.08	293.65	426.36	121.91	672.51	303.31	0.45	0.48	489.76	233.36	445.56	446.08	507.29	217.27	419.31	494.34	531.87	461.11	88.21	340.89	749.73	386.85	151.8	297.22	314.3	222.31	369.66	520.14	548.69	546.21	458.46	567.36	474.07	219.29	522.21	393.71	221.28	237.38	331.73	381.75	197.22	511.28	480.51	247.09	215.2	440.21	501.56	643.18	88.16	520.93	194.83	310.37	328.56	320.07	314.32	267.39	352.49	355.1	114.67	569.56	407.22	232.21	395.96	591.2	295.04	331.16	271.5	493.02	382.4	311.94	489.55	422.28	327.13	747.13	440.64	474.33	408.43	343.69	458.74	357.38	319.52	199.49	445.5	606.89	519.17	269.75	292.51	470.53	284.82	290.53	213.53	315.04	468.79	457.89	456.71	348.0	483.2	374.52	367.61	277.45	492.56	228.36	637.54	255.24	312.44	318.59	76.08	136.47	213.43	292.13	347.12	460.72	337.04	246.6	164.54	263.53	411.34	417.04	537.67	342.78	420.49	476.64	304.6	0.0	0.78	0.2	2.86	0.9	0.0	373.19	388.25	284.27	456.49	363.58	152.88	544.31
Nefh	0.0	0.0	0.41	14.03	29.09	0.07	0.0	0.0	7.87	0.0	23.98	84.0	5.14	0.0	79.5	8.52	0.0	0.0	0.0	26.77	26.96	0.0	25.17	69.68	1.29	40.51	33.18	0.0	0.0	0.0	0.0	0.0	78.02	65.6	8.49	90.01	65.07	48.3	68.88	82.42	68.27	0.0	96.45	18.58	89.63	70.19	75.01	75.69	22.14	23.25	39.74	17.27	92.34	31.14	90.31	44.6	0.39	0.0	32.52	44.72	14.97	80.6	38.82	17.81	86.2	20.91	32.84	48.74	6.48	16.51	34.28	1.2	26.7	44.52	9.76	25.43	1.03	38.72	145.17	29.45	233.76	0.0	124.68	107.74	93.9	66.64	99.21	105.9	88.26	28.61	35.6	21.77	9.81	107.74	61.11	14.79	104.22	19.04	61.84	75.57	77.46	70.43	133.09	29.01	67.23	20.5	77.48	42.54	0.1	46.87	57.51	97.76	12.2	27.34	73.02	16.36	114.82	44.79	68.53	28.17	13.64	51.63	89.88	84.01	51.9	0.78	66.75	59.18	94.02	24.63	22.41	102.92	69.48	0.0	52.93	62.19	24.43	122.53	100.1	109.79	103.28	59.45	38.72	0.16	50.45	116.26	0.0	0.0	0.0	0.0	0.0	0.0	49.84	98.2	18.3	0.0	0.67	0.0	0.0
Nme7	2.1	224.32	221.87	409.96	389.93	301.27	3.88	1.15	412.72	160.05	327.71	290.51	277.63	154.24	234.57	303.22	35.38	72.18	67.13	360.16	440.71	234.33	375.64	308.01	308.29	404.14	335.17	49.34	40.85	15.62	5.12	92.19	529.58	425.8	304.58	483.63	434.55	542.4	439.43	494.46	435.3	475.98	324.01	379.75	387.87	373.04	414.51	363.27	287.46	411.37	398.4	394.24	356.13	339.6	491.66	293.03	260.66	344.53	361.79	325.0	318.41	447.06	258.08	348.47	382.03	458.74	317.96	336.9	393.48	147.94	255.33	250.79	227.47	353.0	298.04	300.31	214.31	333.82	296.5	645.48	330.2	226.65	320.98	254.43	378.13	257.4	383.5	562.19	408.23	323.75	341.17	483.64	368.55	356.48	378.42	339.34	419.34	315.71	341.31	296.01	338.69	372.68	333.46	293.38	273.3	361.39	334.95	453.39	339.93	374.66	450.16	389.35	378.08	277.95	459.31	256.28	404.84	468.5	364.35	391.96	361.48	379.11	337.26	454.0	331.4	359.98	397.68	291.54	388.41	442.56	281.29	344.43	327.78	308.72	417.01	388.96	387.3	603.93	462.72	387.24	340.3	293.0	432.79	325.67	506.63	325.86	1.02	0.57	356.03	8.18	25.2	0.26	111.32	297.03	401.85	373.68	443.39	211.1	343.36
Pacsin2	0.0	69.51	49.28	0.0	88.13	157.99	0.0	0.69	2.16	0.0	118.55	47.76	189.19	451.87	208.66	228.76	0.0	0.15	0.0	55.92	45.65	0.0	35.96	68.93	0.0	62.25	59.53	0.0	0.0	0.0	0.0	0.0	184.71	234.16	18.96	105.98	139.71	108.62	216.15	219.93	89.93	128.05	184.14	206.81	187.82	70.21	182.95	69.44	63.27	162.0	113.9	140.62	125.7	159.68	150.48	77.87	91.38	56.35	99.79	140.27	163.76	115.84	73.47	144.74	56.35	127.48	39.4	80.21	13.64	102.31	80.66	32.04	133.12	40.63	153.3	103.69	24.95	149.37	210.19	79.1	45.57	289.73	112.75	195.46	169.28	222.37	288.84	174.78	264.1	125.45	122.04	129.07	135.47	157.84	107.33	48.33	56.94	33.27	77.17	14.24	97.79	385.32	74.11	84.74	28.23	70.1	136.87	152.43	160.71	68.99	175.35	141.35	82.46	208.93	67.63	130.13	197.02	35.13	109.75	47.89	88.96	151.89	169.65	258.55	116.23	74.05	261.93	121.88	238.75	147.78	107.46	168.65	212.82	204.02	162.78	83.02	122.57	100.9	170.66	255.76	118.79	205.22	84.78	188.77	109.46	69.84	31.95	456.08	3.05	0.3	0.0	0.0	0.0	127.42	156.39	83.99	151.95	0.0	0.0
Pdha1	0.0	39.87	543.34	82.5	305.86	857.29	0.0	0.0	1065.85	359.17	349.66	868.56	467.92	530.32	966.18	807.09	0.0	84.57	0.0	267.89	381.24	464.76	469.28	420.79	269.7	344.5	439.8	0.6	31.49	252.61	0.0	0.65	455.23	402.49	251.31	422.75	488.6	491.75	597.51	527.34	292.93	436.16	500.57	491.21	509.53	566.3	292.67	635.23	219.1	496.08	663.47	281.73	464.38	423.02	506.41	313.89	569.29	697.2	625.97	379.3	498.93	625.34	423.41	270.47	322.06	883.9	734.97	448.98	979.72	380.09	543.44	188.53	480.68	356.84	574.25	289.85	1042.03	295.57	447.02	562.24	627.43	451.93	612.05	446.99	505.81	414.72	870.02	281.44	664.68	514.36	397.95	458.95	533.18	342.14	410.31	211.36	351.83	374.34	494.24	214.99	468.0	738.92	334.89	727.91	555.75	518.91	306.43	686.9	614.1	524.79	409.58	375.5	380.15	401.18	310.77	403.0	452.32	504.95	352.17	328.79	466.76	868.38	816.31	85.33	506.39	364.56	485.58	540.4	596.31	582.21	250.47	583.92	220.0	571.66	540.66	574.58	582.28	448.78	469.89	425.18	538.35	735.81	638.95	433.52	605.34	784.21	0.0	0.13	0.13	1.6	0.89	0.0	402.72	509.38	454.21	431.82	596.65	17.51	276.5
Pdhb	583.79	274.94	1499.42	568.87	747.57	1153.6	766.46	297.09	1233.92	789.34	1102.85	799.5	1109.46	1160.01	648.69	1163.65	0.41	0.38	1030.57	536.59	1070.08	486.5	716.65	614.36	709.73	837.56	739.23	0.0	10.37	588.48	7.68	635.76	599.13	844.56	702.96	679.7	784.01	736.2	440.68	862.37	665.93	480.54	603.06	761.08	898.7	752.24	791.87	1125.89	897.48	1074.09	660.74	709.48	1151.56	887.06	896.19	967.25	2201.05	1171.42	750.24	815.97	414.31	740.69	685.53	805.55	1211.62	1206.99	836.69	1085.56	388.24	543.43	685.32	1062.54	1071.0	653.02	1394.14	704.16	496.6	674.56	1065.42	816.85	574.8	190.21	954.28	1019.35	867.62	835.93	1204.37	618.85	552.44	1069.3	549.06	594.05	672.11	1127.95	835.33	812.74	656.78	674.34	981.05	252.55	779.55	893.13	1048.21	1006.68	546.64	817.79	985.77	1195.02	1009.42	610.35	1046.8	953.66	559.48	798.3	1059.29	1025.14	1249.46	596.14	1052.45	713.6	961.58	577.32	445.54	376.78	387.23	534.64	956.63	1154.95	924.75	492.59	1175.63	729.4	818.46	683.84	647.91	935.67	659.59	750.38	1042.23	1051.22	862.4	937.47	810.19	651.27	1116.56	830.46	1098.07	1108.04	0.0	1.77	91.18	0.47	328.28	847.66	966.61	640.29	769.05	714.75	127.2
Pgam1	13.81	17.28	590.18	193.72	744.86	513.67	0.0	0.0	422.52	351.34	799.82	491.31	601.28	603.61	700.68	1112.01	383.19	0.0	509.27	494.72	380.24	443.27	531.57	620.22	892.11	867.88	572.92	0.0	1.39	382.91	361.22	412.04	634.43	613.95	315.27	238.89	570.78	463.34	231.42	568.09	598.09	546.22	469.24	388.53	736.79	641.87	1122.36	367.49	906.17	678.73	619.39	633.56	639.55	446.8	679.43	1185.63	661.66	402.46	537.62	357.88	722.07	576.6	731.33	980.34	563.03	588.77	426.31	661.33	681.31	426.31	537.63	916.94	393.8	641.95	689.42	238.96	650.57	293.05	441.12	1067.43	542.63	425.04	718.48	854.1	675.46	517.21	767.21	955.09	874.85	834.55	557.89	617.86	775.18	721.28	586.68	828.67	810.42	499.44	329.22	538.93	988.92	748.16	402.66	638.82	837.41	688.28	637.23	1014.41	645.67	749.36	787.39	436.2	1031.71	736.65	884.37	818.83	862.83	697.11	675.86	657.01	816.34	984.51	745.59	797.55	818.38	482.93	692.28	971.76	985.77	480.51	454.47	501.7	720.12	499.16	607.53	572.14	972.62	940.41	616.66	895.76	544.88	631.75	766.94	395.77	1208.29	625.49	0.0	0.39	0.1	1.83	111.38	0.38	153.11	1167.09	435.95	393.03	857.66	112.82	60.98
Plxna4	0.0	19.17	8.47	4.92	12.97	13.24	0.0	0.0	7.74	12.82	3.27	4.82	4.3	0.08	0.07	0.07	0.0	0.0	0.04	5.63	12.51	1.96	9.6	0.0	10.32	6.09	15.26	0.0	0.0	0.0	0.0	0.09	5.46	9.53	0.04	19.53	2.91	6.56	0.71	7.92	20.72	2.14	1.14	25.04	17.4	11.1	14.26	10.87	7.85	8.91	7.43	0.77	10.6	1.01	24.23	15.87	0.03	13.41	2.87	20.01	10.38	10.25	2.43	4.84	9.89	13.27	7.47	0.26	0.0	1.6	4.31	9.22	29.54	9.01	1.02	10.52	9.58	0.29	12.68	10.86	2.88	21.21	12.57	1.98	1.26	2.34	11.5	7.87	12.89	14.15	4.49	8.91	2.68	1.18	15.4	14.6	8.04	17.28	3.25	1.5	36.78	19.9	21.04	11.81	1.36	21.36	26.13	25.72	19.07	1.79	14.22	12.5	26.3	0.18	3.58	10.62	1.84	23.24	29.28	27.46	6.14	13.99	16.76	5.35	9.74	23.49	47.74	1.06	9.37	3.9	21.51	21.76	7.27	16.02	26.59	11.45	0.0	5.04	17.94	4.15	6.3	11.92	17.01	1.96	1.45	6.1	0.0	0.03	0.04	0.06	0.0	4.88	5.1	32.68	20.09	0.03	4.07	0.0	0.02
Pnpo	0.0	40.86	405.39	315.19	278.02	256.64	0.0	0.0	480.28	93.83	136.46	306.78	293.63	443.85	408.15	19.19	0.0	477.95	0.0	362.83	170.94	72.78	314.29	350.39	457.41	32.18	433.93	0.0	0.0	0.0	0.0	1.18	242.26	209.81	153.49	235.08	348.56	567.45	354.13	109.72	146.86	331.89	311.78	210.88	183.78	271.97	174.03	330.55	208.46	376.91	175.99	327.04	262.86	71.11	237.08	398.2	293.17	117.02	336.97	172.07	281.77	327.65	170.44	377.82	440.66	252.24	72.06	422.96	640.98	283.12	186.83	469.09	451.16	206.88	410.52	58.17	344.37	316.43	118.88	193.19	287.86	354.58	275.01	414.51	240.3	168.59	275.39	171.09	395.37	90.49	308.54	403.69	435.59	374.26	355.7	166.21	270.45	242.31	268.94	187.14	523.55	497.18	321.02	258.85	477.48	476.07	322.59	558.84	408.46	356.94	411.07	731.53	468.04	264.16	280.35	114.53	265.99	110.8	210.39	236.74	395.21	322.58	342.57	260.71	146.6	511.59	588.09	325.61	376.31	551.71	263.62	214.73	279.18	89.65	243.57	409.44	296.36	208.04	196.48	576.11	152.49	452.7	361.11	77.77	84.1	223.68	0.0	0.0	134.84	1.46	0.0	0.0	96.2	79.19	367.97	81.24	226.84	83.54	0.15
Ppp2ca	283.9	36.47	233.5	11.91	0.0	135.59	4.63	5.67	140.52	63.5	181.97	201.68	121.05	176.25	132.64	110.49	0.16	0.0	0.0	108.67	227.2	86.12	120.12	245.16	0.0	179.55	165.11	0.0	0.0	0.0	0.0	0.31	110.3	59.73	336.2	229.35	65.51	122.82	25.36	134.16	191.71	192.89	125.3	91.1	92.13	15.74	0.0	86.14	48.54	149.74	140.09	23.45	80.92	162.15	71.96	279.54	4.44	28.53	70.73	243.12	102.01	113.77	128.57	57.53	120.41	88.95	384.05	101.4	54.85	89.26	221.88	14.48	31.12	4.49	75.8	109.5	140.31	0.0	42.24	474.91	48.37	249.14	127.51	87.98	37.37	83.75	184.93	242.32	80.78	25.05	91.79	153.31	156.33	15.5	68.51	125.58	309.66	55.39	197.39	130.53	54.17	182.61	83.15	105.32	65.1	62.02	30.84	242.54	63.86	54.16	146.62	183.33	81.74	21.31	65.63	139.53	45.02	19.28	150.89	29.95	241.77	126.01	0.0	165.6	118.88	73.35	172.04	105.92	19.91	64.58	46.52	155.22	144.18	122.37	92.25	101.5	5.17	357.74	165.0	67.57	113.01	64.3	0.0	324.45	6.54	104.59	0.0	0.18	0.0	0.19	507.5	0.0	25.99	0.21	188.57	339.17	149.36	4.58	127.0
Pvalb	0.0	0.28	1440.49	0.0	2658.58	1512.25	0.0	0.0	1881.16	0.0	2506.7	2781.07	1946.93	207.61	2461.61	2914.72	0.0	0.0	0.0	2576.97	2481.2	173.49	2258.23	1494.37	873.15	2637.39	3332.67	0.0	0.0	0.0	0.0	0.0	1987.37	1559.12	1319.97	2144.98	1365.09	1711.38	1726.65	1185.42	1292.73	888.19	1298.9	554.75	1590.34	1199.86	636.78	1414.35	862.9	1488.24	1662.23	926.74	1383.0	803.05	1316.24	1561.12	1251.83	538.76	1724.33	1174.35	584.75	1917.82	724.01	862.09	1054.69	1141.19	605.39	1074.82	928.19	1740.57	1202.67	1275.46	1233.97	1769.21	841.9	621.87	1051.99	1277.26	1815.89	749.54	1408.27	1.2	1444.32	1731.8	1644.5	1298.84	1698.2	1394.22	1628.71	1974.07	1368.74	1237.21	1344.6	1735.34	1295.74	1590.19	1797.97	939.63	994.82	1759.25	1199.14	1472.89	1914.29	1144.03	959.22	1142.65	1553.08	1510.65	1166.7	2248.99	1223.54	1915.25	760.46	1555.2	1457.87	1316.54	1909.51	1763.04	1332.22	1806.53	1251.18	1681.17	1086.73	1693.91	1839.14	2567.22	1432.88	1522.72	1689.22	1182.99	894.38	1415.72	1493.37	1600.58	1388.14	1830.01	860.62	1571.08	1823.48	1319.97	1749.01	1228.98	1192.47	1258.06	1327.89	3516.69	0.0	0.0	0.0	0.43	0.0	0.0	0.0	2759.1	2021.44	1379.56	2070.85	0.0	0.0
Reps2	0.0	0.0	91.69	0.16	32.3	111.53	0.07	0.41	28.36	75.98	23.96	69.36	25.16	29.67	59.58	25.7	0.17	0.05	0.0	68.56	82.77	28.68	20.94	28.19	28.94	108.77	29.06	0.0	0.32	0.0	0.0	0.08	77.68	45.38	4.65	49.06	34.17	25.45	43.39	51.91	96.95	130.08	55.08	41.12	43.81	57.02	5.81	38.82	35.84	36.99	37.21	45.68	52.48	32.15	56.66	21.25	41.68	30.34	23.03	60.3	21.78	61.81	91.22	12.56	18.46	23.54	14.7	62.91	0.4	35.5	75.82	31.48	44.82	69.7	15.95	3.59	57.95	31.83	26.65	33.84	30.75	0.07	37.62	62.74	55.31	24.73	20.07	17.63	35.07	7.26	65.1	83.14	17.71	35.85	37.18	28.96	21.76	45.1	42.95	32.39	19.85	62.4	58.15	75.78	21.15	76.23	69.37	35.94	84.0	30.46	55.72	12.56	71.84	7.34	55.72	28.19	56.07	52.06	87.65	47.49	54.98	81.16	73.72	22.91	36.53	77.45	122.73	26.75	28.6	76.64	26.65	65.66	35.62	81.1	124.24	56.25	0.65	108.47	55.16	39.26	24.78	5.96	58.99	129.47	31.45	98.47	0.0	0.0	0.0	0.1	0.05	0.09	0.19	78.96	85.02	3.41	38.37	12.21	2.95
Rmnd5a	0.0	0.02	0.0	0.0	7.0	170.57	0.0	0.0	37.95	0.0	24.8	59.79	56.96	0.08	36.62	0.0	5.25	0.0	0.0	27.47	45.22	0.0	51.01	0.06	0.0	0.43	31.33	0.0	0.0	0.0	0.0	0.19	39.33	19.43	36.07	25.82	1.31	133.0	26.53	65.41	49.31	28.84	23.63	46.22	54.06	65.56	7.35	30.55	34.07	21.45	31.53	5.84	58.81	34.29	105.12	31.99	59.59	11.08	0.0	0.0	0.0	19.83	14.23	51.17	34.12	13.03	4.74	61.34	0.0	141.97	33.9	0.39	14.95	71.91	29.21	0.0	47.4	24.66	40.45	0.0	33.71	92.64	0.48	1.11	9.28	56.23	6.84	3.89	33.9	89.07	0.81	59.95	0.26	33.94	33.63	12.48	30.98	30.76	1.65	16.82	36.62	0.0	1.45	33.92	64.04	51.0	41.16	58.78	11.54	67.65	3.74	13.3	51.87	71.76	27.4	31.04	109.87	92.09	31.37	0.54	73.51	29.65	15.82	31.54	0.0	7.71	23.75	33.59	28.59	24.33	19.6	56.0	0.0	45.97	80.8	0.0	61.09	70.74	69.08	113.33	60.01	39.94	0.0	10.19	0.16	68.4	0.0	0.17	0.0	0.18	5.56	0.0	0.0	27.68	26.09	44.88	102.0	92.19	0.0
Scn1a	0.0	12.38	151.79	90.66	193.07	228.9	0.0	0.0	380.5	39.87	164.69	221.45	317.03	180.7	354.25	174.37	0.0	0.03	0.0	206.25	176.06	166.74	163.61	209.53	178.64	207.97	211.06	0.0	0.0	0.0	0.0	0.23	224.39	267.02	239.85	238.43	242.13	97.3	202.33	227.08	254.04	366.22	313.67	218.72	293.52	196.38	219.78	337.27	196.97	217.68	194.2	243.42	254.6	217.86	307.26	314.21	200.69	148.11	168.6	364.8	279.28	235.49	189.14	186.23	172.62	159.58	104.92	266.3	157.76	309.48	263.44	141.06	247.59	181.34	183.9	289.67	169.86	191.99	195.71	188.71	228.51	76.76	132.79	151.99	247.48	128.43	130.34	269.81	266.57	144.03	201.78	224.26	191.92	160.73	154.67	176.62	240.36	150.84	306.43	147.16	202.67	201.02	135.64	224.8	138.28	262.33	181.41	267.29	191.58	172.97	221.72	151.14	174.14	174.68	260.66	309.84	273.27	251.1	273.04	190.44	143.72	261.02	179.4	213.89	183.34	245.94	266.67	196.19	266.65	202.49	244.13	175.84	270.38	209.94	200.55	189.91	273.31	307.2	284.84	259.89	264.17	207.27	309.4	254.83	196.03	221.77	0.0	0.08	0.02	0.22	0.0	0.0	15.3	258.25	167.01	200.38	212.81	9.72	60.38
Scn8a	3.32	18.91	8.92	32.03	42.19	58.33	0.0	0.0	78.08	5.49	85.11	62.17	20.57	69.14	46.31	31.96	0.0	0.02	0.0	43.59	80.47	8.9	33.74	22.65	57.39	72.32	27.19	0.15	0.44	0.0	1.13	0.11	60.36	56.0	37.8	24.16	49.68	76.27	32.22	45.92	79.76	107.62	96.35	12.6	99.5	115.41	63.94	60.77	60.36	46.92	73.98	33.42	66.85	86.93	103.08	45.71	13.92	39.53	28.69	12.57	24.6	97.65	44.98	72.44	20.89	81.14	80.69	55.33	126.39	68.89	70.42	56.0	106.67	48.67	64.95	62.65	76.37	62.0	69.2	47.31	65.33	20.33	62.6	74.65	65.81	42.21	88.97	87.52	52.44	40.27	46.6	34.15	65.37	70.51	11.47	49.08	52.31	68.76	41.54	33.3	38.04	81.6	57.61	76.88	27.13	65.86	72.13	97.47	24.3	106.26	64.71	43.88	58.06	46.46	50.89	50.34	48.69	106.88	49.14	74.57	36.12	88.43	45.64	73.72	59.42	45.47	111.86	52.77	44.01	107.62	66.47	82.13	37.61	64.42	41.72	64.08	64.93	126.29	88.05	56.36	121.49	20.31	113.54	63.65	62.12	81.71	0.0	0.06	0.02	1.33	0.0	0.0	30.32	28.67	52.44	43.75	77.39	11.38	30.07
Serp2	0.0	0.0	4.16	0.0	69.38	85.85	0.0	0.0	2.95	30.0	47.7	112.43	14.78	19.57	106.16	71.7	0.0	0.0	0.0	159.16	87.07	57.76	20.79	1.05	0.0	46.17	40.05	0.0	0.0	0.0	0.0	0.0	18.86	37.83	52.19	53.56	117.1	157.3	55.26	65.59	46.57	0.9	20.61	54.62	44.31	14.28	36.58	43.01	24.81	27.39	103.04	116.42	5.79	83.54	76.78	74.45	302.23	0.0	47.4	50.37	42.74	92.48	0.74	1.91	59.91	3.16	59.93	41.29	2.86	0.43	85.78	83.29	0.44	70.32	1.02	123.83	108.19	80.47	42.39	48.56	104.59	96.03	156.66	67.52	29.32	0.0	55.45	48.38	83.88	125.62	84.1	1.72	106.78	62.83	87.74	0.0	35.4	80.17	66.3	0.0	44.06	1.51	28.14	17.0	0.0	28.43	53.67	26.26	176.58	45.69	0.73	50.28	55.22	79.67	39.01	119.3	87.92	79.34	80.89	50.63	213.26	75.77	118.6	39.11	5.97	72.76	0.0	67.18	30.65	0.0	63.83	5.07	155.82	91.32	149.51	61.27	12.35	141.75	134.85	137.78	49.47	183.75	42.94	62.56	0.0	41.07	0.0	0.0	0.0	0.51	0.0	0.0	0.0	33.84	27.5	17.49	48.42	10.58	0.0
