	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_43	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_62	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_7	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_11	Gad2_tdTpositive_cell_24	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_75	Htr3a_tdTpositive_cell_85	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_10	Nkx2.1_tdTpositive_cell_9	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_33	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_60	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_7	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_18	PvalbF.Gad2_tdTpositive_cell_19	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_24	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_73	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_83	PvalbF.Gad2_tdTpositive_cell_84	PvalbF.Gad2_tdTpositive_cell_85	PvalbF.Gad2_tdTpositive_cell_87	Rbp4_tdTpositive_cell_51	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_21	Sst_tdTpositive_cell_56
Oxr1	0.0	51.29	255.01	271.64	270.69	0.0	0.0	0.0	105.05	0.0	286.06	505.83	301.24	424.43	0.0	0.0	153.42	299.45	356.75	319.4	0.0	0.29	446.28	300.24	605.1	573.46	383.98	500.17	471.51	522.25	193.28	387.66	540.92	604.53	672.82	270.37	495.11	1067.41	312.83	180.71	463.61	437.04	416.87	61.76	485.36	457.3	334.63	302.5	347.95	210.53	86.76	295.22	342.88	439.35	282.09	299.89	186.91	288.41	403.24	609.79	90.64	334.42	155.86	212.06	641.52	240.65	370.23	848.13	372.61	259.84	201.84	483.26	88.0	396.57	304.78	794.04	292.05	330.86	442.79	653.56	703.58	499.67	508.17	283.68	410.22	398.71	324.13	0.54	0.0	0.28	0.59	0.0	0.0	385.24
Paics	0.6	90.25	85.74	130.11	250.06	158.44	0.0	396.07	384.38	0.0	275.77	354.91	97.68	124.92	0.12	681.65	202.99	214.35	105.1	130.64	0.37	1.01	204.04	144.59	63.54	145.97	197.84	306.79	189.16	359.51	344.82	286.93	378.67	294.35	317.33	369.79	309.57	278.33	249.5	201.46	170.06	473.61	267.23	634.81	99.7	328.34	462.78	380.48	406.85	186.31	147.88	348.72	189.05	385.72	446.14	191.87	483.34	272.13	237.58	139.79	174.93	198.55	143.29	345.54	138.91	134.45	78.49	170.86	290.38	398.92	111.25	94.58	119.74	206.28	291.82	181.87	288.51	352.99	189.77	232.89	88.14	268.3	293.08	170.38	344.16	367.83	44.87	0.0	9.94	0.15	728.14	346.58	0.0	200.78
Peg13	0.0	15.25	0.0	70.49	88.93	0.0	49.49	0.0	157.08	0.0	104.76	25.63	83.32	102.8	0.0	0.0	21.39	91.77	90.86	20.17	0.0	0.13	72.23	41.18	89.84	72.79	83.05	75.3	96.44	137.56	68.91	70.91	90.29	98.75	55.07	47.27	70.47	80.22	115.76	83.0	52.42	58.36	75.09	187.82	130.57	55.52	87.49	40.04	49.28	64.88	112.08	95.82	51.63	83.22	52.35	95.72	139.81	43.94	75.92	134.55	56.48	36.0	62.98	63.16	13.08	37.79	46.88	78.18	115.09	54.67	104.77	123.38	68.89	106.31	108.87	145.38	105.05	57.62	109.95	87.44	88.17	71.3	128.56	68.39	76.13	214.89	89.18	0.29	23.77	20.32	0.15	0.0	0.0	49.45
Ppip5k2	0.0	0.02	50.59	0.0	78.84	0.0	0.0	0.0	26.15	0.0	25.47	80.06	41.34	2.23	0.0	0.0	0.0	7.24	9.69	0.4	0.0	0.0	52.15	37.37	12.04	29.39	70.34	58.34	30.99	109.8	37.31	63.59	58.69	36.63	35.14	13.09	9.92	15.61	72.94	5.76	40.52	73.8	52.19	20.4	15.37	11.83	13.55	32.62	15.84	57.36	26.42	60.62	82.09	27.64	24.18	45.03	66.92	23.06	52.64	63.04	27.79	31.84	34.47	0.49	33.1	59.83	39.57	123.21	37.81	19.43	0.0	18.96	68.18	19.16	12.6	6.18	65.79	54.68	62.24	56.7	13.43	73.61	33.83	36.23	2.8	43.91	54.33	0.0	0.0	0.0	156.18	0.0	0.0	16.88
Ppm1e	0.0	23.37	3.09	18.92	79.07	0.07	0.0	0.0	68.29	0.0	94.92	82.78	75.16	71.75	0.0	0.0	41.06	15.24	20.09	11.8	0.0	0.0	92.55	73.35	26.48	31.4	25.38	47.25	57.53	1.95	121.46	34.2	33.24	38.29	25.38	42.52	7.09	103.4	92.34	52.86	54.6	92.82	67.6	74.4	49.16	19.56	58.31	62.8	60.02	55.58	34.16	84.65	60.11	1.14	38.92	27.9	68.41	2.11	28.0	39.13	40.3	82.36	40.3	57.72	89.18	54.78	2.08	72.97	80.84	46.65	11.87	45.73	55.42	9.7	127.26	14.74	116.9	68.52	49.16	64.38	38.57	66.01	77.9	6.42	65.87	183.2	38.2	0.0	0.0	0.0	0.35	0.0	0.0	38.4
Prepl	0.0	78.37	477.9	35.32	488.0	0.0	0.0	0.15	172.26	428.17	203.74	348.35	483.66	202.89	0.09	0.0	200.62	126.32	94.56	48.52	0.0	0.16	272.32	292.88	56.34	183.7	277.14	181.94	178.5	230.45	196.07	233.89	352.41	202.11	201.19	252.18	187.76	200.34	528.16	552.92	115.84	219.05	391.88	536.75	351.23	215.84	366.12	419.27	237.3	189.46	330.37	216.45	239.42	117.03	232.56	209.73	430.81	168.08	447.66	201.53	224.5	140.3	259.41	417.4	434.63	251.92	157.32	229.54	308.04	206.29	79.5	288.54	426.1	264.16	465.43	252.84	524.89	751.57	299.55	270.93	343.63	372.32	306.47	680.42	350.85	647.15	575.29	0.0	0.0	0.55	0.47	0.0	0.0	601.77
Prkaca	0.0	6.61	119.16	34.97	41.32	37.8	3.88	0.0	104.38	0.0	185.74	46.22	35.12	227.54	0.0	0.0	33.18	50.83	72.36	8.87	0.0	61.54	69.04	94.23	76.43	9.42	70.7	75.22	102.59	113.59	143.01	54.28	103.11	48.71	112.09	73.46	126.79	87.93	117.4	51.68	107.84	107.02	94.05	46.43	19.92	56.72	104.78	120.02	61.34	31.73	80.57	84.55	89.79	94.84	83.0	64.98	19.02	126.78	70.91	73.14	43.06	135.46	73.23	67.93	80.45	50.46	73.33	34.0	107.24	76.96	26.73	113.43	66.88	86.0	88.69	33.03	75.93	44.9	56.17	43.22	60.58	213.11	90.34	41.26	37.17	38.77	104.21	0.0	0.0	0.0	0.16	0.0	0.0	88.57
Prune2	0.0	1.09	135.06	20.75	223.69	0.0	0.0	1.62	93.93	0.04	201.64	86.43	115.14	116.37	0.02	0.0	89.52	194.98	249.24	3.23	0.08	0.75	226.77	166.43	130.57	55.6	226.69	179.21	218.1	137.04	153.72	282.87	220.32	293.82	168.01	79.35	149.3	172.86	221.57	283.44	109.55	220.22	167.83	95.17	104.21	116.38	29.63	140.49	132.02	132.94	258.78	210.79	123.11	209.94	153.66	214.7	93.3	135.55	225.09	251.81	151.47	94.84	183.97	148.17	145.34	71.62	71.63	171.37	159.62	140.87	176.77	130.7	107.86	162.03	157.24	136.08	136.52	99.97	62.56	131.36	129.74	151.49	229.52	270.22	46.96	156.8	158.93	0.06	0.0	104.92	0.55	0.0	0.0	115.51
Pvalb	0.0	0.28	1440.49	0.0	2658.58	0.0	0.0	0.0	1881.16	0.0	2506.7	2781.07	2461.61	2914.72	0.0	0.0	1831.08	2258.23	3332.67	0.0	0.0	0.0	1987.37	1559.12	1319.97	2144.98	1365.09	1711.38	1185.42	1292.73	888.19	1298.9	1590.34	1199.86	1414.35	862.9	1662.23	1383.0	1316.24	1251.83	1724.33	1917.82	1054.69	928.19	1740.57	1346.22	1202.67	1769.21	807.27	1277.26	1535.36	1815.89	1408.27	1665.81	1731.8	1298.84	1698.2	1628.71	1974.07	2136.15	1010.05	1237.21	1344.6	1735.34	1057.87	1295.74	1797.97	1759.25	1472.89	1914.29	1166.7	760.46	1457.87	1681.17	1693.91	2567.22	1689.22	894.38	1415.72	1388.14	1830.01	1823.48	1749.01	1228.98	1192.47	1327.89	3516.69	0.0	0.0	0.0	0.43	0.0	0.0	2759.1
Rasgrf1	0.0	0.03	243.7	0.12	51.33	0.0	0.0	0.0	0.0	0.0	362.2	256.8	423.63	387.46	0.0	0.48	66.69	138.36	200.51	0.0	0.0	1.66	176.7	210.8	48.51	84.4	190.04	94.14	110.09	141.19	379.29	219.13	150.39	149.1	210.55	596.69	272.93	128.15	132.91	269.05	134.57	104.46	253.5	614.43	95.81	242.72	209.4	285.82	394.97	134.29	171.73	60.38	215.72	108.15	226.45	326.8	0.09	227.33	346.31	146.39	206.16	202.83	246.23	153.66	65.57	140.98	225.96	225.01	0.0	141.74	63.45	167.43	140.14	229.42	89.01	188.54	31.82	6.96	330.4	236.57	169.97	281.59	298.49	0.0	147.41	40.35	107.24	0.16	0.0	0.36	1.21	0.0	0.0	227.89
Rdh13	227.41	0.0	123.44	37.98	359.52	0.0	370.28	0.0	190.12	0.18	581.37	135.31	202.99	487.51	313.09	860.36	199.19	231.35	194.92	0.26	7.86	264.09	249.33	246.73	117.51	251.26	329.42	364.67	331.49	365.75	263.06	234.71	220.65	261.42	190.57	267.19	230.94	354.75	355.85	391.93	314.8	203.95	345.47	448.79	152.75	187.64	180.64	49.37	164.21	152.71	244.08	174.38	163.83	270.23	134.84	208.44	205.77	165.38	268.93	205.79	334.8	348.24	26.12	430.8	102.98	334.16	186.47	44.97	161.52	137.22	329.8	194.6	46.53	175.03	157.95	163.68	236.87	414.12	149.24	129.04	153.53	69.76	266.99	136.78	119.22	201.84	141.69	0.5	0.0	0.12	0.88	62.39	0.0	277.65
Rell2	0.0	2.09	0.0	0.0	40.26	0.0	0.0	0.0	1.1	0.0	1.13	10.01	12.95	0.56	0.0	0.0	0.0	32.1	44.91	0.0	0.0	0.0	8.48	29.7	15.74	1.37	3.32	0.51	10.92	10.0	19.41	3.28	29.42	4.97	9.59	34.1	3.48	6.02	2.6	63.23	3.15	7.47	43.87	0.2	0.0	1.16	0.0	28.83	0.63	4.0	1.11	27.44	43.12	1.52	7.39	1.84	32.39	31.5	2.04	22.51	14.38	0.0	3.88	26.06	3.9	0.0	61.4	57.67	24.36	0.78	19.94	4.46	41.17	10.45	46.88	5.51	42.5	77.23	20.96	12.9	2.37	103.92	1.62	0.23	1.82	0.0	30.16	0.0	0.0	0.0	0.0	0.0	0.0	15.55
Rian	0.0	63.9	142.28	11.5	59.31	0.0	0.0	0.0	37.27	0.0	96.96	57.21	91.09	66.19	0.0	0.0	154.63	35.09	46.76	0.07	0.0	0.0	52.93	60.88	33.98	57.74	64.79	58.43	66.68	58.92	79.74	98.89	68.3	129.14	98.35	27.17	25.5	73.93	89.98	86.11	97.41	66.1	138.87	121.05	56.29	32.5	48.97	61.88	40.71	44.47	17.5	38.36	54.37	29.35	40.98	55.09	17.21	67.85	45.64	97.85	63.88	30.73	51.58	204.34	50.23	44.39	30.47	114.59	56.26	27.95	29.26	17.33	59.75	7.16	44.07	42.79	167.21	163.28	4.07	87.82	70.95	52.09	75.21	107.42	9.85	56.06	72.66	0.66	0.0	0.4	0.44	0.0	0.0	82.8
Rragb	0.0	37.2	21.69	0.0	2.46	0.0	0.0	0.0	8.01	0.0	57.78	2.58	6.64	18.8	0.0	0.0	32.35	11.83	22.86	0.0	0.39	0.0	17.74	5.25	20.28	30.51	28.6	25.43	19.19	42.83	0.0	6.16	24.7	16.48	10.26	24.83	30.16	7.1	7.43	0.0	7.87	25.28	67.76	0.0	0.0	1.61	11.81	5.68	0.73	0.0	0.0	19.83	30.16	32.0	0.0	70.52	12.04	5.5	0.0	58.52	6.93	0.0	17.88	26.11	0.0	5.23	60.11	0.0	10.81	0.0	13.78	34.11	7.71	22.68	61.18	0.0	0.0	0.0	18.98	12.43	32.45	0.61	5.28	30.55	26.63	98.34	0.0	0.0	0.0	0.0	0.16	0.0	0.0	18.23
Rrn3	59.6	0.34	101.27	2.28	144.76	0.49	236.78	0.0	122.74	0.84	175.49	166.04	151.45	127.88	0.0	505.71	110.56	268.36	222.94	142.72	0.0	191.48	198.47	179.45	96.85	110.42	188.95	343.8	272.97	206.67	151.23	117.56	176.82	207.75	195.65	175.8	135.84	238.45	173.49	332.53	210.5	163.55	216.22	125.65	204.08	136.05	171.42	138.31	108.55	153.12	152.62	223.44	91.56	107.1	114.43	164.11	127.48	141.57	169.31	204.55	100.42	143.78	243.54	108.62	50.07	85.7	99.83	136.01	173.28	136.04	268.88	229.63	211.02	183.69	184.66	129.03	155.67	123.83	339.44	230.89	131.91	237.45	208.86	138.16	76.24	203.73	117.51	0.52	172.08	0.37	1.13	0.0	0.69	191.87
Rufy3	0.0	141.31	33.83	222.52	367.37	0.0	0.0	0.12	337.55	0.0	276.02	673.88	463.42	485.59	0.07	0.0	139.92	190.49	226.82	62.82	0.22	0.78	307.78	411.13	232.34	238.57	277.88	365.56	223.98	84.82	483.49	248.13	483.14	478.18	275.72	235.13	292.4	343.62	241.65	129.61	315.82	318.33	123.66	323.96	310.65	410.38	266.28	236.04	382.33	139.69	248.04	441.03	327.79	242.57	255.31	299.87	413.68	227.72	344.9	257.29	246.21	195.21	210.71	192.85	184.11	272.47	220.85	235.11	294.65	336.59	221.1	299.49	325.82	254.08	399.0	237.58	395.61	106.4	476.07	459.88	210.63	370.55	260.92	192.06	165.67	478.0	288.6	0.0	0.0	0.42	0.76	0.0	0.0	205.76
Sacm1l	0.0	68.57	236.7	4.12	51.18	0.0	0.0	0.0	184.78	344.98	291.28	182.03	131.75	315.91	65.16	0.0	93.14	17.97	25.42	20.29	0.0	0.0	151.7	130.09	87.9	49.34	103.94	239.73	109.18	119.36	195.1	194.08	183.8	102.26	94.09	106.77	258.32	244.54	271.35	152.58	32.05	277.52	229.74	249.1	160.86	105.05	112.55	171.69	17.66	45.2	119.49	239.3	179.48	95.27	52.35	87.15	238.12	119.78	62.48	135.01	24.15	102.22	120.68	40.09	126.13	184.74	67.65	49.54	221.67	63.47	162.24	178.02	49.26	87.73	239.69	75.4	184.82	218.15	97.66	80.41	85.83	162.45	227.06	67.35	68.88	90.29	267.38	0.0	0.0	0.0	363.17	0.0	0.0	105.2
Sars	222.47	297.06	430.25	366.6	404.42	126.16	0.0	366.78	469.41	0.53	356.46	369.2	432.94	135.29	8.82	0.13	353.92	212.22	312.69	131.05	0.0	15.23	373.48	346.2	529.22	271.57	258.99	360.98	156.52	280.53	345.34	407.76	264.47	381.03	231.73	692.06	486.23	449.47	305.02	538.12	395.34	300.22	435.81	788.09	515.93	248.22	342.84	320.78	814.27	471.36	406.65	284.01	222.17	566.56	223.05	277.69	226.19	304.01	244.72	206.63	175.78	161.02	280.18	88.88	32.42	223.59	159.17	208.39	266.27	169.7	238.15	166.98	284.4	187.31	187.75	177.6	385.51	477.35	381.56	251.63	191.28	402.69	273.12	214.12	137.91	134.45	383.71	68.96	0.0	0.87	125.66	0.19	0.0	365.88
Scn1a	0.0	12.38	151.79	90.66	193.07	0.0	0.0	0.0	380.5	0.0	164.69	221.45	354.25	174.37	0.03	0.0	101.33	163.61	211.06	97.04	0.0	0.23	224.39	267.02	239.85	238.43	242.13	97.3	227.08	254.04	366.22	313.67	293.52	196.38	337.27	196.97	194.2	254.6	307.26	200.69	168.6	235.49	172.62	157.76	309.48	172.76	263.44	181.34	152.68	191.99	292.98	195.71	228.51	242.89	151.99	128.43	130.34	266.57	144.03	250.33	163.43	224.26	191.92	160.73	130.83	154.67	240.36	147.16	201.02	135.64	191.58	174.14	260.66	261.02	213.89	245.94	266.65	244.13	175.84	200.55	189.91	284.84	264.17	207.27	309.4	196.03	221.77	0.0	0.0	0.08	0.22	0.0	0.0	258.25
Scn8a	3.32	18.91	8.92	32.03	42.19	0.0	0.0	0.0	78.08	0.04	85.11	62.17	46.31	31.96	0.02	0.0	27.77	33.74	27.19	16.46	0.0	0.11	60.36	56.0	37.8	24.16	49.68	76.27	45.92	79.76	107.62	96.35	99.5	115.41	60.77	60.36	73.98	66.85	103.08	13.92	28.69	97.65	20.89	126.39	68.89	108.22	70.42	48.67	68.66	62.0	92.64	69.2	65.33	42.13	74.65	42.21	88.97	52.44	40.27	73.88	48.83	34.15	65.37	70.51	46.06	11.47	52.31	33.3	81.6	57.61	24.3	58.06	50.89	88.43	73.72	45.47	44.01	66.47	82.13	41.72	64.08	88.05	121.49	20.31	113.54	62.12	81.71	0.0	0.0	0.06	1.33	0.0	0.0	28.67
Sdhc	0.0	660.82	432.79	578.23	378.24	605.46	0.0	0.0	319.4	0.86	443.21	561.84	262.2	317.71	0.0	0.0	340.99	227.65	265.82	0.22	0.0	320.59	308.31	283.89	588.11	150.17	281.5	218.44	484.63	302.62	221.9	169.33	455.45	381.0	352.62	71.54	261.15	279.59	232.31	203.41	131.69	395.42	314.2	339.61	392.08	347.89	343.9	185.71	395.8	692.64	230.8	177.3	191.12	143.4	306.57	295.16	466.85	168.92	317.36	350.11	212.34	363.07	288.81	640.98	138.42	220.25	167.03	156.66	254.2	388.5	621.28	277.01	178.19	130.7	139.6	289.23	238.82	147.66	221.91	211.67	226.35	196.35	243.78	167.18	169.74	43.07	343.61	0.0	0.0	0.31	670.75	55.27	0.0	97.04
Slc24a2	0.0	143.19	176.59	78.59	299.26	0.0	0.0	0.0	176.49	0.05	331.39	178.3	319.73	420.49	0.0	0.0	34.33	115.5	155.95	20.64	0.08	0.28	172.15	150.96	170.46	264.55	154.79	263.46	233.37	205.99	316.71	283.84	257.24	244.33	203.59	190.72	247.58	266.29	283.6	307.31	223.98	284.0	185.79	220.53	341.43	109.47	159.47	304.97	171.31	127.86	244.07	202.85	214.57	132.42	191.88	147.43	226.68	226.75	170.1	255.51	216.92	227.92	167.65	218.18	204.94	161.6	176.2	200.53	237.91	247.62	154.66	168.29	238.38	190.94	265.4	242.35	409.04	330.08	317.36	276.76	356.83	293.84	263.01	276.32	255.74	345.73	269.92	0.06	0.04	0.14	0.48	0.0	0.0	297.44
Snx32	781.45	157.55	157.32	148.09	109.86	0.0	0.34	0.0	335.72	0.0	38.97	164.12	322.14	217.2	0.17	0.0	140.51	205.37	251.39	116.34	0.0	0.0	202.2	131.84	108.05	111.63	175.6	99.42	162.65	114.48	112.2	234.9	154.01	126.11	79.77	194.04	201.39	211.59	129.62	162.68	54.13	227.3	206.45	160.58	123.51	191.69	233.1	240.02	496.56	465.16	168.77	157.38	294.59	224.29	90.14	216.39	396.93	300.01	179.08	121.24	146.91	143.26	91.54	0.0	0.21	236.02	341.06	256.93	93.19	192.76	171.0	185.18	48.1	165.34	55.47	62.46	168.81	514.67	327.78	91.14	128.27	65.03	219.38	104.67	356.65	222.87	240.19	0.0	0.93	0.0	837.85	0.0	0.0	138.87
Sod2	218.33	87.05	292.71	151.78	386.66	2.2	313.41	4.59	419.74	8.31	414.83	329.41	373.39	426.47	7.3	130.61	289.74	212.62	229.91	12.97	5.26	130.29	316.65	383.15	268.34	124.34	273.67	288.24	283.98	422.31	517.12	352.04	391.21	413.63	272.65	331.1	306.73	335.46	374.93	234.4	445.24	491.27	325.33	317.48	154.62	150.7	244.63	330.36	208.74	238.98	324.55	228.32	194.99	247.86	183.32	257.15	149.1	356.98	362.45	191.34	194.34	152.44	333.74	272.92	122.45	303.43	225.58	214.53	314.58	239.46	264.47	309.54	269.55	420.84	329.9	305.59	268.44	268.49	228.81	251.23	346.14	295.68	223.24	125.57	330.67	304.18	311.95	5.55	1.38	7.11	20.47	3.27	3.15	260.51
Stip1	74.27	330.98	65.0	58.06	726.29	0.0	0.0	0.0	540.12	0.0	413.09	588.97	821.88	309.15	0.13	0.0	494.01	264.98	333.14	453.07	0.41	1.94	545.81	693.11	612.3	582.72	528.46	225.63	416.5	660.52	688.66	252.68	634.42	748.02	456.05	878.19	747.35	545.33	530.08	662.78	609.22	650.78	673.97	358.26	551.65	478.34	564.58	360.19	469.93	343.55	772.08	248.5	605.36	559.36	667.46	556.28	201.76	412.34	470.73	449.19	727.35	555.71	577.98	443.77	491.86	408.75	453.41	505.24	726.88	288.73	309.22	404.38	396.82	543.95	622.24	446.89	603.14	703.56	130.99	243.53	434.22	607.68	425.63	212.34	701.02	537.34	456.24	0.0	0.0	0.16	0.85	0.0	0.0	443.87
Strbp	63.78	17.39	4.87	28.58	292.44	0.39	203.66	0.09	186.9	0.64	197.9	432.32	340.39	213.84	22.03	74.04	43.55	97.77	96.86	13.36	2.1	74.91	125.4	158.06	43.8	72.63	114.89	257.77	180.8	205.27	318.16	221.93	264.65	254.63	144.0	74.75	242.92	176.49	232.74	264.02	158.91	213.05	170.08	213.22	280.47	126.36	163.78	224.49	95.49	174.01	206.39	104.84	104.21	110.83	103.23	134.57	193.37	175.87	175.9	143.74	84.22	166.7	199.36	189.33	45.68	235.54	99.66	200.86	158.77	160.8	202.68	168.41	206.41	91.13	293.27	259.22	159.05	118.65	209.43	289.61	167.37	200.63	230.23	332.97	136.09	186.84	192.03	1.46	0.19	0.74	3.16	2.97	0.07	266.93
Tdrd12	0.0	0.0	0.0	0.0	7.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.39	0.0	0.0	0.0	0.0	0.0	0.0	39.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thyn1	0.0	277.86	305.51	0.0	66.99	0.0	0.0	0.0	72.58	0.0	206.75	103.36	140.84	0.68	0.0	0.0	0.0	172.25	64.67	0.0	0.0	2.05	187.38	93.21	100.41	58.87	162.79	83.99	0.81	68.53	231.7	43.11	65.0	88.93	41.61	150.21	257.58	108.8	56.97	0.83	109.21	156.57	122.61	199.78	208.26	259.4	126.01	69.55	22.93	0.0	103.4	197.89	129.14	98.52	102.8	135.66	36.0	201.37	172.97	36.59	14.98	0.0	104.28	70.76	318.82	89.3	48.93	196.22	156.73	91.48	128.67	108.2	202.01	12.48	42.17	212.33	127.43	0.0	114.23	54.14	74.53	122.94	198.56	92.78	223.85	88.64	47.39	0.0	0.0	0.38	0.0	0.0	0.0	52.24
Tmem126b	0.0	0.0	357.03	262.57	326.49	0.0	0.0	0.0	166.98	0.0	129.57	220.18	305.04	116.94	0.0	0.0	181.46	327.0	370.07	573.53	0.0	456.47	182.43	465.72	106.65	59.31	287.32	146.13	269.18	72.84	146.73	486.92	376.29	286.15	194.9	422.27	245.95	400.64	184.78	0.94	330.41	246.56	217.76	0.0	247.65	0.0	117.15	289.21	80.51	252.87	124.36	151.45	400.35	290.18	389.04	145.45	429.76	203.85	49.8	154.16	122.89	26.24	46.99	170.75	199.47	287.28	260.22	108.05	260.77	116.57	48.57	135.67	91.17	150.84	216.87	305.69	214.71	306.08	184.63	220.3	262.37	222.08	379.0	208.05	0.97	184.55	150.47	0.0	0.0	0.0	0.0	0.0	0.0	165.01
Tmem55a	63.6	35.34	84.81	0.0	230.29	0.0	371.63	0.0	326.35	0.0	274.24	299.05	122.83	347.34	165.97	254.62	235.49	155.95	69.83	34.24	0.0	204.48	136.55	108.05	411.23	182.05	298.6	127.57	293.02	303.59	229.41	161.83	315.33	144.36	281.76	141.58	307.38	396.7	176.16	256.22	329.06	212.44	314.29	245.62	132.47	273.08	205.69	79.9	0.0	88.08	376.2	246.93	67.05	382.56	177.92	193.49	176.52	199.77	346.41	233.36	144.53	29.59	240.8	165.98	180.29	74.12	156.71	131.58	219.86	284.78	58.42	381.67	234.3	376.8	219.51	224.88	205.05	198.87	123.07	351.54	12.45	354.34	231.75	182.5	36.28	379.17	295.43	0.3	0.0	0.0	0.81	0.0	0.0	199.36
Trpc4	0.0	2.94	32.78	4.42	45.76	0.0	0.0	0.0	75.95	0.0	47.26	0.1	53.66	29.5	0.0	0.0	0.0	1.06	0.56	0.0	0.0	0.0	1.19	1.74	52.2	0.0	3.18	0.48	12.14	54.7	4.55	0.79	22.73	11.06	0.0	82.74	18.13	93.48	0.0	0.0	0.0	9.77	4.41	0.0	0.0	43.2	0.0	34.9	0.26	48.81	74.31	102.22	0.0	3.83	31.1	0.0	115.42	15.04	56.33	4.8	2.64	13.72	17.84	0.0	0.0	0.17	15.91	72.84	37.01	0.0	10.41	5.21	0.0	38.8	0.38	21.69	0.0	125.78	48.58	30.73	3.78	64.06	89.48	0.4	85.1	38.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.79
