	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_9	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Ndnf_tdTpositive_cell_21	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_23	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_44	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ppp3r1	102.0	48.88	94.77	82.62	0.0	18.2	0.0	10.81	9.38	100.02	302.34	209.01	3.83	85.62	124.3	22.11	13.62	0.0	27.27	74.05	74.54	120.95	18.83	191.07	76.59	44.23	191.63	91.44	66.57	28.46	77.55	45.27	123.8	45.09	45.42	23.35	75.94	12.57	23.8	49.04	86.41	10.64	11.97	106.08	72.55	73.4	124.18	26.88	18.94	42.26	0.0	0.0	194.81	0.0	0.0	18.32	36.85	57.94	97.3	44.3	67.74	55.38	12.28	73.37	204.46	166.94	226.77	215.64	211.12	920.94	893.77	828.14
Ppp4c	0.0	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.27	12.9	26.94	0.0	0.0	2.52	0.39	0.0	17.01	0.0	0.0	0.0	0.28	40.7	64.59	0.26	51.86	0.0	0.17	48.54	15.0	0.0	62.56	27.99	0.0	0.0	0.0	49.5	0.0	47.19	0.0	47.37	0.16	0.0	64.8	53.68	0.0	0.22	50.23	8.69	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	11.55	73.07	0.0	0.0	0.0	0.0	8.73	2.31	9.86	6.34	5.34	38.48	40.58	40.35
Prkaca	137.66	81.36	43.46	54.03	0.0	0.18	0.0	0.0	36.28	101.92	229.45	31.19	0.0	11.23	46.08	0.0	85.47	630.8	9.22	82.17	20.09	32.28	26.13	41.3	19.76	37.2	63.39	89.33	65.55	26.91	49.77	57.11	17.14	72.92	110.68	56.99	77.31	47.13	51.58	59.65	45.81	24.01	68.75	29.23	44.42	59.89	27.06	35.72	67.3	66.86	0.0	0.0	80.16	8.76	0.0	66.37	86.27	69.25	88.09	102.96	56.37	29.93	41.93	0.0	57.21	56.75	45.86	33.31	40.45	171.78	178.98	179.22
Prkcc	65.12	67.67	51.96	0.0	0.0	0.0	0.0	0.0	0.14	5.5	132.96	2.48	2.18	15.58	39.52	0.0	89.34	0.0	0.0	82.73	109.5	0.29	55.91	0.31	0.1	32.0	47.85	48.79	22.05	37.98	87.91	105.22	179.19	120.1	95.0	5.49	53.58	79.1	25.56	123.01	56.48	19.32	56.16	34.74	77.12	16.37	61.71	100.69	2.57	0.0	0.0	0.0	114.79	0.0	0.0	28.61	13.07	1.84	60.69	68.77	38.69	75.0	37.58	0.0	256.12	219.56	197.02	237.03	205.52	280.97	277.81	262.15
Rab8b	0.59	0.0	0.67	0.3	0.0	0.0	0.78	0.0	55.63	8.69	60.83	0.81	1.92	1.25	83.32	10.07	2.18	0.0	0.69	0.32	29.22	0.16	14.64	47.4	0.36	0.16	23.53	30.04	72.44	0.28	1.5	15.93	18.06	20.21	22.56	1.37	0.22	73.75	1.15	18.63	0.85	1.76	0.47	0.2	0.45	64.04	14.22	23.78	20.98	54.59	0.11	0.0	34.31	0.16	0.18	9.37	26.96	1.65	0.39	27.62	1.57	3.51	34.99	0.61	14.77	23.27	32.33	17.06	14.18	26.53	24.81	25.69
Ramp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.38	0.0	357.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.13	0.1	0.0	0.0	0.09	0.0	0.0	0.26	0.23	0.0	34.41	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.44	115.42	176.1	243.52	244.29	19.3	22.21	21.88
Rap2b	2.88	4.4	11.01	0.13	0.0	0.0	0.0	27.64	7.04	42.83	13.88	10.88	0.0	35.0	28.1	0.0	0.29	0.0	0.11	2.44	3.04	8.66	1.27	9.84	5.89	18.79	8.19	2.79	3.08	3.39	4.77	19.16	83.73	7.92	2.92	0.0	4.06	4.56	0.38	2.27	2.12	0.0	6.57	0.99	1.91	1.31	10.42	2.38	0.33	0.0	75.65	0.0	106.56	0.0	0.0	3.93	0.0	4.16	7.63	15.45	4.76	3.88	6.55	0.0	85.35	109.93	199.7	135.11	137.06	40.22	41.06	42.79
Rbfox3	8.5	12.7	8.63	12.26	0.0	0.0	0.0	0.0	0.5	0.86	123.55	33.13	0.0	11.78	88.65	0.0	7.61	0.0	0.16	5.19	4.87	2.52	0.04	0.11	0.47	2.04	12.3	11.2	20.78	26.2	2.19	11.02	71.28	15.92	17.77	2.52	6.44	0.0	0.0	0.08	3.83	0.31	6.01	1.18	5.12	0.39	6.36	3.65	4.76	0.09	0.0	0.0	23.13	0.0	0.0	15.42	14.91	24.95	13.57	4.03	21.37	0.2	5.28	23.69	26.28	33.93	34.44	34.55	34.4	216.71	228.38	226.62
Safb2	1.75	0.0	2.71	4.29	2.57	0.0	0.0	0.0	14.85	4.61	65.4	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.15	0.51	0.0	0.06	0.07	0.0	7.27	16.12	0.0	4.4	3.51	3.09	19.67	2.17	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.17	0.0	0.0	0.0	0.0	1.35	0.0	0.0	3.59	0.0	0.0	0.0	0.0	0.0	0.27	3.41	2.6	0.0	3.3	0.43	0.25	4.85	1.54	1.26	1.43	55.44	61.77	56.06
Scfd2	0.0	0.0	31.22	0.07	0.13	0.0	0.0	0.0	0.05	0.0	95.59	0.3	0.0	1.33	0.0	0.0	0.2	0.0	0.13	0.27	0.11	4.78	0.1	0.14	0.04	0.12	0.07	0.07	11.33	35.15	5.03	0.11	1.24	0.19	0.38	0.08	5.05	0.0	0.0	0.0	0.06	0.0	0.07	0.0	0.83	0.17	0.06	0.04	9.97	0.13	0.0	0.0	9.63	205.2	0.0	0.0	26.09	0.22	0.07	0.17	21.79	17.14	0.05	0.6	4.81	2.35	5.15	5.33	3.44	10.99	12.28	12.37
Sec14l2	0.0	31.33	11.12	0.0	0.0	0.0	0.0	1.91	0.0	0.0	43.4	13.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.13	0.0	0.0	0.0	0.0	19.04	0.0	0.0	8.67	0.31	3.23	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.97	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	3.69	0.0	0.0	5.0	3.72	0.0	0.0	0.0	0.23	0.0	0.75	0.0	13.64	4.4	3.07	2.59	3.3	37.69	41.27	39.73
Sec22b	98.06	5.25	4.19	0.26	0.47	0.7	0.4	0.0	6.41	101.37	163.47	31.25	0.54	198.44	41.78	1.7	0.76	8.38	2.87	5.47	0.24	3.58	0.53	0.85	0.21	47.23	57.89	34.15	30.38	93.95	1.98	69.25	94.85	6.39	53.81	5.17	2.93	85.22	4.85	45.84	64.59	0.53	3.52	2.51	0.61	25.89	0.15	10.11	103.58	31.65	0.28	0.0	72.13	305.35	0.75	0.0	52.77	86.68	0.38	21.56	18.67	1.32	0.19	0.0	140.24	76.19	69.32	64.89	66.15	62.08	59.88	58.59
Sertad1	0.0	0.0	53.31	0.0	0.0	0.0	20.54	0.0	0.0	0.0	86.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.31	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	0.0	0.0	0.0	0.0	0.0	26.89	0.0	0.0	0.0	1.78	0.25	9.95	0.0	0.0	0.0	0.0	0.0	25.84	26.52	18.36	34.57	23.16	18.35	19.12	12.05
Setd7	7.3	2.13	19.47	2.96	0.0	0.0	0.0	156.2	1.25	6.42	35.05	10.0	0.0	0.19	16.88	0.13	0.0	0.0	0.06	0.26	14.67	7.87	0.03	0.21	5.09	4.68	11.45	2.49	9.58	9.21	6.56	5.44	13.45	2.55	0.34	6.2	2.33	11.1	8.18	5.82	2.18	0.0	0.27	0.0	1.47	19.97	4.48	0.34	6.51	7.57	0.0	0.09	7.92	0.0	0.0	3.4	1.3	2.92	3.62	45.49	2.55	2.99	7.24	0.0	8.33	8.81	4.68	4.34	3.91	83.54	75.5	83.81
Sh3gl2	124.68	27.33	108.73	118.46	0.35	0.35	0.15	0.0	25.8	75.7	89.68	56.83	1.59	73.31	67.46	0.31	104.32	0.0	0.18	45.22	25.02	44.79	2.7	23.52	92.34	85.72	55.39	96.31	71.02	80.78	32.16	59.02	264.7	135.65	102.8	153.72	84.06	131.53	55.23	65.83	68.27	0.09	63.23	40.43	147.57	20.03	3.26	14.95	48.02	101.81	0.69	0.1	161.77	1.48	0.0	71.04	44.92	103.96	43.25	1.69	93.04	8.12	65.02	1.91	375.48	441.79	274.48	417.49	414.06	300.58	299.58	283.65
Shoc2	32.45	96.08	36.03	55.39	0.0	0.0	0.0	51.73	82.35	17.46	253.73	55.21	0.0	32.81	3.8	0.0	0.0	0.0	72.85	21.79	74.04	88.08	5.69	37.3	0.03	1.68	58.75	14.22	21.68	21.62	21.33	58.23	27.9	15.95	35.34	40.77	40.27	36.93	22.4	64.96	2.7	0.0	72.09	31.81	15.57	28.12	0.13	70.13	96.17	37.5	0.0	0.0	15.8	0.0	0.0	23.18	28.43	10.94	14.02	38.49	14.8	17.76	7.38	10.74	33.04	20.92	79.98	47.42	48.38	41.89	37.75	38.05
Slc25a22	38.53	8.74	1.89	55.31	0.0	0.0	0.0	0.0	30.44	88.92	68.71	27.14	0.0	62.73	1.58	0.0	64.38	0.0	0.0	33.93	3.18	13.59	56.02	5.3	1.47	61.47	20.91	3.89	11.58	45.75	32.81	19.12	1.22	44.28	43.23	6.97	56.23	0.58	3.3	6.32	0.08	0.0	0.0	34.54	0.44	16.9	0.0	41.81	6.76	19.0	0.0	0.0	35.98	0.25	0.0	20.87	30.15	52.28	0.0	134.31	0.08	40.08	7.38	33.07	100.42	109.75	72.65	71.35	84.77	216.4	224.4	229.63
Slc45a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.25	0.0	41.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	2.79	0.0	0.0	4.97	1.59	0.18	1.02	25.43	27.88	28.84
Slc9a1	8.13	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	42.37	0.0	0.0	13.65	52.98	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.03	0.0	0.4	0.02	0.0	0.0	6.87	0.0	0.08	0.17	2.05	0.06	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.66	0.0	13.9	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	35.29	6.84	7.56	4.58	0.32	2.96	0.52	33.34	33.99	36.04
Smarcc2	22.53	13.06	1.92	35.91	206.75	0.0	0.0	0.0	20.32	21.58	53.9	38.83	0.0	27.28	14.99	0.0	0.0	0.0	0.1	5.03	31.8	28.8	11.62	2.94	16.01	18.73	34.1	29.63	28.71	22.67	20.35	14.51	3.89	9.9	12.03	12.69	19.69	11.04	10.24	6.68	8.33	5.74	0.33	0.18	9.84	9.84	28.23	17.29	7.17	32.46	0.0	2.54	14.25	113.45	0.0	20.25	19.4	0.0	51.27	4.43	7.9	14.42	12.72	1.07	23.74	21.64	8.97	13.05	9.74	153.2	155.7	159.08
Sphkap	0.0	88.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02	63.08	69.49	0.0	17.34	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	24.55	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	19.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	18.83	0.0	0.0	0.0	0.0	12.0	8.46	8.14	5.64	5.11	78.83	78.34	82.8
St6galnac6	0.0	0.0	43.85	43.16	0.0	0.0	0.0	0.0	0.0	0.55	99.28	0.0	0.0	0.38	57.41	0.0	0.0	0.0	0.0	1.83	31.07	0.0	37.4	0.0	0.41	0.0	0.05	0.21	30.2	45.84	0.34	0.53	0.0	0.0	0.0	1.11	6.87	0.0	22.8	0.11	52.56	0.0	0.0	27.1	0.12	34.24	0.36	0.0	0.0	43.54	0.0	0.0	0.08	0.0	0.0	0.13	5.93	19.83	0.0	0.41	0.08	0.0	0.36	0.0	10.75	9.74	2.75	4.38	0.76	111.0	121.34	119.44
Stau2	114.15	144.94	25.55	126.63	0.0	0.0	0.0	0.0	134.28	103.97	262.52	284.26	0.36	0.0	0.0	0.0	0.0	0.0	0.0	41.34	76.88	112.22	0.0	12.0	56.96	95.82	77.13	73.89	50.66	25.38	79.35	66.01	32.6	58.17	32.4	112.55	13.24	116.6	23.85	37.94	70.96	31.29	27.15	44.52	76.9	102.33	57.56	13.45	88.63	23.52	0.0	0.0	46.88	0.0	0.0	31.35	29.58	52.12	70.01	19.61	46.44	35.01	16.03	116.49	53.3	62.41	56.17	71.21	74.67	86.93	82.37	83.05
Stoml1	13.96	0.0	45.43	112.14	0.0	0.0	0.0	0.0	48.03	125.8	310.73	2.28	0.0	78.62	0.0	0.0	0.0	0.0	0.0	51.17	40.14	0.12	0.0	0.08	0.12	0.0	50.25	33.75	42.12	0.0	45.04	0.0	51.93	67.19	86.89	33.67	0.0	0.0	0.98	0.12	35.84	49.75	0.0	32.9	0.85	2.96	3.19	0.08	40.03	0.0	0.0	0.0	19.82	0.0	0.0	49.25	23.9	8.34	0.0	4.26	23.99	35.79	52.49	0.0	27.01	26.67	19.25	13.17	21.13	70.29	76.45	67.01
Syf2	0.0	88.34	59.9	193.71	0.0	0.0	0.0	0.0	44.93	38.97	244.98	0.0	4.75	87.39	163.41	436.87	101.15	0.0	0.0	38.67	0.0	77.72	0.0	0.0	0.0	120.87	0.53	15.5	0.0	32.54	81.63	90.12	63.37	55.55	39.96	0.0	0.4	0.0	0.0	53.6	0.34	0.0	15.36	11.9	142.68	23.95	20.66	64.54	39.73	0.0	0.0	0.31	65.71	6.52	4.87	105.68	0.0	38.16	127.69	0.0	83.54	58.11	26.9	0.0	74.21	59.32	48.21	40.09	49.39	56.57	65.27	58.63
Syn2	352.96	3.47	100.1	147.37	0.0	0.0	0.0	0.0	9.66	259.86	528.93	298.3	195.19	412.4	225.59	0.0	23.23	0.0	0.0	234.46	19.19	169.2	14.71	139.66	93.64	64.62	124.7	125.14	83.98	133.31	52.18	63.4	185.03	65.04	158.86	70.85	160.98	173.77	134.37	104.97	100.18	70.81	12.44	51.32	230.18	99.26	49.87	83.18	23.96	59.41	0.0	0.0	59.02	0.0	0.0	147.12	136.4	43.18	181.79	38.38	146.62	206.75	113.48	184.41	99.37	49.71	91.16	78.46	85.46	385.63	397.76	386.53
Taf5l	0.0	23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	15.15	0.0	0.0	0.0	0.0	38.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	8.18	1.88	0.0	0.0	9.4	0.0	0.0	0.0	0.0	60.85	0.0	0.0	0.0	0.0	0.06	0.0	6.01	4.98	1.55	2.5	0.6	18.7	19.86	16.45
Terf2	13.47	22.65	0.51	2.89	0.0	0.0	0.0	0.0	0.0	0.09	130.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38	0.0	0.48	0.0	7.12	2.1	1.78	0.0	0.0	0.0	0.0	0.0	3.35	1.76	0.68	12.15	0.0	0.0	10.54	11.52	0.0	1.04	25.0	24.31	97.01	0.0	29.89	21.99	11.34	2.09	2.87	0.0	0.0	7.78	0.0	0.0	0.0	0.0	0.0	4.48	10.34	0.0	0.8	0.0	27.58	10.8	9.01	8.7	9.72	9.46	34.75	36.58	32.66
Them4	51.34	57.35	0.0	59.43	0.0	0.0	0.31	0.0	0.11	129.33	347.34	0.0	0.0	196.65	0.0	0.0	0.0	0.0	0.0	84.0	4.3	0.09	0.0	0.19	0.0	49.19	49.69	0.0	1.27	0.0	75.14	43.38	138.94	0.0	65.63	39.69	0.0	40.61	64.99	0.0	0.0	0.0	0.0	55.06	0.0	22.07	64.22	2.3	2.72	57.35	0.0	0.0	43.79	0.0	0.0	0.0	63.35	25.92	28.59	94.82	0.0	51.75	159.97	0.0	51.96	58.84	59.05	49.55	52.85	24.95	26.92	26.41
Tle2	0.47	0.13	0.0	0.0	1.75	0.0	0.0	0.0	0.44	0.07	8.68	0.0	0.33	0.0	0.0	0.0	0.23	0.0	0.0	0.04	0.0	0.06	0.1	6.18	0.08	0.6	0.0	0.0	0.1	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.1	0.32	0.24	0.06	0.0	0.17	1.14	0.21	0.09	0.0	0.1	0.23	0.17	0.0	0.0	1.17	0.0	0.0	0.0	0.0	0.06	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.1	0.36	0.64	25.91	26.26	26.72
Trim9	0.0	7.89	38.65	0.0	0.0	0.0	0.11	332.72	56.45	119.25	173.46	171.62	13.66	18.15	36.45	0.0	0.0	0.0	0.1	3.44	30.2	16.06	0.0	0.07	20.03	2.45	3.25	4.07	42.91	3.51	0.98	16.17	67.48	0.51	0.0	0.0	7.87	0.0	15.9	0.39	9.43	0.05	15.92	9.51	2.73	11.08	4.68	4.34	14.87	0.0	0.0	0.0	78.21	0.0	0.0	27.07	25.37	6.35	59.3	2.6	18.44	1.03	0.0	182.57	72.28	40.9	51.54	53.9	51.64	156.89	148.92	163.0
Tsc22d2	3.36	0.0	2.75	4.27	0.0	0.05	0.0	0.0	0.0	9.59	60.32	2.57	12.32	19.08	0.0	0.0	0.0	0.0	0.0	6.95	9.83	0.11	26.23	2.06	9.45	0.42	7.32	1.4	0.28	0.0	10.09	0.0	5.6	2.65	0.0	1.22	0.0	1.31	3.85	3.56	0.05	0.0	13.85	16.51	16.29	13.89	4.49	0.09	0.0	15.14	0.0	0.0	15.06	0.0	3.83	17.42	0.0	0.56	0.0	6.76	0.02	0.98	0.56	0.0	5.46	11.21	7.42	6.91	9.18	12.53	11.57	11.14
Ttc21b	16.34	16.02	0.0	59.34	0.0	0.0	0.0	0.0	0.04	0.89	64.04	0.0	0.0	0.05	1.9	0.0	0.0	0.0	0.0	15.9	1.79	0.47	23.09	25.78	30.05	15.64	0.05	22.75	0.0	0.0	15.41	17.98	0.15	1.27	5.27	3.37	0.0	4.74	0.0	0.0	15.96	0.0	0.0	0.0	2.16	21.01	0.0	0.0	1.23	9.2	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	24.4	0.34	0.0	7.09	5.86	7.94	2.52	3.39	9.01	9.04	8.48
Ttc9b	9.62	0.0	0.0	6.76	0.0	0.0	0.0	0.0	0.0	0.0	26.49	0.0	0.0	0.24	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.84	0.72	0.0	0.0	0.0	0.3	1.75	1.1	0.33	0.29	0.0	0.0	0.0	2.72	0.0	0.0	0.0	1.61	0.0	0.0	18.91	0.0	0.0	0.0	0.0	20.64	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	48.51	52.83	57.35	73.63	77.52	202.19	231.72	229.7
Tuft1	0.0	0.0	0.0	16.61	0.0	0.0	0.0	0.0	0.0	42.74	91.19	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.15	0.0	0.7	0.0	52.07	0.0	2.14	0.34	0.0	38.96	0.0	0.0	0.0	0.0	0.11	0.0	0.0	34.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	6.8	1.86	1.08	0.0	1.81	1.49	1.67
Tulp3	0.95	0.32	0.2	0.55	0.0	0.12	0.07	0.0	6.28	0.0	2.75	1.16	0.0	0.74	0.0	0.0	0.61	0.0	0.0	0.54	0.43	0.02	0.37	0.39	0.31	0.24	0.57	1.22	0.74	4.99	0.23	0.36	6.31	0.54	0.19	0.81	0.51	0.43	0.19	0.5	0.5	0.14	0.38	0.45	0.25	0.17	0.0	0.28	8.75	0.96	0.0	0.0	2.73	0.19	0.0	0.51	0.0	0.17	0.13	0.41	0.06	0.27	0.51	0.54	7.44	4.16	1.32	3.45	2.46	14.82	15.52	13.9
Tusc3	25.64	3.98	68.48	89.53	0.0	0.0	0.0	0.0	0.0	56.37	127.71	68.95	23.93	419.87	139.05	0.0	0.0	0.0	0.0	37.57	47.32	26.41	61.77	0.15	20.22	36.31	7.67	30.96	23.7	38.87	5.29	77.77	62.88	0.82	43.55	107.86	26.72	36.22	32.04	1.97	43.17	4.5	61.02	44.43	1.77	26.07	0.0	1.42	40.79	0.0	0.0	0.0	153.11	0.0	14.17	34.96	8.5	30.21	67.86	76.81	5.23	16.88	40.83	0.0	271.67	181.18	258.44	255.3	284.83	339.79	358.73	329.81
Ube2m	47.56	2.29	94.11	28.97	0.0	0.0	0.0	0.0	50.5	103.24	183.87	89.4	0.0	73.82	92.11	0.0	0.0	0.0	0.0	30.28	51.34	30.88	32.06	42.71	45.11	31.96	28.5	24.05	0.0	3.11	2.79	9.16	0.0	73.54	10.42	0.29	9.97	0.0	26.56	16.28	19.11	0.0	1.31	7.29	1.71	36.95	6.47	12.98	46.29	72.08	0.0	0.0	24.73	0.0	0.0	48.61	49.4	31.93	62.26	0.0	3.33	25.93	0.09	0.0	56.44	32.41	42.01	33.25	38.19	188.22	200.48	193.34
Ube2q2	0.87	1.11	24.17	10.36	0.0	0.0	4.99	107.26	98.75	68.75	188.84	86.45	0.33	232.71	77.25	0.0	90.24	0.0	0.0	38.55	21.3	59.43	0.81	0.62	40.4	0.31	40.55	38.23	75.87	67.64	34.37	39.32	44.09	1.74	16.23	26.65	30.04	56.19	43.16	1.3	0.36	67.75	0.0	0.92	16.42	42.75	9.57	66.5	3.15	0.5	0.0	0.0	29.89	0.0	20.62	0.19	15.3	48.63	34.45	1.62	0.91	0.21	5.33	0.96	25.67	18.54	29.68	24.65	25.23	56.69	58.05	56.02
Ube2ql1	13.13	0.0	3.57	33.24	0.0	0.0	0.0	0.0	47.2	115.56	237.39	43.1	0.0	56.58	63.47	0.0	74.21	0.0	0.0	19.63	6.84	30.45	0.13	0.0	0.2	8.33	0.04	0.09	3.47	0.0	26.32	1.06	91.8	16.77	4.84	13.75	0.0	1.86	0.0	27.73	0.0	0.0	1.71	0.0	0.1	32.92	0.0	22.22	2.42	29.09	0.0	0.0	50.03	0.0	0.0	30.56	0.0	11.27	24.07	0.0	29.87	0.11	0.07	40.85	71.63	49.12	53.42	55.32	54.4	174.48	185.53	183.77
Unc13a	2.93	8.81	3.96	10.57	0.47	0.0	0.0	0.0	2.03	5.44	17.91	1.39	1.22	4.83	3.93	0.0	6.91	0.0	0.0	1.51	2.48	2.34	2.37	4.43	25.99	17.28	4.18	7.76	1.92	4.2	6.54	4.16	10.95	4.86	5.81	3.1	3.48	2.83	4.67	4.16	0.79	7.39	6.16	9.15	1.82	2.95	4.73	5.98	1.96	1.92	0.0	0.0	16.25	0.0	0.0	1.67	4.11	3.88	8.35	4.34	0.78	2.18	2.67	24.09	7.78	9.95	14.56	13.86	12.99	173.28	162.24	184.32
Usp45	0.44	12.57	0.0	13.6	0.3	0.09	0.94	0.0	0.03	0.3	47.36	0.38	0.65	44.33	2.25	0.0	7.32	0.0	0.29	0.0	0.23	1.59	0.0	14.32	0.17	9.24	0.43	15.54	17.16	7.69	3.54	13.11	29.39	0.46	24.72	10.34	13.17	10.62	8.44	7.94	6.25	7.16	0.0	0.0	2.09	0.03	0.06	0.17	0.2	1.93	0.07	0.08	15.66	0.08	0.0	0.14	0.38	0.5	9.47	9.63	7.13	0.08	15.54	0.38	10.88	24.29	5.8	8.53	7.18	24.53	23.59	23.75
Wbp11	18.82	19.81	16.35	6.35	0.0	20.6	0.0	0.0	2.49	0.08	116.47	24.11	0.0	30.92	0.92	9.3	31.66	0.0	34.91	12.91	12.4	3.75	22.67	35.68	72.38	15.97	23.85	47.04	4.31	22.18	17.25	5.21	37.97	55.11	0.0	5.18	2.01	29.33	7.46	0.97	20.08	0.0	0.0	9.81	0.0	22.66	1.26	0.92	32.33	0.63	0.0	0.0	29.82	13.09	0.0	1.16	3.28	16.28	17.05	87.38	5.07	27.11	7.73	31.15	23.08	44.81	36.72	29.46	27.58	87.5	88.98	76.53
