	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Gad2_tdTpositive_cell_12	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_39	Gad2_tdTpositive_cell_44	Gad2_tdTpositive_cell_77	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_1	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_38	Ntsr1_tdTnegative_cell_39	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_42	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_45	Ntsr1_tdTnegative_cell_57	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_11	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_11	Scnn1a.Tg2_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_15	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_7	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mettl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.71	0.0	0.0	265.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.09	0.0	0.0	30.6	0.0	0.0	0.0	366.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.12	0.0	18.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.03	0.0	0.0	0.38	0.32	449.06	0.31	0.27	0.0	0.0	0.0	0.0	52.24	816.91	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.44	11.89	36.8	16.01	46.95	69.62	25.18	3.79	21.5	17.23	27.78	2.11	10.73	9.24	9.42
Miat	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.07	0.0	0.0	0.09	0.0	0.26	0.07	0.0	0.0	0.0	0.0	0.05	0.09	0.0	0.0	0.03	0.0	0.0	0.0	0.0	18.94	11.42	37.76	0.08	0.11	0.0	14.06	0.04	0.0	0.0	0.0	0.0	0.0	5.41	0.0	107.01	0.0	180.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.61	10.8	15.25	15.17	17.45	19.6	18.11	21.01	7.71	7.28	8.32	6.59	49.57	196.73	185.46	213.96
Mir682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	3.8	1.18
Mpped2	13.59	0.0	0.0	66.99	3.58	0.0	0.0	0.0	0.0	494.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.08	0.0	0.0	0.0	0.0	0.0	0.0	65.07	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.09	25.92	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	55.78	0.0	0.0	0.16	0.0	0.34	10.3	0.0	0.0	233.98	0.0	336.07	0.0	0.0	102.0	662.27	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	37.81	34.78	21.86	10.13	39.92	12.3	50.38	25.96	27.48	35.5	0.73	35.43	33.87	33.34
Mthfd1	0.0	0.0	0.0	0.0	0.0	7.57	0.0	103.24	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	301.91	260.76	0.25	0.0	1.22	0.0	0.0	0.0	0.2	706.72	0.0	0.18	0.0	579.26	0.08	0.0	0.0	0.0	0.0	20.85	24.76	10.71	0.0	0.0	0.0	130.2	0.0	0.07	692.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	13.82	529.1	0.0	0.0	0.0	0.0	986.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.7	0.0	0.0	13.3	11.16	22.76	14.3	13.97	20.58	19.31	4.74	16.0	11.96	16.65	1.79	27.48	29.4	28.61
Mybbp1a	0.0	0.0	0.0	0.0	182.87	0.23	0.0	0.0	52.32	0.47	150.75	14.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	142.35	0.0	0.0	0.0	0.0	5.09	0.09	631.19	0.0	19.12	4.03	6.93	0.0	0.0	0.0	9.01	0.35	0.0	0.0	0.16	0.0	0.09	0.21	0.0	0.0	0.39	0.33	0.0	0.32	25.05	0.0	0.0	0.14	10.49	0.23	889.43	0.0	0.0	0.0	0.0	11.97	0.0	0.0	0.0	0.0	32.57	13.26	4.14	8.63	9.36	13.68	5.28	13.87	9.96	7.7	5.39	6.7	90.51	34.36	37.22	35.73
Myt1	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.42	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.11	0.0	0.07	0.0	0.0	0.0	0.0	0.0	2.3	0.39	0.0	0.0	0.0	0.0	6.34	0.0	0.0	0.83	0.0	0.0	0.04	0.0	0.0	0.0	131.43	0.0	0.0	0.0	0.16	0.0	3.61	339.01	0.25	0.08	47.6	0.03	0.05	0.0	0.0	0.0	0.0	203.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	1.34	1.45	0.6	2.07	0.11	1.0	2.25	0.78	0.0	7.55	7.2	8.44
Nat6	0.0	0.0	0.0	0.0	28.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.19	0.08	0.09	0.0	0.0	77.88	0.0	245.93	0.0	0.0	0.0	0.0	188.58	0.0	1.37	23.76	0.0	0.0	0.0	392.98	0.0	0.0	0.0	0.0	0.0	14.0	0.0	9.14	0.0	0.0	106.58	0.39	170.06	0.0	0.0	0.0	0.0	0.0	0.22	0.37	0.0	0.4	402.78	0.0	0.0	0.0	0.0	0.0	417.21	3.87	0.0	772.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.82	4.7	5.07	12.77	2.56	23.76	15.44	7.08	13.7	15.1	16.64	0.17	11.12	11.83	10.71
Nup62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.7	0.0	0.0	0.0	434.16	0.0	0.0	0.0	0.0	0.0	0.0	14.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.17	366.88	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	7.04	5.88	0.0	0.0	0.0	0.33	238.96	0.0	0.0	0.0	0.0	0.08	0.0	0.0	48.19	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	939.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	4.65	0.12	16.78	16.41	7.27	7.4	6.28	4.05	4.68	0.0	29.98	28.77	28.12
Ogg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.86	0.0	0.0	132.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	18.87	164.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.15	0.0	0.0	0.0	106.94	0.0	0.0	0.0	0.0	0.0	0.0	10.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	413.12	0.0	0.0	0.0	0.0	10.11	0.0	0.0	0.0	71.4	5.48	11.7	4.25	0.22	3.98	0.0	3.76	3.74	2.87	8.06	7.4	9.15	8.56	5.97	7.62	7.21
Oxsr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.25	0.0	0.0	0.0	90.4	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	0.0	0.0	0.0	0.0	0.0	49.09	0.0	0.0	0.0	0.0	4.1	0.05	10.17	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	441.19	109.79	0.0	0.0	0.0	0.0	0.0	0.0	14.85	0.0	0.0	3.26	7.64	5.5	4.79	11.38	10.11	5.0	10.83	5.54	5.29	6.59	0.01	31.87	31.34	33.79
Pabpc4l	189.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	2.11	0.0	1.02	1.11	1.32	0.0	0.17	0.28	0.17
Parp11	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	12.85	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.78	0.18	0.54	0.0	0.0	0.39	0.0	0.26	0.0	0.0	0.0	0.0	0.0	7.32	0.0	1.87	0.0	0.24	0.0	0.56	0.12	0.0	0.0	0.0	0.08	26.27	0.0	0.0	0.0	0.21	0.47	0.22	0.15	0.0	0.0	0.25	0.0	0.2	53.01	705.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	4.59	2.41	3.91	14.16	11.45	6.06	16.1	16.49	9.74	11.31	0.0	13.63	12.63	13.24
Pars2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.65	0.0	0.47	0.0	0.0	0.0	0.35	0.0	268.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125.48	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	137.07	0.0	11.37	2.58	0.3	7.52	0.23	20.18	0.0	0.27	9.15	10.4	5.33	50.04	6.66	7.36	7.93
Pcgf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	33.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	5.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.77	1.29	3.81	1.59	0.0	1.1	11.25	2.17	0.44	4.45	0.0	25.16	26.18	25.53
Pclo	0.14	0.0	0.05	0.0	0.06	0.12	0.39	0.16	87.94	0.34	0.06	0.09	0.18	0.0	0.0	0.23	0.06	0.18	0.81	75.09	0.16	0.03	0.03	0.04	0.02	0.17	0.2	5.59	0.02	0.14	0.09	0.22	0.14	0.14	0.54	0.22	0.18	0.04	0.18	0.3	94.49	0.4	15.15	29.58	19.57	0.1	0.11	0.07	0.5	0.09	0.02	0.2	0.35	0.16	0.15	39.7	0.28	0.05	0.13	22.21	0.09	0.5	0.1	0.0	0.34	0.03	0.09	0.12	83.03	52.04	0.09	0.03	0.06	0.34	0.0	0.0	0.38	0.18	8.44	26.44	19.0	24.92	28.58	20.42	26.29	25.7	19.73	30.42	26.21	21.95	17.29	60.14	52.02	64.43
Pde10a	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.08	0.0	0.0	0.0	24.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.23	0.0	0.0	0.0	0.04	0.0	0.0	0.0	16.15	26.06	3.94	0.09	0.0	0.0	0.0	0.0	0.0	170.27	0.07	0.0	0.0	0.06	8.02	0.0	0.0	0.0	245.48	0.0	0.0	0.0	4.87	0.0	0.0	0.0	542.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	29.74	4.66	11.61	12.58	28.66	5.0	12.76	0.27	1.1	1.77	7.77	5.1	5.37	51.46	105.5	95.25	101.22
Phc3	0.07	0.49	0.04	0.0	0.0	0.04	0.13	0.0	11.44	0.14	0.07	15.78	12.29	0.04	100.86	0.09	0.21	0.35	0.01	0.02	0.0	0.0	0.6	0.0	25.75	0.02	0.0	0.0	0.0	72.97	0.07	0.21	0.0	1.07	0.15	24.35	0.08	21.61	40.02	0.1	0.16	40.04	2.09	18.21	2.49	99.02	0.63	0.27	0.49	4.69	5.38	0.0	0.8	0.45	0.1	12.05	0.27	0.0	28.24	32.41	0.0	0.0	0.03	0.06	0.0	0.1	0.08	0.0	144.52	0.0	0.09	0.05	0.05	0.28	0.09	2.79	0.0	0.08	0.03	6.75	4.24	9.57	2.1	1.39	8.45	2.66	8.17	3.4	2.16	4.51	14.81	22.54	20.64	23.25
Pigc	1.3	0.0	0.24	319.59	0.0	51.24	0.0	3.28	41.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	107.21	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.78	0.0	0.0	332.77	0.0	0.0	391.89	0.0	0.0	5.32	0.0	12.08	14.43	0.0	0.0	0.0	139.99	0.07	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	424.84	433.39	0.09	0.0	0.0	0.0	0.0	508.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.85	14.26	5.45	13.28	13.0	19.63	19.47	27.79	19.23	9.97	9.68	37.72	8.64	8.27	8.36
Plxna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.5	23.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.37	0.5	0.0	0.0	0.0	0.0	1.35	3.32	1.66	4.57	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.06	27.87	97.98	0.0	0.0	0.0	0.0	0.0	489.53	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	3.95	0.08	1.25	0.09	0.07	0.03	0.51	0.44	0.64	11.05	12.18	13.34	14.21
Pogk	0.0	0.0	0.0	0.0	206.35	0.0	0.08	0.0	5.42	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.06	0.0	0.24	0.06	73.7	0.0	0.0	0.14	12.61	0.0	0.0	34.06	1.05	0.06	0.0	0.28	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.84	8.94	0.8	2.14	0.45	0.0	0.0	0.57	0.0	0.0	0.0	0.19	147.49	0.15	0.06	0.09	0.0	0.41	0.0	0.0	0.36	0.04	7.02	0.0	0.0	0.2	0.0	366.55	0.0	0.16	250.11	0.19	15.75	0.05	3.8	69.09	110.86	0.96	1.39	4.1	0.09	0.53	3.32	3.25	0.51	5.36	1.97	2.46	1.95	3.16	26.74	26.23	27.02
Pqlc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.42	0.0	3.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1229.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	32.35	24.75	18.68	29.9	59.64	11.45	22.07	9.71	14.37	9.03	13.25	0.0	17.53	19.71	16.59
Prcp	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.15	114.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.19	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24	0.0	0.65	0.16	0.78	0.25	0.25	0.0	397.99	0.0	0.0	0.15	0.62	0.0	0.27	0.23	0.0	0.0	0.1	0.0	0.0	0.0	0.26	0.32	748.68	0.0	0.0	0.0	0.0	0.0	0.14	0.0	35.35	1.48	3.41	1.79	0.0	4.06	0.1	3.98	5.96	0.0	5.59	3.92	3.48	9.59	0.13	10.44	9.9	11.5
Prkaa1	0.0	0.0	0.0	7.95	0.1	0.1	0.0	0.0	12.72	0.0	96.92	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	6.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	0.05	9.54	0.14	0.0	43.16	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.62	20.82	0.16	141.67	629.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	4.1	6.73	6.33	1.64	1.29	5.39	3.45	0.11	0.0	9.34	6.16	5.1	0.01	20.04	19.78	18.73
Rab11fip5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	8.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26	34.38	1.38	0.0	0.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	441.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	6.84	3.16	3.2	9.07	4.35	1.61	0.55	5.84	6.99	6.22	0.02	47.04	50.24	49.26
Rab13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	8.65	5.82	2.22	0.0	8.7	1.43	22.19	2.88	2.66	2.35	0.0	7.25	6.74	7.77
Rab3gap2	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.07	193.44	0.0	13.74	0.0	0.0	2.54	0.0	0.0	0.0	76.14	0.0	0.0	60.03	0.0	15.51	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	15.61	0.12	16.62	0.0	0.0	0.03	0.0	0.0	0.31	0.0	22.23	0.0	0.0	0.0	0.05	0.0	0.0	13.77	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.44	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.36	7.73	6.05	9.35	17.58	8.69	16.98	17.52	4.98	4.74	12.43	7.85	11.72	33.1	45.55	43.56	45.23
Rad50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.36	0.0	0.0	0.0	0.0	0.0	0.04	18.12	0.0	0.0	0.0	0.0	0.0	0.09	0.0	20.95	0.0	0.0	0.0	0.0	6.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78	0.0	12.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.07	12.04	13.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.36	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	4.13	7.39	9.83	1.75	8.81	13.13	10.44	9.4	9.12	6.2	0.01	8.67	6.88	8.21
Rela	0.0	0.0	0.0	36.91	0.0	88.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.77	0.22	0.0	0.0	0.0	31.92	0.0	0.0	0.0	14.47	0.0	7.55	7.35	0.0	0.0	0.0	322.49	0.0	0.0	0.24	17.56	0.0	0.0	0.0	0.29	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	545.87	914.3	0.0	0.0	90.58	764.19	0.0	3.09	0.13	0.0	0.0	0.0	12.19	3.97	2.35	5.84	4.61	11.3	15.42	0.22	1.32	10.04	6.28	0.07	18.69	20.45	18.76
Rfwd2	1.27	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	8.34	17.82	0.0	0.0	0.0	0.0	0.0	0.06	0.07	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.1	0.0	12.53	0.0	0.0	0.27	16.04	0.0	5.27	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.14	60.78	0.16	0.13	0.08	0.0	0.06	56.68	0.0	45.6	0.0	316.33	251.91	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	18.09	10.14	2.73	18.46	8.56	12.96	13.98	13.0	6.73	8.88	7.95	9.25	0.13	30.23	30.96	31.39
Rgs9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06	0.0	0.36	0.0	5.11	0.0	0.0	0.03	0.0	0.0	0.0	685.51	0.08	0.0	0.0	0.0	0.3	0.0	0.0	0.35	0.0	0.0	0.03	0.0	0.0	0.0	0.1	0.0	486.74	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.89	6.62	9.09	2.83	8.23	16.96	17.41	29.72	16.17	6.39	5.61	2.48	152.24	95.2	92.99	88.16
