	TCGA.EM.A4FV.01A.11R.A250.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.EL.A3ZP.01A.11R.A23N.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.FY.A40K.01A.11R.A23N.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.EL.A3CO.01A.11R.A19O.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.H2.A3RH.01A.11R.A220.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UQ.01A.11R.A250.07	TCGA.FE.A237.01A.11R.A16R.07	TCGA.BJ.A0Z3.01A.11R.A13Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.ET.A39R.01A.11R.A19O.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.DO.A1JZ.11A.11R.A13Y.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.1399T.0126.SM.5KM15	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.11EQ9.0626.SM.5A5K1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.WL46.0126.SM.3TW8I	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.X8HC.0726.SM.46MWG	GTEX.VUSG.0426.SM.3GIKD	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1
RTN3	2777.33	1883.54	1923.14	2816.11	2976.74	2193.99	2758.13	2796.65	2835.7	2701.35	2609.3	2701.35	2209.26	2609.3	2209.26	2701.35	2739.08	3614.55	3303.0	2502.97	2335.28	2485.67	2178.83	2018.8	2193.99	2133.97	2018.8	2573.36	2319.15	2502.97	2047.0	3928.15	4450.27	6699.25	8078.22	3303.0	3614.55	4543.8	4123.49	4704.07	4210.15	4268.94	6207.38	4972.34	3742.05	2520.38	6426.31	5183.54	4769.75	5555.65	4095.0	4181.07	4450.27	3303.0	3280.18	2935.74	4512.4	3168.41	4210.15	3081.75	6207.38	5329.3	3794.3	3443.31	3690.52	4937.99	3820.7	4328.55	5255.91	3820.7	5954.47	3146.52	4038.61	4358.66	7911.95	6516.03	3690.52	3039.3	6792.79	3349.13	4038.61	6381.92	4450.27	4038.61	3103.19	5995.9	5041.77	4358.66	4298.64	4298.64	4268.94	4481.23	2609.3	3665.02	5006.93	3325.99	4671.57	4607.24	2520.38	4575.41	4607.24	2758.13	5403.7	3540.14	4010.71	4388.98	4419.52	3212.66	5872.48	6935.54	4038.61	4836.35
RWDD4	339.14	293.07	275.28	287.01	307.69	336.79	253.23	307.69	291.04	343.89	493.56	334.46	339.14	361.04	329.84	316.37	376.41	343.89	297.17	336.79	323.03	348.71	351.14	371.22	307.69	368.65	323.03	299.25	301.33	316.37	275.28	480.04	514.56	733.19	890.44	291.04	486.75	555.41	463.65	511.0	567.1	447.82	728.11	395.18	454.09	470.14	902.89	759.08	620.67	669.92	514.56	551.56	547.75	457.25	429.54	379.04	620.67	507.46	466.88	486.75	688.78	480.04	633.73	426.57	525.39	447.82	466.88	490.14	454.09	559.28	591.22	450.94	532.74	555.41	921.88	848.22	420.68	490.14	521.76	493.56	476.71	567.1	532.74	353.59	438.59	748.61	603.67	532.74	417.77	368.65	511.0	563.18	417.77	543.96	536.45	490.14	559.28	656.11	551.56	486.75	521.76	412.0	595.34	420.68	371.22	511.0	684.02	518.15	525.39	743.43	559.28	684.02
SETDB2	131.51	80.57	104.42	106.63	94.01	152.28	76.17	127.89	95.34	125.24	156.59	115.97	98.04	82.29	88.26	97.36	127.89	100.13	107.38	178.77	82.29	133.36	98.04	120.1	116.78	85.22	64.8	98.73	76.71	92.05	114.36	156.59	164.42	165.57	223.41	94.01	237.86	301.33	283.05	275.28	148.09	189.02	186.4	199.85	251.48	215.77	201.25	361.04	209.84	277.2	100.83	249.73	237.86	167.9	178.77	201.25	183.82	127.89	224.97	147.06	178.77	248.0	146.03	144.01	156.59	279.14	166.73	224.97	172.65	148.09	209.84	205.5	148.09	224.97	325.29	256.78	165.57	199.85	242.88	201.25	161.02	236.21	224.97	147.06	285.03	264.03	194.36	214.27	234.57	193.01	145.02	166.73	152.28	171.45	241.19	172.65	121.79	239.52	158.79	157.68	299.25	156.59	234.57	194.36	356.05	198.47	258.57	204.07	220.32	208.38	169.07	281.09
SGCD	34.26	5.68	53.19	84.04	15.91	19.82	60.39	42.41	23.25	36.79	71.5	57.89	13.22	81.14	44.57	56.68	111.99	41.81	18.43	102.25	19.39	72.01	35.5	36.27	31.0	29.7	55.89	32.36	4.1	28.24	57.89	269.6	878.17	934.76	336.79	438.59	161.02	265.87	76.71	444.72	138.1	323.03	1378.57	555.41	312.0	152.28	921.88	336.79	497.0	802.41	118.43	178.77	153.34	105.15	98.73	212.78	423.61	136.19	275.28	353.59	866.07	483.38	228.13	295.11	152.28	211.31	320.8	256.78	156.59	551.56	1397.83	65.72	141.02	785.88	854.13	764.36	49.56	256.78	116.78	521.76	438.59	212.78	490.14	218.79	287.01	825.0	189.02	137.14	529.06	99.43	29.48	497.0	151.22	143.01	688.78	32.13	147.06	142.01	412.0	21.94	7.57	80.01	884.29	441.64	387.02	361.04	133.36	110.43	417.77	616.37	414.87	389.72
SLC10A7	113.56	58.3	75.64	59.97	67.59	96.01	41.81	102.25	72.01	102.25	89.51	84.63	69.03	60.39	43.63	75.64	84.04	75.11	77.79	100.13	67.59	83.45	68.07	81.14	75.11	75.64	81.14	57.89	75.64	65.26	88.88	131.51	135.24	119.26	163.28	145.02	99.43	155.5	116.78	232.94	127.89	157.68	140.04	176.29	133.36	127.0	142.01	231.32	133.36	231.32	152.28	125.24	165.57	149.12	123.5	118.43	163.28	121.79	156.59	155.5	115.16	129.69	125.24	146.03	117.6	106.63	115.16	147.06	162.14	139.07	121.79	175.07	105.15	236.21	166.73	204.07	105.15	113.56	177.53	148.09	129.69	183.82	169.07	140.04	231.32	183.82	136.19	138.1	198.47	122.64	122.64	198.47	112.77	131.51	209.84	133.36	120.1	103.69	183.82	121.79	134.3	96.01	176.29	151.22	162.14	137.14	111.99	77.79	105.15	106.63	146.03	149.12
SLC39A9	559.28	567.1	450.94	473.41	497.0	414.87	460.44	529.06	518.15	567.1	669.92	476.71	486.75	511.0	536.45	529.06	441.64	486.75	532.74	473.41	547.75	559.28	417.77	518.15	466.88	612.11	392.44	447.82	521.76	389.72	490.14	866.07	934.76	902.89	921.88	366.09	555.41	753.83	665.29	638.15	638.15	733.19	884.29	612.11	679.29	785.88	764.36	1081.39	665.29	769.69	642.59	733.19	684.02	551.56	579.04	698.41	728.11	693.58	660.68	669.92	813.63	854.13	620.67	698.41	669.92	679.29	587.13	559.28	802.41	896.64	872.1	703.28	647.07	791.35	1008.9	1015.93	603.67	679.29	769.69	503.95	660.68	780.44	909.17	775.05	780.44	848.22	728.11	743.43	559.28	638.15	616.37	599.49	753.83	890.44	693.58	660.68	698.41	728.11	713.11	723.08	733.19	547.75	775.05	679.29	620.67	665.29	612.11	583.07	728.11	854.13	723.08	813.63
SLC4A4	94.01	6.41	13.22	47.5	38.67	12.09	8.25	23.25	56.68	18.56	152.28	25.35	44.89	36.79	42.71	31.67	89.51	35.76	75.64	63.45	16.27	27.84	4.5	20.41	30.12	38.95	78.89	10.88	46.84	27.64	25.91	521.76	1008.9	764.36	3716.2	343.89	395.18	1857.6	400.71	1088.92	473.41	2609.3	2032.85	1359.57	1242.34	152.28	1721.16	1295.13	759.08	2537.92	211.31	480.04	825.0	318.57	316.37	316.37	769.69	258.57	536.45	208.38	1457.23	915.51	579.04	361.04	403.5	551.56	532.74	323.03	941.27	536.45	1313.23	387.02	896.64	1111.82	7695.57	2367.9	842.36	262.2	1540.37	514.56	1159.07	1583.71	947.83	281.09	283.05	941.27	674.59	514.56	759.08	406.31	708.18	830.75	100.83	660.68	1870.53	297.17	674.59	802.41	281.09	287.01	1477.58	172.65	1175.27	728.11	872.1	571.05	551.56	48.18	1250.98	2451.44	480.04	1191.69
SMARCA2	1322.37	1044.52	1081.39	1388.16	1183.45	1191.69	974.5	1407.55	1073.91	1295.13	1359.57	1295.13	1583.71	1313.23	1295.13	1008.9	1331.57	1088.92	1487.87	1304.15	1066.48	1286.18	1081.39	1233.75	1159.07	1340.84	934.76	1066.48	1561.89	1081.39	1183.45	2209.26	2502.97	2915.45	2915.45	1216.75	1991.0	2090.03	1977.24	2335.28	2209.26	2047.0	3018.3	1977.24	2255.7	1832.01	2956.17	3395.89	2193.99	3419.52	2047.0	2287.2	2209.26	1745.2	1936.53	1923.14	2591.27	1909.85	2224.63	2209.26	2758.13	2434.5	2032.85	2351.53	2303.12	2555.58	1794.29	1617.0	2255.7	2417.67	2835.7	1819.35	2367.9	2061.24	3665.02	3515.68	2004.85	1757.34	2303.12	2104.58	2104.58	2664.15	2319.15	1832.01	1923.14	2645.74	2303.12	2090.03	2032.85	2018.8	1963.57	2148.82	2104.58	2319.15	2133.97	2163.77	2209.26	2178.83	1883.54	2090.03	2163.77	1208.34	2739.08	2075.59	1963.57	2468.49	2502.97	1388.16	2351.53	3146.52	2485.67	3081.75
SNX2	1617.0	1044.52	1159.07	1487.87	1268.46	1378.57	1104.13	1697.45	1295.13	1721.16	1745.2	1388.16	1119.56	1350.18	1340.84	1697.45	1313.23	1674.06	1508.65	1551.09	1498.22	1529.73	1378.57	1378.57	1151.06	1059.11	1135.2	1250.98	1250.98	1651.0	1259.69	1781.89	2451.44	2434.5	2627.46	1350.18	2303.12	2240.11	1991.0	2075.59	2090.03	2434.5	2400.97	2090.03	2935.74	2075.59	2351.53	3124.78	1963.57	3515.68	2193.99	2018.8	1883.54	1832.01	1909.85	1745.2	2384.37	1806.78	2209.26	2224.63	1909.85	2163.77	2351.53	2451.44	2351.53	1769.57	1540.37	1674.06	2255.7	1936.53	2240.11	1963.57	2384.37	1963.57	2875.3	2485.67	1769.57	1857.6	2075.59	1769.57	2090.03	2451.44	1936.53	1936.53	1950.0	2351.53	2255.7	2303.12	1745.2	1832.01	2163.77	2018.8	1991.0	2287.2	2119.22	2075.59	2119.22	2645.74	2047.0	2502.97	2163.77	1378.57	2758.13	2303.12	2163.77	2133.97	1651.0	1709.26	2133.97	2271.4	2434.5	2061.24
SNX4	480.04	346.29	368.65	409.15	633.73	423.61	320.8	543.96	521.76	497.0	665.29	376.41	395.18	409.15	320.8	441.64	493.56	633.73	500.46	457.25	466.88	346.29	307.69	435.55	432.53	366.09	320.8	406.31	346.29	381.68	358.54	928.3	1023.0	1191.69	2061.24	1286.18	743.43	1417.35	764.36	1175.27	1073.91	1216.75	1350.18	995.0	1066.48	954.43	1662.49	1467.37	1457.23	1529.73	961.07	967.76	988.12	902.89	848.22	642.59	1225.22	995.0	995.0	866.07	684.02	830.75	1008.9	769.69	1216.75	884.29	1001.93	1001.93	954.43	1191.69	1143.1	884.29	1044.52	1073.91	2032.85	1617.0	974.5	1119.56	1313.23	1030.12	1015.93	1350.18	1259.69	718.08	902.89	1832.01	1295.13	1259.69	967.76	1073.91	1066.48	842.36	583.07	1127.35	1388.16	884.29	1175.27	1322.37	921.88	890.44	1127.35	915.51	1331.57	1135.2	1088.92	1073.91	1066.48	583.07	1268.46	1407.55	896.64	1417.35
SPAG16	536.45	500.46	384.34	460.44	665.29	466.88	616.37	444.72	521.76	275.28	503.95	536.45	444.72	480.04	356.05	514.56	718.08	785.88	460.44	559.28	503.95	543.96	511.0	476.71	486.75	392.44	543.96	607.87	403.5	688.78	460.44	540.19	555.41	921.88	1143.1	567.1	616.37	808.0	764.36	954.43	748.61	567.1	1030.12	743.43	808.0	525.39	1015.93	1295.13	967.76	988.12	703.28	753.83	860.08	514.56	551.56	490.14	743.43	624.99	579.04	571.05	848.22	769.69	703.28	728.11	738.29	698.41	890.44	693.58	583.07	591.22	988.12	698.41	769.69	860.08	1340.84	974.5	698.41	532.74	954.43	759.08	759.08	1051.79	567.1	543.96	674.59	1159.07	693.58	559.28	780.44	769.69	780.44	698.41	500.46	642.59	785.88	647.07	723.08	802.41	684.02	679.29	728.11	567.1	688.78	603.67	802.41	759.08	896.64	563.18	764.36	890.44	674.59	866.07
SUCLA2	629.35	444.72	412.0	500.46	532.74	483.38	387.02	575.03	507.46	555.41	587.13	490.14	518.15	490.14	536.45	547.75	595.34	567.1	559.28	521.76	529.06	616.37	500.46	507.46	583.07	426.57	244.57	406.31	417.77	518.15	511.0	785.88	961.07	1199.98	1295.13	587.13	764.36	1111.82	743.43	974.5	1008.9	947.83	1437.15	703.28	967.76	802.41	1350.18	1457.23	995.0	1447.15	819.3	896.64	854.13	813.63	830.75	674.59	1073.91	684.02	780.44	1073.91	1059.11	890.44	878.17	1030.12	1037.29	748.61	688.78	733.19	842.36	934.76	967.76	718.08	995.0	791.35	1487.87	1096.5	791.35	872.1	1104.13	620.67	928.3	988.12	961.07	866.07	808.0	1199.98	1104.13	1104.13	612.11	759.08	1051.79	896.64	723.08	941.27	961.07	769.69	860.08	974.5	1059.11	1111.82	819.3	463.65	1015.93	995.0	802.41	896.64	896.64	688.78	808.0	1183.45	1066.48	1059.11
SUCLG1	1857.6	1936.53	1639.59	2178.83	2018.8	1508.65	2367.9	1857.6	1936.53	1639.59	1651.0	1857.6	2075.59	2502.97	2061.24	1832.01	2271.4	1870.53	2047.0	1819.35	1733.13	1844.76	1529.73	1551.09	1628.26	1896.65	1909.85	2119.22	1662.49	2018.8	1498.22	2224.63	3372.43	3491.39	3589.58	2209.26	2816.11	3280.18	3280.18	2777.33	3716.2	3515.68	4095.0	2701.35	3874.05	2573.36	2956.17	4298.64	2855.44	4268.94	3081.75	2915.45	3540.14	2777.33	3847.29	2758.13	3639.7	2720.15	3280.18	5219.6	2855.44	3303.0	3395.89	3443.31	3665.02	2271.4	2935.74	2997.45	2520.38	3060.45	3103.19	2777.33	4450.27	3146.52	4095.0	3419.52	3467.27	3982.99	3467.27	2682.69	3419.52	2875.3	2701.35	2682.69	2758.13	2384.37	4298.64	4239.45	2997.45	2796.65	2609.3	3060.45	2645.74	2956.17	3060.45	3847.29	3190.46	4543.8	4066.71	3742.05	2895.31	1674.06	3491.39	4419.52	3103.19	3081.75	3443.31	2047.0	3467.27	3794.3	3564.78	3419.52
SYPL1	1769.57	1977.24	1277.29	1397.83	1674.06	1662.49	1313.23	1540.37	1397.83	2090.03	2090.03	1447.15	2335.28	1909.85	1259.69	1950.0	1991.0	1870.53	1529.73	1662.49	1721.16	1674.06	1304.15	1529.73	1583.71	1594.73	1769.57	1104.13	1781.89	1519.15	1844.76	2627.46	3146.52	3716.2	4512.4	1991.0	2434.5	3060.45	3280.18	3467.27	2835.7	2573.36	2997.45	2520.38	2573.36	2193.99	4512.4	3742.05	2701.35	5403.7	2935.74	2935.74	3564.78	2537.92	2351.53	2287.2	3794.3	2682.69	2591.27	2720.15	3901.01	2739.08	2664.15	2591.27	3039.3	2591.27	3168.41	3103.19	3018.3	2915.45	3639.7	2855.44	2855.44	2609.3	4937.99	3874.05	2047.0	2367.9	3325.99	2193.99	2591.27	4066.71	2758.13	2400.97	2627.46	4512.4	3257.52	2816.11	2777.33	2591.27	3103.19	2701.35	2104.58	3168.41	3039.3	2835.7	2875.3	2895.31	2400.97	3124.78	2956.17	1781.89	3768.09	2255.7	2855.44	2627.46	3372.43	2451.44	2796.65	4066.71	2956.17	3039.3
SYTL3	417.77	155.5	201.25	309.83	186.4	251.48	226.54	246.28	187.71	253.23	264.03	239.52	249.73	291.04	397.93	223.41	237.86	265.87	348.71	339.14	205.5	260.38	246.28	234.57	236.21	150.17	275.28	226.54	224.97	361.04	256.78	1322.37	1551.09	1066.48	1015.93	603.67	1044.52	780.44	825.0	1030.12	429.54	679.29	1794.29	954.43	1151.06	591.22	1151.06	1191.69	769.69	1037.29	432.53	476.71	1359.57	208.38	651.58	1081.39	854.13	470.14	591.22	567.1	1119.56	785.88	287.01	866.07	299.25	1088.92	819.3	674.59	1233.75	708.18	872.1	490.14	579.04	896.64	995.0	1051.79	1757.34	460.44	1191.69	1037.29	563.18	796.86	753.83	483.38	738.29	748.61	791.35	400.71	642.59	624.99	599.49	1111.82	651.58	473.41	493.56	466.88	417.77	743.43	780.44	825.0	1295.13	363.56	312.0	775.05	1250.98	872.1	934.76	679.29	1119.56	769.69	551.56	1781.89
TAF7	1594.73	1519.15	1378.57	1685.71	1572.76	1135.2	1529.73	1709.26	1427.22	1529.73	1639.59	1331.57	1594.73	1268.46	1295.13	1388.16	1883.54	1519.15	1936.53	1617.0	1467.37	1794.29	1378.57	1508.65	1628.26	1467.37	1104.13	1331.57	1447.15	1594.73	1208.34	1498.22	1977.24	1639.59	2163.77	1259.69	1617.0	1583.71	1467.37	2255.7	1540.37	1331.57	1662.49	1594.73	1857.6	1286.18	1896.65	2367.9	1397.83	2835.7	1628.26	1781.89	1709.26	1151.06	1268.46	1583.71	1794.29	1242.34	1583.71	1417.35	1674.06	1594.73	1378.57	1551.09	1806.78	1757.34	1745.2	1467.37	2032.85	1674.06	1757.34	1639.59	1594.73	1519.15	2434.5	1870.53	1508.65	1088.92	1909.85	1447.15	1519.15	1870.53	1639.59	1651.0	1551.09	2609.3	1529.73	1340.84	1639.59	1572.76	1909.85	1662.49	1529.73	1697.45	1721.16	1268.46	1529.73	1674.06	1617.0	1617.0	1733.13	981.29	2240.11	1487.87	1594.73	1674.06	1447.15	1769.57	1781.89	1733.13	1639.59	1594.73
TENM3	45.21	2.89	20.11	24.81	9.63	25.54	12.64	44.25	33.54	28.45	42.11	27.05	1.93	8.58	12.36	41.81	15.68	35.76	17.64	35.0	29.7	24.28	50.27	39.22	26.1	5.82	6.52	29.7	1.6	36.01	35.5	170.25	332.14	180.02	454.09	103.69	125.24	334.46	175.07	497.0	98.04	202.66	400.71	178.77	205.5	8.51	341.51	318.57	91.41	785.88	115.97	77.79	194.36	111.99	81.71	59.13	251.48	49.21	208.38	191.67	204.07	209.84	98.04	149.12	156.59	115.97	109.66	53.19	193.01	100.83	87.65	115.97	155.5	81.71	194.36	323.03	162.14	56.68	167.9	143.01	518.15	73.03	123.5	83.45	54.33	49.91	84.63	170.25	115.97	111.99	341.51	316.37	40.64	204.07	332.14	25.35	90.14	251.48	108.9	22.26	122.64	175.07	435.55	234.57	234.57	53.19	80.57	63.89	120.1	348.71	109.66	205.5
TERF1	366.09	271.48	273.37	285.03	232.94	361.04	212.78	353.59	267.73	339.14	363.56	358.54	403.5	318.57	318.57	289.02	463.65	291.04	351.14	334.46	293.07	417.77	379.04	361.04	336.79	295.11	307.69	232.94	353.59	318.57	316.37	476.71	511.0	603.67	656.11	237.86	497.0	543.96	466.88	629.35	438.59	409.15	665.29	540.19	521.76	368.65	651.58	764.36	507.46	769.69	423.61	500.46	483.38	414.87	303.44	423.61	476.71	384.34	460.44	400.71	624.99	480.04	454.09	540.19	447.82	457.25	376.41	314.17	555.41	518.15	483.38	438.59	511.0	486.75	764.36	684.02	450.94	348.71	555.41	423.61	486.75	669.92	438.59	476.71	450.94	693.58	435.55	457.25	414.87	476.71	503.95	567.1	420.68	490.14	470.14	444.72	432.53	414.87	435.55	426.57	525.39	323.03	616.37	441.64	507.46	551.56	414.87	387.02	476.71	579.04	511.0	599.49
TG	447025.24	301123.38	400098.69	311742.51	290865.98	280957.98	296977.71	431797.89	296977.71	434801.29	286861.53	305326.92	265802.39	736332.6	623486.02	233003.78	205673.01	277089.94	456418.21	331809.5	207103.59	324980.94	286861.53	160252.91	256748.15	383800.28	149521.18	334117.42	220434.95	322736.12	279017.26	1005860.33	1364554.84	1393227.06	2068278.89	1012856.65	1163466.92	1452391.55	783730.52	509950.32	2247670.86	2126426.15	1751305.3	1273174.62	1273174.62	1503610.06	2375828.71	524287.0	1611529.43	1204496.53	1611529.43	1299926.74	1622738.51	1070607.81	1493223.86	1739208.14	1634025.56	1131651.83	1838374.44	1997825.68	1535204.12	1984025.69	1336472.68	1997825.68	1290947.48	1984025.69	2986448.72	1472666.19	2025714.3	1318073.06	2425749.94	1402917.72	1929772.37	1299926.74	992012.34	887875.81	1212874.47	1943195.01	1100706.72	1048575.0	1727194.55	1589343.01	1123834.93	1355129.16	1336472.68	881742.8	2636147.11	2263304.65	1229805.58	1775752.63	2111737.85	1691649.38	1238359.56	1668359.93	1800541.22	985160.01	3178687.03	3886391.01	1116072.03	1645391.11	1622738.51	237899.7	428815.23	2263304.65	1282030.25	1535204.12	2672946.37	1567462.05	1864037.21	1634025.56	1402917.72	1482909.4
TIFA	281.09	116.78	105.89	178.77	132.44	190.34	149.12	185.11	185.11	246.28	226.54	208.38	95.34	152.28	109.66	262.2	198.47	237.86	183.82	239.52	157.68	341.51	98.73	157.68	283.05	125.24	120.1	152.28	105.15	153.34	177.53	201.25	547.75	301.33	497.0	262.2	387.02	529.06	379.04	674.59	384.34	444.72	454.09	529.06	397.93	351.14	466.88	327.56	460.44	1044.52	232.94	476.71	363.56	295.11	281.09	206.94	567.1	237.86	397.93	429.54	309.83	547.75	265.87	265.87	412.0	273.37	305.55	698.41	563.18	417.77	429.54	255.0	414.87	426.57	341.51	483.38	205.5	332.14	660.68	320.8	447.82	409.15	457.25	518.15	297.17	540.19	420.68	764.36	620.67	368.65	358.54	351.14	199.85	373.81	708.18	323.03	463.65	521.76	332.14	480.04	356.05	332.14	674.59	417.77	412.0	305.55	366.09	432.53	529.06	447.82	361.04	400.71
TMEM144	212.78	165.57	115.16	116.78	248.0	181.28	186.4	172.65	205.5	180.02	215.77	156.59	118.43	99.43	84.63	220.32	205.5	199.85	194.36	162.14	211.31	171.45	141.02	182.55	171.45	145.02	129.69	158.79	108.9	137.14	119.26	262.2	346.29	269.6	379.04	180.02	303.44	323.03	379.04	336.79	249.73	312.0	256.78	343.89	423.61	297.17	260.38	591.22	248.0	379.04	211.31	256.78	253.23	228.13	236.21	275.28	366.09	199.85	387.02	177.53	363.56	336.79	246.28	343.89	217.27	182.55	260.38	171.45	303.44	246.28	371.22	228.13	232.94	297.17	429.54	450.94	273.37	228.13	301.33	279.14	332.14	309.83	253.23	234.57	287.01	358.54	239.52	293.07	273.37	242.88	348.71	303.44	137.14	267.73	503.95	246.28	209.84	327.56	255.0	241.19	368.65	144.01	251.48	237.86	353.59	209.84	201.25	204.07	241.19	366.09	318.57	299.25
TMEM171	116.78	50.98	75.11	264.03	90.14	50.63	105.15	110.43	103.69	37.05	166.73	78.34	138.1	202.66	154.42	98.73	85.82	115.16	49.91	133.36	46.5	69.52	32.36	24.11	27.84	115.97	46.5	73.03	59.55	76.17	181.28	334.46	1583.71	860.08	1477.58	220.32	872.1	2032.85	599.49	2976.74	1015.93	1519.15	1199.98	1350.18	1167.14	191.67	3982.99	1225.22	457.25	1594.73	974.5	476.71	1697.45	915.51	759.08	500.46	748.61	1081.39	1721.16	1331.57	511.0	1259.69	733.19	2178.83	438.59	1991.0	981.29	511.0	941.27	1757.34	819.3	1008.9	2976.74	1572.76	934.76	819.3	1208.34	473.41	3280.18	1242.34	3491.39	808.0	493.56	775.05	633.73	575.03	3018.3	866.07	738.29	909.17	909.17	1977.24	529.06	656.11	1313.23	974.5	2573.36	1081.39	1583.71	624.99	2434.5	470.14	1769.57	4836.35	1059.11	743.43	231.32	206.94	1781.89	1096.5	713.11	1540.37
