	GTEX.117YW.1826.SM.5PNY5	GTEX.13O3O.0726.SM.5J1N7	GTEX.12584.1426.SM.5EGJ9	GTEX.13OVH.1026.SM.5J2NP	GTEX.147F4.0926.SM.5Q5EO	GTEX.11O72.1326.SM.5BC5A	GTEX.XOT4.1426.SM.4B65T	GTEX.13G51.0426.SM.5K7Z5	GTEX.144GO.0226.SM.5LUB1	GTEX.131XH.0426.SM.5DUWU	GTEX.13OW6.2526.SM.5IJEC	GTEX.11NUK.2426.SM.5BC4U	GTEX.13PVQ.2126.SM.5L3FW	GTEX.13S7M.1826.SM.5RQK6	GTEX.11GSP.2126.SM.5HL5E	GTEX.ZYY3.1726.SM.5EGH3	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.EL.A3T6.11A.11R.A220.07	TCGA.BJ.A2NA.11A.11R.A19O.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.ET.A2N5.11B.11R.A18C.07	TCGA.EL.A3H7.11A.11R.A21D.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.WH7G.0526.SM.3NMBI	GTEX.R55E.0826.SM.2TC5M	GTEX.YEC4.0626.SM.5CVLU	GTEX.T6MN.0626.SM.32PM9	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.WWYW.0826.SM.3NB2X	GTEX.11EM3.0126.SM.5985K	GTEX.12WSK.0926.SM.5CVNQ	GTEX.117XS.0526.SM.5987Q	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.WHSE.0626.SM.4RGNF	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZZ64.0126.SM.5GZXA	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11NSD.0126.SM.5987F	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.11TTK.0826.SM.5N9EG	GTEX.139UW.0126.SM.5KM1B	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.PX3G.2626.SM.2I3EG	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.QXCU.0326.SM.2TC63	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.11O72.2326.SM.5BC7H	GTEX.WYBS.1926.SM.3NM8N	GTEX.13PVQ.0726.SM.5L3GI	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX
TADA3	647.07	480.04	540.19	532.74	463.65	738.29	738.29	624.99	629.35	698.41	854.13	698.41	629.35	836.53	651.58	1001.93	1950.0	1794.29	1685.71	1819.35	1870.53	1250.98	1651.0	1617.0	1286.18	1540.37	1313.23	1883.54	1832.01	1832.01	813.63	1519.15	2090.03	1583.71	1417.35	1605.83	1369.04	1551.09	1572.76	1977.24	995.0	1519.15	1304.15	1857.6	1331.57	1519.15	1159.07	1359.57	1225.22	1378.57	1806.78	1397.83	1832.01	1529.73	1662.49	995.0	1540.37	1923.14	1950.0	1427.22	1617.0	1529.73	1832.01	2104.58	1733.13	1628.26	1936.53	1359.57	1870.53	1572.76	2061.24	1819.35	1277.29	1427.22	1286.18	1909.85	988.12	1628.26	1757.34	1651.0	1781.89	1508.65	1268.46	1594.73	1447.15	1467.37	1457.23	1651.0	1313.23	1519.15	1745.2	1477.58	1950.0	1023.0	1477.58	1427.22	1304.15	1745.2	1066.48	1313.23	1950.0	1896.65	1519.15	1477.58	1662.49	2119.22	1769.57
TBC1D13	83.45	96.01	147.06	202.66	143.01	116.78	346.29	159.9	211.31	208.38	255.0	110.43	218.79	297.17	283.05	211.31	693.58	738.29	493.56	764.36	708.18	429.54	780.44	748.61	616.37	743.43	466.88	878.17	624.99	718.08	417.77	660.68	1242.34	567.1	603.67	813.63	559.28	536.45	571.05	571.05	525.39	607.87	669.92	371.22	518.15	514.56	483.38	432.53	575.03	444.72	507.46	575.03	759.08	607.87	633.73	429.54	612.11	532.74	775.05	525.39	733.19	698.41	802.41	866.07	688.78	457.25	483.38	547.75	819.3	808.0	753.83	836.53	753.83	543.96	616.37	521.76	420.68	703.28	669.92	665.29	738.29	1008.9	660.68	713.11	470.14	660.68	743.43	665.29	571.05	769.69	674.59	647.07	748.61	426.57	688.78	665.29	293.07	842.36	353.59	480.04	620.67	896.64	674.59	633.73	674.59	878.17	723.08
TEX264	1143.1	438.59	400.71	620.67	420.68	511.0	723.08	738.29	595.34	674.59	988.12	684.02	825.0	941.27	947.83	884.29	2193.99	2434.5	2520.38	1923.14	2520.38	1685.71	2682.69	2148.82	1388.16	2384.37	1529.73	2573.36	2537.92	2400.97	1088.92	2271.4	2319.15	2090.03	1794.29	2075.59	2032.85	1977.24	2240.11	2224.63	1447.15	2133.97	1651.0	2047.0	1583.71	1662.49	1397.83	1832.01	1487.87	1697.45	1923.14	2133.97	2384.37	2209.26	2555.58	974.5	2720.15	2209.26	2384.37	1322.37	1923.14	1806.78	2796.65	2591.27	2240.11	1806.78	2591.27	1709.26	2400.97	2400.97	3146.52	2255.7	1781.89	2367.9	2061.24	2090.03	1417.35	2701.35	2240.11	2018.8	2367.9	1991.0	2075.59	2645.74	1733.13	2609.3	1733.13	1870.53	1745.2	1594.73	2591.27	2335.28	2956.17	1508.65	2287.2	2018.8	1175.27	2520.38	1199.98	1697.45	1819.35	2133.97	2271.4	1819.35	2104.58	2335.28	2090.03
TFAP4	86.43	82.29	27.05	45.21	36.53	49.21	36.01	29.06	53.19	47.84	75.64	23.25	83.45	73.03	71.0	91.41	164.42	239.52	244.57	262.2	273.37	90.77	285.03	246.28	151.22	241.19	112.77	183.82	166.73	95.34	43.32	201.25	244.57	139.07	281.09	175.07	79.45	81.71	197.09	159.9	152.28	182.55	96.68	109.66	191.67	107.38	180.02	120.94	152.28	100.13	264.03	185.11	154.42	108.14	368.65	77.25	130.6	176.29	214.27	133.36	116.78	198.47	241.19	267.73	265.87	208.38	169.07	123.5	260.38	129.69	116.78	178.77	114.36	195.72	211.31	148.09	159.9	82.87	127.0	137.14	129.69	164.42	173.85	102.97	231.32	183.82	255.0	122.64	111.21	53.95	80.01	161.02	172.65	66.65	84.63	148.09	74.06	54.72	111.99	88.26	255.0	309.83	107.38	197.09	147.06	161.02	185.11
TG	2.86	2.36	21.01	21.63	19.11	12.74	7.51	12.93	42.11	7.51	24.11	18.16	22.26	17.64	29.27	39.79	985160.01	1085552.95	894051.48	1147449.11	1026995.62	619179.28	857631.47	1063212.58	561916.97	881742.8	645473.24	1364554.84	1393227.06	2068278.89	1012856.65	1452391.55	1179708.33	2247670.86	894051.48	2126426.15	1212874.47	1085552.95	1327240.99	1751305.3	1273174.62	1273174.62	1503610.06	2375828.71	2111737.85	1611529.43	1204496.53	1611529.43	1308968.45	778316.89	1622738.51	1493223.86	1739208.14	1634025.56	1838374.44	857631.47	1997825.68	1535204.12	1984025.69	1336472.68	851707.37	1997825.68	1085552.95	1984025.69	1355129.16	2986448.72	1567462.05	1472666.19	2025714.3	1318073.06	2425749.94	1139523.1	1402917.72	1929772.37	1299926.74	1327240.99	875652.15	1943195.01	1622738.51	1727194.55	1589343.01	1123834.93	1336472.68	2636147.11	1063212.58	2263304.65	1229805.58	2111737.85	1691649.38	1668359.93	3178687.03	3886391.01	1645391.11	1055868.42	2263304.65	1535204.12	687022.54	2672946.37	783730.52	1514068.5	1567462.05	1864037.21	1634025.56	1402917.72	1063212.58	1482909.4	822695.06
THAP11	232.94	269.6	201.25	312.0	248.0	409.15	327.56	318.57	358.54	327.56	291.04	120.1	239.52	351.14	279.14	182.55	536.45	543.96	713.11	536.45	503.95	423.61	753.83	688.78	463.65	579.04	583.07	733.19	733.19	764.36	295.11	591.22	842.36	529.06	532.74	463.65	353.59	403.5	669.92	579.04	514.56	629.35	438.59	599.49	441.64	426.57	480.04	403.5	480.04	642.59	591.22	403.5	656.11	514.56	559.28	389.72	493.56	738.29	575.03	559.28	503.95	518.15	753.83	647.07	669.92	525.39	642.59	381.68	753.83	703.28	529.06	785.88	480.04	616.37	423.61	583.07	486.75	441.64	633.73	563.18	733.19	583.07	466.88	674.59	595.34	476.71	514.56	454.09	450.94	409.15	511.0	514.56	785.88	343.89	567.1	518.15	392.44	591.22	269.6	500.46	532.74	688.78	616.37	624.99	579.04	665.29	684.02
THNSL1	10.88	14.78	13.12	17.64	17.77	23.93	18.56	13.93	10.88	18.16	23.59	18.84	20.26	22.26	28.86	18.84	120.1	123.5	158.79	111.99	137.14	58.71	173.85	182.55	115.16	183.82	80.01	237.86	218.79	249.73	50.27	123.5	206.94	119.26	175.07	128.79	101.54	99.43	133.36	137.14	139.07	152.28	111.99	163.28	73.54	130.6	107.38	80.57	124.37	102.97	182.55	117.6	135.24	190.34	110.43	44.89	150.17	163.28	197.09	77.25	108.14	173.85	224.97	152.28	176.29	95.34	127.89	108.9	241.19	169.07	190.34	267.73	83.45	137.14	183.82	133.36	60.82	155.5	155.5	122.64	180.02	197.09	122.64	205.5	143.01	187.71	177.53	95.34	113.56	148.09	120.1	164.42	135.24	31.45	193.01	133.36	99.43	117.6	66.65	114.36	118.43	187.71	193.01	150.17	162.14	220.32	226.54
TIGD2	55.1	27.44	15.8	23.42	15.56	57.89	32.59	38.67	31.45	11.82	42.71	24.81	52.08	45.53	31.45	34.75	101.54	115.16	80.01	114.36	127.89	49.56	115.16	113.56	72.01	103.69	63.45	122.64	115.16	157.68	77.25	123.5	142.01	96.01	65.26	108.14	87.65	90.77	113.56	61.68	81.71	112.77	119.26	87.65	48.87	68.07	80.57	85.22	115.97	70.51	120.94	83.45	102.25	120.94	92.05	41.22	76.71	123.5	111.99	80.57	69.03	96.01	193.01	99.43	116.78	69.52	68.07	85.22	152.28	128.79	108.14	171.45	112.77	111.99	87.03	87.65	68.07	85.22	108.9	84.63	187.71	124.37	89.51	114.36	64.8	125.24	102.97	88.26	55.49	92.05	94.67	109.66	125.24	71.0	119.26	90.14	52.08	119.26	44.57	96.01	92.05	119.26	59.13	98.73	120.1	115.16	140.04
TIGD5	20.11	29.7	19.25	37.05	12.36	21.16	28.86	26.67	47.17	42.71	68.07	8.92	19.53	34.26	49.91	37.85	123.5	142.01	169.07	129.69	138.1	110.43	110.43	183.82	62.56	108.14	82.87	156.59	142.01	108.14	81.71	135.24	183.82	115.97	84.63	106.63	55.49	83.45	144.01	140.04	92.7	144.01	60.39	107.38	129.69	79.45	91.41	98.04	100.83	84.63	92.7	96.68	149.12	112.77	146.03	87.03	137.14	117.6	145.02	102.25	97.36	117.6	172.65	139.07	123.5	104.42	98.04	95.34	129.69	133.36	101.54	148.09	104.42	164.42	104.42	127.89	114.36	105.89	122.64	134.3	75.64	111.99	86.43	155.5	83.45	124.37	103.69	115.97	89.51	96.68	142.01	109.66	155.5	67.59	127.0	92.05	66.65	134.3	84.04	92.7	135.24	135.24	111.99	149.12	117.6	161.02	127.89
TMEM101	480.04	190.34	251.48	426.57	197.09	291.04	316.37	318.57	293.07	353.59	327.56	223.41	248.0	309.83	265.87	358.54	825.0	890.44	1369.04	941.27	954.43	540.19	785.88	866.07	599.49	995.0	559.28	967.76	1023.0	848.22	379.04	769.69	915.51	684.02	674.59	769.69	591.22	813.63	830.75	915.51	624.99	1023.0	587.13	775.05	612.11	642.59	647.07	679.29	769.69	612.11	785.88	718.08	866.07	830.75	836.53	532.74	825.0	830.75	878.17	647.07	718.08	842.36	974.5	890.44	915.51	733.19	785.88	612.11	934.76	967.76	884.29	974.5	796.86	802.41	713.11	708.18	551.56	743.43	796.86	743.43	878.17	830.75	718.08	808.0	848.22	759.08	733.19	698.41	647.07	656.11	791.35	723.08	967.76	444.72	708.18	728.11	543.96	813.63	480.04	638.15	780.44	878.17	764.36	872.1	769.69	836.53	909.17
TMEM186	77.25	71.0	54.72	114.36	88.26	108.9	69.03	74.06	112.77	87.03	90.14	47.5	98.73	82.29	107.38	76.71	220.32	293.07	460.44	271.48	269.6	150.17	329.84	305.55	182.55	316.37	127.0	293.07	271.48	271.48	171.45	293.07	293.07	287.01	209.84	229.72	191.67	193.01	269.6	204.07	234.57	301.33	271.48	221.86	181.28	241.19	152.28	248.0	256.78	172.65	262.2	239.52	273.37	346.29	303.44	122.64	287.01	195.72	260.38	249.73	220.32	339.14	301.33	277.2	301.33	208.38	165.57	177.53	327.56	343.89	193.01	351.14	291.04	305.55	264.03	253.23	206.94	246.28	201.25	320.8	249.73	318.57	244.57	346.29	206.94	277.2	226.54	320.8	228.13	291.04	307.69	318.57	320.8	167.9	295.11	249.73	111.99	241.19	172.65	164.42	212.78	312.0	231.32	309.83	291.04	277.2	320.8
TMEM187	50.27	70.51	44.57	67.59	95.34	102.25	89.51	121.79	93.35	136.19	113.56	37.05	41.22	77.79	105.15	112.77	190.34	249.73	208.38	195.72	189.02	113.56	175.07	236.21	125.24	204.07	167.9	143.01	148.09	197.09	108.9	176.29	195.72	281.09	159.9	162.14	181.28	119.26	117.6	197.09	120.1	136.19	137.14	158.79	81.14	165.57	133.36	172.65	129.69	156.59	171.45	170.25	267.73	181.28	273.37	98.73	209.84	171.45	241.19	187.71	177.53	151.22	218.79	231.32	165.57	105.15	163.28	132.44	169.07	165.57	186.4	236.21	172.65	153.34	164.42	150.17	83.45	145.02	166.73	164.42	206.94	167.9	170.25	236.21	205.5	155.5	159.9	170.25	136.19	103.69	231.32	169.07	229.72	99.43	134.3	141.02	112.77	204.07	78.34	104.42	236.21	156.59	173.85	195.72	264.03	242.88	185.11
TMEM203	229.72	295.11	194.36	389.72	291.04	444.72	318.57	336.79	463.65	351.14	409.15	146.03	353.59	320.8	358.54	301.33	896.64	1001.93	981.29	1001.93	878.17	567.1	1104.13	1044.52	629.35	988.12	518.15	988.12	1159.07	1111.82	417.77	775.05	1268.46	921.88	743.43	764.36	684.02	674.59	796.86	988.12	674.59	866.07	583.07	981.29	583.07	796.86	567.1	759.08	728.11	759.08	878.17	607.87	842.36	854.13	854.13	518.15	764.36	1135.2	947.83	780.44	718.08	842.36	1066.48	928.3	909.17	723.08	878.17	571.05	909.17	872.1	921.88	1081.39	813.63	928.3	718.08	890.44	638.15	698.41	1030.12	860.08	1135.2	884.29	688.78	921.88	775.05	866.07	802.41	884.29	674.59	791.35	1023.0	866.07	1037.29	543.96	872.1	813.63	738.29	890.44	575.03	759.08	890.44	1023.0	928.3	915.51	836.53	1015.93	974.5
TMEM39B	123.5	140.04	190.34	141.02	121.79	187.71	249.73	211.31	155.5	158.79	187.71	136.19	127.89	205.5	198.47	251.48	521.76	507.46	373.81	511.0	507.46	363.56	429.54	460.44	389.72	403.5	358.54	450.94	412.0	409.15	180.02	384.34	432.53	361.04	329.84	371.22	371.22	379.04	400.71	460.44	334.46	426.57	366.09	376.41	226.54	379.04	314.17	361.04	258.57	376.41	450.94	336.79	412.0	371.22	332.14	287.01	397.93	389.72	414.87	305.55	417.77	356.05	500.46	493.56	511.0	358.54	454.09	258.57	503.95	406.31	450.94	490.14	325.29	450.94	438.59	376.41	231.32	353.59	373.81	379.04	470.14	406.31	358.54	529.06	466.88	412.0	429.54	293.07	400.71	307.69	444.72	351.14	555.41	241.19	417.77	351.14	279.14	336.79	336.79	267.73	417.77	536.45	356.05	334.46	486.75	486.75	486.75
TRIAP1	305.55	343.89	178.77	389.72	224.97	460.44	242.88	299.25	353.59	285.03	262.2	201.25	332.14	195.72	289.02	183.82	423.61	363.56	769.69	450.94	366.09	269.6	507.46	400.71	363.56	409.15	217.27	420.68	603.67	540.19	221.86	323.03	567.1	366.09	314.17	332.14	309.83	339.14	414.87	339.14	205.5	343.89	368.65	432.53	273.37	291.04	291.04	371.22	301.33	316.37	423.61	295.11	316.37	441.64	379.04	307.69	397.93	444.72	389.72	371.22	301.33	376.41	358.54	414.87	414.87	454.09	381.68	303.44	395.18	423.61	351.14	460.44	381.68	470.14	366.09	395.18	318.57	336.79	532.74	363.56	490.14	409.15	361.04	423.61	316.37	392.44	244.57	348.71	327.56	417.77	493.56	432.53	470.14	395.18	373.81	303.44	563.18	412.0	318.57	432.53	466.88	403.5	371.22	423.61	379.04	612.11	493.56
TRIM65	127.0	85.22	126.12	221.86	197.09	101.54	204.07	127.89	229.72	166.73	170.25	63.45	154.42	154.42	102.97	140.04	361.04	420.68	363.56	307.69	384.34	206.94	343.89	466.88	275.28	309.83	185.11	336.79	295.11	309.83	189.02	281.09	503.95	234.57	332.14	228.13	186.4	185.11	293.07	275.28	281.09	262.2	275.28	301.33	249.73	239.52	205.5	204.07	262.2	234.57	273.37	318.57	371.22	325.29	242.88	190.34	253.23	293.07	336.79	312.0	267.73	314.17	400.71	346.29	371.22	226.54	271.48	334.46	368.65	299.25	236.21	406.31	256.78	275.28	348.71	265.87	224.97	249.73	258.57	246.28	283.05	341.51	273.37	214.27	256.78	318.57	381.68	291.04	185.11	214.27	214.27	241.19	241.19	173.85	271.48	314.17	195.72	253.23	166.73	198.47	316.37	358.54	295.11	285.03	305.55	316.37	295.11
TSR3	866.07	295.11	567.1	559.28	358.54	743.43	802.41	642.59	444.72	579.04	708.18	246.28	463.65	616.37	796.86	688.78	1417.35	1295.13	1963.57	1313.23	1159.07	1175.27	1709.26	1350.18	866.07	1477.58	981.29	1313.23	1417.35	1313.23	703.28	1208.34	1617.0	1304.15	1044.52	1417.35	1359.57	1143.1	1388.16	1397.83	915.51	1304.15	1008.9	1277.29	825.0	1359.57	967.76	1268.46	941.27	1242.34	1313.23	1242.34	1340.84	1340.84	1111.82	587.13	1369.04	1519.15	1583.71	1199.98	1277.29	1216.75	1519.15	1651.0	1457.23	1199.98	1417.35	981.29	1304.15	1208.34	1437.15	1417.35	1143.1	1519.15	1208.34	1397.83	769.69	1447.15	1498.22	1175.27	1350.18	1096.5	1088.92	1674.06	1242.34	1340.84	1216.75	1199.98	1008.9	995.0	1674.06	1199.98	1594.73	896.64	1259.69	1159.07	981.29	1295.13	825.0	915.51	1628.26	1529.73	1295.13	1331.57	1369.04	1529.73	1322.37
TTI2	55.89	70.51	80.57	83.45	58.3	99.43	94.67	70.01	99.43	92.05	58.71	64.8	104.42	86.43	115.16	76.17	193.01	156.59	234.57	149.12	195.72	118.43	228.13	205.5	140.04	214.27	102.97	208.38	237.86	197.09	95.34	145.02	220.32	215.77	142.01	181.28	114.36	124.37	190.34	198.47	105.15	177.53	170.25	182.55	111.99	123.5	123.5	141.02	152.28	105.89	172.65	187.71	212.78	246.28	186.4	124.37	217.27	189.02	211.31	175.07	118.43	220.32	232.94	205.5	170.25	117.6	161.02	161.02	206.94	211.31	166.73	253.23	187.71	199.85	172.65	176.29	135.24	180.02	185.11	157.68	193.01	220.32	198.47	199.85	177.53	194.36	165.57	190.34	154.42	199.85	177.53	194.36	299.25	106.63	206.94	176.29	113.56	155.5	145.02	165.57	156.59	164.42	162.14	249.73	201.25	220.32	202.66
UBL4A	392.44	211.31	215.77	265.87	217.27	460.44	429.54	353.59	320.8	271.48	486.75	190.34	384.34	406.31	473.41	463.65	629.35	708.18	651.58	575.03	796.86	540.19	759.08	708.18	507.46	540.19	368.65	713.11	775.05	563.18	460.44	529.06	866.07	703.28	503.95	591.22	438.59	392.44	620.67	583.07	356.05	500.46	486.75	480.04	486.75	540.19	346.29	532.74	417.77	507.46	551.56	503.95	555.41	575.03	532.74	356.05	591.22	624.99	693.58	599.49	514.56	563.18	591.22	583.07	521.76	521.76	473.41	525.39	679.29	555.41	559.28	708.18	447.82	587.13	414.87	486.75	429.54	540.19	616.37	521.76	733.19	660.68	466.88	656.11	438.59	599.49	511.0	1030.12	381.68	493.56	521.76	551.56	748.61	231.32	518.15	429.54	466.88	802.41	297.17	514.56	587.13	603.67	595.34	571.05	599.49	603.67	551.56
UCK1	194.36	176.29	228.13	356.05	256.78	189.02	363.56	285.03	389.72	346.29	221.86	115.97	194.36	297.17	291.04	173.85	802.41	896.64	629.35	848.22	764.36	624.99	884.29	921.88	599.49	854.13	575.03	890.44	890.44	860.08	417.77	753.83	1199.98	693.58	575.03	669.92	665.29	718.08	733.19	896.64	525.39	830.75	559.28	738.29	629.35	563.18	612.11	669.92	647.07	559.28	679.29	633.73	981.29	651.58	902.89	575.03	769.69	860.08	915.51	571.05	836.53	743.43	1044.52	1143.1	775.05	785.88	688.78	555.41	813.63	890.44	995.0	836.53	698.41	728.11	647.07	842.36	532.74	620.67	988.12	708.18	825.0	674.59	896.64	769.69	607.87	708.18	791.35	733.19	642.59	511.0	830.75	679.29	813.63	669.92	713.11	713.11	480.04	848.22	511.0	733.19	884.29	988.12	808.0	764.36	688.78	1044.52	842.36
UMPS	166.73	149.12	120.94	241.19	126.12	206.94	108.14	127.89	126.12	195.72	199.85	127.89	214.27	140.04	214.27	103.69	414.87	563.18	511.0	420.68	591.22	356.05	511.0	612.11	406.31	595.34	406.31	500.46	346.29	500.46	217.27	435.55	493.56	435.55	353.59	403.5	371.22	297.17	483.38	400.71	397.93	473.41	547.75	297.17	325.29	277.2	303.44	536.45	376.41	309.83	400.71	444.72	379.04	460.44	521.76	356.05	599.49	343.89	483.38	463.65	361.04	555.41	500.46	384.34	376.41	400.71	395.18	373.81	536.45	571.05	376.41	497.0	559.28	587.13	457.25	363.56	307.69	536.45	358.54	426.57	267.73	633.73	493.56	525.39	466.88	748.61	450.94	514.56	371.22	567.1	490.14	551.56	514.56	361.04	575.03	563.18	381.68	406.31	389.72	253.23	260.38	400.71	429.54	591.22	480.04	376.41	575.03
UROD	543.96	791.35	759.08	890.44	825.0	698.41	947.83	967.76	607.87	954.43	785.88	356.05	738.29	713.11	651.58	555.41	2701.35	3235.01	3419.52	2997.45	3039.3	2061.24	2796.65	2701.35	1950.0	3081.75	1857.6	2591.27	2178.83	2351.53	2047.0	2777.33	2193.99	2609.3	2520.38	2935.74	1991.0	2976.74	2468.49	2835.7	2163.77	3146.52	2133.97	1991.0	2573.36	2061.24	1529.73	2875.3	2609.3	2018.8	2451.44	2976.74	2796.65	2319.15	2645.74	1844.76	2855.44	2591.27	2609.3	2664.15	2271.4	3190.46	2520.38	2701.35	3018.3	2701.35	2255.7	1963.57	2573.36	2351.53	2935.74	2468.49	2875.3	2816.11	2271.4	2287.2	2367.9	2609.3	2434.5	2915.45	2720.15	3081.75	2796.65	2997.45	2537.92	2193.99	2645.74	2720.15	2682.69	2609.3	3190.46	3124.78	2935.74	3665.02	2816.11	2935.74	1397.83	2468.49	3212.66	1977.24	2178.83	3515.68	2193.99	2609.3	2664.15	2209.26	2875.3
VPS72	366.09	297.17	237.86	406.31	205.5	518.15	629.35	674.59	316.37	563.18	392.44	289.02	412.0	423.61	447.82	244.57	884.29	896.64	819.3	896.64	769.69	808.0	941.27	928.3	651.58	909.17	813.63	1023.0	802.41	947.83	476.71	896.64	1059.11	928.3	808.0	698.41	674.59	743.43	738.29	860.08	780.44	769.69	728.11	713.11	525.39	738.29	780.44	679.29	825.0	738.29	848.22	733.19	921.88	866.07	890.44	647.07	693.58	791.35	934.76	748.61	703.28	796.86	1008.9	878.17	954.43	713.11	842.36	769.69	974.5	896.64	769.69	967.76	830.75	981.29	775.05	748.61	642.59	743.43	884.29	780.44	890.44	902.89	836.53	934.76	785.88	842.36	684.02	825.0	718.08	802.41	698.41	728.11	1119.56	480.04	693.58	819.3	476.71	764.36	638.15	836.53	830.75	947.83	802.41	860.08	848.22	764.36	872.1
WBSCR16	339.14	234.57	265.87	414.87	208.38	409.15	358.54	253.23	275.28	289.02	260.38	150.17	361.04	299.25	379.04	361.04	780.44	1001.93	1457.23	934.76	842.36	713.11	1001.93	947.83	616.37	896.64	688.78	954.43	1030.12	830.75	373.81	830.75	981.29	769.69	802.41	748.61	693.58	802.41	785.88	1111.82	624.99	854.13	624.99	974.5	656.11	738.29	733.19	708.18	647.07	693.58	819.3	764.36	909.17	830.75	830.75	723.08	909.17	961.07	988.12	825.0	830.75	813.63	819.3	941.27	836.53	743.43	890.44	669.92	785.88	854.13	941.27	909.17	669.92	941.27	738.29	890.44	579.04	860.08	947.83	769.69	921.88	743.43	733.19	830.75	759.08	775.05	769.69	764.36	669.92	748.61	902.89	808.0	981.29	595.34	764.36	802.41	723.08	1015.93	713.11	718.08	941.27	842.36	878.17	941.27	896.64	1037.29	848.22
WDR13	860.08	981.29	1175.27	1030.12	698.41	1923.14	1639.59	961.07	934.76	1208.34	2303.12	941.27	2004.85	1806.78	1857.6	1819.35	2720.15	2796.65	2855.44	2835.7	2645.74	2609.3	2895.31	2956.17	2271.4	3103.19	2777.33	2591.27	2645.74	1857.6	2303.12	2758.13	2609.3	2555.58	2451.44	3081.75	2367.9	2855.44	2351.53	2351.53	2255.7	2434.5	2627.46	2573.36	2417.67	2468.49	2796.65	2502.97	2645.74	2400.97	3257.52	3103.19	2777.33	2384.37	2758.13	2335.28	2875.3	2701.35	2777.33	2573.36	3325.99	2537.92	2835.7	2915.45	2573.36	3280.18	2895.31	2319.15	2701.35	2573.36	2796.65	2451.44	2816.11	2739.08	2758.13	3395.89	2104.58	3928.15	2915.45	2555.58	2701.35	2720.15	2537.92	3039.3	2701.35	2303.12	2758.13	2816.11	2502.97	2148.82	2855.44	2875.3	2400.97	2451.44	2555.58	2502.97	2319.15	4123.49	2976.74	2451.44	3955.48	3018.3	2119.22	2451.44	2997.45	3303.0	2351.53
