	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
PPP2R5E	356.05	384.34	115.97	140.04	228.13	423.61	414.87	150.17	450.94	148.09	182.55	209.84	246.28	480.04	373.81	221.86	361.04	178.77	215.77	387.02	279.14	260.38	414.87	264.03	170.25	209.84	414.87	212.78	127.89	176.29	139.07	277.2	232.94	214.27	190.34	163.28	244.57	395.18	120.1	209.84	281.09	181.28	193.01	295.11	150.17	343.89	163.28	314.17	177.53	198.47	180.02	102.25	121.79	373.81	476.71	167.9	130.6	269.6	178.77	119.26	241.19	197.09	182.55	134.3	165.57	147.06	343.89	277.2	341.51	246.28	275.28	318.57	246.28	81.14	148.09	379.04	264.03	164.42	172.65	206.94	186.4	450.94	358.54	153.34	173.85	228.13	299.25	120.94	156.59	392.44	187.71	180.02	297.17	397.93	142.01	161.02	244.57	293.07	191.67	158.79	151.22	125.24	165.57	171.45	132.44	229.72	140.04	150.17	271.48	281.09	209.84	309.83	392.44	185.11	166.73
PUS7L	163.28	145.02	37.85	49.56	58.3	167.9	114.36	49.91	176.29	60.82	55.1	65.26	67.12	193.01	153.34	56.28	161.02	49.91	62.56	127.89	96.68	98.04	152.28	113.56	40.07	51.71	135.24	76.17	39.22	65.72	49.56	108.14	75.11	75.11	47.17	63.89	89.51	218.79	46.5	67.12	100.83	64.34	46.84	130.6	69.52	152.28	58.3	118.43	44.25	77.25	82.87	41.81	39.22	133.36	143.01	72.52	58.3	70.01	60.82	43.02	94.01	56.28	86.43	47.17	49.21	53.19	140.04	81.71	177.53	120.94	120.94	118.43	78.34	42.71	62.12	167.9	104.42	64.34	53.19	68.07	101.54	157.68	116.78	50.98	68.55	86.43	163.28	36.27	85.22	104.42	100.13	48.87	107.38	158.79	46.18	59.97	60.82	131.51	71.5	35.25	51.71	46.84	44.89	65.72	40.36	78.89	73.03	63.89	88.88	111.21	49.56	84.63	101.54	57.08	39.5
RAD54L2	183.82	155.5	48.18	77.25	88.88	158.79	161.02	92.7	131.51	64.34	87.03	94.67	116.78	115.97	195.72	88.88	181.28	86.43	115.97	153.34	92.7	124.37	146.03	152.28	64.34	105.89	171.45	94.67	97.36	96.01	102.25	144.01	96.68	92.7	96.01	100.83	120.94	118.43	87.03	98.73	113.56	107.38	79.45	91.41	74.58	175.07	87.65	110.43	91.41	107.38	85.82	66.18	75.11	149.12	166.73	83.45	63.89	146.03	75.11	71.0	135.24	98.73	69.03	92.7	100.83	90.77	156.59	111.21	143.01	134.3	104.42	116.78	79.45	90.14	83.45	126.12	138.1	80.01	86.43	97.36	57.49	145.02	113.56	74.06	114.36	130.6	148.09	61.68	104.42	143.01	126.12	102.25	111.99	158.79	90.77	88.26	106.63	131.51	93.35	64.8	85.22	122.64	73.03	122.64	90.77	97.36	87.65	98.73	149.12	88.26	105.15	112.77	144.01	93.35	56.68
RAPGEF2	536.45	703.28	141.02	194.36	387.02	669.92	540.19	325.29	567.1	202.66	198.47	332.14	400.71	764.36	629.35	271.48	620.67	220.32	417.77	432.53	341.51	414.87	909.17	642.59	202.66	358.54	607.87	447.82	153.34	224.97	231.32	400.71	376.41	358.54	258.57	514.56	417.77	607.87	256.78	287.01	420.68	301.33	363.56	511.0	183.82	563.18	215.77	460.44	209.84	417.77	363.56	131.51	98.04	684.02	674.59	371.22	167.9	536.45	221.86	163.28	403.5	409.15	414.87	146.03	253.23	193.01	536.45	441.64	466.88	454.09	540.19	624.99	336.79	149.12	289.02	624.99	514.56	277.2	180.02	339.14	183.82	656.11	395.18	116.78	450.94	381.68	612.11	163.28	353.59	579.04	384.34	275.28	511.0	511.0	175.07	251.48	293.07	486.75	332.14	172.65	206.94	275.28	260.38	283.05	181.28	426.57	223.41	209.84	358.54	376.41	251.48	423.61	620.67	267.73	142.01
RASA1	373.81	325.29	153.34	249.73	285.03	500.46	500.46	114.36	518.15	199.85	205.5	251.48	297.17	483.38	470.14	236.21	450.94	220.32	312.0	438.59	295.11	384.34	490.14	356.05	212.78	277.2	514.56	173.85	143.01	262.2	194.36	420.68	285.03	275.28	234.57	305.55	303.44	493.56	187.71	221.86	412.0	285.03	258.57	285.03	267.73	466.88	224.97	387.02	231.32	299.25	371.22	100.13	144.01	373.81	486.75	314.17	147.06	486.75	251.48	112.77	346.29	271.48	158.79	194.36	277.2	244.57	432.53	295.11	395.18	353.59	305.55	231.32	283.05	172.65	221.86	381.68	400.71	211.31	232.94	269.6	351.14	500.46	403.5	206.94	267.73	281.09	417.77	104.42	297.17	432.53	303.44	249.73	361.04	480.04	126.12	211.31	172.65	309.83	283.05	189.02	211.31	251.48	229.72	249.73	217.27	303.44	215.77	221.86	381.68	307.69	265.87	363.56	420.68	339.14	214.27
RBM12	842.36	808.0	279.14	476.71	708.18	1023.0	860.08	490.14	1037.29	384.34	400.71	432.53	738.29	1051.79	1023.0	563.18	1059.11	441.64	607.87	974.5	620.67	718.08	1044.52	1001.93	438.59	423.61	1088.92	532.74	264.03	603.67	371.22	854.13	703.28	432.53	473.41	500.46	536.45	1313.23	323.03	441.64	738.29	559.28	429.54	941.27	368.65	698.41	450.94	718.08	698.41	460.44	559.28	368.65	267.73	909.17	896.64	490.14	279.14	759.08	262.2	316.37	563.18	559.28	403.5	384.34	620.67	348.71	819.3	660.68	954.43	878.17	785.88	738.29	387.02	289.02	400.71	1508.65	698.41	376.41	466.88	426.57	514.56	988.12	848.22	473.41	669.92	579.04	941.27	256.78	595.34	974.5	743.43	444.72	674.59	1023.0	312.0	376.41	728.11	633.73	642.59	305.55	381.68	406.31	543.96	579.04	450.94	599.49	435.55	429.54	723.08	660.68	583.07	764.36	884.29	587.13	463.65
RBM12B	253.23	255.0	44.89	107.38	127.0	289.02	339.14	109.66	323.03	71.0	88.88	92.05	122.64	303.44	281.09	144.01	309.83	98.73	180.02	381.68	145.02	186.4	244.57	204.07	76.17	129.69	318.57	128.79	86.43	117.6	98.04	258.57	159.9	133.36	85.82	178.77	165.57	420.68	66.18	105.15	214.27	147.06	124.37	285.03	110.43	186.4	123.5	183.82	128.79	146.03	221.86	62.12	49.91	325.29	293.07	145.02	57.49	209.84	87.03	84.63	155.5	88.26	85.22	78.89	125.24	100.13	237.86	135.24	258.57	199.85	228.13	327.56	291.04	95.34	105.15	244.57	253.23	100.13	98.73	130.6	141.02	279.14	218.79	73.03	152.28	209.84	232.94	81.71	146.03	264.03	221.86	91.41	201.25	376.41	70.51	91.41	99.43	190.34	112.77	38.12	116.78	146.03	102.25	151.22	111.99	131.51	89.51	119.26	169.07	145.02	92.05	195.72	169.07	98.73	72.01
RBM27	291.04	318.57	100.13	141.02	183.82	325.29	334.46	177.53	320.8	143.01	153.34	287.01	189.02	351.14	343.89	157.68	307.69	177.53	158.79	281.09	220.32	209.84	341.51	312.0	164.42	137.14	376.41	242.88	115.97	159.9	115.97	242.88	177.53	143.01	159.9	134.3	186.4	341.51	127.89	165.57	185.11	171.45	143.01	242.88	141.02	273.37	137.14	275.28	175.07	229.72	194.36	132.44	88.88	341.51	435.55	172.65	118.43	249.73	143.01	146.03	195.72	171.45	134.3	109.66	183.82	117.6	269.6	226.54	267.73	242.88	279.14	438.59	195.72	119.26	128.79	389.72	223.41	135.24	134.3	182.55	165.57	346.29	281.09	124.37	226.54	181.28	281.09	112.77	149.12	297.17	169.07	150.17	229.72	307.69	105.15	161.02	190.34	258.57	144.01	111.99	134.3	127.0	151.22	157.68	123.5	187.71	135.24	135.24	262.2	221.86	152.28	244.57	283.05	149.12	161.02
RC3H2	260.38	373.81	171.45	176.29	195.72	325.29	351.14	180.02	373.81	208.38	162.14	241.19	251.48	373.81	316.37	167.9	400.71	236.21	234.57	395.18	231.32	234.57	409.15	295.11	193.01	191.67	314.17	217.27	145.02	202.66	193.01	289.02	224.97	206.94	171.45	237.86	260.38	620.67	180.02	180.02	273.37	189.02	157.68	341.51	163.28	297.17	172.65	297.17	253.23	244.57	236.21	132.44	157.68	334.46	400.71	202.66	152.28	346.29	211.31	159.9	206.94	206.94	150.17	155.5	194.36	167.9	297.17	232.94	361.04	273.37	305.55	316.37	255.0	204.07	201.25	323.03	320.8	172.65	202.66	269.6	211.31	381.68	307.69	145.02	208.38	201.25	291.04	177.53	181.28	323.03	223.41	182.55	248.0	379.04	144.01	167.9	232.94	318.57	229.72	152.28	178.77	191.67	176.29	178.77	140.04	265.87	170.25	147.06	224.97	195.72	198.47	215.77	318.57	201.25	144.01
RFX7	161.02	172.65	43.02	57.89	73.03	177.53	194.36	62.12	197.09	48.52	67.59	76.71	68.55	173.85	194.36	71.5	162.14	64.8	86.43	153.34	90.77	113.56	171.45	154.42	74.58	84.04	202.66	83.45	42.71	70.01	58.71	142.01	96.68	81.14	74.58	53.95	111.99	190.34	51.71	87.03	141.02	67.59	61.68	121.79	62.12	135.24	60.82	135.24	62.12	127.89	98.73	41.52	37.32	154.42	187.71	74.06	36.27	131.51	85.22	46.5	89.51	82.87	60.39	66.65	75.11	39.22	159.9	123.5	138.1	110.43	112.77	110.43	67.12	55.89	67.12	109.66	105.15	75.11	68.55	85.82	81.14	187.71	127.0	58.71	81.14	89.51	158.79	53.57	85.22	161.02	92.7	64.8	125.24	175.07	59.13	63.89	69.52	129.69	84.04	37.85	57.49	74.58	61.68	91.41	53.95	95.34	66.18	68.55	132.44	116.78	80.57	110.43	157.68	83.45	67.59
RICTOR	205.5	214.27	55.89	103.69	87.65	189.02	275.28	102.97	237.86	60.82	93.35	84.04	107.38	262.2	197.09	107.38	221.86	113.56	143.01	167.9	99.43	146.03	217.27	183.82	82.87	111.21	287.01	92.7	78.89	122.64	111.21	176.29	120.94	110.43	98.73	102.97	135.24	279.14	83.45	76.71	177.53	120.94	116.78	173.85	112.77	97.36	68.55	178.77	87.65	164.42	164.42	47.17	49.91	281.09	228.13	102.25	76.17	155.5	129.69	71.5	147.06	98.73	87.65	104.42	114.36	65.72	221.86	135.24	198.47	171.45	175.07	260.38	101.54	67.59	100.13	182.55	206.94	96.01	93.35	127.0	132.44	221.86	226.54	71.5	91.41	144.01	186.4	62.12	102.97	244.57	164.42	107.38	180.02	251.48	82.87	85.22	78.34	177.53	106.63	66.65	111.99	164.42	93.35	121.79	114.36	110.43	91.41	102.97	167.9	145.02	114.36	157.68	211.31	113.56	87.65
RLIM	432.53	429.54	176.29	220.32	253.23	470.14	283.05	226.54	441.64	171.45	260.38	248.0	291.04	507.46	454.09	232.94	466.88	249.73	244.57	420.68	334.46	299.25	486.75	420.68	253.23	212.78	463.65	260.38	176.29	241.19	191.67	366.09	281.09	224.97	248.0	195.72	289.02	521.76	204.07	265.87	336.79	303.44	195.72	327.56	202.66	392.44	273.37	368.65	157.68	258.57	312.0	41.22	157.68	417.77	447.82	217.27	191.67	271.48	241.19	241.19	291.04	239.52	224.97	202.66	242.88	221.86	353.59	299.25	397.93	376.41	325.29	351.14	221.86	217.27	231.32	403.5	358.54	226.54	215.77	236.21	251.48	486.75	406.31	206.94	214.27	285.03	384.34	189.02	251.48	460.44	299.25	253.23	314.17	466.88	185.11	208.38	312.0	384.34	229.72	190.34	193.01	182.55	224.97	232.94	232.94	269.6	214.27	221.86	329.84	242.88	271.48	305.55	329.84	262.2	223.41
RREB1	368.65	412.0	129.69	260.38	236.21	409.15	305.55	232.94	358.54	144.01	242.88	121.79	120.1	341.51	447.82	271.48	429.54	248.0	239.52	327.56	246.28	267.73	447.82	329.84	183.82	269.6	341.51	214.27	211.31	228.13	253.23	366.09	299.25	231.32	295.11	309.83	379.04	420.68	177.53	232.94	299.25	256.78	275.28	307.69	197.09	366.09	169.07	358.54	208.38	417.77	275.28	145.02	125.24	529.06	373.81	241.19	187.71	312.0	202.66	208.38	241.19	264.03	162.14	199.85	223.41	209.84	417.77	387.02	343.89	277.2	312.0	361.04	289.02	215.77	246.28	392.44	293.07	271.48	194.36	301.33	163.28	373.81	329.84	201.25	275.28	320.8	412.0	183.82	255.0	432.53	236.21	228.13	309.83	406.31	226.54	234.57	157.68	353.59	273.37	211.31	205.5	336.79	149.12	262.2	279.14	241.19	204.07	211.31	334.46	244.57	204.07	327.56	348.71	180.02	202.66
SBNO1	253.23	299.25	67.59	98.73	164.42	314.17	221.86	131.51	336.79	100.13	142.01	118.43	158.79	348.71	305.55	156.59	318.57	132.44	151.22	320.8	189.02	205.5	363.56	256.78	118.43	158.79	351.14	175.07	90.77	123.5	88.88	283.05	180.02	142.01	155.5	154.42	215.77	307.69	56.68	146.03	178.77	175.07	151.22	228.13	156.59	314.17	172.65	232.94	113.56	204.07	242.88	102.97	85.22	283.05	265.87	131.51	102.25	231.32	163.28	105.89	182.55	151.22	167.9	115.16	134.3	120.1	172.65	183.82	291.04	205.5	232.94	217.27	185.11	122.64	128.79	269.6	232.94	142.01	127.0	138.1	164.42	389.72	289.02	116.78	201.25	193.01	301.33	79.45	157.68	291.04	119.26	164.42	224.97	438.59	90.14	147.06	145.02	277.2	152.28	113.56	112.77	133.36	98.73	166.73	105.89	161.02	146.03	136.19	253.23	221.86	171.45	271.48	341.51	161.02	116.78
SETD2	511.0	571.05	206.94	351.14	460.44	620.67	698.41	339.14	595.34	267.73	381.68	441.64	412.0	595.34	665.29	417.77	591.22	363.56	395.18	514.56	441.64	500.46	642.59	583.07	305.55	447.82	529.06	397.93	329.84	376.41	358.54	551.56	400.71	348.71	406.31	497.0	414.87	366.09	297.17	334.46	579.04	417.77	366.09	490.14	309.83	551.56	341.51	470.14	376.41	483.38	325.29	232.94	231.32	567.1	718.08	395.18	215.77	603.67	318.57	279.14	463.65	417.77	325.29	299.25	371.22	348.71	616.37	486.75	511.0	490.14	441.64	483.38	432.53	351.14	379.04	540.19	529.06	371.22	346.29	412.0	318.57	651.58	525.39	314.17	457.25	414.87	595.34	228.13	400.71	555.41	423.61	417.77	500.46	587.13	307.69	389.72	358.54	493.56	423.61	293.07	341.51	381.68	285.03	447.82	332.14	476.71	346.29	356.05	603.67	441.64	403.5	503.95	551.56	444.72	314.17
SHPRH	164.42	143.01	17.38	69.52	57.89	214.27	163.28	67.59	163.28	37.59	38.67	71.0	63.45	155.5	161.02	70.01	173.85	39.79	106.63	161.02	81.14	109.66	152.28	114.36	56.28	55.89	205.5	86.43	36.79	68.55	75.64	150.17	86.43	71.0	40.36	69.52	77.79	146.03	47.5	48.87	147.06	97.36	68.07	139.07	64.34	135.24	34.02	131.51	51.35	119.26	113.56	24.99	17.38	178.77	178.77	88.26	37.32	144.01	58.3	40.93	85.82	74.06	44.57	39.22	59.97	44.57	133.36	94.67	148.09	122.64	129.69	155.5	92.7	42.71	69.03	139.07	127.89	67.12	49.21	79.45	94.01	165.57	102.25	26.47	84.04	98.04	164.42	24.99	96.01	150.17	90.14	58.3	114.36	167.9	30.56	43.32	56.28	135.24	73.03	32.82	61.68	67.12	44.25	76.71	41.52	83.45	48.87	64.34	100.13	114.36	52.82	110.43	126.12	87.65	28.24
SLC12A6	147.06	142.01	22.75	53.57	78.34	144.01	171.45	38.95	206.94	24.99	46.84	52.82	59.13	129.69	186.4	71.5	205.5	31.0	83.45	201.25	105.89	104.42	137.14	135.24	42.71	97.36	165.57	73.03	40.93	77.25	69.03	114.36	77.79	76.71	53.19	62.56	92.05	185.11	60.82	58.71	194.36	116.78	72.52	181.28	33.78	138.1	28.45	117.6	43.94	84.63	66.65	9.63	21.16	204.07	194.36	72.52	30.56	146.03	48.52	37.05	101.54	70.51	61.25	37.85	59.13	43.02	167.9	118.43	108.14	79.45	143.01	90.77	63.89	33.54	60.39	175.07	124.37	60.82	46.18	67.12	57.89	141.02	100.13	28.04	87.03	86.43	115.97	18.7	62.12	128.79	61.68	51.35	120.1	134.3	26.67	30.78	50.98	146.03	87.65	34.02	64.8	49.91	45.21	96.68	57.49	84.63	54.72	41.81	96.68	108.14	84.04	116.78	134.3	74.58	56.68
SLC25A40	483.38	514.56	155.5	356.05	341.51	511.0	543.96	220.32	536.45	189.02	182.55	223.41	267.73	454.09	547.75	275.28	426.57	221.86	353.59	503.95	447.82	242.88	536.45	400.71	297.17	211.31	483.38	406.31	208.38	267.73	316.37	371.22	329.84	299.25	242.88	241.19	351.14	529.06	334.46	212.78	476.71	346.29	273.37	507.46	267.73	559.28	209.84	497.0	283.05	341.51	346.29	191.67	155.5	503.95	555.41	397.93	167.9	612.11	316.37	162.14	389.72	239.52	273.37	255.0	234.57	183.82	507.46	279.14	444.72	283.05	420.68	400.71	480.04	177.53	221.86	559.28	323.03	253.23	309.83	392.44	409.15	579.04	579.04	149.12	329.84	287.01	366.09	199.85	339.14	518.15	406.31	214.27	420.68	500.46	246.28	244.57	334.46	420.68	301.33	242.88	283.05	231.32	327.56	293.07	209.84	307.69	248.0	267.73	291.04	384.34	204.07	403.5	341.51	334.46	218.79
SLX4IP	52.08	56.28	8.32	18.7	27.05	56.28	46.5	38.12	68.07	9.56	7.11	21.01	14.78	65.26	88.88	20.56	68.07	8.19	25.17	56.28	41.52	39.22	80.57	58.71	13.12	22.43	43.94	23.93	7.94	22.26	17.64	68.07	30.78	24.99	17.9	71.5	38.95	71.0	11.3	16.63	31.22	27.25	39.22	36.01	9.93	50.63	12.36	53.95	19.97	48.52	15.68	5.11	4.58	80.01	82.29	23.76	7.22	48.52	14.14	2.03	28.65	29.06	11.55	10.0	18.84	16.88	41.52	38.95	36.27	49.21	32.36	65.26	38.4	15.68	21.16	86.43	62.12	27.64	17.77	25.72	18.29	65.72	47.84	5.63	32.59	33.3	61.25	7.17	26.47	63.89	27.44	18.43	39.79	60.82	8.99	13.32	15.8	55.1	26.28	11.04	17.38	26.28	9.06	41.22	22.59	24.99	16.75	15.45	41.81	41.22	18.7	40.07	40.07	15.56	10.31
SMAD4	1529.73	1685.71	397.93	525.39	928.3	1447.15	1819.35	819.3	1963.57	406.31	738.29	466.88	921.88	1651.0	1832.01	1066.48	1322.37	480.04	890.44	1250.98	915.51	1096.5	1216.75	1487.87	438.59	1008.9	1832.01	656.11	438.59	842.36	748.61	1259.69	1127.35	842.36	1088.92	432.53	934.76	1977.24	651.58	921.88	1923.14	1369.04	1059.11	1709.26	848.22	1268.46	429.54	1369.04	967.76	514.56	1088.92	206.94	412.0	1936.53	1233.75	988.12	454.09	1225.22	607.87	336.79	1051.79	878.17	629.35	511.0	902.89	529.06	1322.37	1175.27	1322.37	1111.82	1674.06	1030.12	872.1	363.56	753.83	1388.16	860.08	684.02	860.08	728.11	733.19	1685.71	1896.65	551.56	514.56	780.44	1322.37	341.51	934.76	1286.18	915.51	848.22	1605.83	1769.57	450.94	536.45	595.34	1685.71	878.17	981.29	638.15	379.04	723.08	753.83	896.64	450.94	450.94	559.28	1551.09	1540.37	1066.48	1529.73	1477.58	1313.23	866.07
SMAD5	567.1	503.95	139.07	209.84	253.23	693.58	591.22	169.07	764.36	177.53	297.17	363.56	353.59	703.28	679.29	236.21	713.11	262.2	312.0	470.14	351.14	392.44	813.63	503.95	234.57	231.32	713.11	204.07	209.84	237.86	199.85	435.55	271.48	251.48	253.23	264.03	283.05	629.35	194.36	267.73	351.14	277.2	202.66	483.38	221.86	466.88	297.17	409.15	221.86	341.51	343.89	125.24	162.14	587.13	629.35	234.57	186.4	409.15	376.41	158.79	249.73	264.03	258.57	242.88	264.03	251.48	688.78	323.03	547.75	420.68	376.41	567.1	255.0	260.38	189.02	521.76	332.14	199.85	218.79	244.57	336.79	780.44	480.04	182.55	271.48	316.37	651.58	165.57	141.02	579.04	351.14	249.73	358.54	547.75	186.4	208.38	299.25	420.68	221.86	156.59	214.27	264.03	242.88	258.57	199.85	316.37	226.54	275.28	420.68	423.61	275.28	392.44	547.75	289.02	277.2
SMC2	146.03	144.01	37.05	56.28	73.54	145.02	204.07	60.82	149.12	46.5	52.45	59.13	39.22	177.53	175.07	66.18	142.01	53.95	59.13	151.22	101.54	93.35	221.86	116.78	46.18	60.82	167.9	75.64	46.84	57.08	55.49	118.43	63.45	63.89	57.89	59.13	94.01	143.01	32.59	56.68	118.43	50.63	54.72	120.1	50.98	142.01	69.52	130.6	53.95	53.95	90.14	55.89	39.79	112.77	260.38	70.01	52.45	98.73	63.45	60.39	88.26	96.01	67.12	53.57	62.12	48.87	109.66	87.65	177.53	108.14	119.26	253.23	97.36	55.89	65.26	126.12	232.94	56.68	45.21	91.41	63.45	147.06	118.43	50.27	107.38	67.12	111.21	50.63	85.82	126.12	111.21	60.39	83.45	139.07	42.71	67.59	54.72	98.04	59.13	38.4	47.5	60.39	57.08	63.89	39.5	73.54	55.89	69.03	104.42	90.77	70.01	112.77	155.5	73.54	63.0
SMC3	616.37	529.06	204.07	291.04	400.71	599.49	848.22	244.57	629.35	232.94	305.55	409.15	283.05	674.59	718.08	381.68	532.74	264.03	353.59	403.5	441.64	493.56	642.59	507.46	275.28	379.04	708.18	339.14	283.05	318.57	262.2	514.56	389.72	363.56	343.89	341.51	409.15	571.05	206.94	293.07	567.1	320.8	323.03	529.06	318.57	612.11	426.57	503.95	255.0	400.71	447.82	242.88	199.85	543.96	738.29	366.09	253.23	587.13	450.94	251.48	450.94	332.14	323.03	287.01	318.57	291.04	571.05	403.5	547.75	417.77	403.5	595.34	438.59	295.11	295.11	473.41	500.46	273.37	299.25	353.59	473.41	603.67	521.76	269.6	389.72	381.68	540.19	223.41	371.22	571.05	438.59	348.71	444.72	595.34	262.2	343.89	318.57	470.14	316.37	256.78	289.02	289.02	293.07	332.14	295.11	332.14	334.46	320.8	490.14	368.65	309.83	441.64	567.1	389.72	299.25
SMCR8	293.07	199.85	5.06	49.91	87.03	163.28	159.9	66.65	283.05	18.56	32.13	76.71	86.43	204.07	281.09	80.57	318.57	28.04	151.22	246.28	125.24	135.24	283.05	220.32	19.68	92.05	244.57	67.12	26.47	53.95	94.01	175.07	118.43	82.87	52.45	95.34	145.02	234.57	38.12	63.0	116.78	121.79	68.55	151.22	35.0	186.4	15.68	151.22	46.84	82.29	111.21	9.27	14.35	325.29	295.11	85.82	14.35	205.5	44.57	23.93	131.51	91.41	43.94	22.26	37.05	26.86	135.24	162.14	191.67	144.01	215.77	189.02	103.69	28.24	95.34	281.09	102.25	55.49	43.02	90.77	43.32	226.54	150.17	23.25	68.55	134.3	249.73	22.92	115.16	223.41	109.66	47.5	167.9	237.86	17.13	33.54	59.97	189.02	110.43	25.91	40.07	41.81	57.49	77.25	36.27	159.9	52.45	46.5	141.02	150.17	63.0	149.12	181.28	68.07	29.7
