	GTEX.TMMY.1526.SM.4DXST	TCGA.CU.A5W6.01A.11R.A28M.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.BT.A0YX.01A.11R.A10U.07	TCGA.XF.A9T8.01A.11R.A39I.07	TCGA.CU.A72E.01A.12R.A33J.07	TCGA.BT.A20U.11A.11R.A14Y.07	TCGA.BT.A2LB.11A.11R.A18C.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.UC.A7PF.01A.11R.A352.07	TCGA.EK.A2RC.01A.11R.A18M.07	TCGA.C5.A1BM.01A.11R.A13Y.07	TCGA.C5.A1MK.01A.11R.A14Y.07	TCGA.Q1.A6DW.01A.11R.A32P.07	TCGA.JW.A5VL.01A.11R.A28H.07	TCGA.DS.A5RQ.01A.11R.A28H.07	TCGA.VS.A9UI.01A.11R.A42T.07	TCGA.EK.A2RO.01A.11R.A18M.07	TCGA.EA.A3HU.01A.11R.A213.07	TCGA.DS.A1OB.01A.11R.A14Y.07	TCGA.C5.A1BQ.01C.11R.A213.07	TCGA.C5.A1BE.01B.11R.A13Y.07	TCGA.C5.A2LZ.01A.11R.A213.07	TCGA.XP.A8T8.01A.11R.A36D.31	TCGA.LN.A49S.01A.11R.A24K.31	TCGA.IG.A8O2.01A.11R.A36D.31	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.IG.A5B8.01A.11R.A28J.31	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.JY.A6FA.01A.11R.A336.31	TCGA.VR.A8ER.01A.11R.A36D.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.JY.A6FD.01A.11R.A336.31	TCGA.R6.A6L6.01B.11R.A336.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.IG.A97H.01A.11R.A38D.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.XP.A8T6.01A.11R.A36D.31	TCGA.IG.A4P3.01A.11R.A260.31	TCGA.Z6.AAPN.01A.11R.A406.31	TCGA.LN.A5U6.01A.11R.A28J.31	TCGA.LN.A4A1.01A.21R.A260.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.L5.A88Z.01A.11R.A36D.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.VR.A8EW.01A.11R.A36D.31	TCGA.IG.A3YC.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.LN.A9FO.01A.11R.A38D.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZTTD.1226.SM.51MS2	GTEX.PVOW.1626.SM.48TC9	GTEX.145LV.1326.SM.5S2QI	GTEX.ZVE2.1326.SM.5NQ94	GTEX.144FL.2726.SM.5O98Z	GTEX.13U4I.1126.SM.5LU3S	GTEX.11ONC.1526.SM.5GU6S	GTEX.12WSA.1426.SM.5EGJU	GTEX.R45C.1226.SM.48FEE	GTEX.13O3Q.0826.SM.5IFGF	GTEX.QVUS.0626.SM.447CC	GTEX.T5JC.1726.SM.4DM6U	GTEX.XK95.1026.SM.4GIDV	GTEX.13NZB.1226.SM.5J2MW	GTEX.145LS.1826.SM.5LUAZ	GTEX.X4LF.0626.SM.4QASB	GTEX.11DYG.1326.SM.5N9DO	GTEX.YFC4.1226.SM.5LU9R	GTEX.WVLH.1426.SM.4MVNX	GTEX.11ZU8.1526.SM.5EGHX	GTEX.139TU.1226.SM.5J2NL	GTEX.X585.1226.SM.46MW7	GTEX.ZTPG.1626.SM.5DUX2	GTEX.PLZ4.1626.SM.3P618	GTEX.11NUK.1326.SM.5P9GN	GTEX.RNOR.1226.SM.48FDQ	GTEX.UPK5.1226.SM.4IHL8	GTEX.ZAB4.1126.SM.5HL86	GTEX.ZF3C.1626.SM.4WWB4	GTEX.XQ3S.1126.SM.4BOPK	GTEX.14BIN.2726.SM.5RQIE	GTEX.P78B.1026.SM.3NMC4	GTEX.XQ8I.1526.SM.4BOOH	GTEX.11ZTS.2626.SM.5EGIC	GTEX.132AR.2226.SM.5J2NT	GTEX.S33H.0826.SM.4AD5Y	GTEX.132AR.2326.SM.5IJDY	TCGA.QK.A6VC.01A.23R.A34R.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CN.6021.01A.11R.1686.07	TCGA.UF.A71D.01A.12R.A34R.07	TCGA.CV.6955.01A.11R.2016.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.6935.01A.11R.1915.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.CV.7421.01A.11R.2081.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.6961.11A.01R.1915.07	GTEX.YFC4.1126.SM.5RQJN	GTEX.ZUA1.1026.SM.4YCEA	TCGA.85.A4JC.01A.11R.A24Z.07	TCGA.21.5784.01A.01R.1635.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF	TCGA.IN.7806.11A.01R.2055.13	GTEX.YJ8A.1526.SM.5P9FT	GTEX.WWYW.2826.SM.4MVOQ	GTEX.PWN1.2026.SM.48TD9	GTEX.R55G.1626.SM.48FF4
NBPF11	217.27	277.2	113.56	139.07	244.57	189.02	129.69	170.25	164.42	303.44	201.25	249.73	395.18	457.25	258.57	187.71	503.95	130.6	218.79	267.73	246.28	253.23	384.34	218.79	229.72	267.73	186.4	217.27	205.5	197.09	195.72	251.48	191.67	165.57	151.22	110.43	181.28	232.94	206.94	149.12	232.94	177.53	299.25	186.4	269.6	180.02	239.52	277.2	201.25	312.0	232.94	307.69	262.2	194.36	249.73	169.07	236.21	204.07	264.03	159.9	183.82	251.48	332.14	237.86	567.1	169.07	503.95	500.46	389.72	466.88	249.73	470.14	409.15	348.71	346.29	348.71	325.29	251.48	414.87	356.05	629.35	318.57	221.86	162.14	376.41	579.04	149.12	351.14	181.28	476.71	454.09	450.94	454.09	187.71	409.15	486.75	392.44	244.57	209.84	339.14	312.0	291.04	84.04	94.67	116.78	120.94	194.36	180.02	105.89	204.07	88.88	113.56	105.89	79.45	287.01	318.57	264.03	154.42	64.8	128.79	74.58	114.36	108.14	123.5	94.67	162.14	110.43	400.71	218.79	307.69
NEIL1	191.67	466.88	61.68	244.57	397.93	483.38	248.0	107.38	167.9	244.57	157.68	81.14	363.56	79.45	61.25	64.34	332.14	40.36	58.3	170.25	283.05	172.65	466.88	231.32	507.46	693.58	281.09	204.07	480.04	480.04	285.03	460.44	583.07	463.65	341.51	177.53	420.68	387.02	423.61	403.5	450.94	215.77	323.03	490.14	371.22	178.77	166.73	175.07	555.41	497.0	346.29	518.15	414.87	493.56	460.44	262.2	500.46	314.17	406.31	387.02	137.14	603.67	336.79	571.05	660.68	358.54	1135.2	1286.18	1081.39	915.51	733.19	1844.76	1594.73	1023.0	1508.65	1508.65	1096.5	830.75	1498.22	638.15	1286.18	366.09	842.36	1051.79	1639.59	2209.26	232.94	1819.35	791.35	1073.91	1369.04	1199.98	1697.45	638.15	819.3	1088.92	954.43	708.18	426.57	748.61	616.37	293.07	13.83	62.12	217.27	51.71	18.16	112.77	4.13	204.07	59.97	26.67	87.65	47.5	426.57	567.1	226.54	234.57	6.52	22.26	49.21	124.37	64.8	53.19	29.7	295.11	94.67	3303.0	176.29	127.0
NEK8	27.05	98.73	39.5	40.64	37.32	49.21	54.33	38.4	107.38	43.02	63.89	38.12	49.56	37.85	36.01	45.53	59.97	58.71	47.17	72.01	44.25	54.33	49.91	93.35	66.65	128.79	42.41	21.01	70.51	43.63	66.65	65.72	65.72	30.34	40.36	48.18	78.89	59.97	43.02	38.67	43.63	32.36	72.01	92.7	58.3	30.34	25.54	50.63	140.04	92.7	105.89	82.87	38.12	55.49	62.12	106.63	70.01	74.06	69.52	48.18	49.91	75.64	102.97	47.17	36.27	27.05	135.24	114.36	141.02	127.0	87.65	155.5	144.01	44.89	148.09	75.64	90.14	105.15	120.1	101.54	123.5	61.68	84.63	111.99	108.14	214.27	80.01	126.12	96.01	137.14	166.73	135.24	127.89	44.57	94.01	171.45	106.63	74.58	55.1	108.9	67.59	65.26	15.22	52.82	40.64	23.42	24.11	25.91	16.15	31.45	116.78	15.8	26.67	17.38	28.04	84.04	35.5	40.07	20.71	40.36	13.62	52.45	39.5	33.06	15.22	40.07	29.27	29.48	21.16	66.18
NEMF	441.64	454.09	429.54	480.04	348.71	450.94	575.03	540.19	603.67	514.56	483.38	718.08	796.86	511.0	363.56	473.41	674.59	318.57	447.82	1119.56	470.14	543.96	587.13	567.1	819.3	571.05	529.06	825.0	825.0	571.05	571.05	599.49	607.87	612.11	493.56	1044.52	454.09	567.1	796.86	775.05	848.22	679.29	1030.12	642.59	733.19	651.58	728.11	660.68	928.3	1088.92	713.11	669.92	713.11	753.83	624.99	595.34	796.86	525.39	866.07	669.92	511.0	791.35	896.64	612.11	890.44	718.08	1119.56	1183.45	921.88	802.41	909.17	974.5	967.76	1096.5	785.88	1066.48	1111.82	909.17	1322.37	703.28	1216.75	884.29	988.12	854.13	878.17	1208.34	819.3	941.27	836.53	967.76	1135.2	1096.5	1175.27	684.02	802.41	1073.91	830.75	764.36	775.05	890.44	947.83	441.64	232.94	444.72	412.0	486.75	486.75	190.34	323.03	457.25	271.48	409.15	414.87	417.77	500.46	432.53	291.04	215.77	343.89	591.22	514.56	583.07	429.54	454.09	718.08	480.04	392.44	769.69	486.75	334.46
NFXL1	55.49	255.0	198.47	132.44	118.43	120.94	78.89	75.64	58.71	151.22	119.26	94.67	165.57	177.53	106.63	111.99	85.82	70.51	93.35	128.79	105.89	115.97	97.36	92.05	177.53	191.67	147.06	82.29	164.42	120.94	80.01	125.24	191.67	128.79	110.43	120.1	139.07	106.63	195.72	109.66	183.82	127.89	199.85	171.45	171.45	164.42	148.09	162.14	145.02	190.34	141.02	241.19	133.36	151.22	114.36	118.43	146.03	80.57	148.09	170.25	88.88	134.3	236.21	114.36	128.79	175.07	309.83	267.73	237.86	209.84	155.5	215.77	204.07	180.02	212.78	173.85	253.23	178.77	316.37	180.02	336.79	373.81	181.28	131.51	175.07	209.84	178.77	150.17	189.02	193.01	253.23	228.13	226.54	201.25	211.31	305.55	189.02	211.31	170.25	180.02	123.5	208.38	56.68	68.07	202.66	98.04	99.43	73.03	64.34	87.65	102.25	50.27	84.63	72.52	93.35	71.0	145.02	78.34	70.51	77.79	98.04	70.51	60.82	78.89	86.43	129.69	103.69	155.5	107.38	127.0
NHLRC3	170.25	295.11	161.02	249.73	224.97	218.79	149.12	164.42	182.55	316.37	271.48	211.31	281.09	163.28	150.17	189.02	211.31	95.34	303.44	133.36	329.84	155.5	289.02	161.02	173.85	229.72	173.85	134.3	215.77	130.6	182.55	158.79	131.51	132.44	119.26	173.85	106.63	142.01	183.82	137.14	205.5	249.73	217.27	220.32	205.5	187.71	154.42	141.02	204.07	195.72	194.36	157.68	183.82	156.59	142.01	104.42	136.19	126.12	248.0	124.37	108.14	199.85	154.42	145.02	171.45	157.68	403.5	473.41	400.71	591.22	244.57	384.34	392.44	220.32	363.56	325.29	224.97	194.36	460.44	373.81	490.14	197.09	212.78	202.66	426.57	348.71	153.34	212.78	277.2	441.64	297.17	567.1	466.88	127.0	307.69	476.71	277.2	253.23	115.16	242.88	202.66	129.69	108.9	87.03	94.01	128.79	96.01	127.89	74.06	141.02	46.5	87.65	125.24	80.57	171.45	244.57	223.41	176.29	73.54	68.55	44.57	134.3	87.03	93.35	67.12	138.1	77.25	126.12	201.25	158.79
NISCH	693.58	532.74	255.0	521.76	503.95	684.02	638.15	583.07	728.11	532.74	432.53	318.57	802.41	813.63	651.58	275.28	1096.5	616.37	476.71	802.41	759.08	769.69	878.17	947.83	928.3	1662.49	1359.57	490.14	1037.29	1151.06	796.86	1437.15	713.11	1159.07	764.36	543.96	684.02	1331.57	848.22	679.29	1397.83	813.63	1407.55	1159.07	825.0	785.88	1119.56	616.37	1127.35	2758.13	1697.45	896.64	1781.89	1322.37	693.58	791.35	928.3	713.11	1208.34	723.08	785.88	884.29	1233.75	1487.87	1991.0	1259.69	2384.37	1977.24	1733.13	1963.57	1216.75	1529.73	2319.15	1437.15	1757.34	1870.53	1388.16	1191.69	1819.35	1572.76	1806.78	884.29	1447.15	1015.93	2209.26	2956.17	1008.9	1806.78	1183.45	2119.22	2609.3	2303.12	2047.0	860.08	1359.57	2351.53	2090.03	1250.98	1487.87	1519.15	2335.28	543.96	239.52	249.73	536.45	476.71	444.72	363.56	267.73	629.35	555.41	476.71	281.09	454.09	1369.04	1135.2	607.87	543.96	176.29	444.72	603.67	490.14	343.89	381.68	275.28	1037.29	543.96	2061.24	567.1	612.11
NKTR	285.03	212.78	110.43	214.27	232.94	246.28	258.57	135.24	271.48	334.46	183.82	249.73	447.82	703.28	226.54	95.34	511.0	170.25	281.09	376.41	389.72	303.44	688.78	551.56	775.05	599.49	521.76	460.44	723.08	575.03	356.05	575.03	450.94	490.14	480.04	457.25	521.76	466.88	493.56	633.73	848.22	693.58	1407.55	511.0	733.19	457.25	454.09	1037.29	780.44	1950.0	1151.06	547.75	665.29	612.11	397.93	368.65	536.45	329.84	941.27	409.15	514.56	780.44	1037.29	638.15	1397.83	1037.29	1143.1	1561.89	1073.91	1359.57	974.5	995.0	1135.2	1477.58	819.3	1030.12	780.44	693.58	1304.15	1143.1	2075.59	457.25	743.43	1159.07	1259.69	1104.13	507.46	902.89	791.35	1340.84	928.3	1487.87	1819.35	327.56	915.51	1594.73	860.08	954.43	412.0	651.58	603.67	389.72	61.25	107.38	256.78	124.37	95.34	97.36	111.21	246.28	90.14	97.36	77.25	61.25	733.19	656.11	293.07	132.44	22.75	151.22	82.87	93.35	114.36	94.67	63.89	420.68	218.79	417.77	242.88	169.07
NPEPL1	1250.98	915.51	796.86	599.49	1104.13	764.36	642.59	406.31	463.65	890.44	503.95	242.88	708.18	620.67	490.14	395.18	802.41	348.71	432.53	397.93	693.58	599.49	638.15	1051.79	1457.23	1781.89	2032.85	808.0	1175.27	866.07	1127.35	1286.18	1745.2	1639.59	759.08	934.76	1819.35	1250.98	1191.69	954.43	866.07	1963.57	642.59	1081.39	866.07	1250.98	1037.29	1769.57	1233.75	1233.75	1151.06	2075.59	1066.48	825.0	1216.75	819.3	1561.89	1183.45	1216.75	1304.15	603.67	1819.35	1519.15	1340.84	1066.48	1167.14	1277.29	1216.75	1477.58	1250.98	954.43	1457.23	1378.57	1183.45	1605.83	1199.98	728.11	1135.2	1340.84	1322.37	1286.18	796.86	1175.27	1304.15	1529.73	1199.98	591.22	1059.11	1233.75	1233.75	1199.98	1508.65	1487.87	796.86	1216.75	1295.13	785.88	1081.39	395.18	954.43	830.75	1088.92	275.28	314.17	583.07	447.82	260.38	743.43	368.65	483.38	674.59	358.54	327.56	412.0	423.61	616.37	836.53	540.19	199.85	438.59	251.48	432.53	500.46	363.56	400.71	703.28	231.32	316.37	848.22	638.15
NPIPB3	555.41	813.63	395.18	470.14	723.08	759.08	607.87	848.22	748.61	1794.29	1001.93	785.88	848.22	1242.34	1104.13	543.96	1950.0	825.0	775.05	902.89	988.12	769.69	1216.75	1477.58	1628.26	1909.85	1605.83	1721.16	2075.59	974.5	1397.83	1304.15	1844.76	1208.34	1081.39	1733.13	2193.99	1199.98	1250.98	2895.31	1467.37	2148.82	4836.35	1199.98	2701.35	1498.22	651.58	2555.58	2537.92	3235.01	5517.27	2835.7	1359.57	1295.13	1216.75	500.46	1151.06	995.0	1896.65	1870.53	1674.06	1662.49	1529.73	1104.13	2434.5	3928.15	3716.2	3443.31	3955.48	1896.65	3081.75	3212.66	5076.84	4419.52	3928.15	2485.67	3146.52	2319.15	3847.29	1923.14	4972.34	2004.85	3060.45	4038.61	3614.55	5517.27	1304.15	2319.15	3280.18	3280.18	2520.38	2224.63	3039.3	2090.03	3419.52	2255.7	1950.0	3874.05	1397.83	2224.63	1857.6	1378.57	126.12	258.57	813.63	234.57	368.65	435.55	320.8	723.08	363.56	244.57	177.53	232.94	1508.65	974.5	1322.37	384.34	68.07	309.83	438.59	312.0	265.87	242.88	563.18	967.76	703.28	2739.08	698.41	389.72
NPIPB4	507.46	239.52	166.73	226.54	400.71	327.56	336.79	400.71	366.09	915.51	273.37	518.15	420.68	665.29	325.29	183.82	884.29	162.14	480.04	525.39	438.59	361.04	599.49	1519.15	1685.71	1225.22	1331.57	1639.59	1628.26	1135.2	1135.2	1030.12	1594.73	884.29	947.83	1216.75	1583.71	1167.14	915.51	1909.85	1617.0	1551.09	3614.55	981.29	2018.8	961.07	733.19	2133.97	2104.58	2319.15	4903.87	1923.14	1037.29	1175.27	967.76	571.05	902.89	775.05	1674.06	1286.18	1407.55	1477.58	1697.45	860.08	1437.15	1286.18	3039.3	2664.15	2573.36	1794.29	1008.9	2061.24	1806.78	2645.74	1651.0	1909.85	1819.35	1286.18	1977.24	1397.83	5403.7	748.61	1135.2	1508.65	1857.6	3395.89	1135.2	1745.2	1073.91	1674.06	1721.16	1721.16	1721.16	624.99	854.13	2090.03	1628.26	1572.76	1208.34	1447.15	1745.2	591.22	98.73	185.11	387.02	146.03	211.31	133.36	154.42	403.5	96.68	126.12	76.17	99.43	1111.82	902.89	551.56	153.34	38.12	153.34	206.94	119.26	71.5	63.45	165.57	860.08	633.73	1388.16	163.28	241.19
NUDT13	32.36	14.35	30.34	25.35	31.67	58.3	37.85	22.43	26.28	14.14	52.08	15.45	28.04	14.89	35.0	9.41	17.38	3.59	11.21	39.79	21.32	12.55	42.41	24.11	42.11	41.81	30.34	29.91	72.52	48.52	28.65	35.76	28.65	41.52	28.24	27.64	26.1	31.45	11.82	34.02	33.54	34.75	47.84	29.06	49.91	19.68	29.27	34.75	27.25	58.3	53.57	18.7	31.45	28.24	39.22	52.82	15.34	17.9	40.93	28.65	33.3	30.78	38.4	33.06	98.73	24.46	58.71	97.36	63.0	110.43	32.82	113.56	100.83	24.28	80.01	57.08	68.55	97.36	114.36	44.25	85.82	43.32	64.8	17.64	75.11	94.67	21.16	89.51	60.39	84.63	57.49	95.34	66.65	28.04	80.57	92.05	71.5	59.13	34.26	62.56	40.64	13.93	9.85	8.78	5.82	15.68	8.06	23.76	10.71	53.19	11.55	5.5	19.39	10.0	24.11	38.95	63.45	34.26	24.46	13.72	15.22	37.05	9.78	34.75	25.17	38.95	16.51	21.78	21.32	49.21
PAN2	175.07	368.65	128.79	253.23	353.59	486.75	273.37	218.79	343.89	616.37	660.68	239.52	320.8	412.0	320.8	297.17	334.46	480.04	371.22	384.34	441.64	348.71	674.59	947.83	1225.22	1870.53	825.0	264.03	928.3	753.83	791.35	808.0	866.07	511.0	884.29	353.59	967.76	607.87	1286.18	420.68	967.76	356.05	575.03	848.22	1143.1	579.04	444.72	848.22	1896.65	1313.23	669.92	1477.58	743.43	624.99	995.0	555.41	884.29	693.58	1143.1	854.13	579.04	947.83	1331.57	836.53	1674.06	612.11	1628.26	1950.0	1250.98	1001.93	1030.12	3124.78	2209.26	848.22	1794.29	1304.15	1447.15	954.43	1397.83	764.36	1551.09	791.35	1119.56	825.0	1551.09	2816.11	825.0	1651.0	1023.0	1572.76	1457.23	1806.78	1674.06	579.04	1127.35	2485.67	1111.82	981.29	1369.04	1044.52	3235.01	353.59	104.42	373.81	241.19	190.34	186.4	185.11	98.73	307.69	460.44	127.89	126.12	93.35	718.08	441.64	521.76	281.09	67.59	182.55	172.65	226.54	98.73	144.01	64.8	426.57	223.41	1498.22	193.01	273.37
PCED1A	212.78	473.41	312.0	460.44	346.29	647.07	412.0	229.72	392.44	854.13	1023.0	279.14	379.04	493.56	1044.52	559.28	591.22	669.92	400.71	384.34	543.96	713.11	1628.26	373.81	802.41	1059.11	1233.75	507.46	620.67	470.14	612.11	525.39	733.19	476.71	466.88	525.39	684.02	454.09	642.59	587.13	587.13	796.86	723.08	651.58	603.67	1008.9	470.14	529.06	830.75	733.19	414.87	825.0	403.5	387.02	1127.35	1023.0	587.13	466.88	967.76	753.83	287.01	656.11	656.11	444.72	830.75	595.34	1088.92	1119.56	909.17	802.41	684.02	1051.79	1674.06	563.18	1216.75	669.92	974.5	738.29	1127.35	633.73	1066.48	543.96	896.64	624.99	890.44	1857.6	518.15	1037.29	679.29	878.17	1127.35	836.53	1119.56	571.05	848.22	1127.35	764.36	665.29	753.83	921.88	981.29	363.56	332.14	264.03	341.51	183.82	204.07	412.0	217.27	497.0	289.02	166.73	187.71	182.55	283.05	318.57	802.41	500.46	172.65	204.07	249.73	332.14	177.53	198.47	171.45	327.56	234.57	2075.59	435.55	420.68
PDDC1	325.29	381.68	409.15	500.46	656.11	842.36	571.05	301.33	651.58	785.88	591.22	334.46	616.37	503.95	521.76	532.74	599.49	273.37	511.0	483.38	638.15	529.06	529.06	718.08	802.41	848.22	902.89	854.13	842.36	808.0	703.28	1167.14	1051.79	1216.75	579.04	1135.2	902.89	934.76	633.73	764.36	748.61	1242.34	785.88	684.02	791.35	633.73	769.69	934.76	854.13	1008.9	1225.22	551.56	947.83	733.19	1023.0	759.08	693.58	693.58	854.13	896.64	808.0	723.08	521.76	915.51	1059.11	713.11	1023.0	1487.87	1277.29	1561.89	647.07	1081.39	1250.98	503.95	1437.15	860.08	1208.34	1340.84	848.22	743.43	961.07	346.29	575.03	791.35	1175.27	1051.79	915.51	1127.35	941.27	1143.1	1467.37	1175.27	1498.22	775.05	796.86	1159.07	1151.06	785.88	1051.79	1143.1	1216.75	642.59	339.14	400.71	384.34	423.61	332.14	733.19	412.0	791.35	325.29	612.11	314.17	507.46	123.5	172.65	483.38	218.79	232.94	616.37	466.88	769.69	563.18	591.22	271.48	647.07	808.0	1477.58	656.11	563.18
PHF11	417.77	1066.48	603.67	490.14	1143.1	633.73	753.83	738.29	1540.37	1088.92	1331.57	872.1	1051.79	796.86	708.18	1015.93	928.3	1135.2	1143.1	836.53	1081.39	703.28	1519.15	656.11	909.17	1023.0	1051.79	1519.15	872.1	400.71	669.92	1073.91	1151.06	1030.12	651.58	1167.14	796.86	1143.1	921.88	1167.14	961.07	1639.59	1268.46	934.76	1378.57	1088.92	693.58	1051.79	1331.57	1225.22	1397.83	1295.13	1151.06	1015.93	947.83	819.3	896.64	934.76	1519.15	785.88	860.08	1015.93	896.64	753.83	1551.09	860.08	1208.34	1806.78	1233.75	1151.06	1295.13	1437.15	1883.54	1340.84	1073.91	848.22	954.43	941.27	1936.53	961.07	2090.03	813.63	860.08	1540.37	1023.0	1331.57	693.58	819.3	974.5	1340.84	995.0	1111.82	1369.04	921.88	1119.56	1457.23	842.36	1059.11	432.53	1167.14	842.36	1529.73	463.65	209.84	389.72	808.0	872.1	397.93	629.35	791.35	470.14	571.05	575.03	339.14	1286.18	1119.56	890.44	947.83	260.38	483.38	142.01	543.96	417.77	373.81	521.76	571.05	307.69	1519.15	934.76	813.63
PHKA2	176.29	209.84	194.36	206.94	215.77	194.36	183.82	258.57	190.34	591.22	293.07	157.68	536.45	409.15	197.09	395.18	521.76	194.36	525.39	273.37	376.41	265.87	318.57	297.17	536.45	392.44	361.04	293.07	295.11	279.14	429.54	368.65	336.79	314.17	253.23	303.44	395.18	312.0	325.29	248.0	332.14	438.59	323.03	289.02	384.34	412.0	297.17	271.48	343.89	693.58	612.11	616.37	332.14	285.03	361.04	295.11	361.04	381.68	466.88	279.14	226.54	616.37	414.87	376.41	466.88	343.89	629.35	738.29	703.28	693.58	529.06	1059.11	775.05	493.56	1135.2	536.45	518.15	435.55	688.78	387.02	866.07	368.65	543.96	525.39	660.68	1096.5	279.14	647.07	460.44	769.69	802.41	693.58	836.53	287.01	463.65	909.17	607.87	514.56	343.89	521.76	599.49	334.46	96.01	147.06	201.25	125.24	97.36	262.2	73.54	127.89	309.83	134.3	121.79	130.6	376.41	305.55	532.74	182.55	53.95	140.04	137.14	242.88	135.24	137.14	99.43	305.55	212.78	1437.15	204.07	234.57
PHYKPL	438.59	275.28	248.0	283.05	356.05	591.22	532.74	387.02	275.28	660.68	665.29	429.54	403.5	490.14	511.0	414.87	493.56	450.94	463.65	642.59	616.37	343.89	674.59	642.59	629.35	688.78	902.89	497.0	748.61	647.07	785.88	728.11	540.19	480.04	536.45	878.17	289.02	684.02	934.76	587.13	607.87	896.64	1081.39	738.29	612.11	607.87	493.56	536.45	780.44	1066.48	902.89	743.43	624.99	825.0	860.08	490.14	633.73	518.15	743.43	571.05	476.71	748.61	656.11	638.15	1477.58	616.37	1066.48	1551.09	1225.22	1216.75	629.35	1066.48	1561.89	748.61	1487.87	872.1	890.44	921.88	1467.37	1030.12	1447.15	529.06	728.11	1037.29	1233.75	2209.26	909.17	2018.8	884.29	1081.39	1175.27	1605.83	2004.85	629.35	1378.57	1628.26	1388.16	802.41	713.11	1295.13	1233.75	665.29	255.0	148.09	346.29	307.69	228.13	353.59	312.0	435.55	182.55	237.86	273.37	242.88	518.15	490.14	426.57	287.01	135.24	279.14	253.23	358.54	201.25	215.77	197.09	490.14	624.99	1167.14	307.69	426.57
PIAS3	356.05	629.35	624.99	780.44	1208.34	759.08	896.64	612.11	713.11	1191.69	1259.69	1651.0	1583.71	2915.45	708.18	934.76	1447.15	409.15	567.1	392.44	363.56	896.64	1561.89	1697.45	1529.73	1277.29	1143.1	1437.15	1242.34	1388.16	1923.14	2163.77	854.13	1870.53	1467.37	981.29	1001.93	1923.14	642.59	1806.78	1857.6	1467.37	1216.75	1819.35	2627.46	1388.16	1697.45	2502.97	1073.91	934.76	1233.75	1191.69	1674.06	1594.73	3349.13	1857.6	1745.2	2255.7	1350.18	928.3	1295.13	2451.44	1781.89	1733.13	791.35	1159.07	1794.29	2255.7	1963.57	1781.89	1477.58	2075.59	2468.49	1073.91	1583.71	1304.15	1519.15	1936.53	1721.16	1369.04	1857.6	1322.37	1331.57	1388.16	1857.6	2163.77	1313.23	2119.22	1745.2	1991.0	2004.85	2271.4	2384.37	1583.71	2148.82	2032.85	1757.34	1923.14	1498.22	1806.78	854.13	1143.1	896.64	1233.75	915.51	1151.06	1359.57	2148.82	603.67	995.0	954.43	1268.46	591.22	947.83	470.14	669.92	1477.58	1268.46	403.5	954.43	529.06	713.11	616.37	638.15	563.18	1551.09	265.87	620.67	693.58	669.92
