	TCGA.E7.A7PW.01A.11R.A352.07	TCGA.DK.A3X1.01A.12R.A22U.07	TCGA.W5.AA30.01A.31R.A41I.07	TCGA.BP.5178.01A.01R.1426.07	TCGA.B0.5084.01A.01R.1334.07	TCGA.B0.4712.01A.01R.1503.07	TCGA.B0.4700.01A.02R.1541.07	TCGA.B0.5121.01A.02R.1420.07	TCGA.B0.5088.01A.01R.1334.07	TCGA.CJ.6031.01A.11R.1672.07	TCGA.CZ.5460.01A.01R.1503.07	TCGA.BP.4971.01A.01R.1334.07	TCGA.DV.5568.01A.01R.1541.07	TCGA.BP.5009.01A.01R.1334.07	TCGA.B0.4691.01A.01R.1277.07	TCGA.BP.4960.01A.01R.1334.07	TCGA.B0.4706.01A.01R.1503.07	TCGA.CJ.4923.01A.01R.1426.07	TCGA.B0.4810.01A.01R.1503.07	TCGA.CJ.4912.01A.01R.1426.07	TCGA.B9.4617.01A.01R.1193.07	TCGA.BQ.5889.01A.11R.1592.07	TCGA.A4.A5DU.01A.11R.A28H.07	TCGA.Y8.A896.01A.11R.A36F.07	GTEX.14A5I.1726.SM.5QGQ5	GTEX.RTLS.1326.SM.46MUN	GTEX.13FLV.0326.SM.5N9DJ	GTEX.13NYB.1026.SM.5IFH3	GTEX.11ZUS.2526.SM.59872	GTEX.11ZTS.1426.SM.5EQMM	GTEX.WZTO.0626.SM.4PQYY	GTEX.11NV4.1326.SM.5HL6V	GTEX.13FTZ.0726.SM.5IFFY	GTEX.Q2AG.1126.SM.48U1P	GTEX.147F4.1426.SM.5LUA8	GTEX.RNOR.1426.SM.48FDJ	GTEX.ZYT6.0626.SM.5E45V	GTEX.145LU.1326.SM.5LU9N	GTEX.147JS.1126.SM.5RQIW	GTEX.11NUK.1226.SM.5P9GM	GTEX.145MF.0826.SM.5QGQA	GTEX.12WSM.0726.SM.5GCOW	GTEX.QEG4.1826.SM.4R1JN	GTEX.139TS.1426.SM.5IFJD	GTEX.SJXC.1226.SM.4DM78	GTEX.131YS.1626.SM.5HL6C	GTEX.13QJC.0726.SM.5RQJK	GTEX.QESD.2026.SM.447BI	GTEX.11DXY.0526.SM.5EGGQ	GTEX.139TU.0826.SM.5IJFG	GTEX.T6MN.1226.SM.3NMA5	GTEX.14DAQ.1726.SM.5S2R2	GTEX.13NZB.0626.SM.5IFH6	GTEX.ZVT3.1626.SM.5GU66	GTEX.RN64.1826.SM.48FDV	GTEX.13SLX.1226.SM.5S2Q6	GTEX.11ZVC.0726.SM.5FQT9	GTEX.1212Z.0226.SM.59HLF	GTEX.XOTO.0826.SM.4B65O	GTEX.1399T.0826.SM.5IFES	GTEX.13OW6.2626.SM.5IFF2	GTEX.14753.1626.SM.5NQ9L	GTEX.11OF3.0726.SM.5BC4Z	GTEX.RWSA.1426.SM.47JXA	GTEX.13112.1426.SM.5EGH8	GTEX.13VXU.0926.SM.5IFFH	TCGA.ZG.A9M4.01A.11R.A41O.07	TCGA.F5.6812.01A.11R.1830.07	TCGA.AX.A3FT.01A.11R.A22K.07	TCGA.KP.A3W1.01A.11R.A22K.07	TCGA.AJ.A8CT.01A.11R.A37O.07
SNF8	3564.78	2434.5	3018.3	2645.74	4358.66	4181.07	3614.55	2335.28	2485.67	2555.58	2609.3	2240.11	2701.35	2520.38	3742.05	3190.46	2451.44	2682.69	3168.41	2075.59	3491.39	3081.75	4419.52	2645.74	1286.18	1369.04	2468.49	2018.8	2061.24	1437.15	1191.69	1417.35	1529.73	1594.73	1508.65	1359.57	2148.82	1331.57	2090.03	1674.06	2537.92	1757.34	1583.71	1605.83	1359.57	1757.34	2319.15	2627.46	1685.71	1674.06	1242.34	1697.45	1143.1	1498.22	1250.98	1594.73	1487.87	2468.49	1639.59	1674.06	1594.73	1498.22	1073.91	1639.59	1639.59	1313.23	1583.71	2047.0	2895.31	3768.09	2451.44
SNRNP200	2701.35	1883.54	2720.15	1583.71	2935.74	1340.84	1540.37	2255.7	2032.85	1605.83	2468.49	2351.53	1697.45	2163.77	1572.76	2178.83	2758.13	2400.97	2075.59	2178.83	1697.45	1757.34	2758.13	2335.28	872.1	941.27	1059.11	780.44	1225.22	1359.57	1216.75	1268.46	802.41	928.3	1662.49	1551.09	1437.15	1286.18	974.5	1977.24	1081.39	1023.0	1044.52	878.17	1819.35	1561.89	490.14	1467.37	1457.23	1225.22	1359.57	1477.58	1015.93	1540.37	1605.83	1015.93	1111.82	1001.93	1250.98	1295.13	1685.71	764.36	1066.48	1304.15	1417.35	872.1	2351.53	2997.45	2133.97	2573.36	1923.14
SNRPF	2739.08	2537.92	988.12	1015.93	2148.82	1745.2	1159.07	934.76	684.02	728.11	941.27	693.58	1359.57	974.5	1233.75	928.3	733.19	1135.2	836.53	718.08	1487.87	1447.15	995.0	890.44	688.78	460.44	775.05	693.58	438.59	543.96	463.65	738.29	529.06	423.61	559.28	559.28	902.89	441.64	753.83	521.76	854.13	825.0	476.71	521.76	423.61	688.78	753.83	599.49	860.08	612.11	684.02	555.41	406.31	483.38	376.41	954.43	723.08	674.59	830.75	583.07	769.69	791.35	759.08	514.56	698.41	363.56	1111.82	825.0	2351.53	2335.28	1159.07
SNRPG	20451.65	9344.14	3349.13	3564.78	6079.61	5751.61	4152.18	2335.28	2956.17	2591.27	3168.41	2417.67	4268.94	3257.52	5219.6	2997.45	2090.03	4388.98	2720.15	2417.67	5006.93	3467.27	3039.3	2485.67	1259.69	1617.0	2367.9	1870.53	1313.23	1540.37	866.07	1540.37	1477.58	1111.82	1832.01	1286.18	2400.97	1151.06	1651.0	1216.75	1662.49	2004.85	1437.15	2004.85	1242.34	1628.26	1950.0	1963.57	1963.57	2133.97	1733.13	1697.45	1745.2	1183.45	1119.56	1378.57	1950.0	1757.34	2367.9	2018.8	2163.77	2047.0	1250.98	1250.98	1662.49	1331.57	2451.44	3768.09	6516.03	4095.0	3928.15
SPATA20	1096.5	616.37	2061.24	1857.6	1250.98	718.08	1397.83	1096.5	1551.09	723.08	1286.18	1407.55	1467.37	1397.83	2133.97	1304.15	1709.26	2209.26	1651.0	1498.22	1322.37	1745.2	2627.46	1369.04	1044.52	1233.75	988.12	1268.46	591.22	642.59	1437.15	1216.75	902.89	1225.22	974.5	1104.13	878.17	1151.06	836.53	819.3	1044.52	432.53	813.63	1242.34	1250.98	1175.27	244.57	1073.91	647.07	1388.16	1540.37	660.68	624.99	518.15	1388.16	842.36	988.12	647.07	733.19	981.29	1081.39	251.48	1561.89	329.84	698.41	599.49	1551.09	728.11	1806.78	1268.46	1340.84
SRD5A3	1709.26	1628.26	813.63	802.41	457.25	988.12	1594.73	780.44	473.41	759.08	802.41	373.81	934.76	713.11	1199.98	961.07	748.61	872.1	612.11	460.44	97.36	314.17	193.01	417.77	199.85	353.59	1233.75	409.15	633.73	414.87	248.0	242.88	226.54	325.29	201.25	674.59	329.84	162.14	336.79	395.18	674.59	336.79	325.29	473.41	237.86	507.46	307.69	307.69	202.66	444.72	293.07	277.2	172.65	460.44	291.04	403.5	679.29	271.48	205.5	435.55	486.75	353.59	361.04	181.28	116.78	205.5	759.08	255.0	802.41	571.05	1191.69
SSBP1	4802.93	5041.77	2451.44	5672.41	6699.25	6561.36	5219.6	4937.99	3928.15	3690.52	4639.29	3901.01	5076.84	4607.24	6792.79	5006.93	3820.7	5479.15	3982.99	2468.49	6935.54	4268.94	4869.99	3768.09	1909.85	2163.77	2720.15	2351.53	1407.55	1605.83	1259.69	2119.22	2018.8	1529.73	2468.49	1477.58	2271.4	1651.0	2209.26	1397.83	2271.4	1857.6	1819.35	3018.3	1832.01	2271.4	1583.71	2367.9	2018.8	2178.83	1963.57	2104.58	1639.59	2061.24	1250.98	2434.5	1936.53	1757.34	2193.99	2816.11	2148.82	2178.83	1832.01	1769.57	1697.45	1745.2	3235.01	4210.15	5872.48	7331.05	2627.46
SSR2	14663.09	7966.99	15285.81	9409.14	18052.61	15715.58	11189.6	9876.98	6887.62	10154.69	8421.31	5555.65	10883.59	10883.59	12853.63	12329.98	9945.68	12415.75	10585.95	11267.44	8840.04	8658.09	6699.25	6337.83	3847.29	3467.27	2367.9	3665.02	2915.45	2224.63	4152.18	2468.49	3060.45	3443.31	6164.49	2163.77	2451.44	1757.34	5479.15	2255.7	3928.15	4358.66	4181.07	4123.49	2627.46	2915.45	3690.52	2682.69	2047.0	4038.61	3039.3	2178.83	3372.43	2104.58	2163.77	3614.55	3039.3	3395.89	2835.7	2796.65	1662.49	2451.44	2720.15	3212.66	2895.31	2451.44	14765.09	5954.47	5995.9	7695.57	8305.36
SSR4	23009.42	17437.64	18819.27	11112.3	13492.72	21026.65	13872.08	8658.09	9088.59	18431.96	10084.54	7966.99	12502.12	12764.83	18689.27	15824.9	9215.48	13586.57	12589.08	15934.98	8247.98	13681.08	7695.57	12502.12	11745.96	5954.47	8305.36	5633.22	5112.16	4268.94	5594.3	4419.52	3955.48	6471.02	7382.04	4903.87	6164.49	6983.79	9945.68	7857.29	8963.45	6516.03	5255.91	12676.65	5183.54	6935.54	11584.24	9215.48	5403.7	7966.99	5076.84	9025.81	14663.09	6840.04	2573.36	8191.0	4937.99	6561.36	6471.02	5913.33	4575.41	9740.98	6840.04	6121.9	4607.24	4481.23	11504.21	7537.18	14663.09	14765.09	19892.37
SUPT4H1	2400.97	4328.55	2915.45	2591.27	3168.41	3081.75	3018.3	2468.49	2485.67	2835.7	2664.15	1870.53	2645.74	2303.12	3372.43	1963.57	2664.15	3303.0	3039.3	1963.57	2835.7	2163.77	2609.3	3146.52	1477.58	1583.71	2133.97	1923.14	1457.23	1551.09	1051.79	1277.29	1529.73	1540.37	1519.15	1313.23	2224.63	860.08	2061.24	1447.15	2133.97	1781.89	1963.57	2032.85	1417.35	1896.65	1883.54	1832.01	1457.23	1388.16	1457.23	2240.11	1151.06	1427.22	1104.13	2384.37	1417.35	1583.71	1313.23	1857.6	1457.23	1950.0	1143.1	1143.1	1250.98	1628.26	1806.78	1437.15	2004.85	1605.83	1745.2
TAF12	633.73	1819.35	293.07	633.73	802.41	728.11	813.63	688.78	629.35	660.68	579.04	540.19	591.22	595.34	642.59	642.59	579.04	802.41	733.19	674.59	476.71	575.03	435.55	651.58	301.33	307.69	551.56	356.05	297.17	267.73	267.73	295.11	336.79	299.25	514.56	309.83	426.57	318.57	381.68	231.32	454.09	403.5	343.89	466.88	260.38	358.54	417.77	316.37	387.02	351.14	423.61	473.41	309.83	376.41	395.18	325.29	348.71	265.87	397.93	387.02	441.64	232.94	275.28	183.82	417.77	454.09	708.18	759.08	1199.98	1268.46	536.45
TBCB	6037.61	5219.6	2935.74	3515.68	10659.59	3103.19	2915.45	2855.44	3212.66	3060.45	2855.44	3146.52	3589.58	3168.41	3018.3	3257.52	3257.52	3901.01	3794.3	2434.5	3168.41	5219.6	2555.58	3794.3	884.29	703.28	1605.83	1008.9	612.11	848.22	400.71	1081.39	497.0	1322.37	866.07	1044.52	679.29	967.76	1073.91	842.36	808.0	842.36	334.46	1199.98	1088.92	753.83	1191.69	620.67	791.35	1662.49	607.87	1216.75	1304.15	902.89	438.59	1359.57	1008.9	884.29	974.5	1081.39	1104.13	638.15	500.46	660.68	525.39	660.68	2537.92	3146.52	4038.61	7280.4	2855.44
TCF19	412.0	255.0	320.8	281.09	199.85	896.64	323.03	162.14	127.89	218.79	759.08	231.32	129.69	307.69	264.03	186.4	265.87	275.28	376.41	543.96	193.01	218.79	92.7	149.12	10.79	6.84	14.35	73.54	10.55	15.11	14.67	29.48	20.26	22.92	35.76	22.43	14.78	17.0	22.26	29.27	38.67	12.09	15.45	23.08	15.8	15.56	6.01	15.68	17.0	40.64	20.41	13.83	10.55	41.81	22.59	48.18	11.55	15.56	10.71	40.64	34.51	5.68	12.36	6.94	28.86	20.41	114.36	205.5	1081.39	460.44	103.69
THOC3	1733.13	1119.56	872.1	813.63	1551.09	854.13	521.76	651.58	651.58	575.03	656.11	441.64	536.45	769.69	753.83	909.17	507.46	612.11	698.41	830.75	1051.79	738.29	660.68	941.27	547.75	473.41	361.04	693.58	371.22	373.81	336.79	191.67	490.14	371.22	547.75	264.03	325.29	555.41	536.45	279.14	551.56	256.78	255.0	299.25	327.56	470.14	473.41	343.89	146.03	476.71	358.54	607.87	267.73	426.57	320.8	395.18	371.22	307.69	309.83	651.58	366.09	647.07	223.41	318.57	400.71	555.41	624.99	1447.15	698.41	995.0	1088.92
TMEM147	11745.96	4328.55	3235.01	3372.43	7485.11	3742.05	2875.3	2468.49	3081.75	2935.74	3419.52	1923.14	3146.52	3146.52	3794.3	2664.15	2018.8	2573.36	2777.33	2997.45	2018.8	3372.43	2875.3	3443.31	860.08	1159.07	1331.57	1208.34	733.19	718.08	780.44	974.5	819.3	884.29	813.63	660.68	967.76	698.41	2061.24	616.37	1617.0	1208.34	1313.23	1233.75	780.44	813.63	1662.49	1977.24	708.18	1143.1	808.0	1540.37	928.3	860.08	406.31	1583.71	785.88	2047.0	1457.23	848.22	1044.52	954.43	848.22	1286.18	967.76	450.94	1175.27	2796.65	3690.52	4298.64	2148.82
TMEM189	1286.18	1651.0	759.08	1529.73	1242.34	1233.75	1447.15	679.29	647.07	575.03	660.68	660.68	842.36	698.41	563.18	785.88	529.06	884.29	902.89	633.73	607.87	1015.93	529.06	473.41	525.39	395.18	395.18	486.75	403.5	406.31	366.09	260.38	356.05	490.14	490.14	297.17	221.86	381.68	323.03	309.83	256.78	466.88	373.81	543.96	327.56	253.23	624.99	366.09	279.14	624.99	273.37	441.64	432.53	387.02	336.79	420.68	336.79	353.59	368.65	438.59	277.2	426.57	283.05	457.25	346.29	281.09	579.04	941.27	830.75	1870.53	674.59
TMEM258	9606.86	9279.58	4123.49	6983.79	6652.97	7966.99	7081.29	4481.23	5219.6	5112.16	6935.54	4239.45	5791.62	7803.01	9279.58	6516.03	4903.87	7537.18	5112.16	6250.56	3794.3	6607.01	4181.07	4210.15	2591.27	3124.78	4268.94	3018.3	1950.0	2434.5	2645.74	2758.13	2400.97	2400.97	3235.01	2255.7	3212.66	2075.59	3716.2	2119.22	3928.15	3280.18	2468.49	4802.93	2178.83	2609.3	2895.31	3257.52	2303.12	3716.2	3018.3	2627.46	2895.31	2451.44	2075.59	2682.69	3257.52	3639.7	2796.65	3257.52	2520.38	3540.14	1883.54	2090.03	2451.44	2468.49	7695.57	4736.79	6887.62	3768.09	7857.29
TMEM60	703.28	1088.92	371.22	713.11	1417.35	813.63	603.67	674.59	802.41	651.58	941.27	669.92	669.92	642.59	785.88	656.11	603.67	591.22	599.49	1151.06	1208.34	511.0	1242.34	698.41	307.69	651.58	466.88	738.29	256.78	551.56	563.18	423.61	444.72	521.76	368.65	450.94	320.8	633.73	470.14	403.5	503.95	497.0	392.44	575.03	450.94	555.41	460.44	819.3	361.04	283.05	529.06	612.11	363.56	536.45	346.29	532.74	255.0	518.15	384.34	769.69	616.37	379.04	688.78	241.19	470.14	432.53	698.41	612.11	679.29	775.05	529.06
TRADD	563.18	708.18	808.0	808.0	866.07	988.12	802.41	775.05	1286.18	961.07	1397.83	1191.69	796.86	842.36	884.29	954.43	1529.73	896.64	1096.5	1397.83	974.5	988.12	1081.39	1350.18	239.52	320.8	312.0	309.83	291.04	214.27	244.57	283.05	297.17	403.5	336.79	432.53	218.79	336.79	289.02	246.28	260.38	395.18	305.55	366.09	346.29	305.55	285.03	217.27	497.0	325.29	256.78	226.54	231.32	301.33	486.75	511.0	231.32	329.84	285.03	228.13	186.4	194.36	156.59	164.42	241.19	336.79	314.17	629.35	371.22	447.82	1259.69
TRAPPC2L	2119.22	1685.71	1225.22	3280.18	3690.52	4575.41	2520.38	3060.45	2855.44	2367.9	2956.17	2997.45	3372.43	2777.33	2997.45	2976.74	3690.52	2835.7	2627.46	3060.45	2351.53	2434.5	3103.19	1674.06	909.17	1175.27	1733.13	872.1	1709.26	1304.15	1923.14	1059.11	884.29	1159.07	1175.27	1721.16	2682.69	1167.14	1498.22	1769.57	1769.57	995.0	1697.45	1081.39	1427.22	1721.16	651.58	1950.0	1313.23	1030.12	1896.65	1350.18	1151.06	1350.18	1662.49	1151.06	1127.35	1685.71	1242.34	1397.83	1697.45	1081.39	1051.79	656.11	1340.84	1388.16	1662.49	1639.59	3515.68	2367.9	2004.85
TRAPPC3	1923.14	2240.11	2255.7	1551.09	1175.27	2468.49	1781.89	1572.76	1721.16	1685.71	1628.26	1388.16	1605.83	1561.89	1896.65	1427.22	1427.22	1794.29	1605.83	1208.34	1583.71	1467.37	1135.2	1883.54	961.07	669.92	1104.13	974.5	775.05	764.36	718.08	928.3	1023.0	1001.93	1135.2	748.61	1044.52	620.67	1304.15	633.73	902.89	1096.5	764.36	819.3	808.0	1059.11	1088.92	1119.56	819.3	995.0	1081.39	961.07	748.61	967.76	591.22	1331.57	808.0	1225.22	1023.0	1088.92	842.36	733.19	708.18	759.08	802.41	1143.1	1909.85	1583.71	1340.84	1331.57	1417.35
TRNAU1AP	947.83	1104.13	441.64	791.35	473.41	1096.5	967.76	802.41	651.58	525.39	759.08	620.67	753.83	698.41	928.3	728.11	872.1	902.89	890.44	909.17	392.44	713.11	460.44	503.95	223.41	318.57	246.28	236.21	143.01	165.57	156.59	185.11	124.37	137.14	264.03	199.85	201.25	163.28	151.22	163.28	135.24	202.66	171.45	164.42	215.77	178.77	153.34	138.1	177.53	273.37	138.1	334.46	193.01	221.86	153.34	218.79	164.42	221.86	212.78	164.42	182.55	211.31	152.28	137.14	183.82	107.38	423.61	543.96	802.41	708.18	1044.52
TTC39A	532.74	217.27	1583.71	358.54	460.44	1794.29	211.31	693.58	842.36	909.17	583.07	624.99	185.11	802.41	1015.93	81.14	450.94	381.68	1551.09	1936.53	1159.07	759.08	1066.48	1143.1	38.12	12.45	15.11	7.4	42.71	23.08	5.19	15.68	5.68	1.17	13.93	3.86	3.32	3.63	25.91	11.13	11.73	10.96	33.78	18.97	6.36	0.16	4.9	9.34	18.29	20.56	10.79	3.56	13.52	9.06	11.21	10.79	10.79	5.45	4.58	14.24	3.53	11.04	6.89	7.82	6.41	1.6	473.41	341.51	132.44	397.93	848.22
TUBA1B	24321.43	15392.14	14065.74	30785.28	33224.42	58250.19	34158.52	13033.07	14971.21	23169.48	18178.19	15392.14	26248.46	35609.13	42054.3	17558.94	11664.82	34635.37	22072.07	22535.88	10154.69	38430.46	11267.44	17681.08	1991.0	3146.52	4066.71	3190.46	1457.23	2591.27	1883.54	2075.59	2075.59	2739.08	4802.93	2255.7	2240.11	1857.6	2739.08	2384.37	4181.07	3564.78	1457.23	3443.31	1781.89	2335.28	3349.13	5329.3	2537.92	2720.15	2119.22	2956.17	2855.44	3146.52	1857.6	3124.78	2240.11	3614.55	3639.7	3564.78	3515.68	2209.26	2287.2	4298.64	2627.46	2351.53	8421.31	11112.3	24832.5	21172.91	9409.14
TUBA1C	6652.97	5517.27	4358.66	7081.29	9474.59	18819.27	8479.89	2591.27	3212.66	3325.99	4181.07	1819.35	9673.69	7081.29	12415.75	4268.94	3212.66	7749.1	4210.15	4903.87	4972.34	9540.5	3901.01	4010.71	921.88	1044.52	896.64	902.89	579.04	607.87	785.88	693.58	848.22	518.15	1135.2	529.06	836.53	341.51	684.02	447.82	902.89	1088.92	842.36	1277.29	612.11	473.41	1015.93	2502.97	1175.27	723.08	543.96	921.88	836.53	595.34	708.18	1208.34	928.3	1199.98	1104.13	961.07	1059.11	409.15	579.04	1857.6	688.78	457.25	438.59	2319.15	6935.54	10883.59	2148.82
YWHAH	1437.15	2384.37	4358.66	2997.45	4450.27	3443.31	4298.64	5403.7	4704.07	4066.71	4512.4	4481.23	5555.65	6294.04	3515.68	3716.2	2224.63	4769.75	3564.78	2417.67	4450.27	5006.93	3325.99	4419.52	1225.22	1457.23	1583.71	1561.89	463.65	1081.39	536.45	674.59	928.3	1417.35	1447.15	536.45	438.59	555.41	1427.22	353.59	514.56	1088.92	759.08	819.3	429.54	579.04	1639.59	738.29	878.17	1268.46	759.08	543.96	1369.04	941.27	417.77	1096.5	1066.48	808.0	1295.13	941.27	769.69	1073.91	733.19	1023.0	703.28	595.34	1674.06	2255.7	2720.15	4639.29	3235.01
ZNF205	698.41	260.38	511.0	262.2	540.19	351.14	277.2	392.44	423.61	441.64	473.41	373.81	409.15	291.04	287.01	441.64	583.07	387.02	356.05	607.87	503.95	447.82	591.22	336.79	186.4	129.69	167.9	241.19	163.28	162.14	239.52	195.72	153.34	246.28	138.1	258.57	163.28	241.19	156.59	265.87	115.16	212.78	152.28	182.55	248.0	183.82	212.78	201.25	180.02	164.42	180.02	133.36	221.86	215.77	223.41	191.67	205.5	149.12	180.02	155.5	220.32	73.03	163.28	83.45	183.82	161.02	435.55	368.65	551.56	299.25	406.31
ZNF688	785.88	638.15	389.72	896.64	860.08	872.1	738.29	543.96	713.11	698.41	713.11	518.15	599.49	567.1	866.07	902.89	1044.52	638.15	647.07	708.18	1135.2	909.17	1008.9	775.05	420.68	463.65	551.56	595.34	447.82	389.72	457.25	441.64	463.65	669.92	314.17	624.99	450.94	669.92	356.05	426.57	346.29	447.82	480.04	738.29	575.03	543.96	543.96	242.88	389.72	435.55	507.46	384.34	591.22	395.18	559.28	397.93	503.95	361.04	353.59	314.17	351.14	239.52	559.28	237.86	389.72	457.25	780.44	379.04	403.5	320.8	2004.85
ZNRD1	1167.14	2178.83	813.63	651.58	808.0	1233.75	1030.12	1417.35	878.17	1304.15	1359.57	660.68	1096.5	854.13	1208.34	693.58	1096.5	995.0	1233.75	890.44	559.28	1001.93	579.04	529.06	329.84	791.35	733.19	703.28	559.28	361.04	309.83	559.28	387.02	329.84	463.65	595.34	587.13	395.18	703.28	555.41	529.06	454.09	591.22	674.59	470.14	669.92	703.28	651.58	454.09	291.04	529.06	543.96	258.57	493.56	603.67	341.51	368.65	612.11	339.14	423.61	463.65	327.56	307.69	384.34	486.75	591.22	629.35	1059.11	1457.23	1268.46	872.1
ZP3	503.95	483.38	301.33	607.87	842.36	836.53	551.56	130.6	108.14	470.14	325.29	115.16	339.14	647.07	813.63	543.96	303.44	215.77	172.65	1561.89	171.45	409.15	1233.75	262.2	34.51	15.45	69.52	55.49	50.98	24.28	275.28	53.95	21.01	121.79	18.03	15.56	29.06	44.57	22.75	16.88	18.97	28.65	142.01	31.67	159.9	43.32	251.48	27.44	40.93	23.25	127.0	29.06	15.8	27.05	7.4	56.68	49.56	7.75	7.34	111.21	29.7	9.41	0.0	90.77	58.3	19.25	50.27	171.45	87.03	214.27	387.02
