	TCGA.ZF.AA4N.01A.11R.A38B.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.FD.A43Y.01A.21R.A26T.07	TCGA.PQ.A6FI.01A.11R.A31N.07	TCGA.CU.A3YL.01A.11R.A22U.07	TCGA.DK.A3IM.01A.11R.A20F.07	TCGA.BT.A42E.01A.11R.A23W.07	TCGA.G2.A3IB.01A.11R.A20F.07	TCGA.FD.A3N6.01A.11R.A21D.07	TCGA.ZF.AA4W.01A.12R.A38B.07	TCGA.G2.A2EJ.01A.11R.A180.07	TCGA.C4.A0F1.01A.11R.A034.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.IR.A3LC.01A.11R.A213.07	TCGA.C5.A1ML.01A.11R.A14Y.07	TCGA.C5.A902.01A.11R.A37O.07	TCGA.UC.A7PD.01A.11R.A352.07	TCGA.JW.A5VI.01A.11R.A28H.07	TCGA.C5.A7CL.01A.11R.A32P.07	TCGA.ZJ.A8QQ.01A.11R.A37O.07	TCGA.C5.A907.01A.11R.A37O.07	TCGA.C5.A2LV.01A.11R.A18M.07	TCGA.EK.A2RE.01A.11R.A18M.07	TCGA.GH.A9DA.01A.21R.A37O.07	TCGA.VS.A950.01A.11R.A42T.07	TCGA.EK.A2H0.01A.11R.A180.07	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.LN.A8HZ.01A.11R.A36D.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.IG.A3I8.01A.11R.A24K.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.LN.A49U.01A.31R.A260.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.LN.A49M.01A.21R.A260.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.LN.A49K.01A.11R.A24K.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.Z6.A9VB.01A.21R.A37I.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.L5.A4OM.01A.11R.A260.31	TCGA.IG.A97I.01A.11R.A38D.31	TCGA.LN.A7HZ.01A.31R.A354.31	TCGA.V5.A7RC.01B.11R.A406.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.CV.A45U.01A.12R.A24H.07	TCGA.CV.6961.01A.21R.1915.07	TCGA.CV.5970.01A.11R.1686.07	TCGA.BB.8601.01A.11R.2403.07	TCGA.CN.4726.01A.01R.1436.07	TCGA.F7.A50J.01A.21R.A28V.07	TCGA.BA.5556.01A.01R.1514.07	TCGA.CQ.7063.01A.11R.2403.07	TCGA.CV.7183.01A.11R.2016.07	TCGA.P3.A6T3.01A.11R.A34R.07	TCGA.CQ.A4CE.01A.11R.A266.07	TCGA.D6.A4Z9.01A.11R.A24Z.07	TCGA.BB.7863.01A.11R.2232.07	TCGA.CN.4734.01A.01R.1436.07	TCGA.C9.A480.01A.12R.A24H.07	TCGA.HD.8634.01A.11R.2403.07	TCGA.CN.5365.01A.01R.1436.07	TCGA.DQ.7592.01A.11R.2081.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CQ.6222.01A.11R.1915.07	TCGA.BB.4227.01A.01R.1873.07	TCGA.CR.6493.01A.11R.1873.07	TCGA.UF.A7JH.01A.21R.A34R.07	TCGA.CV.7252.01A.11R.2016.07	TCGA.CV.6959.01A.11R.1915.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.A6JY.01A.11R.A31N.07	TCGA.CV.A465.01A.11R.A266.07	TCGA.CV.A45O.01A.21R.A24H.07	TCGA.BA.4076.01A.01R.1436.07	TCGA.CV.A463.01A.11R.A266.07	TCGA.T2.A6X2.01A.12R.A34R.07	TCGA.IQ.7631.01A.11R.2081.07	TCGA.CN.4729.01A.01R.1436.07	TCGA.CR.7395.01A.11R.2016.07	TCGA.CV.7253.01A.11R.2016.07	TCGA.CR.6471.01A.11R.1873.07	TCGA.CN.4722.01A.01R.1436.07	TCGA.CV.5979.01A.11R.1686.07	TCGA.MT.A51W.01A.21R.A266.07	TCGA.CR.7372.01A.11R.2016.07	TCGA.H7.A6C4.01A.11R.A30B.07	TCGA.BB.A5HZ.01A.21R.A28V.07	TCGA.CN.A49A.01A.11R.A24H.07	TCGA.CV.5434.01A.01R.1686.07	TCGA.CV.5977.01A.11R.1686.07	TCGA.CN.A63V.01A.11R.A466.07	TCGA.CV.7434.01A.11R.2132.07	TCGA.CR.7394.01A.11R.2016.07	TCGA.CV.6953.01A.11R.1915.07	TCGA.CV.A45P.01A.11R.A24H.07	TCGA.CQ.5331.01A.02R.1873.07	TCGA.CN.4725.01A.01R.1436.07	TCGA.BB.A6UO.01A.12R.A34R.07	TCGA.BA.5151.01A.01R.1436.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CN.5369.01A.01R.1436.07	TCGA.F7.A61S.01A.11R.A28V.07	TCGA.UF.A71E.01A.31R.A34R.07	TCGA.CN.6018.01A.11R.1686.07	TCGA.BA.5558.01A.01R.1514.07	TCGA.CV.7432.01A.11R.2132.07	TCGA.CQ.A4CD.01A.21R.A24Z.07	TCGA.CQ.6223.01A.11R.1915.07	TCGA.IQ.A61J.01A.11R.A30B.07	TCGA.CR.7401.01A.11R.2016.07	TCGA.CQ.6229.01A.11R.1915.07	TCGA.CX.7085.01A.21R.2016.07	TCGA.DQ.5629.01A.01R.1873.07	TCGA.CQ.6220.01A.11R.1915.07	TCGA.CR.6491.01A.11R.1873.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.D6.A4ZB.01A.11R.A24Z.07	TCGA.IQ.7632.01A.11R.2081.07	TCGA.CN.A642.01A.12R.A30B.07	TCGA.CQ.5324.01A.01R.1686.07	TCGA.UF.A7JC.01A.21R.A34R.07	TCGA.CV.A45Y.01A.11R.A24Z.07	TCGA.P3.A6T7.01A.11R.A34R.07	TCGA.CQ.6218.01A.11R.1915.07	TCGA.RS.A6TO.01A.32R.A34R.07	TCGA.CN.4742.01A.02R.1514.07	TCGA.CQ.5332.01A.01R.1686.07	TCGA.UF.A7J9.01A.12R.A34R.07	TCGA.CV.6952.01A.11R.1915.07	TCGA.CQ.7071.01A.12R.A30B.07	TCGA.CQ.5326.01A.01R.1873.07	TCGA.CV.6945.01A.11R.1915.07	TCGA.CV.6003.01A.11R.1686.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7423.01A.11R.2081.07	TCGA.CV.7425.01A.11R.2081.07	TCGA.MT.A67F.01A.11R.A30B.07	TCGA.CQ.5327.01A.01R.1686.07	TCGA.C9.A47Z.01A.11R.A24H.07	TCGA.CN.5373.01A.01R.1436.07	TCGA.CV.5432.01A.02R.1686.07	TCGA.CV.7425.11A.01R.2081.07	TCGA.CV.6961.11A.01R.1915.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.63.5128.01A.01R.1443.07	TCGA.90.A4ED.01A.31R.A24Z.07	TCGA.58.A46N.01A.11R.A24H.07	TCGA.56.7730.01A.11R.2125.07	GTEX.XV7Q.2426.SM.4BRV8	GTEX.11WQK.2926.SM.5EQKT
NEIL1	99.43	61.68	135.24	64.34	1819.35	79.45	153.34	134.3	356.05	221.86	29.91	221.86	167.9	249.73	279.14	103.69	220.32	198.47	165.57	470.14	848.22	51.35	25.17	142.01	363.56	332.14	480.04	447.82	583.07	162.14	100.13	547.75	420.68	307.69	423.61	403.5	246.28	323.03	551.56	555.41	473.41	497.0	346.29	518.15	607.87	447.82	480.04	438.59	262.2	387.02	603.67	397.93	47.5	26.86	320.8	6.16	63.0	36.27	59.97	7.75	17.13	77.79	113.56	14.67	24.63	289.02	82.87	47.17	36.53	13.83	73.54	358.54	8.65	258.57	23.42	22.59	18.16	134.3	49.91	72.01	159.9	36.27	91.41	532.74	76.17	19.82	68.07	21.47	60.82	31.67	88.26	59.13	65.26	87.65	167.9	190.34	25.35	229.72	60.39	41.52	47.17	110.43	26.47	29.27	52.82	23.42	4.13	88.88	46.5	318.57	115.16	34.75	7.22	128.79	30.56	122.64	25.35	32.13	63.0	27.84	17.38	32.59	204.07	346.29	94.67	323.03	44.25	79.45	312.0	45.53	36.27	138.1	14.45	149.12	99.43	22.59	52.45	17.25	144.01	38.12	26.67	16.03	32.13	65.26	34.26	69.52	37.59	128.79	24.46	47.5	1.1	320.8	1191.69	181.28	532.74	49.21	27.44
NFYB	486.75	529.06	460.44	503.95	525.39	591.22	813.63	414.87	514.56	291.04	473.41	291.04	368.65	728.11	612.11	651.58	397.93	854.13	457.25	567.1	540.19	555.41	441.64	708.18	518.15	698.41	1030.12	1313.23	759.08	301.33	473.41	1617.0	1286.18	819.3	1467.37	426.57	866.07	802.41	1437.15	890.44	988.12	603.67	684.02	708.18	947.83	607.87	1651.0	866.07	1059.11	379.04	1216.75	764.36	293.07	283.05	571.05	293.07	476.71	314.17	273.37	208.38	346.29	414.87	463.65	403.5	406.31	423.61	273.37	633.73	312.0	218.79	332.14	429.54	332.14	423.61	309.83	373.81	312.0	301.33	389.72	229.72	441.64	253.23	397.93	392.44	341.51	339.14	409.15	406.31	400.71	381.68	316.37	387.02	255.0	417.77	698.41	748.61	346.29	463.65	204.07	341.51	297.17	258.57	279.14	536.45	327.56	358.54	251.48	426.57	420.68	713.11	409.15	303.44	180.02	336.79	271.48	514.56	353.59	397.93	307.69	403.5	293.07	318.57	358.54	444.72	358.54	665.29	295.11	392.44	493.56	316.37	353.59	563.18	267.73	486.75	753.83	275.28	525.39	486.75	351.14	379.04	151.22	348.71	307.69	450.94	366.09	314.17	325.29	454.09	275.28	155.5	0.35	629.35	1059.11	1023.0	854.13	211.31	194.36
NPIPA1	995.0	551.56	417.77	934.76	1175.27	563.18	941.27	866.07	555.41	507.46	332.14	145.02	417.77	624.99	1540.37	1487.87	1167.14	1199.98	1304.15	896.64	988.12	441.64	334.46	854.13	791.35	974.5	1883.54	1639.59	3103.19	921.88	1208.34	6426.31	2682.69	3690.52	2417.67	2224.63	2255.7	4010.71	6294.04	3168.41	2997.45	5441.3	5479.15	4358.66	6652.97	2075.59	2591.27	4450.27	896.64	1674.06	2287.2	961.07	289.02	239.52	297.17	31.67	669.92	191.67	547.75	61.25	293.07	665.29	587.13	400.71	172.65	934.76	511.0	521.76	759.08	111.99	262.2	525.39	256.78	1051.79	332.14	332.14	153.34	329.84	346.29	423.61	366.09	540.19	651.58	1417.35	316.37	205.5	164.42	209.84	205.5	476.71	878.17	180.02	291.04	872.1	1819.35	813.63	423.61	616.37	447.82	189.02	232.94	414.87	371.22	221.86	438.59	242.88	120.1	409.15	884.29	934.76	299.25	397.93	120.1	718.08	237.86	819.3	163.28	414.87	320.8	371.22	191.67	229.72	432.53	1175.27	226.54	842.36	277.2	665.29	1378.57	486.75	242.88	703.28	187.71	612.11	1183.45	305.55	297.17	229.72	1023.0	305.55	178.77	361.04	287.01	629.35	426.57	503.95	351.14	490.14	248.0	139.07	1.33	769.69	2935.74	1183.45	1340.84	341.51	273.37
NR2C1	603.67	409.15	567.1	406.31	1151.06	825.0	638.15	486.75	392.44	723.08	217.27	228.13	269.6	476.71	599.49	665.29	540.19	764.36	738.29	514.56	848.22	567.1	511.0	503.95	447.82	620.67	791.35	656.11	698.41	599.49	819.3	836.53	748.61	854.13	1331.57	575.03	1081.39	884.29	988.12	988.12	1073.91	1936.53	521.76	981.29	759.08	743.43	780.44	466.88	688.78	607.87	559.28	1008.9	283.05	215.77	511.0	248.0	483.38	271.48	373.81	223.41	486.75	518.15	361.04	318.57	358.54	713.11	273.37	285.03	376.41	248.0	336.79	395.18	255.0	332.14	229.72	366.09	163.28	283.05	497.0	323.03	420.68	320.8	420.68	420.68	199.85	275.28	262.2	205.5	289.02	248.0	353.59	392.44	343.89	301.33	435.55	540.19	291.04	358.54	318.57	232.94	277.2	277.2	301.33	500.46	486.75	221.86	295.11	351.14	532.74	289.02	316.37	412.0	221.86	400.71	204.07	563.18	387.02	497.0	220.32	264.03	320.8	239.52	277.2	490.14	318.57	698.41	217.27	318.57	665.29	429.54	246.28	480.04	201.25	253.23	518.15	239.52	226.54	346.29	211.31	307.69	190.34	334.46	289.02	460.44	358.54	555.41	265.87	211.31	211.31	147.06	0.51	409.15	884.29	571.05	684.02	234.57	271.48
NR2C2AP	934.76	651.58	483.38	791.35	1088.92	748.61	934.76	688.78	599.49	988.12	397.93	429.54	435.55	583.07	728.11	688.78	915.51	1378.57	902.89	759.08	457.25	1331.57	674.59	934.76	1096.5	785.88	1191.69	1111.82	1088.92	819.3	665.29	1015.93	1529.73	896.64	1936.53	616.37	679.29	718.08	961.07	1159.07	981.29	529.06	988.12	1295.13	769.69	764.36	1286.18	511.0	1639.59	1143.1	830.75	693.58	684.02	457.25	1628.26	325.29	909.17	438.59	389.72	305.55	457.25	514.56	842.36	476.71	285.03	351.14	547.75	638.15	289.02	228.13	389.72	802.41	624.99	825.0	629.35	571.05	256.78	336.79	450.94	138.1	633.73	332.14	579.04	684.02	320.8	395.18	738.29	336.79	406.31	728.11	476.71	400.71	511.0	921.88	723.08	1143.1	728.11	1225.22	435.55	316.37	251.48	486.75	373.81	616.37	412.0	373.81	336.79	551.56	775.05	1225.22	429.54	244.57	796.86	575.03	187.71	387.02	438.59	480.04	281.09	808.0	305.55	457.25	351.14	656.11	293.07	591.22	486.75	389.72	830.75	406.31	463.65	483.38	265.87	1023.0	802.41	373.81	483.38	423.61	417.77	791.35	223.41	441.64	426.57	366.09	466.88	356.05	253.23	1427.22	559.28	507.46	0.42	277.2	703.28	409.15	866.07	656.11	389.72
ORMDL1	1175.27	728.11	909.17	808.0	2193.99	633.73	660.68	529.06	583.07	967.76	607.87	595.34	651.58	813.63	1286.18	995.0	1111.82	1151.06	1304.15	1427.22	1397.83	842.36	688.78	688.78	813.63	1950.0	872.1	830.75	1322.37	698.41	825.0	1417.35	872.1	1143.1	1594.73	728.11	1359.57	1313.23	1674.06	1697.45	1397.83	1233.75	1651.0	1073.91	1030.12	866.07	1081.39	1015.93	1295.13	1111.82	1175.27	1037.29	432.53	476.71	1051.79	426.57	447.82	397.93	511.0	283.05	353.59	633.73	819.3	277.2	309.83	974.5	559.28	503.95	214.27	283.05	616.37	591.22	450.94	769.69	438.59	371.22	420.68	563.18	543.96	708.18	348.71	928.3	802.41	896.64	493.56	435.55	417.77	325.29	409.15	493.56	511.0	463.65	518.15	454.09	941.27	1044.52	463.65	603.67	583.07	490.14	373.81	624.99	490.14	642.59	638.15	379.04	325.29	674.59	860.08	591.22	420.68	381.68	426.57	896.64	490.14	796.86	473.41	607.87	571.05	819.3	447.82	438.59	651.58	1208.34	438.59	1059.11	346.29	587.13	836.53	503.95	412.0	674.59	320.8	2777.33	902.89	529.06	532.74	423.61	669.92	480.04	251.48	616.37	591.22	679.29	438.59	583.07	441.64	748.61	571.05	348.71	0.38	1519.15	1896.65	1304.15	1369.04	223.41	339.14
PABPC1L	708.18	108.14	660.68	603.67	3235.01	406.31	607.87	318.57	199.85	241.19	150.17	71.5	113.56	172.65	802.41	961.07	409.15	305.55	457.25	195.72	503.95	106.63	258.57	312.0	743.43	285.03	866.07	713.11	974.5	239.52	373.81	1651.0	836.53	1059.11	450.94	518.15	540.19	902.89	775.05	1313.23	665.29	684.02	708.18	1977.24	1437.15	813.63	854.13	854.13	457.25	612.11	813.63	1111.82	54.72	55.49	183.82	38.67	195.72	43.94	234.57	14.14	256.78	197.09	244.57	40.93	52.45	232.94	176.29	84.04	195.72	16.39	76.71	414.87	114.36	341.51	62.12	92.05	16.27	198.47	211.31	265.87	285.03	53.95	98.73	124.37	206.94	59.13	58.71	30.56	71.5	59.97	152.28	67.12	118.43	414.87	708.18	175.07	77.79	307.69	78.89	33.78	57.89	164.42	49.56	154.42	147.06	76.17	37.32	148.09	417.77	85.22	82.29	73.03	57.49	457.25	96.68	229.72	29.27	152.28	84.04	145.02	166.73	55.89	186.4	376.41	60.82	373.81	27.64	241.19	444.72	271.48	43.02	267.73	43.32	258.57	603.67	73.03	74.58	40.36	629.35	81.71	40.93	88.88	40.93	281.09	60.82	234.57	69.03	229.72	42.41	17.0	480.04	323.03	4066.71	583.07	1242.34	74.06	19.11
PABPN1	2976.74	1977.24	3190.46	2400.97	5292.48	3235.01	4769.75	2384.37	2701.35	3168.41	1991.0	1832.01	1605.83	4802.93	3955.48	3742.05	3325.99	2816.11	3190.46	2758.13	3540.14	3665.02	2209.26	3103.19	2915.45	4038.61	5711.87	5441.3	5147.73	4152.18	4671.57	5006.93	3540.14	4512.4	7130.55	3820.7	4836.35	7857.29	6164.49	9151.82	5147.73	4769.75	6337.83	7537.18	3794.3	5791.62	9151.82	3874.05	5292.48	6699.25	4736.79	4066.71	2148.82	2133.97	2193.99	921.88	3372.43	1295.13	1883.54	1388.16	3564.78	2400.97	1477.58	1583.71	1923.14	1977.24	2148.82	1991.0	2434.5	1167.14	1628.26	2047.0	1277.29	3280.18	1977.24	2303.12	1242.34	1769.57	2287.2	1883.54	1561.89	2303.12	2104.58	2664.15	1295.13	2004.85	1498.22	1467.37	1467.37	2032.85	1896.65	1819.35	2032.85	2777.33	2417.67	2451.44	4038.61	2417.67	2148.82	1378.57	2018.8	2032.85	1806.78	1572.76	3349.13	1639.59	1529.73	2104.58	2915.45	2835.7	1950.0	1721.16	1359.57	3190.46	1883.54	2468.49	1508.65	2367.9	1427.22	1745.2	2739.08	1183.45	2004.85	2739.08	1605.83	4388.98	1250.98	2271.4	2319.15	3874.05	1350.18	2796.65	1242.34	1104.13	2303.12	1870.53	2047.0	1594.73	2895.31	3614.55	1167.14	1359.57	1806.78	2224.63	2224.63	2319.15	1216.75	3235.01	1923.14	1104.13	2434.5	1923.14	3372.43	3928.15	4481.23	1233.75	954.43
PAN2	647.07	128.79	466.88	283.05	954.43	236.21	307.69	341.51	518.15	161.02	202.66	287.01	343.89	348.71	748.61	525.39	368.65	435.55	1081.39	679.29	599.49	244.57	323.03	426.57	733.19	587.13	928.3	1127.35	866.07	403.5	356.05	1674.06	967.76	1143.1	1286.18	420.68	728.11	575.03	1331.57	1896.65	796.86	1313.23	669.92	1477.58	3124.78	896.64	1096.5	947.83	555.41	854.13	947.83	575.03	309.83	139.07	463.65	59.55	206.94	185.11	218.79	136.19	75.64	518.15	356.05	105.15	218.79	339.14	397.93	265.87	202.66	104.42	132.44	429.54	131.51	638.15	158.79	251.48	186.4	271.48	255.0	142.01	309.83	226.54	204.07	599.49	277.2	145.02	214.27	125.24	283.05	279.14	287.01	314.17	158.79	277.2	769.69	497.0	163.28	223.41	195.72	218.79	112.77	223.41	147.06	454.09	138.1	224.97	98.73	277.2	351.14	432.53	483.38	88.88	70.51	255.0	152.28	336.79	195.72	163.28	293.07	303.44	303.44	191.67	307.69	555.41	171.45	555.41	103.69	236.21	371.22	124.37	156.59	312.0	116.78	444.72	688.78	125.24	258.57	141.02	199.85	176.29	127.89	147.06	218.79	204.07	157.68	303.44	162.14	366.09	175.07	93.35	1.06	842.36	1119.56	392.44	1427.22	172.65	44.25
PIDD	532.74	171.45	218.79	156.59	808.0	185.11	447.82	228.13	253.23	251.48	98.73	151.22	169.07	353.59	466.88	341.51	521.76	312.0	327.56	353.59	551.56	156.59	218.79	389.72	260.38	269.6	616.37	543.96	796.86	295.11	299.25	555.41	629.35	454.09	441.64	379.04	208.38	432.53	540.19	417.77	629.35	723.08	599.49	363.56	769.69	417.77	536.45	441.64	368.65	583.07	329.84	525.39	229.72	133.36	183.82	68.55	193.01	121.79	476.71	78.89	103.69	209.84	244.57	124.37	120.94	258.57	209.84	138.1	139.07	64.34	146.03	115.16	155.5	279.14	119.26	144.01	96.68	224.97	169.07	215.77	241.19	228.13	341.51	406.31	109.66	177.53	73.03	148.09	138.1	149.12	193.01	96.01	100.13	169.07	420.68	316.37	138.1	346.29	143.01	97.36	161.02	187.71	120.1	94.67	135.24	105.89	68.07	143.01	166.73	214.27	183.82	114.36	111.21	316.37	117.6	215.77	107.38	120.94	136.19	112.77	151.22	129.69	239.52	223.41	100.13	353.59	123.5	178.77	241.19	169.07	98.73	228.13	142.01	144.01	208.38	107.38	137.14	71.5	162.14	212.78	110.43	89.51	115.97	223.41	226.54	153.34	116.78	187.71	155.5	150.17	1.01	271.48	1340.84	297.17	476.71	66.18	36.79
PIF1	229.72	73.54	164.42	507.46	307.69	138.1	165.57	189.02	226.54	178.77	99.43	80.57	102.97	133.36	226.54	283.05	285.03	269.6	264.03	193.01	371.22	133.36	191.67	381.68	320.8	204.07	728.11	229.72	373.81	303.44	325.29	518.15	373.81	493.56	624.99	94.67	343.89	708.18	376.41	921.88	525.39	679.29	848.22	244.57	603.67	450.94	591.22	389.72	211.31	669.92	218.79	283.05	77.79	13.03	164.42	16.88	84.63	57.49	97.36	9.13	28.86	90.77	256.78	34.51	48.52	134.3	195.72	139.07	29.06	21.78	34.26	154.42	86.43	178.77	74.58	97.36	24.63	108.14	72.01	46.84	121.79	43.02	68.07	23.59	52.82	47.84	22.43	27.05	40.07	112.77	74.06	43.94	40.07	85.82	301.33	107.38	50.27	103.69	68.07	19.11	31.9	155.5	44.89	63.89	87.65	32.36	9.78	119.26	144.01	84.63	59.13	41.81	30.34	185.11	22.92	95.34	20.71	59.55	30.78	50.27	90.77	49.91	120.94	131.51	39.5	137.14	36.27	236.21	107.38	164.42	24.63	63.89	22.75	112.77	224.97	25.35	62.12	26.1	100.83	76.17	8.13	28.45	33.3	87.65	99.43	64.8	44.57	115.97	58.71	10.63	0.73	121.79	273.37	220.32	241.19	13.83	4.39
PILRB	1183.45	348.71	819.3	780.44	2119.22	301.33	921.88	400.71	389.72	819.3	343.89	157.68	583.07	651.58	1628.26	902.89	1044.52	1487.87	748.61	616.37	1685.71	373.81	198.47	728.11	688.78	921.88	1233.75	1135.2	1498.22	551.56	902.89	2451.44	1268.46	1529.73	2047.0	808.0	1119.56	1447.15	2319.15	2609.3	1819.35	3540.14	1896.65	3372.43	4152.18	1467.37	1340.84	2485.67	1322.37	2163.77	2004.85	3419.52	176.29	181.28	559.28	55.1	540.19	75.64	318.57	60.82	529.06	551.56	647.07	199.85	141.02	684.02	503.95	309.83	301.33	51.71	195.72	599.49	103.69	830.75	231.32	234.57	120.94	417.77	559.28	872.1	567.1	813.63	808.0	1617.0	379.04	132.44	82.29	120.1	173.85	237.86	825.0	71.0	305.55	532.74	2701.35	836.53	251.48	599.49	249.73	125.24	215.77	559.28	211.31	181.28	363.56	133.36	55.89	432.53	575.03	974.5	412.0	244.57	163.28	679.29	339.14	454.09	94.01	457.25	176.29	301.33	170.25	218.79	981.29	1199.98	89.51	1073.91	96.01	995.0	1015.93	555.41	94.01	473.41	109.66	348.71	1023.0	176.29	295.11	137.14	842.36	157.68	106.63	148.09	269.6	486.75	248.0	426.57	194.36	463.65	183.82	80.01	1.31	559.28	4575.41	1250.98	1088.92	244.57	47.84
PNN	1037.29	684.02	1167.14	642.59	2303.12	1594.73	1104.13	928.3	1233.75	414.87	688.78	486.75	684.02	1044.52	1651.0	1250.98	1233.75	1044.52	1844.76	1191.69	1369.04	733.19	1059.11	1059.11	1127.35	1685.71	1397.83	2004.85	1594.73	995.0	1936.53	2777.33	890.44	2468.49	1950.0	1870.53	1923.14	2682.69	2915.45	4210.15	2555.58	2609.3	2319.15	1697.45	2664.15	2609.3	2537.92	2061.24	2148.82	1709.26	2796.65	1175.27	753.83	599.49	902.89	202.66	941.27	525.39	703.28	392.44	1151.06	830.75	1295.13	551.56	603.67	995.0	802.41	571.05	819.3	279.14	470.14	665.29	579.04	1313.23	669.92	651.58	381.68	612.11	642.59	521.76	775.05	819.3	890.44	708.18	674.59	567.1	579.04	540.19	438.59	536.45	603.67	642.59	698.41	915.51	1896.65	909.17	909.17	713.11	665.29	620.67	497.0	669.92	642.59	684.02	665.29	616.37	525.39	688.78	698.41	595.34	733.19	473.41	532.74	934.76	490.14	915.51	366.09	830.75	616.37	1023.0	708.18	651.58	693.58	928.3	693.58	909.17	529.06	780.44	688.78	1088.92	435.55	599.49	387.02	909.17	1135.2	555.41	954.43	638.15	988.12	728.11	400.71	595.34	607.87	813.63	607.87	780.44	400.71	1378.57	353.59	480.04	163.28	1259.69	1733.13	1745.2	1923.14	420.68	660.68
POLA2	679.29	323.03	579.04	638.15	363.56	902.89	629.35	723.08	529.06	651.58	373.81	256.78	299.25	780.44	656.11	775.05	486.75	848.22	688.78	713.11	830.75	1135.2	579.04	669.92	616.37	813.63	1143.1	1909.85	921.88	633.73	551.56	1242.34	1397.83	934.76	1295.13	262.2	836.53	629.35	1457.23	713.11	1769.57	503.95	921.88	890.44	1088.92	738.29	1896.65	1259.69	1437.15	1628.26	684.02	466.88	591.22	450.94	842.36	212.78	518.15	454.09	316.37	205.5	267.73	366.09	647.07	303.44	454.09	336.79	409.15	470.14	237.86	162.14	373.81	397.93	780.44	248.0	341.51	420.68	279.14	223.41	332.14	117.6	241.19	316.37	323.03	204.07	258.57	463.65	339.14	571.05	281.09	476.71	543.96	500.46	154.42	165.57	616.37	466.88	414.87	368.65	389.72	267.73	186.4	256.78	409.15	575.03	521.76	287.01	186.4	486.75	540.19	473.41	896.64	387.02	638.15	1023.0	358.54	320.8	336.79	426.57	221.86	387.02	379.04	571.05	332.14	412.0	366.09	490.14	303.44	409.15	273.37	511.0	400.71	368.65	343.89	392.44	674.59	412.0	325.29	660.68	555.41	1159.07	144.01	409.15	438.59	389.72	463.65	320.8	356.05	575.03	343.89	249.73	0.68	532.74	563.18	555.41	1216.75	198.47	152.28
POLG2	239.52	121.79	130.6	162.14	432.53	215.77	178.77	107.38	135.24	202.66	191.67	131.51	129.69	493.56	297.17	486.75	223.41	251.48	353.59	305.55	183.82	201.25	137.14	115.97	138.1	275.28	329.84	316.37	297.17	204.07	223.41	543.96	221.86	301.33	348.71	241.19	295.11	441.64	301.33	503.95	305.55	543.96	366.09	356.05	460.44	318.57	373.81	309.83	441.64	327.56	325.29	232.94	135.24	87.03	220.32	113.56	167.9	70.51	80.57	43.94	102.25	129.69	176.29	74.06	46.5	147.06	97.36	94.67	129.69	35.5	88.26	163.28	126.12	258.57	162.14	134.3	35.76	96.68	175.07	80.01	123.5	52.82	84.63	128.79	103.69	87.03	125.24	39.22	80.57	118.43	68.07	92.7	147.06	212.78	202.66	121.79	172.65	150.17	115.97	65.26	63.45	111.21	87.65	139.07	113.56	72.01	72.01	105.15	181.28	166.73	165.57	147.06	130.6	199.85	69.52	108.14	64.8	133.36	87.65	197.09	139.07	88.26	79.45	166.73	64.34	229.72	56.28	146.03	223.41	170.25	82.29	191.67	45.53	258.57	218.79	122.64	112.77	120.1	89.51	123.5	39.79	76.71	94.01	128.79	110.43	116.78	53.95	173.85	91.41	48.87	0.85	248.0	647.07	312.0	450.94	105.15	57.89
