	TCGA.E2.A1B1.01A.21R.A12P.07	TCGA.EW.A1IY.01A.11R.A13Q.07	TCGA.AR.A252.01A.11R.A169.07	TCGA.BH.A1EU.11A.23R.A137.07	TCGA.BH.A0BW.11A.12R.A115.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A1EW.11B.33R.A137.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A0B7.11A.34R.A115.07	TCGA.E9.A1N4.11A.33R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.WYVS.1726.SM.3NMAY	GTEX.ZZPU.0626.SM.5E43T	GTEX.11P81.1926.SM.5BC53	GTEX.13QIC.2326.SM.5LU5N	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.R6.A6L4.01A.11R.A31P.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.L5.A8NW.01A.11R.A37I.31	TCGA.L5.A4OE.01A.11R.A260.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.L7.A56G.01A.21R.A260.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.Q9.A6FW.01A.31R.A31P.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.IC.A6RF.11A.21R.A336.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZQUD.0426.SM.57WFR	GTEX.ZVP2.1326.SM.57WCE	GTEX.T6MO.0526.SM.4DM6R	GTEX.ZC5H.1326.SM.5HL7E	GTEX.14E6E.0726.SM.5S2R3	GTEX.ZE9C.1126.SM.4WWBD	GTEX.WRHK.0526.SM.4MVOF	GTEX.R55C.0826.SM.48FCL	GTEX.XOTO.2126.SM.4B64U	GTEX.111CU.0726.SM.5GZYD	GTEX.146FQ.1026.SM.5LU8I	GTEX.11P7K.1326.SM.5BC5G	GTEX.14H4A.1626.SM.5SI69	GTEX.13D11.1926.SM.5IFGB	GTEX.REY6.1326.SM.48FDO	GTEX.11NSD.1126.SM.5N9BQ	GTEX.ZPU1.1426.SM.4WWFU	GTEX.1399R.0826.SM.5IJEL	GTEX.139T6.0626.SM.5IFF9	GTEX.WQUQ.1626.SM.4OOSH	GTEX.S95S.0426.SM.4B64I	GTEX.W5WG.1626.SM.4LMKG	GTEX.ZG7Y.1126.SM.4WWEZ	GTEX.11GSP.1826.SM.5N9DQ	GTEX.11P81.0826.SM.5P9GR	GTEX.139YR.1726.SM.5IFFK	GTEX.ZDYS.0826.SM.4WWCR	GTEX.QV44.1126.SM.4R1KO	GTEX.11DXY.1426.SM.5N9CN	GTEX.13FLV.1126.SM.5J2NO	GTEX.XQ3S.1126.SM.4BOPK	GTEX.YEC3.2526.SM.4YCDN	GTEX.VUSG.1226.SM.4KKZF	GTEX.13QBU.1026.SM.5LU3R	GTEX.OXRN.1726.SM.3NM9B	GTEX.P4PQ.0626.SM.3NMCU	GTEX.U3ZH.1026.SM.4DXUZ	GTEX.OIZG.1026.SM.3LK5X	GTEX.XBEW.1326.SM.4AT63	GTEX.X4XY.1726.SM.46MVO	GTEX.14AS3.0626.SM.5QGQD	GTEX.133LE.0626.SM.5IFFJ	GTEX.OIZI.1426.SM.3NB1T	GTEX.1399S.1326.SM.5P9GH	GTEX.12ZZX.1326.SM.5DUWI	TCGA.CV.7252.11A.01R.2016.07	TCGA.CV.6962.11A.01R.1915.07	TCGA.CV.7416.11A.01R.2081.07	TCGA.CV.6943.11A.01R.1915.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.7424.11A.01R.2081.07	TCGA.CV.7103.11A.01R.2016.07	TCGA.HD.8635.11A.01R.2403.07	TCGA.CV.7177.11A.01R.2016.07	TCGA.CV.7437.11A.01R.2132.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF
NAA35	500.46	679.29	409.15	460.44	376.41	409.15	579.04	555.41	371.22	460.44	463.65	490.14	476.71	466.88	426.57	389.72	420.68	239.52	293.07	249.73	271.48	226.54	226.54	318.57	301.33	187.71	320.8	246.28	256.78	269.6	202.66	277.2	267.73	258.57	226.54	371.22	301.33	262.2	208.38	381.68	199.85	316.37	325.29	186.4	356.05	334.46	356.05	348.71	356.05	305.55	295.11	417.77	312.0	406.31	256.78	273.37	363.56	241.19	151.22	412.0	293.07	366.09	299.25	182.55	234.57	183.82	339.14	253.23	397.93	158.79	256.78	371.22	229.72	320.8	208.38	325.29	457.25	373.81	273.37	190.34	341.51	241.19	256.78	332.14	241.19	279.14	291.04	368.65	267.73	281.09	202.66	185.11	185.11	271.48	325.29	248.0	211.31
NLN	392.44	651.58	651.58	358.54	353.59	368.65	571.05	403.5	293.07	371.22	392.44	389.72	307.69	343.89	348.71	435.55	500.46	307.69	133.36	134.3	291.04	314.17	119.26	151.22	97.36	115.16	265.87	265.87	85.82	90.77	118.43	142.01	490.14	199.85	89.51	153.34	212.78	155.5	112.77	239.52	151.22	217.27	175.07	152.28	208.38	339.14	173.85	211.31	199.85	165.57	214.27	271.48	155.5	289.02	170.25	122.64	223.41	150.17	130.6	264.03	153.34	336.79	183.82	115.16	106.63	127.89	234.57	155.5	303.44	94.67	204.07	183.82	144.01	162.14	104.42	157.68	297.17	246.28	175.07	130.6	258.57	103.69	190.34	191.67	126.12	159.9	236.21	291.04	180.02	202.66	426.57	224.97	299.25	237.86	181.28	244.57	202.66
NT5DC1	915.51	718.08	884.29	769.69	733.19	813.63	1208.34	915.51	830.75	896.64	915.51	813.63	808.0	928.3	884.29	1369.04	967.76	808.0	309.83	343.89	316.37	162.14	124.37	239.52	246.28	182.55	329.84	339.14	255.0	239.52	166.73	269.6	163.28	361.04	318.57	688.78	497.0	483.38	514.56	819.3	239.52	684.02	423.61	239.52	587.13	733.19	708.18	633.73	796.86	301.33	633.73	878.17	532.74	802.41	536.45	334.46	638.15	536.45	260.38	723.08	457.25	1030.12	493.56	536.45	336.79	248.0	723.08	447.82	529.06	186.4	660.68	708.18	483.38	579.04	202.66	457.25	718.08	698.41	543.96	432.53	629.35	591.22	476.71	647.07	830.75	688.78	651.58	620.67	688.78	620.67	532.74	656.11	265.87	563.18	480.04	525.39	351.14
NUBPL	283.05	262.2	256.78	293.07	197.09	299.25	379.04	332.14	320.8	305.55	314.17	303.44	309.83	409.15	226.54	493.56	379.04	58.71	55.89	95.34	88.88	140.04	89.51	121.79	62.12	102.25	185.11	105.89	77.25	84.63	80.01	97.36	92.7	81.71	73.54	87.65	81.71	84.63	59.13	123.5	61.68	114.36	65.26	58.3	123.5	170.25	109.66	107.38	171.45	72.01	116.78	123.5	91.41	148.09	91.41	51.71	107.38	74.58	71.5	109.66	72.52	182.55	87.03	124.37	71.5	73.03	109.66	77.25	92.05	49.21	127.0	93.35	69.52	67.12	76.71	92.7	244.57	144.01	59.97	69.03	79.45	90.14	81.14	124.37	82.87	110.43	129.69	119.26	90.14	90.77	124.37	85.22	50.98	124.37	76.17	98.73	84.04
NUP133	595.34	1119.56	819.3	769.69	693.58	796.86	842.36	967.76	753.83	753.83	764.36	743.43	928.3	1167.14	591.22	780.44	647.07	265.87	571.05	447.82	426.57	555.41	403.5	693.58	307.69	412.0	651.58	693.58	417.77	423.61	547.75	371.22	500.46	389.72	384.34	406.31	381.68	295.11	267.73	525.39	237.86	490.14	373.81	295.11	454.09	575.03	435.55	339.14	412.0	305.55	403.5	414.87	336.79	483.38	318.57	312.0	417.77	343.89	256.78	403.5	312.0	435.55	441.64	285.03	242.88	163.28	438.59	329.84	450.94	199.85	435.55	470.14	327.56	327.56	178.77	406.31	718.08	575.03	343.89	228.13	500.46	356.05	336.79	444.72	323.03	432.53	511.0	493.56	371.22	435.55	406.31	341.51	269.6	376.41	316.37	312.0	353.59
NUP160	583.07	620.67	651.58	660.68	567.1	624.99	660.68	830.75	547.75	624.99	579.04	587.13	642.59	954.43	466.88	738.29	551.56	242.88	348.71	400.71	400.71	373.81	267.73	688.78	521.76	348.71	473.41	447.82	312.0	346.29	376.41	444.72	624.99	312.0	293.07	381.68	329.84	255.0	182.55	567.1	175.07	343.89	318.57	223.41	435.55	540.19	303.44	307.69	447.82	281.09	435.55	406.31	283.05	423.61	297.17	220.32	316.37	351.14	277.2	381.68	275.28	507.46	366.09	356.05	336.79	149.12	371.22	246.28	406.31	173.85	314.17	371.22	249.73	236.21	130.6	277.2	660.68	450.94	269.6	255.0	384.34	264.03	318.57	397.93	264.03	371.22	400.71	473.41	361.04	351.14	246.28	277.2	232.94	229.72	136.19	185.11	148.09
PACRGL	368.65	400.71	232.94	551.56	368.65	486.75	567.1	555.41	435.55	507.46	540.19	486.75	603.67	575.03	543.96	543.96	423.61	124.37	201.25	220.32	180.02	299.25	182.55	220.32	129.69	191.67	305.55	303.44	158.79	220.32	231.32	223.41	161.02	287.01	163.28	283.05	173.85	175.07	197.09	269.6	253.23	205.5	202.66	229.72	279.14	441.64	221.86	206.94	293.07	221.86	193.01	255.0	185.11	234.57	258.57	158.79	194.36	178.77	139.07	273.37	218.79	426.57	171.45	172.65	172.65	165.57	246.28	120.94	220.32	173.85	197.09	303.44	131.51	158.79	176.29	255.0	264.03	307.69	154.42	205.5	309.83	189.02	181.28	223.41	329.84	229.72	224.97	325.29	195.72	232.94	191.67	198.47	82.87	185.11	156.59	148.09	172.65
PDCL	341.51	346.29	432.53	406.31	412.0	466.88	435.55	371.22	435.55	438.59	417.77	376.41	387.02	351.14	525.39	450.94	503.95	293.07	251.48	177.53	144.01	170.25	129.69	258.57	178.77	141.02	221.86	212.78	173.85	198.47	155.5	237.86	194.36	142.01	153.34	256.78	209.84	177.53	237.86	241.19	194.36	255.0	177.53	89.51	267.73	265.87	249.73	249.73	373.81	195.72	241.19	289.02	253.23	305.55	195.72	169.07	239.52	208.38	100.13	258.57	264.03	285.03	253.23	144.01	155.5	127.89	279.14	158.79	242.88	123.5	199.85	251.48	171.45	157.68	110.43	198.47	297.17	289.02	221.86	201.25	226.54	258.57	157.68	264.03	256.78	258.57	279.14	244.57	239.52	205.5	255.0	187.71	152.28	201.25	191.67	218.79	152.28
PHAX	1233.75	1096.5	1044.52	1088.92	890.44	1119.56	1359.57	1268.46	1175.27	1216.75	1059.11	1359.57	1059.11	1127.35	1313.23	1340.84	1135.2	543.96	444.72	483.38	703.28	728.11	409.15	521.76	392.44	432.53	579.04	836.53	460.44	460.44	547.75	532.74	486.75	607.87	454.09	738.29	426.57	412.0	329.84	713.11	435.55	575.03	525.39	260.38	660.68	753.83	571.05	616.37	642.59	493.56	595.34	620.67	532.74	507.46	507.46	435.55	620.67	575.03	253.23	684.02	780.44	718.08	563.18	256.78	169.07	486.75	769.69	353.59	525.39	283.05	525.39	703.28	358.54	486.75	228.13	466.88	802.41	854.13	358.54	334.46	684.02	567.1	688.78	759.08	476.71	728.11	587.13	860.08	688.78	703.28	1015.93	656.11	890.44	579.04	607.87	693.58	616.37
PI4K2B	616.37	599.49	651.58	389.72	532.74	547.75	543.96	684.02	466.88	483.38	507.46	583.07	595.34	532.74	392.44	559.28	703.28	753.83	341.51	205.5	275.28	466.88	228.13	262.2	116.78	150.17	267.73	242.88	234.57	253.23	387.02	381.68	194.36	320.8	175.07	497.0	356.05	316.37	253.23	426.57	249.73	473.41	248.0	316.37	376.41	708.18	426.57	320.8	403.5	305.55	409.15	555.41	339.14	583.07	373.81	185.11	441.64	277.2	262.2	486.75	371.22	503.95	339.14	438.59	351.14	309.83	441.64	358.54	450.94	237.86	363.56	493.56	320.8	381.68	205.5	307.69	791.35	547.75	291.04	323.03	403.5	381.68	381.68	460.44	429.54	395.18	395.18	503.95	371.22	412.0	395.18	307.69	249.73	384.34	325.29	358.54	356.05
PIGK	733.19	1378.57	684.02	748.61	551.56	842.36	698.41	825.0	738.29	872.1	665.29	743.43	1233.75	651.58	890.44	830.75	1350.18	185.11	176.29	139.07	141.02	135.24	94.67	228.13	167.9	144.01	312.0	152.28	98.04	119.26	123.5	172.65	309.83	103.69	106.63	194.36	149.12	145.02	138.1	248.0	129.69	226.54	137.14	98.73	180.02	260.38	164.42	142.01	164.42	154.42	166.73	177.53	195.72	228.13	122.64	118.43	152.28	161.02	112.77	190.34	152.28	211.31	170.25	139.07	131.51	90.77	194.36	134.3	189.02	114.36	206.94	218.79	102.97	88.26	96.68	148.09	297.17	253.23	127.89	175.07	212.78	173.85	131.51	211.31	215.77	232.94	199.85	264.03	226.54	180.02	267.73	90.14	140.04	224.97	96.01	152.28	147.06
POT1	547.75	723.08	363.56	521.76	463.65	571.05	633.73	708.18	480.04	587.13	460.44	583.07	521.76	547.75	444.72	493.56	587.13	114.36	153.34	181.28	183.82	142.01	159.9	281.09	237.86	182.55	397.93	194.36	175.07	176.29	253.23	256.78	271.48	167.9	118.43	169.07	102.97	127.89	113.56	198.47	70.01	153.34	137.14	82.29	163.28	193.01	148.09	153.34	147.06	71.5	151.22	155.5	158.79	164.42	124.37	98.04	171.45	96.68	92.7	146.03	150.17	232.94	138.1	111.99	71.0	66.65	178.77	98.73	103.69	101.54	178.77	161.02	71.0	85.22	76.71	149.12	176.29	303.44	97.36	142.01	143.01	121.79	95.34	129.69	215.77	134.3	159.9	153.34	172.65	117.6	175.07	96.01	98.73	96.01	65.72	133.36	104.42
PPP3CA	1135.2	1617.0	1066.48	954.43	769.69	713.11	633.73	1167.14	961.07	1143.1	759.08	878.17	1199.98	995.0	1143.1	808.0	4152.18	312.0	248.0	182.55	199.85	220.32	251.48	224.97	114.36	208.38	320.8	265.87	142.01	193.01	115.97	303.44	384.34	323.03	212.78	376.41	215.77	228.13	228.13	255.0	178.77	373.81	189.02	220.32	299.25	376.41	246.28	220.32	253.23	283.05	228.13	325.29	249.73	281.09	191.67	208.38	185.11	208.38	153.34	265.87	287.01	307.69	236.21	237.86	211.31	183.82	242.88	232.94	412.0	183.82	228.13	249.73	201.25	158.79	249.73	198.47	301.33	339.14	169.07	165.57	473.41	332.14	271.48	285.03	183.82	633.73	381.68	346.29	379.04	387.02	318.57	246.28	265.87	314.17	379.04	262.2	395.18
PRIM2	164.42	194.36	166.73	134.3	142.01	172.65	114.36	189.02	107.38	127.0	124.37	171.45	146.03	109.66	140.04	211.31	165.57	161.02	122.64	101.54	106.63	90.14	73.54	74.06	132.44	81.71	131.51	131.51	70.51	90.14	110.43	95.34	231.32	59.55	49.91	63.45	74.58	66.65	48.18	125.24	25.17	63.89	53.19	36.01	120.94	145.02	63.89	70.51	79.45	38.95	105.15	85.82	60.39	96.68	84.04	29.91	144.01	66.65	49.91	85.22	69.52	115.97	111.21	57.08	28.45	37.85	82.87	33.54	53.19	35.0	98.73	69.03	51.71	40.93	55.1	47.84	223.41	97.36	51.35	28.24	82.87	87.03	71.0	89.51	88.26	80.57	127.0	92.7	88.88	112.77	146.03	66.18	66.18	93.35	50.98	127.89	85.22
PSMD5	934.76	1037.29	525.39	718.08	587.13	748.61	796.86	830.75	616.37	753.83	713.11	738.29	713.11	748.61	551.56	842.36	769.69	327.56	638.15	490.14	579.04	567.1	400.71	579.04	460.44	348.71	406.31	525.39	457.25	503.95	366.09	435.55	493.56	454.09	314.17	529.06	379.04	444.72	384.34	555.41	341.51	591.22	400.71	339.14	493.56	587.13	583.07	417.77	629.35	450.94	490.14	616.37	444.72	511.0	432.53	371.22	514.56	412.0	253.23	563.18	444.72	563.18	551.56	325.29	271.48	336.79	738.29	403.5	460.44	267.73	521.76	620.67	293.07	376.41	256.78	540.19	764.36	723.08	318.57	297.17	529.06	412.0	312.0	466.88	486.75	463.65	599.49	525.39	447.82	466.88	571.05	497.0	387.02	409.15	444.72	358.54	314.17
QRSL1	206.94	228.13	217.27	183.82	358.54	312.0	283.05	316.37	208.38	244.57	206.94	303.44	293.07	208.38	212.78	205.5	384.34	65.26	153.34	119.26	120.94	131.51	99.43	139.07	134.3	120.1	133.36	143.01	105.89	125.24	120.1	148.09	88.88	127.89	105.89	198.47	178.77	134.3	94.67	228.13	109.66	175.07	118.43	132.44	170.25	327.56	156.59	120.94	157.68	149.12	172.65	165.57	129.69	215.77	137.14	91.41	197.09	123.5	104.42	154.42	169.07	232.94	209.84	139.07	77.79	139.07	162.14	119.26	209.84	53.95	126.12	197.09	87.65	111.99	92.7	178.77	171.45	197.09	112.77	130.6	163.28	121.79	137.14	111.21	175.07	204.07	139.07	177.53	181.28	151.22	156.59	140.04	138.1	163.28	159.9	162.14	164.42
QSER1	309.83	301.33	366.09	441.64	325.29	406.31	395.18	486.75	389.72	432.53	371.22	389.72	320.8	463.65	301.33	358.54	429.54	180.02	166.73	185.11	183.82	246.28	114.36	339.14	175.07	153.34	234.57	281.09	211.31	172.65	170.25	177.53	327.56	176.29	141.02	301.33	204.07	138.1	198.47	379.04	218.79	246.28	208.38	124.37	202.66	414.87	260.38	197.09	303.44	201.25	279.14	314.17	223.41	281.09	202.66	148.09	249.73	194.36	120.1	339.14	262.2	373.81	258.57	155.5	155.5	111.99	273.37	175.07	228.13	120.1	215.77	332.14	169.07	150.17	110.43	229.72	473.41	348.71	121.79	151.22	283.05	181.28	231.32	253.23	105.89	334.46	299.25	336.79	205.5	185.11	145.02	186.4	131.51	178.77	128.79	121.79	157.68
RAD50	796.86	759.08	825.0	693.58	529.06	669.92	941.27	954.43	703.28	802.41	693.58	733.19	616.37	967.76	825.0	947.83	583.07	226.54	318.57	234.57	232.94	327.56	264.03	426.57	242.88	163.28	403.5	332.14	244.57	217.27	201.25	281.09	269.6	297.17	234.57	486.75	323.03	295.11	239.52	559.28	211.31	361.04	277.2	205.5	460.44	518.15	412.0	395.18	480.04	368.65	444.72	454.09	356.05	796.86	341.51	281.09	441.64	332.14	211.31	457.25	332.14	651.58	457.25	256.78	185.11	204.07	353.59	301.33	438.59	161.02	392.44	447.82	297.17	303.44	139.07	368.65	547.75	684.02	267.73	241.19	420.68	420.68	289.02	414.87	256.78	521.76	403.5	447.82	283.05	368.65	356.05	423.61	205.5	432.53	353.59	368.65	339.14
RANBP6	414.87	454.09	336.79	397.93	409.15	450.94	500.46	551.56	444.72	409.15	371.22	363.56	457.25	603.67	423.61	409.15	379.04	356.05	187.71	127.0	137.14	94.01	83.45	180.02	128.79	112.77	199.85	135.24	156.59	120.1	96.68	212.78	95.34	159.9	107.38	199.85	153.34	170.25	152.28	234.57	177.53	215.77	148.09	121.79	215.77	258.57	201.25	153.34	218.79	148.09	194.36	152.28	153.34	198.47	115.16	150.17	197.09	138.1	120.1	194.36	218.79	269.6	193.01	56.68	100.13	115.97	202.66	173.85	171.45	83.45	183.82	212.78	151.22	98.04	83.45	132.44	341.51	260.38	120.94	251.48	260.38	204.07	176.29	242.88	183.82	236.21	208.38	279.14	244.57	159.9	237.86	175.07	343.89	185.11	157.68	111.21	151.22
RBBP4	4038.61	5633.22	4736.79	3467.27	4298.64	3928.15	4358.66	4268.94	3257.52	4181.07	4123.49	3540.14	3794.3	3928.15	4769.75	4388.98	4736.79	2061.24	1277.29	1594.73	1457.23	860.08	1340.84	1628.26	1304.15	1369.04	1745.2	3039.3	1331.57	1561.89	1639.59	1639.59	1883.54	1437.15	1437.15	2287.2	1605.83	1242.34	1151.06	2485.67	872.1	1721.16	1437.15	854.13	2255.7	2351.53	1583.71	1709.26	2351.53	1111.82	1977.24	2004.85	1819.35	2271.4	1498.22	1096.5	2018.8	1781.89	1023.0	2255.7	2061.24	2573.36	1936.53	915.51	947.83	902.89	2224.63	1175.27	1757.34	624.99	1832.01	2537.92	1388.16	1151.06	616.37	1561.89	2976.74	2434.5	1359.57	1037.29	1745.2	1844.76	1286.18	2018.8	2351.53	2090.03	2104.58	1844.76	1721.16	1923.14	3168.41	1487.87	921.88	2004.85	1159.07	1572.76	842.36
RBBP9	412.0	808.0	351.14	417.77	376.41	457.25	660.68	518.15	429.54	511.0	384.34	373.81	500.46	435.55	669.92	656.11	559.28	273.37	172.65	182.55	147.06	122.64	102.25	212.78	104.42	127.89	224.97	198.47	175.07	147.06	134.3	142.01	194.36	164.42	145.02	249.73	162.14	123.5	94.01	186.4	118.43	267.73	104.42	102.25	199.85	381.68	239.52	162.14	223.41	159.9	214.27	249.73	169.07	277.2	96.01	127.0	190.34	120.94	92.7	166.73	171.45	253.23	120.94	151.22	96.68	90.77	206.94	155.5	183.82	94.01	158.79	258.57	115.16	102.25	72.01	133.36	366.09	358.54	115.16	125.24	297.17	205.5	164.42	316.37	255.0	314.17	329.84	256.78	190.34	204.07	511.0	336.79	158.79	325.29	297.17	229.72	343.89
RBM27	403.5	435.55	417.77	389.72	343.89	353.59	454.09	536.45	327.56	389.72	420.68	441.64	426.57	336.79	447.82	353.59	435.55	170.25	135.24	151.22	143.01	138.1	83.45	229.72	218.79	111.99	185.11	198.47	125.24	139.07	133.36	177.53	163.28	125.24	109.66	199.85	158.79	132.44	115.16	277.2	111.99	181.28	136.19	109.66	198.47	285.03	183.82	228.13	212.78	139.07	217.27	229.72	171.45	237.86	147.06	135.24	177.53	158.79	98.73	265.87	229.72	265.87	178.77	139.07	155.5	120.94	202.66	115.16	217.27	94.67	194.36	212.78	120.94	122.64	74.06	147.06	303.44	277.2	114.36	167.9	267.73	186.4	189.02	281.09	172.65	279.14	224.97	283.05	237.86	194.36	314.17	289.02	387.02	226.54	206.94	206.94	224.97
RECQL	902.89	764.36	928.3	708.18	780.44	813.63	563.18	595.34	660.68	620.67	507.46	571.05	780.44	447.82	974.5	785.88	830.75	208.38	285.03	356.05	334.46	195.72	186.4	500.46	320.8	295.11	511.0	624.99	406.31	305.55	316.37	332.14	947.83	283.05	234.57	307.69	189.02	180.02	130.6	426.57	127.0	269.6	187.71	131.51	305.55	412.0	242.88	262.2	384.34	400.71	260.38	334.46	299.25	303.44	167.9	137.14	251.48	228.13	125.24	281.09	273.37	423.61	224.97	211.31	186.4	73.03	325.29	201.25	236.21	109.66	271.48	264.03	178.77	159.9	72.52	191.67	493.56	381.68	147.06	190.34	346.29	277.2	226.54	373.81	246.28	371.22	412.0	403.5	358.54	249.73	669.92	476.71	403.5	346.29	195.72	209.84	212.78
RMDN2	127.0	146.03	119.26	163.28	158.79	205.5	165.57	221.86	164.42	153.34	186.4	156.59	241.19	271.48	285.03	194.36	155.5	18.29	152.28	92.05	65.72	36.27	72.01	83.45	14.24	43.94	81.14	54.72	74.58	41.22	110.43	75.64	59.97	87.03	55.49	76.71	42.41	52.08	31.45	62.56	31.22	85.82	50.98	30.34	95.34	115.16	64.8	47.17	92.05	55.89	46.5	58.71	57.08	84.04	50.27	33.54	42.71	55.1	36.01	66.18	42.11	79.45	66.18	35.5	44.57	12.55	58.3	42.11	47.5	23.08	83.45	69.52	66.18	35.25	23.08	54.33	92.7	123.5	46.18	18.56	59.97	104.42	46.5	53.95	111.21	89.51	82.29	28.45	81.14	63.0	90.77	45.21	19.11	81.14	43.94	53.57	45.53
RMI1	265.87	571.05	258.57	152.28	212.78	228.13	198.47	175.07	148.09	161.02	155.5	187.71	175.07	223.41	124.37	211.31	217.27	325.29	121.79	81.71	77.79	111.21	33.78	124.37	96.01	71.0	121.79	109.66	84.63	73.03	103.69	67.59	154.42	74.58	61.25	144.01	73.03	111.99	88.88	204.07	100.83	143.01	54.33	29.27	156.59	208.38	113.56	64.34	139.07	57.89	136.19	120.1	84.04	154.42	143.01	88.26	146.03	141.02	46.18	158.79	128.79	175.07	136.19	110.43	31.9	48.52	187.71	107.38	147.06	56.68	133.36	195.72	67.12	76.71	49.56	81.71	379.04	221.86	78.89	55.1	135.24	105.15	71.5	133.36	205.5	164.42	172.65	149.12	127.0	124.37	153.34	141.02	96.68	171.45	57.08	96.68	94.67
RNF125	111.21	162.14	158.79	166.73	176.29	234.57	121.79	262.2	206.94	144.01	154.42	153.34	237.86	141.02	239.52	228.13	320.8	25.91	40.36	35.25	9.06	32.59	7.17	54.33	25.54	33.3	43.02	31.0	28.24	28.45	19.97	37.85	21.47	18.03	28.24	123.5	31.22	16.03	38.4	47.84	18.56	79.45	34.02	17.77	45.53	103.69	31.22	49.56	57.89	23.76	28.65	49.91	40.36	39.5	31.9	31.45	24.28	31.45	12.0	37.32	27.64	96.68	33.54	16.75	43.63	14.03	28.24	17.51	43.94	19.25	59.97	39.22	24.28	27.25	26.67	19.39	60.82	99.43	12.55	20.11	68.07	32.82	29.7	33.78	25.35	47.84	55.1	52.08	19.82	38.4	21.94	18.56	18.84	24.81	14.78	13.62	23.93
RNF14	1277.29	1733.13	1605.83	1313.23	934.76	1159.07	1651.0	1268.46	1477.58	1233.75	1225.22	1081.39	1487.87	1096.5	1457.23	1417.35	1183.45	255.0	457.25	470.14	563.18	384.34	551.56	348.71	327.56	381.68	371.22	412.0	346.29	269.6	265.87	368.65	429.54	351.14	327.56	607.87	348.71	432.53	444.72	463.65	334.46	480.04	353.59	285.03	638.15	521.76	454.09	476.71	629.35	426.57	473.41	603.67	521.76	567.1	426.57	414.87	521.76	387.02	275.28	486.75	409.15	563.18	438.59	323.03	281.09	353.59	679.29	336.79	497.0	287.01	518.15	454.09	320.8	389.72	346.29	334.46	547.75	684.02	403.5	299.25	532.74	376.41	334.46	450.94	642.59	612.11	532.74	595.34	470.14	460.44	748.61	218.79	218.79	647.07	239.52	289.02	314.17
SCAF8	638.15	575.03	629.35	718.08	728.11	738.29	802.41	1059.11	723.08	819.3	848.22	909.17	769.69	915.51	647.07	733.19	878.17	159.9	323.03	327.56	241.19	265.87	206.94	406.31	387.02	234.57	361.04	423.61	320.8	256.78	281.09	320.8	395.18	279.14	305.55	450.94	325.29	228.13	239.52	397.93	198.47	379.04	309.83	244.57	348.71	438.59	346.29	373.81	361.04	325.29	307.69	387.02	305.55	371.22	312.0	265.87	339.14	316.37	146.03	395.18	305.55	417.77	341.51	228.13	221.86	260.38	381.68	195.72	395.18	177.53	392.44	426.57	316.37	281.09	248.0	361.04	412.0	521.76	291.04	171.45	480.04	358.54	253.23	376.41	208.38	444.72	417.77	351.14	371.22	318.57	343.89	299.25	142.01	293.07	301.33	303.44	199.85
SGK3	503.95	791.35	334.46	733.19	287.01	591.22	2720.15	591.22	493.56	728.11	1304.15	896.64	1104.13	1340.84	420.68	414.87	981.29	161.02	69.03	94.67	62.56	79.45	57.08	144.01	66.18	61.25	110.43	115.16	83.45	89.51	70.01	102.25	98.73	57.89	98.04	148.09	111.21	112.77	75.64	153.34	73.54	169.07	82.29	69.52	166.73	309.83	157.68	142.01	209.84	65.26	155.5	145.02	122.64	194.36	119.26	91.41	107.38	92.7	74.06	149.12	102.97	166.73	146.03	154.42	80.57	44.57	223.41	70.01	175.07	87.65	116.78	180.02	71.0	110.43	61.68	116.78	239.52	234.57	54.72	70.01	199.85	102.97	83.45	156.59	165.57	146.03	171.45	191.67	130.6	135.24	241.19	113.56	102.97	151.22	98.04	87.65	111.21
