	TCGA.CH.5739.01A.11R.1580.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.V1.A9ZG.01A.11R.A41O.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.EJ.A6RC.01A.11R.A32O.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.ZG.A9L1.01A.11R.A41O.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.KK.A6E6.01A.11R.A311.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.HC.7231.01A.11R.2118.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.HC.7232.01A.11R.2118.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.CH.5769.01A.11R.1580.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.KC.A7F3.01A.21R.A33R.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.HC.A9TH.01A.11R.A41O.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.CH.5754.01A.11R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.HC.7081.01A.11R.1965.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.YL.A8HM.01A.11R.A36G.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.ZG.A9LZ.01A.11R.A41O.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VP.A87H.01A.11R.A352.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6356.01A.11R.1789.07	TCGA.EJ.5499.01A.01R.1580.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.VN.A88L.01A.11R.A352.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.CH.5769.11A.01R.1580.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
PLEKHB2	1674.06	2178.83	921.88	934.76	1844.76	1662.49	1066.48	2434.5	1651.0	1794.29	854.13	559.28	1407.55	1037.29	2502.97	1350.18	2133.97	915.51	1322.37	1487.87	2148.82	403.5	928.3	1662.49	1259.69	1233.75	447.82	1001.93	769.69	1340.84	1295.13	1015.93	866.07	1208.34	808.0	1167.14	1088.92	1015.93	928.3	1397.83	1769.57	1127.35	1208.34	848.22	1175.27	1088.92	2133.97	2335.28	1304.15	1135.2	1143.1	1208.34	642.59	1135.2	2591.27	759.08	1023.0	1757.34	2287.2	967.76	595.34	1199.98	2193.99	941.27	1936.53	1313.23	830.75	2032.85	543.96	928.3	1242.34	1088.92	1529.73	2075.59	1896.65	1769.57	2240.11	1081.39	1781.89	941.27	1250.98	1628.26	1477.58	1662.49	547.75	1081.39	1159.07	1127.35	1369.04	1350.18	1936.53	1119.56	1008.9	2417.67	1674.06	1397.83	543.96	2178.83	547.75	1477.58	1936.53	1313.23	1199.98	1151.06	1594.73	1167.14	1397.83	579.04	1313.23	842.36	1015.93	1030.12	738.29	1477.58	1233.75	1030.12	1417.35	947.83	1175.27	1151.06	1135.2	1721.16	1685.71	1268.46	1030.12
PPIP5K1	384.34	532.74	212.78	318.57	303.44	493.56	314.17	507.46	351.14	503.95	295.11	156.59	204.07	256.78	346.29	551.56	540.19	218.79	406.31	327.56	733.19	164.42	269.6	435.55	228.13	289.02	142.01	371.22	275.28	395.18	387.02	273.37	244.57	177.53	255.0	336.79	397.93	228.13	194.36	287.01	332.14	332.14	258.57	438.59	237.86	212.78	444.72	366.09	420.68	281.09	301.33	466.88	305.55	403.5	476.71	209.84	185.11	409.15	507.46	289.02	198.47	343.89	532.74	231.32	389.72	217.27	339.14	417.77	265.87	256.78	348.71	269.6	473.41	450.94	476.71	480.04	463.65	381.68	368.65	301.33	329.84	500.46	460.44	392.44	264.03	309.83	341.51	339.14	260.38	325.29	426.57	441.64	186.4	567.1	466.88	470.14	248.0	503.95	181.28	409.15	426.57	291.04	285.03	281.09	417.77	256.78	432.53	209.84	379.04	208.38	320.8	297.17	279.14	400.71	356.05	180.02	307.69	201.25	348.71	500.46	283.05	271.48	341.51	223.41	164.42
PRPSAP1	1313.23	1135.2	775.05	1044.52	928.3	1233.75	796.86	1572.76	684.02	1540.37	896.64	780.44	679.29	866.07	1340.84	1359.57	1151.06	698.41	1216.75	836.53	1104.13	902.89	595.34	1127.35	780.44	921.88	954.43	854.13	708.18	1216.75	780.44	1088.92	733.19	603.67	896.64	954.43	791.35	1167.14	620.67	693.58	1250.98	848.22	934.76	1104.13	974.5	684.02	1059.11	1199.98	872.1	988.12	703.28	802.41	647.07	848.22	1378.57	698.41	536.45	1127.35	1175.27	1225.22	738.29	974.5	1388.16	1059.11	1250.98	836.53	1073.91	1143.1	825.0	1340.84	967.76	728.11	842.36	1519.15	1268.46	1216.75	802.41	703.28	1844.76	825.0	1199.98	921.88	1119.56	1304.15	961.07	909.17	703.28	896.64	1397.83	1167.14	1583.71	1304.15	954.43	1407.55	1233.75	1104.13	836.53	1378.57	591.22	928.3	1233.75	884.29	1208.34	1561.89	1359.57	674.59	1104.13	703.28	791.35	842.36	890.44	915.51	1268.46	974.5	896.64	674.59	1286.18	813.63	1008.9	819.3	848.22	813.63	1883.54	738.29	748.61
PTPRK	521.76	733.19	343.89	279.14	536.45	1015.93	361.04	1127.35	206.94	1127.35	312.0	134.3	389.72	371.22	1477.58	1073.91	1051.79	624.99	693.58	642.59	1350.18	412.0	253.23	934.76	323.03	323.03	221.86	309.83	267.73	595.34	392.44	387.02	423.61	356.05	373.81	511.0	500.46	748.61	221.86	532.74	559.28	283.05	295.11	703.28	231.32	209.84	703.28	656.11	239.52	387.02	204.07	341.51	348.71	371.22	791.35	177.53	265.87	1051.79	679.29	381.68	206.94	339.14	995.0	497.0	836.53	198.47	540.19	518.15	303.44	289.02	444.72	318.57	909.17	728.11	753.83	674.59	373.81	258.57	728.11	253.23	432.53	466.88	444.72	647.07	376.41	256.78	299.25	237.86	441.64	941.27	921.88	808.0	309.83	1015.93	1044.52	435.55	329.84	988.12	273.37	423.61	780.44	392.44	514.56	603.67	941.27	293.07	836.53	316.37	262.2	351.14	312.0	651.58	723.08	532.74	368.65	241.19	518.15	241.19	361.04	336.79	228.13	466.88	698.41	301.33	343.89
PUM1	1119.56	1111.82	329.84	476.71	713.11	1605.83	583.07	1295.13	490.14	1331.57	476.71	371.22	674.59	567.1	1322.37	1540.37	1277.29	543.96	698.41	723.08	1457.23	563.18	529.06	1286.18	660.68	620.67	490.14	629.35	444.72	836.53	638.15	660.68	620.67	733.19	651.58	679.29	718.08	723.08	395.18	629.35	674.59	703.28	595.34	1015.93	575.03	674.59	967.76	693.58	703.28	547.75	490.14	890.44	674.59	748.61	842.36	346.29	346.29	1088.92	1001.93	575.03	441.64	629.35	1242.34	791.35	988.12	547.75	775.05	796.86	511.0	591.22	674.59	607.87	934.76	1127.35	974.5	854.13	1051.79	633.73	941.27	571.05	647.07	1322.37	748.61	915.51	521.76	493.56	514.56	483.38	785.88	813.63	1322.37	884.29	497.0	1096.5	1583.71	769.69	460.44	1331.57	363.56	647.07	1104.13	665.29	679.29	819.3	1175.27	620.67	1104.13	486.75	674.59	638.15	688.78	884.29	934.76	934.76	599.49	447.82	638.15	493.56	638.15	638.15	567.1	890.44	878.17	651.58	642.59
QRSL1	178.77	224.97	62.56	77.25	147.06	169.07	107.38	191.67	133.36	171.45	56.68	87.03	108.14	136.19	186.4	170.25	142.01	96.01	133.36	146.03	167.9	68.07	133.36	190.34	66.18	84.63	80.57	81.14	64.8	163.28	109.66	115.97	92.7	131.51	110.43	102.25	156.59	114.36	85.82	129.69	158.79	105.15	147.06	102.97	110.43	102.25	175.07	111.99	85.82	147.06	91.41	120.1	103.69	140.04	159.9	57.89	117.6	198.47	156.59	73.03	66.18	129.69	194.36	140.04	153.34	53.57	97.36	178.77	73.03	115.16	152.28	142.01	133.36	135.24	181.28	131.51	155.5	140.04	186.4	96.01	120.94	154.42	154.42	155.5	84.63	120.1	99.43	85.22	140.04	178.77	155.5	113.56	113.56	157.68	173.85	141.02	114.36	158.79	78.34	135.24	191.67	154.42	173.85	169.07	148.09	113.56	175.07	79.45	110.43	67.12	73.03	129.69	161.02	113.56	118.43	137.14	116.78	86.43	63.89	134.3	120.94	124.37	176.29	142.01	131.51
R3HDM1	358.54	406.31	211.31	255.0	269.6	341.51	242.88	400.71	275.28	389.72	191.67	159.9	223.41	237.86	361.04	409.15	348.71	237.86	255.0	366.09	507.46	128.79	267.73	336.79	242.88	231.32	157.68	205.5	165.57	194.36	320.8	239.52	241.19	229.72	226.54	234.57	363.56	253.23	205.5	293.07	299.25	215.77	269.6	244.57	205.5	158.79	392.44	231.32	323.03	283.05	231.32	295.11	229.72	343.89	368.65	107.38	183.82	351.14	325.29	299.25	139.07	279.14	426.57	255.0	361.04	155.5	251.48	281.09	152.28	215.77	256.78	239.52	414.87	187.71	329.84	351.14	287.01	336.79	420.68	175.07	248.0	299.25	299.25	334.46	165.57	194.36	221.86	133.36	241.19	476.71	353.59	376.41	193.01	323.03	303.44	242.88	162.14	332.14	124.37	232.94	366.09	283.05	265.87	262.2	297.17	262.2	346.29	149.12	271.48	189.02	312.0	293.07	373.81	320.8	187.71	223.41	271.48	273.37	136.19	248.0	189.02	323.03	417.77	182.55	231.32
RAB30	231.32	389.72	33.78	37.05	136.19	351.14	78.34	343.89	128.79	497.0	41.22	51.71	96.68	181.28	299.25	356.05	295.11	86.43	149.12	110.43	603.67	61.68	51.35	409.15	87.03	55.89	70.51	65.26	71.0	101.54	134.3	104.42	69.52	100.13	124.37	72.52	102.97	409.15	88.26	63.0	159.9	112.77	73.54	239.52	67.59	94.01	99.43	191.67	90.14	65.26	193.01	69.52	89.51	209.84	197.09	49.21	65.26	285.03	267.73	114.36	45.53	58.71	303.44	85.82	258.57	28.65	121.79	175.07	121.79	111.99	161.02	102.25	314.17	366.09	348.71	178.77	170.25	130.6	332.14	66.18	173.85	182.55	224.97	728.11	147.06	70.51	86.43	54.72	81.14	283.05	289.02	237.86	54.33	221.86	514.56	105.89	121.79	460.44	49.91	178.77	177.53	283.05	187.71	102.25	220.32	93.35	199.85	53.19	56.28	65.72	106.63	118.43	234.57	139.07	65.26	103.69	142.01	85.22	58.71	73.03	78.89	101.54	264.03	87.03	70.51
RAB33B	146.03	156.59	78.89	88.88	74.06	124.37	105.15	206.94	73.03	163.28	78.89	108.14	101.54	105.15	170.25	136.19	142.01	114.36	131.51	135.24	161.02	120.1	102.25	139.07	72.01	133.36	97.36	95.34	65.72	84.63	95.34	98.73	119.26	99.43	70.51	84.63	100.13	100.83	115.16	93.35	127.0	141.02	85.82	96.68	99.43	172.65	165.57	95.34	131.51	98.73	129.69	217.27	150.17	163.28	135.24	45.21	81.14	181.28	115.16	89.51	80.57	84.63	167.9	129.69	77.25	95.34	105.89	111.99	63.45	71.5	84.04	108.9	103.69	159.9	136.19	131.51	126.12	114.36	181.28	55.49	87.65	96.01	116.78	170.25	102.25	70.01	101.54	61.68	111.99	181.28	215.77	147.06	59.97	141.02	143.01	92.05	58.71	161.02	89.51	81.71	130.6	153.34	93.35	142.01	162.14	96.68	169.07	77.79	92.05	66.18	153.34	117.6	139.07	144.01	59.55	71.5	88.88	117.6	120.1	164.42	60.82	98.04	189.02	90.77	100.13
RALB	1051.79	1457.23	1135.2	708.18	1457.23	1769.57	981.29	1388.16	693.58	1286.18	473.41	551.56	1104.13	1066.48	1674.06	1551.09	2032.85	1001.93	1769.57	1662.49	1015.93	318.57	848.22	1457.23	1088.92	1498.22	486.75	753.83	507.46	1268.46	1015.93	1457.23	1277.29	1277.29	941.27	1167.14	713.11	1233.75	902.89	1561.89	1757.34	928.3	1073.91	1268.46	1127.35	651.58	1242.34	1407.55	1059.11	1709.26	928.3	693.58	915.51	1081.39	1639.59	612.11	1304.15	1199.98	890.44	1096.5	607.87	921.88	1477.58	1191.69	1909.85	708.18	1268.46	1950.0	2047.0	1151.06	1242.34	1023.0	1617.0	1529.73	1313.23	1331.57	1233.75	1066.48	1277.29	651.58	1225.22	1572.76	1605.83	1135.2	638.15	884.29	890.44	866.07	1167.14	1617.0	1250.98	1225.22	1477.58	1508.65	1088.92	1127.35	381.68	1340.84	825.0	1313.23	1457.23	1175.27	1594.73	1233.75	1388.16	1304.15	1059.11	656.11	1340.84	629.35	1001.93	1250.98	1540.37	1457.23	1242.34	1030.12	1023.0	896.64	780.44	1143.1	1242.34	1794.29	1295.13	1561.89	1529.73
RCN2	1059.11	1225.22	791.35	748.61	854.13	884.29	947.83	1794.29	708.18	1819.35	703.28	1295.13	1015.93	860.08	1487.87	902.89	947.83	1037.29	1437.15	860.08	1359.57	769.69	1111.82	1457.23	836.53	1143.1	878.17	954.43	555.41	1572.76	723.08	890.44	1051.79	651.58	708.18	830.75	860.08	1111.82	753.83	1059.11	1697.45	813.63	651.58	1259.69	1001.93	961.07	1233.75	934.76	638.15	1259.69	854.13	579.04	941.27	928.3	1183.45	607.87	1008.9	1923.14	1037.29	842.36	842.36	934.76	1487.87	1519.15	1167.14	941.27	842.36	995.0	1143.1	1081.39	1143.1	1030.12	836.53	1369.04	1457.23	1417.35	848.22	954.43	1369.04	674.59	738.29	679.29	1175.27	1277.29	928.3	684.02	896.64	884.29	1457.23	1199.98	1870.53	1662.49	728.11	928.3	1008.9	1088.92	890.44	1183.45	1096.5	967.76	1561.89	1037.29	1030.12	1583.71	1322.37	728.11	1350.18	595.34	802.41	599.49	878.17	988.12	1639.59	1259.69	532.74	521.76	1378.57	728.11	836.53	674.59	791.35	981.29	1159.07	802.41	947.83
RGMB	624.99	607.87	191.67	39.5	583.07	988.12	397.93	769.69	368.65	559.28	169.07	132.44	551.56	403.5	769.69	518.15	660.68	473.41	591.22	435.55	1030.12	19.82	373.81	669.92	387.02	303.44	195.72	260.38	38.95	563.18	312.0	409.15	638.15	629.35	435.55	376.41	420.68	486.75	444.72	500.46	397.93	441.64	246.28	244.57	395.18	414.87	490.14	525.39	426.57	693.58	406.31	486.75	392.44	387.02	536.45	476.71	329.84	674.59	473.41	171.45	244.57	150.17	679.29	583.07	559.28	297.17	269.6	384.34	241.19	318.57	620.67	392.44	447.82	684.02	607.87	616.37	438.59	547.75	400.71	273.37	334.46	470.14	693.58	743.43	376.41	334.46	444.72	44.57	423.61	595.34	688.78	575.03	307.69	547.75	713.11	470.14	17.38	698.41	264.03	429.54	587.13	486.75	361.04	511.0	713.11	450.94	656.11	336.79	400.71	351.14	371.22	647.07	514.56	420.68	271.48	320.8	429.54	277.2	289.02	532.74	291.04	441.64	384.34	497.0	363.56
RGS17	47.84	211.31	5.15	25.35	161.02	65.72	17.0	463.65	26.1	232.94	24.81	70.51	144.01	4.21	218.79	281.09	309.83	108.9	61.68	77.25	312.0	7.57	75.11	155.5	23.76	67.59	13.22	40.64	45.85	129.69	7.88	5.82	118.43	53.19	23.59	115.97	53.19	102.97	2.78	90.77	297.17	42.41	55.49	204.07	38.12	10.63	237.86	249.73	12.0	22.1	12.55	7.57	65.72	11.91	106.63	47.5	45.21	142.01	181.28	211.31	90.77	41.52	260.38	51.35	327.56	5.36	35.0	180.02	305.55	69.52	68.55	10.16	241.19	289.02	187.71	172.65	5.87	74.06	403.5	100.83	80.57	62.12	212.78	190.34	37.05	12.36	38.95	3.99	283.05	125.24	303.44	38.95	28.24	234.57	102.25	108.9	140.04	202.66	23.76	130.6	135.24	132.44	221.86	147.06	171.45	94.01	56.28	76.17	43.02	6.84	38.95	43.32	135.24	113.56	53.19	112.77	208.38	67.59	30.78	113.56	111.99	40.93	341.51	40.64	63.45
RNF14	1051.79	1059.11	579.04	791.35	1151.06	1037.29	718.08	1561.89	780.44	1225.22	733.19	633.73	848.22	669.92	1397.83	759.08	1259.69	813.63	954.43	1081.39	1259.69	457.25	796.86	1191.69	915.51	909.17	500.46	708.18	518.15	896.64	808.0	759.08	698.41	884.29	791.35	791.35	909.17	830.75	624.99	791.35	934.76	819.3	921.88	1119.56	785.88	728.11	1030.12	1023.0	836.53	884.29	642.59	713.11	651.58	819.3	954.43	536.45	647.07	1104.13	961.07	738.29	728.11	819.3	1340.84	764.36	1277.29	660.68	854.13	1135.2	915.51	674.59	995.0	780.44	1304.15	1015.93	1268.46	941.27	1127.35	775.05	780.44	764.36	409.15	981.29	878.17	974.5	684.02	684.02	612.11	791.35	902.89	1030.12	1378.57	791.35	651.58	1277.29	1191.69	921.88	559.28	1119.56	629.35	842.36	1259.69	796.86	934.76	921.88	1151.06	902.89	1008.9	567.1	796.86	595.34	708.18	909.17	1081.39	1015.93	819.3	753.83	825.0	638.15	633.73	743.43	733.19	1001.93	825.0	1096.5	866.07
RPE	638.15	802.41	297.17	395.18	753.83	599.49	447.82	769.69	466.88	620.67	429.54	387.02	521.76	412.0	743.43	830.75	728.11	432.53	518.15	595.34	723.08	358.54	454.09	638.15	536.45	503.95	473.41	412.0	218.79	708.18	503.95	500.46	486.75	483.38	397.93	591.22	500.46	299.25	397.93	500.46	529.06	454.09	466.88	595.34	423.61	480.04	808.0	432.53	497.0	353.59	368.65	423.61	376.41	507.46	591.22	283.05	303.44	753.83	417.77	414.87	332.14	518.15	669.92	529.06	679.29	389.72	612.11	559.28	336.79	361.04	555.41	521.76	647.07	624.99	624.99	559.28	718.08	665.29	563.18	403.5	384.34	723.08	543.96	536.45	441.64	381.68	466.88	387.02	660.68	728.11	733.19	808.0	336.79	718.08	679.29	432.53	353.59	660.68	376.41	579.04	698.41	332.14	575.03	476.71	651.58	543.96	764.36	356.05	559.28	414.87	363.56	540.19	775.05	620.67	420.68	387.02	555.41	371.22	307.69	414.87	397.93	470.14	693.58	624.99	450.94
RTF1	603.67	624.99	309.83	397.93	412.0	620.67	423.61	656.11	460.44	665.29	339.14	346.29	444.72	480.04	703.28	684.02	599.49	457.25	486.75	389.72	660.68	450.94	441.64	738.29	384.34	470.14	255.0	454.09	420.68	529.06	470.14	480.04	470.14	518.15	507.46	420.68	518.15	651.58	320.8	490.14	525.39	395.18	417.77	607.87	387.02	503.95	629.35	476.71	514.56	476.71	432.53	555.41	423.61	438.59	579.04	361.04	314.17	743.43	497.0	444.72	366.09	483.38	698.41	490.14	642.59	438.59	457.25	547.75	392.44	379.04	559.28	463.65	521.76	547.75	620.67	551.56	551.56	450.94	599.49	412.0	493.56	624.99	543.96	669.92	435.55	417.77	397.93	447.82	429.54	497.0	738.29	583.07	429.54	563.18	808.0	567.1	323.03	591.22	305.55	511.0	595.34	426.57	483.38	529.06	693.58	476.71	620.67	373.81	470.14	426.57	567.1	571.05	612.11	521.76	441.64	366.09	441.64	323.03	417.77	497.0	376.41	532.74	579.04	529.06	447.82
SEC14L1	607.87	848.22	249.73	518.15	947.83	1044.52	503.95	1044.52	351.14	1259.69	325.29	490.14	470.14	529.06	1023.0	915.51	775.05	426.57	454.09	660.68	738.29	332.14	450.94	796.86	438.59	1183.45	470.14	361.04	368.65	1015.93	376.41	583.07	759.08	620.67	620.67	460.44	368.65	595.34	587.13	412.0	563.18	620.67	441.64	825.0	256.78	684.02	1044.52	1073.91	551.56	368.65	470.14	429.54	571.05	518.15	872.1	241.19	195.72	785.88	995.0	500.46	348.71	409.15	1096.5	629.35	1096.5	241.19	583.07	825.0	842.36	307.69	665.29	703.28	785.88	775.05	473.41	536.45	796.86	438.59	884.29	363.56	497.0	764.36	878.17	718.08	412.0	363.56	384.34	339.14	420.68	1313.23	1096.5	1037.29	373.81	1242.34	1001.93	463.65	432.53	896.64	285.03	381.68	813.63	327.56	791.35	733.19	748.61	579.04	688.78	438.59	463.65	409.15	583.07	981.29	791.35	376.41	429.54	500.46	669.92	450.94	441.64	563.18	612.11	642.59	830.75	587.13	325.29
SH3RF1	1745.2	1844.76	429.54	450.94	947.83	1447.15	435.55	2163.77	432.53	1457.23	669.92	612.11	890.44	389.72	2434.5	1457.23	2032.85	802.41	995.0	718.08	2485.67	353.59	1208.34	1572.76	842.36	624.99	182.55	819.3	223.41	1059.11	500.46	753.83	258.57	353.59	287.01	674.59	1081.39	1437.15	353.59	738.29	2178.83	312.0	460.44	423.61	387.02	1369.04	785.88	2004.85	665.29	1044.52	567.1	1088.92	684.02	1304.15	1794.29	156.59	447.82	1304.15	1388.16	187.71	503.95	954.43	1268.46	1322.37	2148.82	974.5	507.46	1104.13	764.36	607.87	1135.2	214.27	2104.58	2240.11	2018.8	1781.89	366.09	813.63	1208.34	764.36	884.29	476.71	884.29	1697.45	909.17	1135.2	325.29	703.28	836.53	688.78	1757.34	1030.12	265.87	2400.97	1605.83	1001.93	371.22	2047.0	376.41	988.12	1628.26	2255.7	748.61	1417.35	1268.46	429.54	651.58	316.37	429.54	395.18	791.35	669.92	836.53	748.61	591.22	201.25	1685.71	387.02	563.18	583.07	525.39	1286.18	1088.92	204.07	395.18
SHOC2	514.56	583.07	260.38	381.68	473.41	563.18	409.15	836.53	273.37	775.05	373.81	595.34	400.71	366.09	884.29	503.95	363.56	497.0	366.09	525.39	547.75	366.09	387.02	612.11	368.65	563.18	301.33	323.03	229.72	547.75	353.59	371.22	414.87	400.71	356.05	343.89	343.89	493.56	273.37	341.51	395.18	339.14	339.14	595.34	343.89	358.54	486.75	366.09	346.29	389.72	406.31	497.0	341.51	387.02	409.15	253.23	295.11	698.41	395.18	363.56	420.68	356.05	633.73	368.65	457.25	323.03	332.14	384.34	483.38	287.01	363.56	417.77	679.29	444.72	470.14	480.04	420.68	426.57	500.46	287.01	273.37	540.19	409.15	612.11	351.14	283.05	358.54	493.56	356.05	571.05	583.07	435.55	387.02	511.0	518.15	343.89	312.0	444.72	356.05	303.44	555.41	332.14	486.75	536.45	656.11	397.93	521.76	327.56	368.65	281.09	571.05	414.87	521.76	450.94	307.69	334.46	500.46	323.03	423.61	291.04	389.72	395.18	470.14	381.68	406.31
SLC4A1AP	318.57	397.93	271.48	287.01	332.14	332.14	299.25	395.18	297.17	341.51	269.6	293.07	293.07	277.2	400.71	361.04	336.79	295.11	281.09	289.02	376.41	249.73	258.57	387.02	305.55	303.44	231.32	314.17	234.57	303.44	323.03	332.14	277.2	285.03	309.83	273.37	309.83	303.44	251.48	260.38	361.04	264.03	309.83	450.94	312.0	283.05	303.44	279.14	307.69	341.51	283.05	301.33	241.19	325.29	312.0	239.52	267.73	353.59	318.57	339.14	269.6	339.14	384.34	279.14	381.68	303.44	312.0	368.65	303.44	271.48	318.57	320.8	316.37	348.71	353.59	325.29	336.79	275.28	289.02	246.28	253.23	379.04	309.83	348.71	279.14	291.04	279.14	285.03	307.69	316.37	334.46	307.69	332.14	295.11	353.59	301.33	305.55	332.14	256.78	307.69	343.89	262.2	260.38	316.37	332.14	312.0	363.56	269.6	281.09	239.52	325.29	351.14	334.46	346.29	332.14	343.89	289.02	289.02	246.28	325.29	287.01	267.73	273.37	341.51	307.69
