	TCGA.C8.A12O.01A.11R.A115.07	TCGA.AR.A24O.01A.11R.A169.07	TCGA.D8.A27V.01A.12R.A17B.07	TCGA.BH.A0HI.01A.11R.A084.07	TCGA.E9.A1N4.01A.11R.A14M.07	TCGA.BH.A1FH.01A.12R.A13Q.07	TCGA.A2.A0CZ.01A.11R.A034.07	TCGA.BH.A202.01A.11R.A14M.07	TCGA.A7.A0CH.01A.21R.A00Z.07	TCGA.A7.A26E.01A.11R.A169.07	TCGA.AR.A1AN.01A.11R.A12P.07	TCGA.A8.A0AD.01A.11R.A056.07	TCGA.BH.A208.01A.11R.A157.07	TCGA.BH.A0HP.01A.12R.A084.07	TCGA.C8.A12Z.01A.11R.A115.07	TCGA.A2.A0EV.01A.11R.A034.07	TCGA.AC.A8OS.01A.12R.A41B.07	TCGA.A2.A04N.01A.11R.A115.07	TCGA.A1.A0SH.01A.11R.A084.07	TCGA.E2.A15C.01A.31R.A12D.07	TCGA.D8.A1XY.01A.11R.A14M.07	TCGA.AR.A24M.01A.11R.A169.07	TCGA.E9.A1NG.01A.21R.A14M.07	TCGA.E2.A1IJ.01A.11R.A144.07	TCGA.A2.A0ES.01A.11R.A115.07	TCGA.A7.A0DB.01A.11R.A00Z.07	TCGA.AC.A2B8.01A.11R.A17B.07	TCGA.A8.A094.01A.11R.A00Z.07	TCGA.D8.A1XO.01A.11R.A14M.07	TCGA.AR.A1AL.01A.21R.A12P.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A0AY.11A.23R.A089.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A1F6.11B.94R.A13Q.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.1269C.2426.SM.5FQSN	GTEX.W5X1.2326.SM.3GIL6	GTEX.XMD2.0926.SM.4WWEF	GTEX.1313W.0826.SM.5EQ4T	GTEX.13O3O.0826.SM.5K7WE	GTEX.TMMY.0726.SM.33HBE	GTEX.VJWN.0726.SM.3GIJ8	GTEX.13QIC.2326.SM.5LU5N	TCGA.W5.AA2U.11A.11R.A41I.07	TCGA.W5.AA30.11A.11R.A41I.07	TCGA.B8.5163.01A.01R.1420.07	TCGA.B8.5552.11A.01R.1672.07	TCGA.RC.A6M6.01A.11R.A32O.07	TCGA.FV.A23B.01A.11R.A16W.07	TCGA.RC.A7S9.01A.11R.A33R.07	TCGA.LG.A9QD.01A.11R.A38B.07	TCGA.DD.AAVX.01A.11R.A41C.07	TCGA.DD.AAD1.01A.11R.A41C.07	TCGA.FV.A496.01A.11R.A266.07	TCGA.DD.AAE7.01A.11R.A41C.07	TCGA.DD.AADP.01A.11R.A39D.07	TCGA.DD.AACP.01A.11R.A41C.07	TCGA.BC.A69I.01A.11R.A311.07	TCGA.ED.A66Y.01A.11R.A311.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.BC.A10S.01A.22R.A131.07	TCGA.2V.A95S.01A.11R.A37K.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.EP.A2KA.01A.11R.A180.07	TCGA.2Y.A9H7.01A.11R.A39D.07	TCGA.DD.AADK.01A.11R.A41C.07	TCGA.DD.A1ED.01A.11R.A155.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.DD.A119.11A.11R.A131.07	TCGA.DD.A1EC.11A.11R.A131.07	TCGA.DD.A3A5.11A.11R.A22L.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A39X.11A.11R.A213.07	TCGA.FV.A3I0.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.DD.A113.11A.12R.A131.07	TCGA.DD.A1EE.11A.11R.A131.07	TCGA.DD.A39V.11A.11R.A213.07	TCGA.DD.A11A.11A.11R.A131.07	TCGA.BD.A3EP.11A.12R.A22L.07	TCGA.BC.A10W.11A.11R.A131.07	TCGA.BC.A10T.11A.11R.A131.07	GTEX.RTLS.1326.SM.46MUN	GTEX.WYVS.1926.SM.4PQZ2	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.S32W.1926.SM.4AD63	GTEX.Y5LM.0426.SM.4VBRO	GTEX.QDVN.0826.SM.48TZ2	GTEX.TKQ2.1726.SM.4DXUP	GTEX.ZVP2.0626.SM.51MSO	GTEX.RM2N.1926.SM.48FCU	GTEX.ZTPG.1426.SM.51MT3	GTEX.PX3G.0826.SM.48TZS	GTEX.U3ZN.0226.SM.3DB8D	GTEX.Z9EW.0426.SM.5CVM9	GTEX.OOBJ.0826.SM.3NB2K	GTEX.13FTW.1126.SM.5J2NV	GTEX.ZPU1.0826.SM.57WG2	GTEX.ZAB5.0426.SM.5CVMI	GTEX.13113.1326.SM.5GCOI	GTEX.WQUQ.1926.SM.4OOSA	GTEX.ZF2S.3026.SM.4WWCH	GTEX.144GM.1326.SM.5LU5E	GTEX.139YR.0226.SM.5IFEM	GTEX.146FH.1526.SM.5NQBU	GTEX.YEC4.0826.SM.5P9FV	GTEX.P78B.1326.SM.3P611	GTEX.QV44.0326.SM.4R1KD	GTEX.11EQ9.0526.SM.5A5JZ	GTEX.ZZPU.0426.SM.5GZYH	GTEX.X3Y1.2726.SM.4PQZH	GTEX.12WSL.0226.SM.5CVMJ	GTEX.12696.0826.SM.5EGGE	GTEX.ZYY3.0626.SM.5NQ6W	GTEX.ZF29.2026.SM.4WWB7	GTEX.131XE.0326.SM.5LZVO	GTEX.145MO.2326.SM.5NQ9K	GTEX.14E1K.0326.SM.5S2PE	GTEX.14DAQ.1726.SM.5S2R2	GTEX.1399R.1226.SM.5P9GF	GTEX.11DXZ.0126.SM.5EGGY	GTEX.12KS4.1326.SM.5LUB3	GTEX.13PVR.0126.SM.5S2PY	GTEX.Q734.0326.SM.48U15	GTEX.132NY.0926.SM.5P9G3	GTEX.1212Z.0226.SM.59HLF	GTEX.XOTO.0826.SM.4B65O	GTEX.14753.1626.SM.5NQ9L	GTEX.WFON.1726.SM.4LVMQ	GTEX.UPIC.0926.SM.4IHLV	GTEX.UPK5.1426.SM.4JBHH	GTEX.RWSA.1426.SM.47JXA	GTEX.S4Z8.0526.SM.4AD4T	GTEX.VUSG.0126.SM.4KL1X	GTEX.14C38.1526.SM.5RQJ7	GTEX.REY6.1226.SM.48FDR	GTEX.U3ZN.0626.SM.3DB7U	GTEX.T8EM.0326.SM.3DB7F	GTEX.145LS.1226.SM.5Q5D9
PIK3CA	307.69	463.65	376.41	224.97	412.0	571.05	223.41	295.11	236.21	457.25	511.0	348.71	435.55	309.83	241.19	269.6	193.01	246.28	493.56	341.51	384.34	591.22	387.02	232.94	493.56	237.86	384.34	170.25	507.46	406.31	665.29	387.02	738.29	688.78	665.29	403.5	723.08	438.59	441.64	329.84	872.1	796.86	647.07	71.5	98.73	1008.9	629.35	107.38	112.77	59.97	80.01	76.17	176.29	68.07	76.17	142.01	57.89	47.5	101.54	85.82	57.49	69.03	82.87	55.89	74.58	51.35	112.77	82.87	66.18	149.12	165.57	60.82	32.13	94.67	91.41	87.03	104.42	139.07	80.57	186.4	156.59	67.59	90.14	97.36	177.53	127.89	90.77	85.82	119.26	140.04	128.79	108.9	93.35	212.78	65.26	241.19	194.36	161.02	85.82	156.59	223.41	121.79	66.18	88.88	201.25	101.54	138.1	70.51	87.03	149.12	156.59	187.71	177.53	99.43	61.68	212.78	111.99	156.59	76.17	208.38	120.1	118.43	116.78	79.45	108.9	172.65	98.04	87.03	100.83	102.25	223.41	85.22	137.14	79.45	142.01	178.77	84.63	69.52	334.46	295.11	679.29
PLEKHA1	412.0	612.11	567.1	429.54	497.0	435.55	327.56	381.68	441.64	571.05	435.55	356.05	473.41	551.56	532.74	102.25	376.41	358.54	346.29	438.59	361.04	435.55	473.41	379.04	587.13	363.56	551.56	674.59	555.41	493.56	679.29	412.0	651.58	728.11	708.18	540.19	961.07	441.64	674.59	497.0	785.88	902.89	718.08	447.82	450.94	967.76	2835.7	339.14	656.11	256.78	236.21	303.44	665.29	195.72	265.87	547.75	373.81	206.94	351.14	289.02	265.87	381.68	341.51	206.94	373.81	265.87	460.44	214.27	376.41	497.0	555.41	381.68	206.94	417.77	447.82	358.54	412.0	559.28	343.89	647.07	457.25	412.0	620.67	591.22	277.2	267.73	297.17	616.37	392.44	728.11	536.45	267.73	575.03	830.75	262.2	497.0	486.75	361.04	239.52	738.29	441.64	466.88	384.34	363.56	2075.59	381.68	555.41	366.09	255.0	403.5	285.03	305.55	316.37	476.71	450.94	1340.84	366.09	1008.9	395.18	444.72	480.04	379.04	387.02	470.14	376.41	397.93	379.04	412.0	325.29	281.09	339.14	341.51	466.88	384.34	285.03	674.59	1674.06	1066.48	1111.82	1259.69	1487.87
PMS1	186.4	253.23	182.55	149.12	195.72	251.48	170.25	218.79	232.94	260.38	111.99	264.03	144.01	212.78	231.32	170.25	211.31	167.9	191.67	175.07	209.84	195.72	228.13	163.28	218.79	164.42	202.66	187.71	303.44	258.57	358.54	236.21	476.71	264.03	351.14	205.5	314.17	206.94	220.32	189.02	366.09	426.57	293.07	86.43	100.83	122.64	269.6	133.36	143.01	106.63	105.89	115.97	119.26	169.07	104.42	114.36	178.77	114.36	154.42	93.35	67.12	111.99	80.57	115.16	104.42	99.43	157.68	87.03	80.01	75.11	139.07	42.71	29.48	53.95	54.72	87.03	66.65	84.63	80.57	90.14	75.64	75.11	84.04	73.54	72.52	57.49	100.83	114.36	70.51	79.45	75.64	71.5	65.72	62.56	82.29	113.56	74.06	93.35	46.18	57.49	64.34	53.57	75.11	62.12	49.21	73.54	107.38	61.25	74.06	77.25	61.68	74.58	70.51	124.37	98.73	76.71	42.71	106.63	77.25	73.54	59.55	59.55	65.72	67.12	70.01	59.13	76.71	92.7	104.42	26.1	48.87	74.58	76.71	56.28	72.01	59.55	90.14	35.5	258.57	223.41	83.45
PPP2R3A	95.34	258.57	100.83	220.32	283.05	226.54	100.83	271.48	183.82	94.01	137.14	100.83	152.28	98.04	187.71	165.57	353.59	139.07	237.86	77.79	387.02	463.65	226.54	186.4	182.55	314.17	139.07	109.66	466.88	267.73	264.03	171.45	371.22	218.79	293.07	447.82	183.82	249.73	133.36	217.27	293.07	587.13	356.05	9.85	26.1	320.8	921.88	21.01	7.88	2.2	15.22	3.23	18.43	11.55	40.64	9.63	9.2	5.02	9.34	13.93	13.93	13.42	9.78	19.11	14.03	17.13	9.13	13.52	10.88	13.72	22.43	6.57	2.43	11.47	6.31	13.72	17.13	16.88	8.25	11.38	21.63	11.47	12.55	6.84	71.5	18.84	34.02	9.63	9.63	20.56	5.23	10.08	20.26	128.79	28.04	29.48	7.82	14.45	11.3	63.89	79.45	5.5	5.28	44.89	17.25	9.13	13.22	3.14	14.03	8.71	32.13	12.83	10.24	10.0	0.77	15.45	43.32	18.29	7.28	18.16	26.28	13.12	26.28	17.77	5.82	11.82	3.0	10.0	5.45	3.96	6.67	0.71	10.88	8.0	11.55	31.45	9.56	6.06	161.02	348.71	283.05
PRKD3	209.84	486.75	395.18	185.11	218.79	603.67	264.03	426.57	275.28	389.72	166.73	176.29	389.72	234.57	193.01	178.77	279.14	159.9	403.5	147.06	175.07	387.02	373.81	301.33	341.51	123.5	232.94	127.0	454.09	320.8	723.08	384.34	780.44	612.11	669.92	305.55	2384.37	239.52	463.65	185.11	860.08	921.88	514.56	111.21	108.14	579.04	915.51	92.05	178.77	99.43	89.51	89.51	151.22	81.71	91.41	155.5	176.29	68.55	78.89	142.01	80.01	93.35	85.82	55.89	149.12	69.52	132.44	52.08	70.01	128.79	169.07	61.25	39.5	92.05	86.43	87.65	100.83	131.51	70.51	142.01	132.44	66.65	117.6	84.63	208.38	163.28	121.79	145.02	96.01	128.79	124.37	68.55	162.14	130.6	151.22	262.2	164.42	189.02	78.34	221.86	182.55	82.87	89.51	138.1	130.6	102.25	205.5	88.88	81.14	165.57	119.26	139.07	154.42	115.97	71.5	154.42	121.79	248.0	48.18	115.97	111.99	120.1	212.78	145.02	100.13	239.52	47.5	66.65	57.89	42.11	121.79	88.88	178.77	104.42	156.59	189.02	112.77	36.01	463.65	660.68	723.08
PRMT3	334.46	234.57	242.88	206.94	332.14	297.17	113.56	476.71	260.38	141.02	195.72	305.55	159.9	193.01	305.55	229.72	151.22	217.27	143.01	194.36	361.04	177.53	199.85	176.29	191.67	166.73	220.32	397.93	336.79	244.57	273.37	220.32	358.54	251.48	323.03	129.69	543.96	144.01	239.52	387.02	265.87	379.04	329.84	63.89	80.01	191.67	267.73	165.57	157.68	67.59	76.17	128.79	379.04	111.99	100.83	81.71	126.12	60.82	603.67	194.36	103.69	258.57	103.69	279.14	135.24	164.42	98.73	78.89	62.12	80.57	88.88	50.98	46.84	56.68	52.82	76.17	70.01	92.05	68.07	81.14	76.17	59.55	72.52	58.3	66.65	149.12	47.84	177.53	162.14	189.02	68.07	88.26	78.89	75.11	82.87	157.68	78.89	65.26	94.01	176.29	59.13	58.71	88.88	84.04	76.71	65.26	137.14	214.27	64.34	46.84	96.01	147.06	66.65	138.1	158.79	52.45	151.22	123.5	56.28	63.45	58.71	45.21	71.0	60.82	133.36	60.82	65.72	38.67	46.84	37.59	80.57	112.77	63.89	41.81	115.16	61.68	57.89	66.65	289.02	307.69	264.03
PTBP3	728.11	1059.11	1059.11	591.22	651.58	813.63	563.18	988.12	813.63	1191.69	802.41	1030.12	764.36	759.08	1081.39	848.22	525.39	656.11	698.41	1051.79	842.36	1081.39	780.44	575.03	872.1	674.59	733.19	1015.93	890.44	830.75	896.64	536.45	1233.75	748.61	896.64	743.43	896.64	961.07	1119.56	540.19	703.28	967.76	872.1	173.85	172.65	688.78	4704.07	172.65	387.02	190.34	117.6	162.14	318.57	277.2	165.57	271.48	371.22	127.0	285.03	241.19	176.29	255.0	255.0	178.77	198.47	103.69	223.41	131.51	105.89	212.78	199.85	102.25	57.49	127.0	129.69	132.44	193.01	187.71	110.43	273.37	198.47	165.57	186.4	166.73	255.0	275.28	152.28	190.34	125.24	132.44	221.86	116.78	161.02	295.11	108.14	283.05	193.01	175.07	104.42	423.61	161.02	95.34	49.56	231.32	224.97	128.79	180.02	109.66	129.69	152.28	156.59	119.26	101.54	98.04	92.05	325.29	162.14	366.09	77.25	176.29	133.36	153.34	239.52	309.83	142.01	185.11	104.42	204.07	141.02	104.42	116.78	94.01	159.9	159.9	90.77	162.14	215.77	185.11	866.07	872.1	1322.37
PTER	329.84	387.02	395.18	343.89	371.22	332.14	162.14	229.72	438.59	295.11	134.3	206.94	121.79	356.05	325.29	490.14	273.37	325.29	234.57	267.73	241.19	559.28	339.14	293.07	336.79	249.73	376.41	638.15	476.71	384.34	323.03	325.29	444.72	343.89	351.14	318.57	642.59	217.27	201.25	212.78	275.28	995.0	336.79	151.22	164.42	334.46	860.08	59.97	105.15	115.16	97.36	98.73	221.86	145.02	95.34	136.19	53.95	37.05	172.65	170.25	121.79	115.97	152.28	95.34	64.8	108.9	104.42	92.7	103.69	205.5	198.47	118.43	76.71	144.01	107.38	131.51	152.28	221.86	90.14	224.97	182.55	96.01	176.29	251.48	183.82	159.9	212.78	379.04	289.02	438.59	110.43	90.14	197.09	139.07	167.9	368.65	214.27	318.57	127.89	255.0	119.26	162.14	60.82	332.14	147.06	50.63	101.54	51.35	75.64	275.28	199.85	107.38	170.25	75.11	123.5	223.41	307.69	75.64	47.17	241.19	332.14	177.53	217.27	228.13	255.0	99.43	75.11	146.03	128.79	189.02	129.69	103.69	108.9	31.45	211.31	139.07	273.37	220.32	476.71	575.03	281.09
PTPN4	176.29	256.78	146.03	133.36	155.5	218.79	121.79	154.42	189.02	237.86	158.79	291.04	128.79	262.2	244.57	146.03	205.5	125.24	173.85	161.02	206.94	253.23	182.55	193.01	231.32	193.01	285.03	392.44	231.32	273.37	366.09	271.48	389.72	450.94	260.38	397.93	514.56	412.0	361.04	218.79	392.44	718.08	346.29	134.3	148.09	175.07	241.19	127.89	111.99	117.6	82.29	118.43	158.79	103.69	116.78	154.42	125.24	100.13	100.13	86.43	81.71	139.07	148.09	73.54	71.5	115.97	116.78	84.04	100.83	170.25	115.97	85.82	32.82	81.71	115.97	92.7	108.9	180.02	98.04	108.9	97.36	97.36	138.1	126.12	158.79	125.24	163.28	55.89	75.11	149.12	114.36	106.63	66.65	52.45	148.09	172.65	146.03	132.44	45.53	218.79	87.65	62.12	113.56	175.07	82.29	67.12	127.0	100.13	90.77	130.6	109.66	135.24	149.12	116.78	62.12	67.12	130.6	132.44	76.71	141.02	85.82	141.02	110.43	74.06	107.38	82.29	91.41	175.07	145.02	141.02	142.01	166.73	164.42	155.5	155.5	81.14	115.16	191.67	229.72	327.56	341.51
PYGO1	41.22	47.84	22.43	16.03	33.06	82.87	40.07	18.16	24.63	39.79	27.64	29.7	70.51	22.59	12.18	21.94	24.11	31.9	75.11	22.43	28.65	30.78	49.21	31.9	34.51	18.43	28.65	7.75	34.26	37.05	81.71	39.79	87.65	80.01	56.28	28.86	414.87	21.32	47.5	57.49	198.47	109.66	38.4	1.23	3.63	26.67	255.0	0.46	0.95	0.0	0.56	0.55	8.92	0.0	1.13	1.79	0.0	0.51	1.28	3.26	1.73	1.19	1.81	0.51	0.0	1.46	1.16	1.77	1.87	1.81	4.58	1.13	0.61	1.69	1.68	2.27	2.25	3.44	1.23	3.5	2.68	1.58	2.43	3.06	9.48	1.01	4.5	3.08	0.58	8.38	1.57	0.39	3.53	3.2	0.85	7.69	2.46	1.41	0.28	0.33	4.06	1.23	5.5	0.43	0.91	1.91	1.73	0.92	0.24	1.03	2.81	0.93	2.71	0.35	0.26	3.96	0.82	11.21	2.18	0.38	3.66	0.42	0.48	6.11	2.2	9.41	0.28	3.63	4.82	0.45	0.92	0.0	2.68	4.62	2.78	2.16	6.16	0.53	214.27	194.36	99.43
PYROXD1	273.37	457.25	346.29	281.09	432.53	368.65	153.34	332.14	371.22	547.75	307.69	271.48	323.03	277.2	373.81	211.31	244.57	202.66	182.55	241.19	316.37	214.27	258.57	214.27	309.83	211.31	269.6	214.27	403.5	400.71	514.56	281.09	748.61	438.59	583.07	361.04	656.11	480.04	444.72	301.33	389.72	848.22	329.84	186.4	212.78	376.41	674.59	135.24	379.04	129.69	169.07	111.99	221.86	195.72	177.53	441.64	138.1	157.68	305.55	169.07	148.09	120.94	237.86	221.86	146.03	147.06	281.09	120.94	171.45	256.78	316.37	167.9	34.75	157.68	154.42	178.77	218.79	279.14	118.43	264.03	186.4	178.77	121.79	181.28	141.02	249.73	170.25	316.37	285.03	392.44	101.54	130.6	180.02	166.73	191.67	339.14	262.2	183.82	277.2	239.52	118.43	197.09	125.24	208.38	143.01	88.88	156.59	146.03	133.36	204.07	115.16	209.84	185.11	190.34	237.86	246.28	423.61	217.27	303.44	178.77	191.67	126.12	144.01	159.9	287.01	145.02	166.73	236.21	269.6	142.01	197.09	183.82	87.03	214.27	212.78	45.53	281.09	341.51	450.94	764.36	409.15
RAB14	1001.93	1561.89	2104.58	1295.13	1594.73	1561.89	1044.52	1857.6	1540.37	2287.2	1417.35	2047.0	1081.39	1467.37	1605.83	1250.98	1151.06	1304.15	1519.15	1397.83	1594.73	1963.57	1685.71	1104.13	1561.89	1397.83	1388.16	1909.85	1819.35	1594.73	1757.34	1447.15	1950.0	1651.0	2209.26	1427.22	2875.3	1674.06	1857.6	1561.89	1781.89	3039.3	2502.97	1088.92	1044.52	1242.34	2664.15	490.14	1104.13	616.37	703.28	743.43	1250.98	638.15	1104.13	1159.07	473.41	518.15	902.89	819.3	825.0	896.64	1037.29	836.53	1081.39	409.15	1023.0	819.3	819.3	1340.84	1268.46	947.83	1015.93	941.27	967.76	819.3	1096.5	1104.13	1088.92	1225.22	1143.1	802.41	1477.58	909.17	854.13	802.41	934.76	884.29	890.44	842.36	1167.14	1088.92	866.07	759.08	915.51	1685.71	995.0	1477.58	1023.0	1605.83	1088.92	780.44	785.88	1286.18	624.99	780.44	1313.23	836.53	753.83	1350.18	1030.12	1073.91	1304.15	1081.39	1066.48	669.92	830.75	718.08	791.35	1277.29	1216.75	1159.07	1167.14	941.27	1216.75	884.29	872.1	1199.98	679.29	1127.35	836.53	748.61	1073.91	854.13	1191.69	764.36	759.08	928.3	2664.15	3280.18	3103.19
RAB5A	1259.69	1277.29	1051.79	961.07	1225.22	1096.5	884.29	1529.73	1001.93	1508.65	1015.93	1208.34	1088.92	995.0	1250.98	785.88	848.22	1015.93	1044.52	1059.11	1037.29	1242.34	1225.22	808.0	1216.75	1066.48	934.76	1757.34	1073.91	1250.98	1369.04	1088.92	1540.37	1551.09	1745.2	1295.13	1487.87	1388.16	2271.4	1183.45	1127.35	2018.8	1583.71	514.56	532.74	890.44	1870.53	476.71	571.05	620.67	457.25	555.41	842.36	540.19	525.39	802.41	447.82	493.56	435.55	599.49	503.95	493.56	555.41	361.04	500.46	466.88	665.29	356.05	423.61	583.07	563.18	420.68	395.18	412.0	647.07	567.1	684.02	536.45	532.74	902.89	595.34	595.34	878.17	555.41	493.56	595.34	395.18	759.08	665.29	802.41	813.63	575.03	954.43	748.61	387.02	890.44	866.07	497.0	595.34	947.83	470.14	490.14	412.0	438.59	1008.9	587.13	529.06	529.06	356.05	466.88	624.99	591.22	551.56	629.35	629.35	753.83	785.88	819.3	595.34	507.46	381.68	447.82	447.82	575.03	698.41	466.88	476.71	450.94	629.35	529.06	665.29	441.64	518.15	1369.04	629.35	629.35	703.28	536.45	1216.75	1081.39	2104.58
RBM27	305.55	361.04	454.09	223.41	320.8	320.8	167.9	363.56	281.09	480.04	169.07	339.14	195.72	299.25	336.79	384.34	199.85	209.84	191.67	312.0	316.37	414.87	281.09	215.77	293.07	312.0	314.17	205.5	392.44	373.81	353.59	303.44	536.45	320.8	426.57	262.2	693.58	283.05	336.79	348.71	420.68	438.59	435.55	93.35	96.68	336.79	473.41	122.64	155.5	69.03	96.01	108.9	167.9	89.51	76.17	136.19	96.01	56.28	166.73	105.15	86.43	81.71	80.01	86.43	105.89	67.12	109.66	62.56	76.17	136.19	137.14	74.06	22.26	78.34	102.25	98.73	113.56	136.19	70.51	175.07	137.14	81.71	127.0	85.82	103.69	117.6	102.25	150.17	120.94	171.45	111.21	92.7	133.36	121.79	60.39	224.97	204.07	121.79	77.79	269.6	130.6	82.29	75.64	199.85	74.58	83.45	190.34	163.28	85.82	153.34	167.9	122.64	107.38	104.42	92.7	109.66	154.42	178.77	76.71	131.51	104.42	140.04	127.0	99.43	182.55	145.02	74.06	78.89	112.77	65.72	105.89	63.45	93.35	63.89	118.43	94.67	103.69	47.84	339.14	323.03	389.72
RC3H2	271.48	381.68	309.83	183.82	463.65	447.82	264.03	389.72	158.79	356.05	279.14	368.65	343.89	195.72	297.17	277.2	264.03	214.27	336.79	323.03	329.84	287.01	309.83	223.41	379.04	208.38	373.81	368.65	287.01	305.55	511.0	339.14	532.74	460.44	473.41	341.51	796.86	397.93	395.18	343.89	483.38	603.67	507.46	127.89	144.01	361.04	607.87	198.47	246.28	146.03	111.99	148.09	223.41	81.71	127.0	187.71	167.9	185.11	285.03	223.41	149.12	172.65	130.6	136.19	195.72	105.15	198.47	201.25	127.89	178.77	223.41	100.83	102.97	118.43	103.69	143.01	143.01	187.71	120.94	198.47	135.24	136.19	145.02	115.16	169.07	205.5	166.73	137.14	205.5	122.64	145.02	150.17	176.29	217.27	89.51	275.28	166.73	185.11	151.22	224.97	152.28	126.12	124.37	165.57	178.77	131.51	127.0	140.04	96.68	152.28	214.27	123.5	98.73	172.65	186.4	244.57	185.11	209.84	98.73	137.14	183.82	125.24	175.07	199.85	99.43	229.72	139.07	135.24	124.37	110.43	135.24	165.57	167.9	42.41	143.01	115.97	164.42	117.6	327.56	587.13	532.74
REEP3	738.29	915.51	555.41	629.35	607.87	497.0	366.09	454.09	575.03	551.56	463.65	563.18	698.41	638.15	708.18	497.0	567.1	363.56	693.58	591.22	591.22	693.58	753.83	497.0	620.67	540.19	466.88	551.56	703.28	607.87	791.35	529.06	591.22	785.88	836.53	651.58	703.28	450.94	426.57	571.05	769.69	1051.79	743.43	185.11	251.48	674.59	1781.89	171.45	181.28	144.01	182.55	152.28	327.56	150.17	137.14	197.09	182.55	118.43	215.77	173.85	156.59	231.32	218.79	202.66	138.1	162.14	241.19	166.73	248.0	366.09	281.09	198.47	141.02	228.13	206.94	320.8	314.17	256.78	262.2	318.57	224.97	260.38	351.14	285.03	232.94	466.88	267.73	273.37	334.46	194.36	332.14	271.48	293.07	253.23	217.27	470.14	490.14	262.2	231.32	607.87	334.46	128.79	201.25	403.5	301.33	172.65	316.37	212.78	189.02	353.59	262.2	264.03	218.79	316.37	187.71	255.0	258.57	341.51	205.5	283.05	236.21	255.0	279.14	325.29	215.77	220.32	212.78	236.21	176.29	260.38	244.57	163.28	320.8	152.28	305.55	275.28	262.2	197.09	620.67	890.44	981.29
RFK	275.28	532.74	607.87	295.11	361.04	500.46	332.14	587.13	339.14	353.59	339.14	525.39	412.0	412.0	356.05	348.71	223.41	351.14	441.64	318.57	612.11	392.44	403.5	275.28	417.77	387.02	351.14	476.71	441.64	376.41	514.56	373.81	490.14	518.15	723.08	376.41	884.29	559.28	713.11	379.04	450.94	665.29	417.77	295.11	353.59	802.41	2956.17	181.28	718.08	361.04	271.48	309.83	551.56	444.72	256.78	493.56	463.65	228.13	392.44	536.45	381.68	500.46	389.72	620.67	435.55	159.9	320.8	221.86	287.01	441.64	312.0	275.28	187.71	251.48	273.37	381.68	406.31	287.01	384.34	414.87	395.18	316.37	435.55	403.5	231.32	497.0	368.65	595.34	470.14	595.34	423.61	295.11	463.65	423.61	239.52	559.28	532.74	314.17	363.56	718.08	273.37	303.44	318.57	327.56	323.03	241.19	441.64	237.86	255.0	361.04	299.25	293.07	366.09	511.0	368.65	450.94	395.18	616.37	339.14	275.28	231.32	267.73	197.09	493.56	406.31	253.23	348.71	287.01	271.48	269.6	255.0	150.17	532.74	142.01	343.89	314.17	633.73	297.17	769.69	813.63	476.71
RNF11	2163.77	2720.15	2609.3	2240.11	1781.89	3540.14	1757.34	1769.57	2240.11	2895.31	1977.24	2502.97	3901.01	2609.3	3395.89	2240.11	2133.97	1950.0	3103.19	2367.9	1417.35	2835.7	2682.69	1950.0	3742.05	1832.01	1963.57	1806.78	2537.92	2193.99	3303.0	2956.17	3124.78	4095.0	4038.61	2701.35	7032.37	2915.45	3665.02	2682.69	3124.78	6121.9	3372.43	1104.13	981.29	3146.52	3639.7	759.08	406.31	307.69	616.37	769.69	1051.79	633.73	981.29	603.67	353.59	551.56	497.0	775.05	583.07	490.14	612.11	329.84	339.14	583.07	1167.14	603.67	764.36	1551.09	1477.58	819.3	728.11	775.05	1127.35	1030.12	1313.23	1159.07	854.13	1268.46	988.12	854.13	1216.75	1216.75	1037.29	1044.52	796.86	1008.9	1259.69	1059.11	1417.35	825.0	1350.18	1044.52	753.83	1378.57	1721.16	1378.57	1008.9	1794.29	1662.49	363.56	830.75	1594.73	961.07	633.73	1674.06	651.58	947.83	2104.58	878.17	1250.98	1066.48	1104.13	483.38	848.22	1388.16	1313.23	748.61	1286.18	1151.06	1806.78	1233.75	1081.39	1540.37	1583.71	514.56	1030.12	679.29	1331.57	915.51	403.5	1745.2	392.44	1407.55	1313.23	1127.35	1135.2	2384.37	2319.15	5366.37
