	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3TA.01A.12R.A22L.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.BJ.A45K.01A.11R.A23W.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3N3.11A.11R.A20F.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.Y111.1926.SM.4SOIS	GTEX.RM2N.0526.SM.2TF4N	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.11EI6.0726.SM.59866	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.13FLW.0326.SM.5J2M4	GTEX.ZAK1.0726.SM.5HL8Q	GTEX.R55C.0626.SM.2TF4Q	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.V955.0426.SM.3GAEL	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.11VI4.0226.SM.5GU6C	GTEX.WFG8.0426.SM.3GILD	GTEX.UJMC.0326.SM.3GAE2	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.111FC.1026.SM.5GZX1
SNX6	629.35	647.07	656.11	753.83	514.56	599.49	708.18	665.29	571.05	813.63	836.53	612.11	733.19	733.19	591.22	679.29	728.11	638.15	738.29	583.07	551.56	753.83	579.04	1304.15	665.29	514.56	460.44	1088.92	1151.06	743.43	1088.92	1216.75	1001.93	1143.1	842.36	1051.79	1151.06	1259.69	872.1	796.86	1127.35	921.88	884.29	884.29	759.08	1088.92	1073.91	693.58	941.27	866.07	1208.34	1259.69	466.88	1001.93	1551.09	1059.11	890.44	748.61	733.19	1015.93	830.75	775.05	915.51	1143.1	909.17	902.89	796.86	860.08	954.43	819.3	808.0	819.3	995.0	674.59	878.17	1030.12	743.43	1051.79	693.58	995.0	703.28	1111.82	1662.49	1388.16	872.1	1417.35	759.08	836.53	854.13	728.11	921.88	1143.1	802.41	1277.29	1286.18	854.13	915.51	1250.98	961.07	878.17	836.53	921.88	854.13	769.69	836.53	1199.98	890.44	808.0	878.17	1135.2	872.1	1331.57	967.76	866.07	780.44	915.51	915.51	1001.93	890.44	854.13	1051.79	842.36	866.07	1037.29
SOS2	295.11	206.94	309.83	329.84	191.67	312.0	366.09	332.14	187.71	285.03	318.57	232.94	251.48	320.8	248.0	299.25	329.84	236.21	351.14	277.2	329.84	353.59	351.14	483.38	229.72	283.05	170.25	493.56	454.09	381.68	483.38	486.75	423.61	674.59	403.5	387.02	426.57	559.28	258.57	403.5	518.15	460.44	400.71	432.53	346.29	423.61	392.44	356.05	476.71	583.07	567.1	713.11	307.69	343.89	808.0	438.59	412.0	441.64	397.93	591.22	371.22	438.59	277.2	406.31	395.18	500.46	358.54	414.87	376.41	356.05	305.55	329.84	329.84	343.89	503.95	397.93	426.57	463.65	356.05	389.72	363.56	529.06	497.0	656.11	287.01	624.99	403.5	376.41	283.05	356.05	595.34	470.14	473.41	480.04	638.15	358.54	559.28	595.34	406.31	397.93	379.04	423.61	420.68	368.65	309.83	595.34	591.22	332.14	500.46	351.14	429.54	660.68	470.14	389.72	387.02	420.68	417.77	497.0	293.07	392.44	476.71	493.56	438.59	486.75
SPTLC1	665.29	674.59	928.3	1096.5	748.61	708.18	974.5	665.29	587.13	703.28	764.36	575.03	693.58	872.1	693.58	693.58	1023.0	651.58	780.44	660.68	679.29	1059.11	728.11	1437.15	808.0	723.08	395.18	1199.98	1208.34	1044.52	1151.06	1397.83	1044.52	1427.22	1277.29	1242.34	995.0	1551.09	915.51	1111.82	1519.15	1268.46	1242.34	1359.57	1015.93	1268.46	1498.22	1199.98	1388.16	866.07	1628.26	2032.85	988.12	974.5	1923.14	1322.37	941.27	1015.93	988.12	1417.35	896.64	1350.18	1350.18	1208.34	1268.46	1313.23	1001.93	1259.69	921.88	854.13	1191.69	830.75	1104.13	872.1	1183.45	1151.06	1378.57	1104.13	780.44	1498.22	974.5	1242.34	1857.6	1757.34	713.11	1950.0	1119.56	860.08	921.88	1073.91	1397.83	1216.75	1313.23	1407.55	1359.57	1104.13	1167.14	1340.84	1081.39	1119.56	1008.9	1498.22	1583.71	1127.35	988.12	1605.83	1540.37	995.0	1250.98	1277.29	1628.26	1794.29	1427.22	1397.83	961.07	1119.56	902.89	866.07	866.07	981.29	1583.71	1340.84	1051.79	934.76
SPTY2D1	102.25	105.15	132.44	155.5	84.63	101.54	182.55	109.66	76.17	98.04	112.77	120.94	80.01	126.12	76.71	98.04	126.12	102.25	81.71	90.14	87.03	140.04	111.99	161.02	78.89	104.42	59.13	329.84	231.32	176.29	287.01	251.48	199.85	351.14	341.51	255.0	251.48	316.37	121.79	202.66	193.01	246.28	215.77	189.02	198.47	301.33	164.42	144.01	223.41	181.28	205.5	332.14	173.85	181.28	312.0	242.88	136.19	152.28	187.71	291.04	190.34	191.67	244.57	181.28	201.25	204.07	183.82	234.57	198.47	157.68	161.02	101.54	206.94	194.36	320.8	190.34	249.73	239.52	148.09	273.37	169.07	246.28	343.89	341.51	151.22	595.34	191.67	164.42	190.34	167.9	289.02	172.65	191.67	204.07	220.32	253.23	187.71	323.03	198.47	237.86	169.07	295.11	218.79	209.84	237.86	466.88	273.37	180.02	212.78	204.07	218.79	264.03	363.56	277.2	163.28	180.02	152.28	173.85	169.07	172.65	221.86	215.77	201.25	189.02
SRFBP1	66.18	75.11	85.82	84.63	74.58	84.04	99.43	88.26	67.12	61.25	63.89	87.03	72.52	69.52	57.08	87.65	77.25	74.58	78.34	95.34	66.18	94.67	85.22	123.5	70.51	81.71	62.56	171.45	153.34	106.63	140.04	166.73	88.26	151.22	138.1	145.02	144.01	158.79	98.04	98.04	132.44	129.69	108.9	151.22	127.0	127.0	137.14	97.36	147.06	113.56	127.0	193.01	49.91	149.12	147.06	127.89	133.36	110.43	100.13	124.37	111.99	101.54	106.63	143.01	111.21	114.36	118.43	141.02	110.43	110.43	108.14	113.56	80.57	68.55	127.0	98.04	145.02	154.42	82.87	155.5	154.42	121.79	197.09	181.28	109.66	264.03	84.04	92.05	123.5	94.67	154.42	91.41	126.12	86.43	150.17	153.34	131.51	180.02	106.63	131.51	87.03	115.97	136.19	133.36	126.12	154.42	103.69	108.9	114.36	105.15	109.66	180.02	185.11	148.09	88.88	145.02	90.77	112.77	119.26	121.79	140.04	144.01	120.94	116.78
SRP72	825.0	698.41	764.36	878.17	575.03	830.75	860.08	669.92	753.83	728.11	603.67	679.29	854.13	860.08	708.18	620.67	866.07	612.11	616.37	603.67	728.11	1001.93	612.11	1183.45	743.43	713.11	708.18	1350.18	1340.84	830.75	1561.89	1304.15	791.35	1508.65	1313.23	1242.34	988.12	1388.16	902.89	941.27	1111.82	1051.79	1073.91	1088.92	1037.29	1407.55	1183.45	909.17	1104.13	1127.35	1208.34	1781.89	830.75	1378.57	1540.37	1340.84	808.0	909.17	981.29	1407.55	854.13	1073.91	1304.15	1073.91	1167.14	1051.79	890.44	1143.1	988.12	890.44	896.64	974.5	866.07	791.35	1427.22	1167.14	1066.48	1151.06	723.08	1388.16	915.51	1175.27	1233.75	1883.54	947.83	1832.01	819.3	796.86	878.17	808.0	1605.83	1023.0	1066.48	1008.9	1167.14	1529.73	967.76	1286.18	1001.93	1175.27	728.11	1143.1	1268.46	1023.0	1259.69	1857.6	1268.46	961.07	941.27	1143.1	1051.79	1857.6	1662.49	1225.22	860.08	934.76	860.08	1407.55	981.29	718.08	1407.55	1397.83	1073.91	934.76
SSR1	928.3	769.69	1216.75	1322.37	616.37	743.43	1167.14	819.3	547.75	836.53	718.08	791.35	753.83	1037.29	825.0	878.17	1225.22	679.29	599.49	507.46	1388.16	1151.06	921.88	1977.24	638.15	954.43	587.13	1991.0	1697.45	1378.57	1870.53	1923.14	1277.29	1896.65	2645.74	1819.35	1896.65	2178.83	1175.27	1183.45	1950.0	1378.57	1359.57	1397.83	1030.12	1883.54	2104.58	1208.34	1447.15	1183.45	1896.65	1651.0	1081.39	1397.83	2591.27	1519.15	1369.04	1059.11	988.12	2090.03	1277.29	1709.26	1844.76	1819.35	1427.22	1359.57	1340.84	1322.37	1407.55	1350.18	1073.91	915.51	1437.15	1111.82	2367.9	1540.37	1340.84	1572.76	981.29	1781.89	1733.13	1378.57	3060.45	2468.49	1037.29	2485.67	1001.93	1407.55	1457.23	1037.29	1709.26	1651.0	1378.57	1639.59	2335.28	2319.15	1369.04	2133.97	1709.26	2209.26	1023.0	1359.57	1313.23	1498.22	1340.84	2075.59	2335.28	1487.87	1388.16	1508.65	1457.23	1583.71	1857.6	1583.71	1208.34	1175.27	1477.58	1233.75	1832.01	1250.98	2163.77	1909.85	1359.57	1199.98
STT3B	866.07	921.88	1407.55	1378.57	785.88	1059.11	1437.15	1111.82	693.58	1001.93	1088.92	1051.79	902.89	1242.34	1044.52	915.51	1331.57	878.17	1015.93	860.08	1295.13	1427.22	1088.92	2224.63	703.28	1127.35	759.08	1662.49	1487.87	1359.57	1697.45	1923.14	1407.55	2417.67	2119.22	1794.29	1662.49	2209.26	1259.69	1143.1	1781.89	1051.79	1721.16	1662.49	1250.98	1605.83	1832.01	1709.26	1487.87	1199.98	2303.12	1519.15	1340.84	1721.16	2573.36	1295.13	1350.18	1233.75	1111.82	2351.53	1167.14	1757.34	1304.15	1819.35	1617.0	1417.35	1119.56	1313.23	1359.57	1242.34	1388.16	1135.2	1498.22	1487.87	1977.24	1572.76	1191.69	1378.57	1073.91	1369.04	1662.49	1508.65	2193.99	2720.15	1143.1	2193.99	902.89	1216.75	1617.0	1059.11	1963.57	1487.87	1216.75	1991.0	2090.03	2004.85	1378.57	2004.85	1651.0	1977.24	1216.75	1104.13	1350.18	1628.26	981.29	1923.14	2835.7	1388.16	1259.69	1277.29	1216.75	1806.78	2032.85	1572.76	1757.34	1378.57	1397.83	1639.59	1896.65	1487.87	2178.83	1923.14	1159.07	1709.26
SUCLA2	316.37	414.87	559.28	629.35	466.88	603.67	665.29	563.18	387.02	412.0	575.03	490.14	579.04	669.92	536.45	507.46	638.15	450.94	665.29	400.71	511.0	748.61	555.41	775.05	406.31	620.67	318.57	902.89	896.64	830.75	791.35	1030.12	759.08	1159.07	961.07	981.29	1199.98	1295.13	733.19	764.36	1111.82	1008.9	947.83	866.07	723.08	974.5	1437.15	703.28	967.76	802.41	1350.18	1457.23	595.34	995.0	1447.15	819.3	854.13	830.75	674.59	1073.91	684.02	780.44	1073.91	1059.11	890.44	1081.39	665.29	1030.12	878.17	748.61	595.34	688.78	954.43	733.19	842.36	967.76	718.08	1008.9	591.22	995.0	791.35	988.12	1208.34	1487.87	713.11	1096.5	791.35	872.1	1104.13	620.67	1225.22	1059.11	928.3	988.12	1159.07	866.07	808.0	1199.98	1104.13	1104.13	612.11	759.08	1051.79	896.64	723.08	941.27	961.07	860.08	974.5	1111.82	819.3	1388.16	915.51	995.0	802.41	896.64	896.64	775.05	688.78	808.0	1183.45	1066.48	872.1	1059.11
TFAM	249.73	256.78	291.04	351.14	190.34	239.52	336.79	220.32	187.71	176.29	293.07	242.88	248.0	223.41	170.25	212.78	287.01	198.47	239.52	162.14	177.53	295.11	244.57	312.0	214.27	242.88	178.77	486.75	460.44	356.05	532.74	490.14	318.57	497.0	551.56	417.77	473.41	612.11	281.09	341.51	540.19	525.39	486.75	371.22	417.77	603.67	444.72	312.0	540.19	309.83	409.15	647.07	307.69	373.81	674.59	470.14	336.79	351.14	363.56	514.56	327.56	476.71	507.46	493.56	447.82	454.09	297.17	476.71	339.14	307.69	395.18	323.03	307.69	363.56	473.41	432.53	490.14	507.46	264.03	669.92	423.61	470.14	616.37	591.22	318.57	518.15	412.0	346.29	493.56	303.44	470.14	420.68	616.37	376.41	607.87	514.56	363.56	503.95	454.09	540.19	366.09	518.15	476.71	373.81	389.72	612.11	551.56	332.14	438.59	395.18	536.45	543.96	693.58	660.68	353.59	343.89	368.65	412.0	356.05	379.04	473.41	420.68	463.65	473.41
TG	627822.72	425853.18	900270.11	1085552.95	353168.2	822695.06	1123834.93	857631.47	296977.71	610654.84	887875.81	736332.6	794671.01	985160.01	623486.02	932018.1	1085552.95	368165.8	894051.48	411347.03	778316.89	1147449.11	593956.43	978355.0	334117.42	906531.99	663619.99	627822.72	606436.73	1063212.58	561916.97	682276.92	1282030.25	1019901.63	1364554.84	1264380.15	1393227.06	2068278.89	1085552.95	1163466.92	1452391.55	2247670.86	2126426.15	1212874.47	1085552.95	1327240.99	1751305.3	1273174.62	1273174.62	1503610.06	2375828.71	524287.0	2111737.85	1611529.43	1204496.53	1611529.43	1622738.51	1493223.86	1739208.14	1634025.56	1131651.83	1838374.44	1997825.68	1535204.12	1984025.69	1273174.62	851707.37	1997825.68	1139523.1	1984025.69	1355129.16	2986448.72	1567462.05	1472666.19	2025714.3	2425749.94	1402917.72	1318073.06	925580.18	1929772.37	1299926.74	1299926.74	828417.36	992012.34	1327240.99	887875.81	1212874.47	1943195.01	1100706.72	1048575.0	875652.15	1622738.51	1727194.55	1589343.01	1100706.72	1355129.16	1336472.68	881742.8	2636147.11	2263304.65	1229805.58	1775752.63	2111737.85	1691649.38	1238359.56	1668359.93	1800541.22	3178687.03	3886391.01	1645391.11	1622738.51	951601.81	1085552.95	2263304.65	1282030.25	1535204.12	2672946.37	1514068.5	1567462.05	1864037.21	1634025.56	1402917.72	1063212.58	1482909.4
TIPRL	226.54	291.04	303.44	320.8	223.41	271.48	316.37	246.28	262.2	267.73	241.19	303.44	260.38	336.79	260.38	279.14	275.28	255.0	249.73	218.79	228.13	289.02	258.57	358.54	231.32	291.04	228.13	444.72	395.18	332.14	463.65	460.44	237.86	454.09	417.77	497.0	371.22	514.56	305.55	351.14	409.15	450.94	420.68	429.54	361.04	500.46	412.0	327.56	384.34	438.59	392.44	559.28	237.86	395.18	543.96	503.95	314.17	397.93	336.79	559.28	312.0	351.14	450.94	363.56	447.82	457.25	325.29	493.56	379.04	329.84	343.89	301.33	353.59	251.48	486.75	371.22	412.0	432.53	285.03	497.0	409.15	409.15	536.45	559.28	279.14	466.88	341.51	486.75	323.03	353.59	412.0	400.71	389.72	420.68	444.72	454.09	423.61	551.56	457.25	466.88	316.37	447.82	395.18	376.41	361.04	493.56	403.5	384.34	406.31	447.82	346.29	511.0	503.95	457.25	341.51	368.65	260.38	397.93	395.18	287.01	426.57	435.55	358.54	403.5
TM9SF2	1313.23	1359.57	1883.54	1709.26	1233.75	1628.26	2240.11	1551.09	1498.22	830.75	1498.22	1359.57	1540.37	1963.57	1457.23	1388.16	1896.65	1225.22	1883.54	1159.07	1407.55	1936.53	1551.09	2935.74	1111.82	1594.73	1340.84	2351.53	2555.58	1896.65	2400.97	2835.7	2104.58	3212.66	2976.74	2319.15	2875.3	3103.19	2047.0	2335.28	2816.11	2777.33	2875.3	2335.28	1806.78	2796.65	2777.33	1936.53	2701.35	2287.2	3303.0	3257.52	1936.53	2047.0	4038.61	2645.74	1977.24	2319.15	2119.22	3614.55	1950.0	2816.11	2701.35	2645.74	2645.74	2573.36	1769.57	2537.92	1936.53	1977.24	2133.97	1977.24	2240.11	2032.85	2855.44	2627.46	2417.67	2434.5	1733.13	2777.33	2224.63	2976.74	3467.27	3467.27	1709.26	3820.7	2119.22	2255.7	2047.0	1662.49	3168.41	2758.13	2591.27	3060.45	3716.2	2627.46	2209.26	2434.5	2997.45	3257.52	1883.54	2384.37	2855.44	2163.77	2004.85	3467.27	3665.02	2796.65	2915.45	3060.45	2701.35	3491.39	2502.97	2400.97	2573.36	2148.82	2119.22	1950.0	2193.99	2061.24	3146.52	3018.3	2417.67	2148.82
TM9SF3	759.08	780.44	967.76	1073.91	796.86	928.3	1143.1	1001.93	836.53	1001.93	967.76	866.07	785.88	890.44	802.41	1051.79	1104.13	785.88	941.27	830.75	866.07	1183.45	1127.35	1963.57	808.0	872.1	599.49	1697.45	1477.58	1119.56	1685.71	1909.85	1066.48	2240.11	1769.57	1397.83	1378.57	2032.85	974.5	1088.92	1883.54	1467.37	1417.35	1457.23	1199.98	1721.16	1583.71	1250.98	1583.71	1242.34	1950.0	2255.7	1183.45	1175.27	2701.35	1498.22	1081.39	1304.15	1135.2	1909.85	1250.98	1295.13	1208.34	1369.04	1407.55	1508.65	1175.27	1378.57	1143.1	1015.93	872.1	981.29	1199.98	1313.23	1685.71	1437.15	1417.35	1447.15	860.08	1583.71	1350.18	1674.06	2133.97	2384.37	1001.93	2178.83	1250.98	1001.93	1135.2	1037.29	1963.57	1407.55	1561.89	1397.83	1870.53	1594.73	1397.83	1909.85	1437.15	1498.22	1088.92	1250.98	1583.71	1259.69	1225.22	2351.53	1936.53	1286.18	1697.45	1233.75	1447.15	2224.63	1883.54	1651.0	1313.23	1225.22	1407.55	1397.83	1088.92	1051.79	1857.6	1685.71	1268.46	1143.1
TMEM106B	379.04	323.03	409.15	525.39	312.0	395.18	435.55	447.82	269.6	312.0	376.41	320.8	318.57	420.68	244.57	454.09	423.61	269.6	555.41	327.56	387.02	532.74	450.94	753.83	473.41	387.02	363.56	679.29	624.99	392.44	607.87	748.61	389.72	796.86	587.13	490.14	571.05	748.61	384.34	423.61	684.02	432.53	521.76	507.46	406.31	587.13	693.58	555.41	587.13	363.56	684.02	825.0	444.72	547.75	1119.56	483.38	460.44	412.0	406.31	825.0	420.68	547.75	529.06	493.56	432.53	638.15	387.02	599.49	525.39	316.37	412.0	339.14	457.25	607.87	633.73	607.87	444.72	579.04	444.72	579.04	616.37	718.08	915.51	1127.35	358.54	921.88	457.25	507.46	473.41	356.05	684.02	521.76	567.1	629.35	836.53	587.13	518.15	808.0	718.08	684.02	518.15	441.64	473.41	525.39	264.03	483.38	819.3	551.56	733.19	432.53	503.95	583.07	603.67	547.75	607.87	486.75	518.15	591.22	497.0	423.61	764.36	612.11	493.56	480.04
TMEM192	295.11	164.42	279.14	287.01	241.19	256.78	329.84	220.32	215.77	275.28	265.87	164.42	181.28	236.21	193.01	181.28	309.83	163.28	180.02	161.02	205.5	303.44	206.94	476.71	194.36	236.21	178.77	490.14	500.46	373.81	444.72	540.19	351.14	713.11	571.05	493.56	432.53	470.14	275.28	559.28	450.94	463.65	444.72	316.37	351.14	447.82	490.14	356.05	559.28	329.84	563.18	764.36	389.72	229.72	748.61	457.25	353.59	387.02	392.44	397.93	403.5	466.88	303.44	371.22	480.04	518.15	248.0	457.25	417.77	403.5	334.46	353.59	358.54	293.07	420.68	384.34	381.68	511.0	275.28	438.59	269.6	624.99	595.34	836.53	368.65	808.0	339.14	220.32	392.44	218.79	559.28	348.71	529.06	363.56	599.49	363.56	275.28	500.46	426.57	336.79	323.03	480.04	521.76	320.8	384.34	518.15	555.41	348.71	521.76	339.14	543.96	529.06	503.95	476.71	389.72	285.03	358.54	366.09	397.93	366.09	525.39	463.65	389.72	423.61
TMEM30A	1135.2	1331.57	1295.13	1313.23	1175.27	1216.75	1457.23	1359.57	1225.22	1242.34	1225.22	1417.35	1286.18	1313.23	1023.0	1487.87	1498.22	1111.82	995.0	1388.16	796.86	1594.73	1457.23	2075.59	1119.56	1143.1	775.05	1794.29	1594.73	1059.11	1617.0	1963.57	1183.45	1991.0	1781.89	1417.35	1628.26	2384.37	1369.04	1167.14	1561.89	1457.23	1437.15	1605.83	1583.71	1794.29	2193.99	1437.15	1605.83	1216.75	2645.74	2367.9	1781.89	1617.0	2573.36	1487.87	1191.69	1268.46	1119.56	2018.8	1331.57	1183.45	1295.13	1806.78	1467.37	1617.0	1331.57	1508.65	1605.83	1167.14	1225.22	1119.56	1721.16	1529.73	1605.83	1769.57	1350.18	1594.73	961.07	1617.0	1662.49	1427.22	2367.9	2777.33	1286.18	2119.22	961.07	1159.07	1119.56	1199.98	1857.6	1733.13	1781.89	1561.89	1508.65	1304.15	1508.65	2271.4	1268.46	1529.73	1242.34	1242.34	1639.59	1709.26	947.83	1923.14	1923.14	1369.04	1594.73	1295.13	1467.37	1909.85	1769.57	1628.26	1135.2	1467.37	1662.49	1529.73	1183.45	1286.18	2209.26	1617.0	1561.89	1561.89
TMEM33	186.4	281.09	366.09	543.96	205.5	343.89	373.81	361.04	220.32	253.23	336.79	307.69	251.48	381.68	242.88	297.17	392.44	269.6	217.27	223.41	397.93	409.15	267.73	698.41	287.01	356.05	215.77	480.04	417.77	353.59	463.65	532.74	249.73	529.06	660.68	397.93	412.0	547.75	379.04	400.71	429.54	460.44	366.09	358.54	348.71	463.65	470.14	363.56	358.54	444.72	490.14	476.71	307.69	318.57	723.08	336.79	343.89	339.14	327.56	679.29	301.33	379.04	457.25	486.75	463.65	532.74	273.37	417.77	376.41	295.11	301.33	314.17	329.84	346.29	521.76	351.14	351.14	441.64	334.46	450.94	417.77	490.14	802.41	738.29	279.14	733.19	281.09	414.87	381.68	232.94	521.76	329.84	406.31	409.15	698.41	547.75	438.59	536.45	599.49	571.05	303.44	406.31	318.57	327.56	348.71	536.45	473.41	395.18	497.0	466.88	409.15	599.49	460.44	466.88	332.14	343.89	389.72	532.74	426.57	363.56	511.0	435.55	403.5	358.54
TMEM64	204.07	197.09	339.14	271.48	190.34	226.54	267.73	291.04	114.36	226.54	234.57	316.37	301.33	211.31	277.2	195.72	395.18	165.57	264.03	214.27	299.25	291.04	303.44	733.19	133.36	265.87	211.31	529.06	571.05	303.44	525.39	540.19	409.15	651.58	854.13	232.94	441.64	607.87	454.09	460.44	733.19	878.17	708.18	665.29	490.14	525.39	563.18	339.14	555.41	316.37	866.07	583.07	325.29	366.09	941.27	525.39	397.93	381.68	432.53	1096.5	633.73	679.29	587.13	457.25	551.56	633.73	267.73	679.29	423.61	253.23	334.46	262.2	414.87	312.0	579.04	373.81	651.58	336.79	279.14	638.15	444.72	633.73	759.08	743.43	291.04	518.15	555.41	460.44	397.93	287.01	660.68	414.87	842.36	575.03	836.53	599.49	379.04	791.35	860.08	583.07	297.17	656.11	651.58	392.44	249.73	759.08	921.88	785.88	909.17	490.14	624.99	543.96	660.68	836.53	423.61	309.83	366.09	397.93	361.04	429.54	633.73	723.08	624.99	497.0
TNPO1	356.05	265.87	518.15	525.39	244.57	351.14	547.75	371.22	193.01	285.03	392.44	262.2	265.87	400.71	241.19	341.51	483.38	316.37	483.38	343.89	339.14	525.39	438.59	915.51	297.17	325.29	301.33	1151.06	941.27	536.45	1104.13	1135.2	540.19	1437.15	825.0	974.5	679.29	988.12	376.41	825.0	819.3	909.17	988.12	836.53	397.93	703.28	624.99	743.43	1127.35	890.44	1044.52	1286.18	842.36	759.08	1617.0	738.29	497.0	693.58	802.41	866.07	497.0	1051.79	775.05	759.08	842.36	808.0	432.53	669.92	521.76	543.96	480.04	318.57	587.13	967.76	819.3	555.41	808.0	629.35	642.59	718.08	848.22	866.07	1551.09	1369.04	397.93	1617.0	563.18	547.75	579.04	441.64	1096.5	514.56	728.11	775.05	1111.82	860.08	915.51	1127.35	642.59	1191.69	896.64	759.08	866.07	796.86	503.95	1030.12	1268.46	567.1	1044.52	595.34	723.08	854.13	1277.29	1127.35	796.86	612.11	647.07	603.67	551.56	629.35	1044.52	909.17	651.58	860.08
