	TCGA.BJ.A45C.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.EM.A2CJ.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A2MX.11C.11R.A23N.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.14ABY.0926.SM.5Q5DY	GTEX.ZV6S.0226.SM.59HJT	GTEX.SUCS.0226.SM.32PLQ	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.ZVP2.0426.SM.57WC2	GTEX.ZTX8.0626.SM.59HKC	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.OHPM.2626.SM.33HC5	GTEX.WHPG.0226.SM.3NMB9	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.Q2AI.0326.SM.2I3EK	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.XLM4.0726.SM.4AT64	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.13113.0126.SM.5LZVX	GTEX.ZLWG.0526.SM.4WWFB	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.VJYA.0426.SM.3GIJK	GTEX.11P7K.0226.SM.5986Z	GTEX.YEC3.0826.SM.4WWFP	GTEX.139T6.0326.SM.5J2LY	GTEX.V955.0426.SM.3GAEL	GTEX.X5EB.0726.SM.46MVR	GTEX.PX3G.2626.SM.2I3EG	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.QXCU.0326.SM.2TC63	GTEX.11VI4.0226.SM.5GU6C	GTEX.1211K.0726.SM.5FQUW	GTEX.WFG8.0426.SM.3GILD	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13RTK.0326.SM.5RQHS	GTEX.ZYT6.0426.SM.5GID3	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13FTW.0626.SM.5IFEX
RBBP4	1313.23	1350.18	1977.24	1781.89	1674.06	1639.59	1407.55	1561.89	1242.34	934.76	1519.15	1397.83	1529.73	2591.27	2835.7	2555.58	2061.24	2485.67	2367.9	2520.38	2816.11	2319.15	1697.45	2835.7	2502.97	1487.87	1781.89	2163.77	2796.65	2417.67	2163.77	2468.49	2351.53	2520.38	2520.38	1437.15	1605.83	1447.15	2664.15	2018.8	2777.33	1794.29	2417.67	2351.53	3190.46	2935.74	2915.45	1909.85	1870.53	2335.28	2816.11	2018.8	2520.38	2502.97	1909.85	2537.92	2400.97	2417.67	2319.15	2335.28	2119.22	2935.74	1369.04	2573.36	1844.76	2555.58	2502.97	3060.45	2351.53	1936.53	1662.49	1844.76	1721.16	2895.31	2645.74
RHBDD1	199.85	199.85	209.84	224.97	206.94	191.67	170.25	228.13	166.73	193.01	226.54	189.02	202.66	403.5	363.56	258.57	281.09	371.22	353.59	366.09	305.55	351.14	149.12	336.79	353.59	299.25	206.94	325.29	368.65	256.78	309.83	348.71	287.01	346.29	368.65	264.03	329.84	246.28	551.56	260.38	334.46	236.21	318.57	279.14	497.0	409.15	591.22	289.02	246.28	271.48	363.56	279.14	387.02	299.25	228.13	368.65	356.05	329.84	232.94	299.25	287.01	444.72	223.41	305.55	244.57	353.59	307.69	420.68	273.37	253.23	211.31	223.41	299.25	356.05	320.8
RNF141	346.29	206.94	353.59	287.01	353.59	346.29	376.41	409.15	277.2	242.88	244.57	258.57	336.79	525.39	674.59	441.64	480.04	420.68	507.46	476.71	511.0	713.11	264.03	674.59	607.87	511.0	384.34	363.56	521.76	563.18	376.41	473.41	361.04	466.88	470.14	525.39	379.04	660.68	624.99	651.58	493.56	389.72	497.0	441.64	759.08	775.05	684.02	403.5	299.25	392.44	555.41	356.05	460.44	417.77	460.44	406.31	435.55	476.71	463.65	435.55	297.17	571.05	420.68	466.88	339.14	463.65	373.81	493.56	571.05	358.54	493.56	348.71	429.54	493.56	426.57
SELT	1447.15	1331.57	2018.8	2178.83	1870.53	2193.99	1594.73	2451.44	1870.53	1477.58	2835.7	2163.77	2255.7	2855.44	2739.08	2720.15	2573.36	2682.69	2627.46	2796.65	2351.53	2935.74	2240.11	2351.53	2502.97	1896.65	1896.65	2075.59	2758.13	2935.74	2720.15	2351.53	2209.26	3081.75	2875.3	2193.99	2004.85	2287.2	2335.28	2400.97	2468.49	1745.2	2895.31	2367.9	2997.45	2895.31	3515.68	1896.65	2224.63	2591.27	3018.3	2287.2	2240.11	2240.11	2935.74	2956.17	2224.63	2451.44	2739.08	2224.63	1844.76	2739.08	2555.58	2796.65	1950.0	2400.97	2591.27	3349.13	2351.53	2148.82	2384.37	1819.35	2193.99	2609.3	2434.5
SEPHS2	559.28	624.99	1015.93	1030.12	878.17	1119.56	848.22	921.88	974.5	579.04	928.3	819.3	842.36	1183.45	1191.69	1044.52	981.29	974.5	902.89	1096.5	1066.48	974.5	743.43	1225.22	967.76	723.08	884.29	902.89	1015.93	1037.29	909.17	872.1	928.3	1378.57	1051.79	825.0	796.86	842.36	1322.37	981.29	1250.98	728.11	1242.34	1088.92	1397.83	1191.69	1350.18	896.64	836.53	941.27	1030.12	813.63	947.83	830.75	1159.07	1104.13	1159.07	1023.0	1030.12	674.59	796.86	1030.12	1143.1	1001.93	684.02	1044.52	1111.82	1225.22	1159.07	842.36	995.0	679.29	995.0	974.5	1135.2
SKAP2	85.82	163.28	79.45	78.34	118.43	93.35	59.13	69.52	74.06	111.21	52.82	50.27	125.24	204.07	151.22	159.9	145.02	120.1	147.06	237.86	237.86	246.28	33.54	253.23	202.66	133.36	90.77	103.69	218.79	115.16	93.35	144.01	113.56	191.67	220.32	133.36	165.57	135.24	246.28	189.02	229.72	87.65	181.28	155.5	368.65	246.28	265.87	116.78	82.87	86.43	236.21	135.24	170.25	110.43	117.6	130.6	155.5	134.3	251.48	131.51	171.45	251.48	93.35	61.68	56.68	120.1	114.36	205.5	145.02	118.43	140.04	101.54	148.09	175.07	197.09
SLC39A9	518.15	447.82	540.19	507.46	514.56	529.06	595.34	612.11	563.18	500.46	669.92	514.56	620.67	934.76	921.88	713.11	555.41	638.15	733.19	718.08	679.29	764.36	414.87	769.69	733.19	684.02	579.04	698.41	728.11	660.68	669.92	854.13	698.41	669.92	854.13	679.29	651.58	587.13	802.41	872.1	769.69	483.38	647.07	723.08	728.11	1008.9	1015.93	603.67	679.29	660.68	713.11	660.68	909.17	780.44	728.11	743.43	638.15	616.37	583.07	599.49	753.83	890.44	698.41	728.11	500.46	733.19	764.36	988.12	679.29	665.29	612.11	532.74	728.11	723.08	759.08
SMAP1	371.22	316.37	373.81	368.65	351.14	426.57	358.54	379.04	395.18	307.69	420.68	358.54	356.05	463.65	521.76	454.09	348.71	397.93	392.44	563.18	403.5	463.65	325.29	629.35	483.38	389.72	417.77	392.44	540.19	406.31	429.54	438.59	476.71	444.72	376.41	387.02	334.46	356.05	466.88	454.09	503.95	336.79	409.15	444.72	514.56	529.06	473.41	332.14	387.02	409.15	543.96	426.57	412.0	454.09	454.09	450.94	400.71	503.95	525.39	432.53	376.41	444.72	529.06	500.46	361.04	389.72	373.81	540.19	507.46	376.41	400.71	343.89	400.71	420.68	435.55
SNX2	1340.84	1127.35	1250.98	1286.18	1417.35	1378.57	1175.27	1498.22	1135.2	1143.1	1651.0	1135.2	1477.58	2451.44	2627.46	2609.3	2303.12	2090.03	2434.5	1936.53	2935.74	2351.53	1697.45	3515.68	2018.8	1883.54	1909.85	1745.2	2384.37	2209.26	2224.63	2163.77	2451.44	2351.53	2018.8	1769.57	1709.26	1540.37	2255.7	2240.11	2609.3	1697.45	2384.37	2520.38	3212.66	2875.3	2485.67	1769.57	1857.6	2090.03	3018.3	1819.35	1936.53	1950.0	2255.7	2303.12	1832.01	2163.77	2335.28	2018.8	1991.0	2287.2	2119.22	2645.74	1721.16	2163.77	1857.6	2895.31	2303.12	2133.97	1651.0	1870.53	2133.97	2434.5	2777.33
SOWAHC	92.7	90.77	52.82	57.89	72.52	58.3	60.82	94.67	64.8	81.14	89.51	83.45	153.34	189.02	358.54	193.01	127.89	214.27	154.42	187.71	141.02	244.57	89.51	242.88	181.28	150.17	85.22	93.35	271.48	135.24	115.16	277.2	142.01	154.42	177.53	215.77	175.07	155.5	264.03	190.34	212.78	79.45	180.02	167.9	228.13	255.0	269.6	120.1	148.09	195.72	249.73	129.69	226.54	88.88	206.94	199.85	134.3	183.82	231.32	204.07	120.94	237.86	180.02	186.4	177.53	180.02	130.6	189.02	217.27	134.3	123.5	105.89	218.79	151.22	164.42
SSR1	928.3	616.37	743.43	819.3	629.35	620.67	718.08	1096.5	878.17	507.46	1081.39	954.43	947.83	2645.74	2178.83	1397.83	1183.45	1378.57	1359.57	1883.54	1447.15	1896.65	1081.39	2591.27	1794.29	1369.04	1059.11	988.12	2090.03	1709.26	1844.76	1427.22	1322.37	1487.87	2209.26	1350.18	1073.91	915.51	2367.9	1540.37	1963.57	981.29	1781.89	1378.57	3060.45	2468.49	2485.67	1001.93	1407.55	1378.57	2335.28	1151.06	2178.83	1369.04	1709.26	2209.26	1359.57	1313.23	1733.13	1498.22	1340.84	2075.59	1487.87	1388.16	1030.12	1457.23	1369.04	1583.71	1583.71	1175.27	1477.58	1073.91	1250.98	1909.85	1745.2
STAU1	1617.0	954.43	1427.22	1883.54	1617.0	2032.85	1832.01	1674.06	1628.26	1286.18	1340.84	1757.34	1407.55	1991.0	2119.22	2319.15	1857.6	2485.67	2384.37	2434.5	2018.8	2018.8	2075.59	2485.67	2090.03	1268.46	1662.49	1508.65	2351.53	2537.92	1806.78	2209.26	1909.85	2777.33	1709.26	1487.87	1167.14	1508.65	1757.34	1923.14	1781.89	1378.57	2178.83	2018.8	2502.97	1832.01	2119.22	1697.45	1896.65	2303.12	2835.7	1991.0	1437.15	1991.0	2485.67	2485.67	1936.53	2351.53	2367.9	1407.55	1519.15	2451.44	2163.77	2855.44	1628.26	2193.99	1733.13	2193.99	2193.99	1605.83	2119.22	1697.45	1674.06	2163.77	2573.36
SUCLA2	316.37	466.88	603.67	563.18	665.29	571.05	575.03	775.05	507.46	400.71	665.29	620.67	791.35	961.07	1295.13	1015.93	764.36	1008.9	947.83	974.5	967.76	1350.18	595.34	1447.15	896.64	854.13	830.75	674.59	1073.91	780.44	1073.91	890.44	1030.12	1037.29	896.64	748.61	595.34	688.78	842.36	967.76	1359.57	591.22	995.0	988.12	1208.34	1487.87	1096.5	791.35	872.1	928.3	1159.07	791.35	961.07	808.0	1104.13	1104.13	759.08	1051.79	995.0	896.64	723.08	941.27	860.08	974.5	595.34	819.3	780.44	1388.16	995.0	896.64	896.64	860.08	808.0	1066.48	1259.69
SYNCRIP	1286.18	759.08	884.29	1081.39	1023.0	995.0	902.89	1457.23	1096.5	974.5	1191.69	1268.46	1313.23	2090.03	2178.83	1709.26	1322.37	2193.99	1844.76	1769.57	1870.53	1757.34	1167.14	2434.5	2816.11	1037.29	1268.46	1331.57	2485.67	2163.77	1896.65	1977.24	1378.57	2816.11	1870.53	1127.35	988.12	1096.5	1745.2	1662.49	1794.29	1407.55	1697.45	1870.53	2303.12	3039.3	2335.28	1159.07	2075.59	1437.15	2075.59	1662.49	1721.16	1857.6	1685.71	2816.11	1583.71	1651.0	1757.34	1225.22	1340.84	2720.15	1540.37	1936.53	1388.16	1757.34	1685.71	2271.4	1697.45	1447.15	1388.16	1225.22	1183.45	1819.35	2209.26
SYNJ2BP	150.17	129.69	190.34	186.4	187.71	187.71	246.28	244.57	176.29	146.03	149.12	173.85	204.07	368.65	305.55	291.04	234.57	297.17	260.38	299.25	283.05	339.14	180.02	454.09	249.73	239.52	229.72	299.25	351.14	236.21	275.28	303.44	255.0	351.14	332.14	217.27	269.6	218.79	356.05	197.09	379.04	244.57	332.14	392.44	473.41	381.68	417.77	273.37	273.37	220.32	429.54	246.28	301.33	303.44	262.2	293.07	291.04	260.38	251.48	217.27	255.0	320.8	253.23	267.73	204.07	253.23	223.41	297.17	320.8	273.37	217.27	187.71	220.32	256.78	309.83
TAF1B	148.09	139.07	128.79	136.19	177.53	162.14	140.04	134.3	154.42	166.73	155.5	129.69	164.42	277.2	273.37	182.55	164.42	208.38	144.01	197.09	214.27	195.72	119.26	336.79	297.17	231.32	172.65	147.06	199.85	163.28	198.47	262.2	205.5	237.86	189.02	139.07	156.59	147.06	166.73	158.79	251.48	151.22	187.71	242.88	305.55	334.46	316.37	171.45	206.94	231.32	234.57	246.28	258.57	244.57	162.14	214.27	167.9	204.07	269.6	205.5	110.43	271.48	159.9	190.34	119.26	234.57	182.55	273.37	253.23	214.27	173.85	149.12	158.79	159.9	195.72
TG	627822.72	353168.2	822695.06	857631.47	731246.37	706337.4	887875.81	992012.34	932018.1	411347.03	828417.36	906531.99	881742.8	1364554.84	2068278.89	1026995.62	1163466.92	2247670.86	2126426.15	1327240.99	1273174.62	2375828.71	2111737.85	1204496.53	1299926.74	1622738.51	1493223.86	1739208.14	1634025.56	1838374.44	1997825.68	1984025.69	1997825.68	1290947.48	932018.1	1984025.69	1355129.16	2986448.72	2025714.3	2425749.94	1139523.1	925580.18	1929772.37	1299926.74	828417.36	992012.34	887875.81	1212874.47	1943195.01	1727194.55	1100706.72	762299.34	1123834.93	1336472.68	2636147.11	2263304.65	1775752.63	2111737.85	1108362.75	1691649.38	1238359.56	1668359.93	3178687.03	3886391.01	1055868.42	1622738.51	1123834.93	951601.81	2263304.65	1535204.12	2672946.37	906531.99	1864037.21	1402917.72	1026995.62
TIFA	275.28	141.02	156.59	181.28	191.67	171.45	162.14	241.19	187.71	92.7	329.84	275.28	295.11	547.75	497.0	483.38	387.02	384.34	444.72	470.14	397.93	466.88	438.59	1044.52	476.71	363.56	281.09	206.94	567.1	397.93	429.54	547.75	265.87	412.0	287.01	273.37	323.03	305.55	563.18	429.54	373.81	325.29	414.87	389.72	808.0	341.51	483.38	205.5	332.14	447.82	764.36	363.56	457.25	297.17	420.68	764.36	368.65	358.54	579.04	351.14	199.85	373.81	463.65	521.76	325.29	356.05	287.01	429.54	417.77	305.55	366.09	232.94	529.06	361.04	426.57
TM9SF2	1313.23	1233.75	1628.26	1551.09	1806.78	1322.37	1498.22	2240.11	1388.16	1159.07	2119.22	1594.73	1697.45	2976.74	3103.19	2758.13	2335.28	2777.33	2875.3	2796.65	2701.35	3303.0	1936.53	4038.61	2976.74	1977.24	2319.15	2119.22	3614.55	2816.11	2701.35	2645.74	2537.92	2875.3	2367.9	1977.24	2133.97	1977.24	2855.44	2627.46	3280.18	1733.13	2777.33	2976.74	3467.27	3467.27	3820.7	2119.22	2255.7	2591.27	3716.2	2104.58	2224.63	2209.26	2997.45	3257.52	2384.37	2855.44	2976.74	2163.77	2004.85	3467.27	2796.65	2915.45	1936.53	2701.35	2224.63	3491.39	2400.97	2148.82	2119.22	2047.0	2061.24	3018.3	2997.45
TM9SF3	759.08	796.86	928.3	1001.93	988.12	1096.5	967.76	1104.13	1051.79	830.75	848.22	872.1	1001.93	1769.57	2032.85	1628.26	1088.92	1467.37	1417.35	1721.16	1583.71	1950.0	1183.45	2701.35	1340.84	1081.39	1304.15	1135.2	1909.85	1295.13	1208.34	1407.55	1378.57	1487.87	1605.83	1015.93	872.1	981.29	1685.71	1437.15	1806.78	860.08	1583.71	1674.06	2133.97	2384.37	2178.83	1250.98	1001.93	1561.89	1870.53	1225.22	1427.22	1397.83	1437.15	1498.22	1250.98	1583.71	1313.23	1259.69	1225.22	2351.53	1286.18	1697.45	1594.73	1447.15	1388.16	2224.63	1651.0	1225.22	1407.55	1151.06	1051.79	1685.71	1583.71
TMED2	2835.7	1896.65	2701.35	2351.53	2075.59	2434.5	2193.99	3190.46	2502.97	1498.22	3235.01	2935.74	2537.92	6250.56	5292.48	4903.87	3018.3	3820.7	4239.45	4671.57	3395.89	4704.07	3212.66	5913.33	4481.23	2777.33	3794.3	3564.78	6250.56	4239.45	4869.99	4358.66	4210.15	4123.49	5219.6	2895.31	3081.75	2976.74	5633.22	4802.93	4639.29	2335.28	4543.8	3901.01	4450.27	4903.87	5292.48	2627.46	3589.58	4210.15	5006.93	3190.46	4607.24	2976.74	4419.52	5751.61	3901.01	4802.93	4095.0	3303.0	3928.15	5329.3	4388.98	4298.64	3515.68	3982.99	3665.02	4972.34	4152.18	2935.74	3639.7	2758.13	3039.3	4769.75	4836.35
TMED7	651.58	638.15	1066.48	934.76	796.86	1135.2	780.44	1135.2	988.12	698.41	1119.56	988.12	995.0	1857.6	1857.6	1304.15	785.88	1127.35	1250.98	1447.15	1167.14	1674.06	1044.52	2287.2	1242.34	902.89	967.76	860.08	2148.82	974.5	1191.69	1167.14	1135.2	1242.34	1259.69	836.53	902.89	819.3	1457.23	1350.18	1447.15	591.22	1359.57	1044.52	1508.65	2032.85	1896.65	854.13	954.43	1191.69	1467.37	947.83	1208.34	1127.35	1477.58	1639.59	995.0	1313.23	1191.69	1175.27	848.22	1561.89	1397.83	1208.34	1030.12	1135.2	995.0	1417.35	1159.07	1037.29	1388.16	878.17	947.83	1651.0	1378.57
TMEM127	656.11	728.11	642.59	651.58	612.11	638.15	575.03	802.41	525.39	454.09	780.44	591.22	521.76	890.44	819.3	836.53	708.18	909.17	764.36	954.43	791.35	684.02	607.87	890.44	884.29	587.13	674.59	860.08	796.86	866.07	878.17	813.63	718.08	995.0	1059.11	723.08	674.59	490.14	842.36	748.61	909.17	616.37	808.0	947.83	1008.9	775.05	860.08	759.08	708.18	785.88	934.76	860.08	896.64	819.3	607.87	796.86	764.36	780.44	842.36	674.59	915.51	947.83	638.15	890.44	642.59	665.29	802.41	728.11	854.13	698.41	684.02	688.78	616.37	830.75	872.1
TMEM167A	466.88	384.34	607.87	703.28	587.13	629.35	507.46	665.29	665.29	473.41	669.92	698.41	842.36	1001.93	941.27	753.83	708.18	669.92	665.29	708.18	567.1	1151.06	500.46	1023.0	836.53	764.36	679.29	514.56	981.29	674.59	909.17	723.08	629.35	866.07	1023.0	647.07	612.11	660.68	896.64	941.27	947.83	567.1	688.78	693.58	1135.2	1175.27	915.51	587.13	620.67	638.15	995.0	665.29	796.86	642.59	785.88	860.08	607.87	669.92	688.78	583.07	633.73	830.75	679.29	854.13	624.99	638.15	728.11	1037.29	759.08	830.75	842.36	511.0	532.74	743.43	796.86
TMEM30A	1135.2	1175.27	1216.75	1359.57	1340.84	1583.71	1225.22	1427.22	1487.87	1388.16	1259.69	1143.1	1322.37	1781.89	2384.37	1628.26	1167.14	1457.23	1437.15	1794.29	1605.83	2645.74	1781.89	2573.36	1508.65	1191.69	1268.46	1119.56	2018.8	1183.45	1295.13	1467.37	1508.65	1662.49	1159.07	1167.14	1225.22	1119.56	1605.83	1769.57	1674.06	961.07	1617.0	1427.22	2367.9	2777.33	2119.22	961.07	1159.07	1781.89	1508.65	1605.83	1369.04	1508.65	1268.46	1529.73	1242.34	1639.59	1508.65	1709.26	947.83	1923.14	1369.04	1594.73	1242.34	1467.37	1331.57	1909.85	1628.26	1467.37	1662.49	1030.12	1286.18	1617.0	1721.16
TMEM33	186.4	205.5	343.89	361.04	346.29	414.87	336.79	371.22	297.17	223.41	400.71	356.05	299.25	660.68	547.75	457.25	400.71	460.44	366.09	463.65	358.54	490.14	307.69	723.08	426.57	343.89	339.14	327.56	679.29	379.04	457.25	463.65	417.77	476.71	551.56	295.11	301.33	314.17	521.76	351.14	507.46	334.46	450.94	490.14	802.41	738.29	733.19	281.09	414.87	406.31	698.41	384.34	457.25	438.59	599.49	571.05	406.31	318.57	521.76	327.56	348.71	536.45	395.18	497.0	435.55	409.15	417.77	599.49	466.88	343.89	389.72	334.46	363.56	435.55	497.0
TMEM45A	161.02	24.63	47.17	138.1	50.63	108.9	164.42	175.07	98.04	80.01	343.89	99.43	262.2	397.93	156.59	514.56	162.14	136.19	133.36	346.29	248.0	275.28	52.45	511.0	343.89	208.38	323.03	224.97	414.87	234.57	483.38	214.27	358.54	414.87	713.11	140.04	71.0	104.42	258.57	127.89	329.84	77.25	381.68	438.59	802.41	135.24	256.78	131.51	105.15	281.09	414.87	217.27	158.79	80.01	248.0	540.19	127.89	223.41	358.54	185.11	262.2	242.88	316.37	130.6	27.64	173.85	112.77	878.17	403.5	82.29	105.89	277.2	85.82	460.44	595.34
TNPO3	447.82	279.14	381.68	279.14	363.56	346.29	400.71	351.14	297.17	217.27	435.55	285.03	307.69	525.39	460.44	460.44	547.75	457.25	476.71	529.06	629.35	463.65	423.61	728.11	470.14	309.83	395.18	432.53	540.19	665.29	363.56	525.39	514.56	603.67	629.35	441.64	371.22	318.57	620.67	336.79	521.76	376.41	511.0	518.15	665.29	480.04	616.37	420.68	414.87	457.25	723.08	547.75	518.15	575.03	265.87	483.38	603.67	514.56	473.41	397.93	389.72	612.11	329.84	493.56	323.03	587.13	651.58	426.57	457.25	348.71	348.71	334.46	397.93	503.95	486.75
TPD52	884.29	1015.93	854.13	909.17	878.17	981.29	872.1	1250.98	896.64	660.68	1617.0	1191.69	1242.34	2468.49	2895.31	1697.45	1697.45	2178.83	2209.26	1674.06	1883.54	3349.13	2104.58	3280.18	2502.97	1832.01	1397.83	1909.85	2682.69	2075.59	1628.26	1651.0	1407.55	2209.26	1397.83	1498.22	1781.89	1819.35	2417.67	2287.2	1819.35	1143.1	2209.26	1806.78	2777.33	2835.7	3794.3	1216.75	1540.37	1923.14	2032.85	1350.18	2032.85	1662.49	1909.85	2573.36	1923.14	1950.0	1709.26	1844.76	934.76	2209.26	1923.14	2609.3	1745.2	2133.97	1487.87	1769.57	1617.0	1417.35	2609.3	1378.57	1583.71	2148.82	2061.24
TRAM1	1369.04	1073.91	1397.83	1457.23	1350.18	1208.34	1322.37	2209.26	1498.22	1066.48	2209.26	1757.34	1794.29	4123.49	4450.27	3212.66	2609.3	2875.3	3039.3	3716.2	2758.13	3515.68	1977.24	6699.25	3303.0	2240.11	2271.4	2061.24	5403.7	3168.41	2976.74	2835.7	2609.3	3212.66	3395.89	2032.85	1844.76	2018.8	4066.71	2591.27	4123.49	1651.0	3515.68	3081.75	4802.93	4210.15	4639.29	2004.85	1857.6	3190.46	4268.94	2520.38	3349.13	2417.67	3716.2	3982.99	2997.45	3564.78	3515.68	2209.26	2193.99	4239.45	3690.52	2875.3	2104.58	3060.45	2502.97	3325.99	2915.45	2061.24	2835.7	2209.26	2119.22	3820.7	3665.02
UBE2K	612.11	612.11	909.17	1051.79	909.17	830.75	684.02	921.88	830.75	703.28	669.92	934.76	808.0	1001.93	1216.75	1008.9	836.53	1001.93	1023.0	1008.9	1008.9	1096.5	1059.11	1183.45	941.27	896.64	860.08	638.15	1295.13	896.64	1059.11	941.27	902.89	890.44	1073.91	836.53	629.35	872.1	974.5	878.17	995.0	796.86	947.83	860.08	1111.82	1096.5	1119.56	728.11	1183.45	830.75	1127.35	825.0	884.29	842.36	1340.84	1359.57	848.22	909.17	947.83	848.22	733.19	1111.82	1233.75	1159.07	896.64	808.0	842.36	1096.5	1143.1	836.53	1119.56	728.11	748.61	954.43	902.89
UNG	532.74	343.89	563.18	595.34	555.41	563.18	514.56	728.11	555.41	412.0	656.11	503.95	674.59	974.5	884.29	830.75	819.3	738.29	748.61	915.51	759.08	638.15	423.61	1216.75	775.05	480.04	769.69	708.18	902.89	848.22	1127.35	961.07	909.17	733.19	733.19	486.75	438.59	441.64	785.88	733.19	1127.35	633.73	947.83	1008.9	909.17	1044.52	974.5	638.15	854.13	848.22	1066.48	620.67	808.0	748.61	1127.35	688.78	629.35	753.83	1143.1	698.41	743.43	825.0	842.36	791.35	454.09	813.63	723.08	909.17	988.12	633.73	651.58	759.08	567.1	854.13	947.83
UTP3	264.03	397.93	366.09	358.54	387.02	277.2	334.46	358.54	305.55	303.44	336.79	417.77	450.94	616.37	470.14	529.06	514.56	579.04	521.76	591.22	651.58	371.22	397.93	555.41	575.03	417.77	447.82	457.25	540.19	511.0	563.18	473.41	620.67	813.63	698.41	417.77	551.56	447.82	595.34	341.51	674.59	412.0	674.59	567.1	616.37	521.76	679.29	543.96	486.75	511.0	500.46	490.14	620.67	457.25	525.39	532.74	551.56	587.13	571.05	368.65	595.34	764.36	493.56	571.05	503.95	470.14	607.87	599.49	638.15	441.64	463.65	486.75	500.46	514.56	728.11
VANGL1	63.0	31.0	49.56	43.94	43.94	37.05	55.1	61.25	49.21	54.72	21.01	63.89	120.94	329.84	234.57	178.77	130.6	109.66	144.01	248.0	172.65	159.9	54.72	353.59	139.07	170.25	105.15	134.3	197.09	195.72	161.02	180.02	180.02	116.78	181.28	144.01	139.07	112.77	267.73	163.28	229.72	109.66	163.28	218.79	234.57	221.86	199.85	181.28	120.1	172.65	221.86	140.04	189.02	135.24	231.32	214.27	165.57	120.1	241.19	145.02	180.02	171.45	175.07	121.79	91.41	150.17	101.54	197.09	183.82	115.97	71.5	134.3	191.67	143.01	164.42
VAPA	2520.38	2664.15	2956.17	2956.17	3467.27	3349.13	3768.09	3540.14	2796.65	2720.15	3794.3	3146.52	3146.52	3515.68	4388.98	3982.99	3589.58	4181.07	3540.14	3901.01	4123.49	4181.07	3146.52	5183.54	3901.01	2835.7	2976.74	3190.46	4239.45	3303.0	3768.09	3540.14	3847.29	4210.15	3847.29	2682.69	2417.67	3564.78	3614.55	3540.14	4450.27	2701.35	4095.0	3690.52	4836.35	5147.73	4388.98	2997.45	3349.13	3515.68	5403.7	3372.43	3235.01	3103.19	3665.02	3690.52	3564.78	4210.15	3847.29	3742.05	3060.45	4481.23	3190.46	4298.64	3081.75	3081.75	3794.3	4769.75	3589.58	3303.0	3372.43	2835.7	3190.46	3768.09	4038.61
VPS35	591.22	591.22	616.37	583.07	616.37	785.88	540.19	599.49	507.46	457.25	620.67	518.15	616.37	866.07	974.5	759.08	764.36	775.05	796.86	860.08	775.05	921.88	518.15	1369.04	961.07	595.34	665.29	718.08	902.89	866.07	842.36	1037.29	791.35	921.88	941.27	713.11	674.59	624.99	981.29	961.07	1066.48	547.75	759.08	947.83	1233.75	1096.5	1111.82	559.28	693.58	769.69	1167.14	813.63	921.88	813.63	780.44	909.17	718.08	769.69	884.29	728.11	660.68	1037.29	612.11	934.76	571.05	902.89	656.11	928.3	748.61	698.41	708.18	583.07	669.92	813.63	981.29
