	GTEX.S32W.1126.SM.4AD5V	GTEX.TMMY.1526.SM.4DXST	GTEX.U3ZM.0826.SM.4DXU6	GTEX.SE5C.1026.SM.4BRUG	TCGA.XF.AAN4.01A.11R.A42T.07	TCGA.CU.A0YN.11A.11R.A10U.07	TCGA.BT.A20N.11A.11R.A14Y.07	TCGA.CU.A0YR.11A.13R.A10U.07	TCGA.BL.A13J.11A.13R.A10U.07	TCGA.BT.A20R.11A.11R.A16R.07	TCGA.BT.A20Q.11A.11R.A14Y.07	TCGA.HM.A3JJ.11A.12R.A21T.07	TCGA.AZ.6605.11A.01R.1839.07	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.LN.A9FP.01A.31R.A38D.31	TCGA.L5.A4OQ.11A.12R.A260.31	TCGA.IG.A3I8.11A.11R.A24K.31	TCGA.L5.A4OO.11A.12R.A260.31	GTEX.WEY5.1126.SM.4LMIE	GTEX.1399R.0926.SM.5J2N8	GTEX.14E7W.1926.SM.5S2R9	GTEX.12WSD.2026.SM.5HL7D	GTEX.13U4I.1326.SM.5KM25	GTEX.Y3IK.1326.SM.4YCD8	GTEX.11DXZ.1026.SM.5N9D5	GTEX.13W3W.1826.SM.5IJDE	GTEX.ZF2S.1326.SM.4WWAZ	GTEX.12696.1526.SM.5EGL6	GTEX.13VXT.1826.SM.5KM2F	GTEX.XQ3S.1026.SM.4BOPJ	GTEX.13OW6.1626.SM.5IJD5	GTEX.14DAQ.1626.SM.5S2R1	GTEX.XQ8I.1826.SM.4BOOJ	GTEX.WYVS.0826.SM.4RTXB	GTEX.ZYFC.1726.SM.5GZYX	GTEX.13G51.1026.SM.5K7YQ	GTEX.SNMC.0426.SM.4DM5Y	GTEX.U3ZH.1126.SM.4DXUG	GTEX.12WSD.1926.SM.5GCOV	GTEX.QLQW.0626.SM.447A6	GTEX.146FQ.1126.SM.5NQBM	GTEX.P78B.1126.SM.3P615	GTEX.WRHK.0426.SM.4MVOG	GTEX.ZAB5.1026.SM.5HL91	GTEX.14BMV.1426.SM.5S2WA	GTEX.XQ3S.1226.SM.4BOPP	GTEX.PX3G.0726.SM.48TZT	GTEX.YECK.1726.SM.5IFI3	GTEX.145MH.1226.SM.5RQJT	GTEX.XBEW.1426.SM.4AT4J	GTEX.ZEX8.1326.SM.4WWEW	GTEX.ZYT6.1226.SM.5E44Q	GTEX.U3ZN.1826.SM.4DXUY	GTEX.WZTO.1526.SM.4PQYQ	GTEX.T2IS.0926.SM.4DM5B	GTEX.13O21.0826.SM.5J2NU	GTEX.13111.0926.SM.5DUVQ	TCGA.EJ.7783.11A.01R.2118.07	TCGA.EJ.7123.11A.01R.1965.07	GTEX.12BJ1.1226.SM.5LUAE	GTEX.13RTJ.2126.SM.5S2PZ	GTEX.14C5O.2826.SM.5RQI6	GTEX.13111.1326.SM.5GCNO	GTEX.OOBK.2025.SM.3LK5S	GTEX.XPVG.2026.SM.4B65E	GTEX.WK11.2626.SM.4OOSK	GTEX.ZVP2.0826.SM.59HJ6	GTEX.11EQ9.1726.SM.5HL6U	GTEX.S3XE.1326.SM.4AD4H	GTEX.12696.2226.SM.5EQ65	GTEX.14E6E.1126.SM.5S2R4	TCGA.BR.8371.01A.11R.2343.13	TCGA.FP.7735.11A.01R.2055.13	TCGA.FP.7829.11A.01R.2055.13	GTEX.146FH.2126.SM.5SI9U	GTEX.S4P3.0726.SM.4AD57	GTEX.ZV6S.0926.SM.57WGB	GTEX.WH7G.1526.SM.4LVMX	GTEX.UJHI.1026.SM.4IHJP	GTEX.R55D.1526.SM.48FEJ	TCGA.AX.A2HC.11A.11R.A32Y.07	TCGA.BK.A4ZD.11A.12R.A27V.07	TCGA.FL.A1YG.11A.12R.A16F.07	TCGA.BG.A3EW.11A.22R.A22K.07	GTEX.T5JW.1526.SM.4DM5E	GTEX.ZP4G.0726.SM.4WWF2	GTEX.PWN1.2026.SM.48TD9	GTEX.11ZTT.1726.SM.5EQL4	GTEX.Y114.1826.SM.4TT87	GTEX.XUJ4.1526.SM.4BONU	GTEX.POMQ.1226.SM.3P61F	GTEX.11EM3.1926.SM.5987U	GTEX.S341.1026.SM.4AD71	GTEX.RU1J.1026.SM.46MUR	GTEX.YJ8O.1126.SM.5P9IS	GTEX.R55G.1626.SM.48FF4	GTEX.WEY5.0726.SM.4LMID	GTEX.S32W.1426.SM.4AD66	GTEX.T2IS.2226.SM.4DM65	GTEX.145ME.1326.SM.5O98Q	GTEX.13QBU.1626.SM.5LU4S	GTEX.ZYWO.2126.SM.5GZXF
NPEPL1	381.68	1250.98	1369.04	1119.56	866.07	1037.29	1051.79	848.22	1268.46	802.41	1001.93	764.36	1639.59	2032.85	1583.71	1551.09	1781.89	1286.18	1561.89	954.43	2271.4	1870.53	1617.0	1096.5	1519.15	1769.57	1295.13	2163.77	1498.22	1617.0	1594.73	1769.57	1487.87	1477.58	2351.53	3212.66	1594.73	1991.0	1757.34	1639.59	1151.06	1628.26	1313.23	1037.29	2240.11	1977.24	1806.78	2855.44	2485.67	1806.78	1397.83	1628.26	1447.15	2591.27	2224.63	1350.18	1963.57	896.64	669.92	518.15	426.57	567.1	890.44	532.74	764.36	813.63	267.73	473.41	224.97	591.22	193.01	896.64	1216.75	1073.91	239.52	595.34	432.53	571.05	607.87	1023.0	575.03	738.29	703.28	836.53	785.88	848.22	848.22	780.44	1104.13	947.83	718.08	555.41	854.13	599.49	1417.35	638.15	679.29	493.56	669.92	486.75	947.83	341.51
NPHP4	58.3	61.68	31.22	36.27	74.06	64.34	52.82	66.65	46.18	50.27	52.45	93.35	80.57	185.11	176.29	161.02	100.13	119.26	108.9	114.36	202.66	146.03	139.07	117.6	82.87	134.3	99.43	166.73	118.43	260.38	172.65	232.94	197.09	149.12	141.02	180.02	93.35	169.07	140.04	118.43	76.71	150.17	86.43	105.89	193.01	224.97	94.67	214.27	161.02	132.44	88.26	126.12	140.04	215.77	146.03	86.43	77.79	70.51	62.56	67.59	59.13	27.25	53.95	68.55	108.9	63.89	73.03	73.54	71.5	43.94	51.71	74.58	70.01	105.89	124.37	104.42	41.81	68.55	51.35	139.07	80.01	142.01	91.41	77.25	90.77	67.59	29.27	81.14	59.55	134.3	81.71	77.79	46.84	123.5	111.21	73.54	87.65	146.03	107.38	80.57	124.37	75.64
OSGEP	412.0	420.68	1111.82	441.64	796.86	607.87	633.73	759.08	521.76	579.04	674.59	723.08	728.11	651.58	723.08	713.11	629.35	688.78	769.69	728.11	1561.89	1832.01	1037.29	836.53	934.76	1277.29	921.88	1313.23	796.86	967.76	1350.18	1359.57	1208.34	764.36	2875.3	1745.2	738.29	1233.75	1340.84	842.36	679.29	830.75	473.41	647.07	1037.29	1051.79	866.07	1519.15	1199.98	808.0	825.0	1030.12	884.29	1447.15	1572.76	642.59	1088.92	1001.93	607.87	529.06	713.11	463.65	961.07	435.55	674.59	769.69	497.0	466.88	289.02	536.45	303.44	928.3	713.11	629.35	540.19	620.67	318.57	320.8	511.0	633.73	612.11	1037.29	830.75	928.3	753.83	688.78	642.59	1008.9	884.29	1001.93	718.08	493.56	723.08	607.87	1286.18	620.67	764.36	1008.9	884.29	684.02	1191.69	575.03
PAN2	281.09	175.07	299.25	293.07	361.04	236.21	262.2	363.56	299.25	212.78	307.69	476.71	587.13	825.0	890.44	1096.5	470.14	1378.57	1199.98	1096.5	2090.03	2209.26	1286.18	1313.23	1617.0	2520.38	1216.75	1991.0	1617.0	2163.77	1806.78	2104.58	2520.38	1477.58	2335.28	3124.78	1199.98	2287.2	1819.35	1175.27	642.59	1883.54	884.29	1605.83	2255.7	2255.7	1313.23	2627.46	1977.24	1819.35	1073.91	1697.45	1208.34	2451.44	2119.22	1143.1	1498.22	376.41	312.0	412.0	490.14	387.02	444.72	368.65	438.59	483.38	262.2	320.8	255.0	353.59	264.03	723.08	435.55	759.08	395.18	429.54	143.01	236.21	371.22	708.18	251.48	1143.1	511.0	435.55	379.04	493.56	193.01	785.88	258.57	842.36	363.56	307.69	283.05	514.56	1143.1	273.37	356.05	775.05	486.75	381.68	769.69	376.41
PCGF3	417.77	376.41	295.11	212.78	379.04	327.56	351.14	260.38	295.11	291.04	256.78	441.64	483.38	842.36	753.83	813.63	688.78	769.69	961.07	473.41	995.0	974.5	529.06	457.25	551.56	981.29	599.49	633.73	540.19	607.87	791.35	934.76	819.3	884.29	688.78	928.3	616.37	718.08	836.53	624.99	507.46	866.07	587.13	514.56	733.19	738.29	825.0	1233.75	759.08	1008.9	547.75	764.36	500.46	1295.13	1015.93	603.67	842.36	376.41	417.77	432.53	264.03	366.09	334.46	363.56	441.64	438.59	497.0	366.09	575.03	260.38	265.87	540.19	490.14	587.13	351.14	423.61	265.87	348.71	470.14	470.14	318.57	679.29	525.39	346.29	420.68	688.78	432.53	583.07	435.55	656.11	346.29	444.72	229.72	466.88	995.0	334.46	432.53	703.28	514.56	323.03	599.49	403.5
PHYKPL	518.15	438.59	348.71	249.73	785.88	379.04	348.71	466.88	316.37	366.09	351.14	813.63	733.19	902.89	718.08	1191.69	612.11	1286.18	941.27	988.12	1909.85	1870.53	1119.56	1447.15	1259.69	1757.34	1015.93	1225.22	1059.11	1605.83	1721.16	1709.26	2240.11	1233.75	1583.71	1628.26	748.61	1159.07	1191.69	1467.37	759.08	1331.57	872.1	961.07	1175.27	1674.06	872.1	2701.35	1457.23	1183.45	718.08	1001.93	902.89	1639.59	1467.37	819.3	1008.9	551.56	397.93	466.88	376.41	249.73	412.0	444.72	674.59	525.39	417.77	379.04	470.14	242.88	470.14	967.76	860.08	813.63	656.11	785.88	366.09	503.95	647.07	921.88	540.19	1059.11	567.1	679.29	713.11	647.07	307.69	1030.12	660.68	1044.52	866.07	511.0	460.44	780.44	1388.16	426.57	503.95	1104.13	638.15	813.63	775.05	480.04
PIGL	130.6	163.28	138.1	111.99	237.86	138.1	116.78	169.07	166.73	121.79	165.57	189.02	277.2	316.37	316.37	447.82	182.55	567.1	529.06	353.59	733.19	688.78	679.29	500.46	490.14	703.28	457.25	961.07	351.14	575.03	571.05	642.59	579.04	514.56	775.05	909.17	329.84	718.08	435.55	454.09	273.37	473.41	343.89	309.83	902.89	728.11	743.43	830.75	480.04	387.02	314.17	473.41	373.81	748.61	616.37	403.5	536.45	229.72	171.45	185.11	134.3	194.36	172.65	134.3	295.11	157.68	237.86	171.45	190.34	164.42	136.19	733.19	264.03	305.55	105.89	177.53	105.15	161.02	169.07	166.73	154.42	412.0	271.48	258.57	363.56	217.27	220.32	426.57	447.82	312.0	217.27	178.77	260.38	267.73	536.45	133.36	206.94	232.94	208.38	269.6	444.72	195.72
PILRB	412.0	438.59	341.51	187.71	802.41	138.1	343.89	444.72	275.28	194.36	356.05	656.11	603.67	854.13	1208.34	1233.75	647.07	1551.09	1350.18	1313.23	3146.52	2303.12	1457.23	1268.46	974.5	2555.58	1037.29	2502.97	2367.9	2061.24	2451.44	1519.15	4671.57	1674.06	1457.23	2351.53	1167.14	1662.49	1551.09	1447.15	836.53	1286.18	1388.16	1313.23	1051.79	2520.38	1322.37	2351.53	2240.11	1594.73	748.61	2271.4	1081.39	1487.87	1909.85	1467.37	1096.5	470.14	173.85	206.94	435.55	193.01	275.28	429.54	178.77	289.02	156.59	318.57	285.03	187.71	120.1	1359.57	500.46	665.29	176.29	209.84	103.69	108.9	248.0	275.28	141.02	842.36	551.56	878.17	547.75	718.08	346.29	890.44	559.28	1745.2	457.25	536.45	476.71	967.76	813.63	500.46	358.54	1044.52	521.76	420.68	595.34	366.09
PLA2G4B	66.65	40.36	63.0	71.0	152.28	7.22	41.52	58.71	32.82	35.0	17.9	89.51	116.78	470.14	223.41	297.17	36.01	312.0	201.25	187.71	656.11	373.81	140.04	191.67	87.03	353.59	167.9	400.71	204.07	476.71	309.83	320.8	441.64	185.11	409.15	441.64	164.42	334.46	237.86	177.53	98.73	154.42	139.07	154.42	339.14	429.54	135.24	441.64	366.09	289.02	65.26	267.73	147.06	432.53	514.56	133.36	177.53	121.79	17.0	37.85	52.82	42.41	54.72	50.98	29.91	44.25	28.04	53.95	58.3	23.42	29.27	202.66	133.36	314.17	55.1	51.35	40.07	31.9	63.89	114.36	27.05	116.78	106.63	134.3	104.42	84.04	64.8	92.05	70.51	123.5	88.26	81.14	90.77	101.54	155.5	65.26	59.13	155.5	125.24	53.95	125.24	77.79
PLA2G6	150.17	186.4	356.05	90.77	152.28	78.89	155.5	256.78	185.11	142.01	123.5	307.69	299.25	384.34	563.18	473.41	336.79	878.17	808.0	728.11	941.27	1030.12	1295.13	669.92	796.86	1259.69	587.13	813.63	813.63	890.44	854.13	1015.93	1870.53	633.73	1268.46	1135.2	703.28	1191.69	607.87	915.51	334.46	981.29	688.78	480.04	884.29	1030.12	674.59	1388.16	1088.92	1030.12	435.55	830.75	412.0	1340.84	1242.34	514.56	1111.82	223.41	214.27	435.55	346.29	262.2	540.19	309.83	438.59	392.44	327.56	400.71	253.23	211.31	262.2	665.29	275.28	371.22	162.14	291.04	237.86	148.09	275.28	429.54	90.77	599.49	406.31	379.04	599.49	283.05	201.25	759.08	429.54	854.13	226.54	624.99	312.0	543.96	1066.48	115.16	400.71	470.14	460.44	297.17	616.37	161.02
PLGLB1	32.36	12.55	34.51	6.21	61.68	17.64	40.64	52.82	39.79	18.56	59.97	63.0	40.07	59.97	73.03	103.69	68.07	88.26	106.63	96.68	223.41	151.22	61.68	90.77	76.17	236.21	98.73	166.73	57.49	147.06	148.09	185.11	150.17	138.1	176.29	223.41	73.54	136.19	132.44	67.12	74.58	115.97	36.79	83.45	140.04	148.09	55.89	212.78	214.27	100.83	34.51	81.14	61.25	195.72	339.14	63.89	74.58	47.5	14.78	21.94	30.56	29.7	33.06	25.35	11.47	28.24	8.85	22.26	38.12	37.32	27.25	87.03	44.25	26.1	18.03	34.51	13.52	10.63	34.02	57.08	22.26	26.1	75.11	80.57	52.08	32.82	41.81	83.45	26.86	70.01	33.3	42.71	30.34	53.57	65.72	11.3	70.51	74.58	159.9	76.17	63.0	34.51
PNN	665.29	830.75	928.3	665.29	1030.12	571.05	941.27	830.75	723.08	921.88	595.34	941.27	1199.98	825.0	1963.57	1529.73	1359.57	1721.16	2178.83	1350.18	3103.19	3124.78	1709.26	1844.76	1617.0	2520.38	1733.13	2502.97	2018.8	2075.59	2573.36	2209.26	2720.15	1950.0	3235.01	3928.15	1233.75	2384.37	2004.85	1407.55	796.86	1709.26	1066.48	1467.37	3081.75	2537.92	1685.71	3639.7	2591.27	2163.77	1175.27	2537.92	1183.45	3018.3	2609.3	974.5	1709.26	769.69	791.35	718.08	536.45	813.63	759.08	463.65	642.59	825.0	525.39	463.65	507.46	651.58	457.25	2119.22	890.44	1008.9	392.44	414.87	237.86	395.18	587.13	1001.93	543.96	2047.0	995.0	1467.37	1233.75	974.5	902.89	1844.76	1143.1	1529.73	764.36	1159.07	796.86	1023.0	2090.03	599.49	947.83	1407.55	1225.22	1685.71	1857.6	753.83
POGZ	395.18	698.41	884.29	514.56	493.56	507.46	620.67	587.13	571.05	567.1	490.14	638.15	1088.92	723.08	1551.09	1583.71	1388.16	2004.85	1551.09	1477.58	2816.11	2682.69	1721.16	1540.37	1605.83	1870.53	1628.26	1769.57	1662.49	1757.34	2468.49	2303.12	2701.35	2075.59	2976.74	3039.3	1208.34	2627.46	1857.6	1467.37	819.3	2018.8	974.5	1295.13	2895.31	2384.37	1977.24	3018.3	2502.97	2303.12	1259.69	2047.0	1199.98	2591.27	2400.97	1081.39	1639.59	473.41	848.22	543.96	738.29	616.37	543.96	470.14	507.46	802.41	432.53	339.14	277.2	400.71	327.56	1350.18	825.0	1104.13	629.35	669.92	400.71	587.13	1030.12	954.43	438.59	1225.22	684.02	591.22	503.95	532.74	392.44	890.44	507.46	733.19	525.39	647.07	480.04	842.36	1870.53	358.54	559.28	934.76	808.0	819.3	764.36	551.56
POLG2	139.07	87.65	84.63	72.52	241.19	91.41	88.88	169.07	146.03	70.51	79.45	156.59	182.55	291.04	202.66	205.5	118.43	206.94	231.32	208.38	269.6	279.14	253.23	316.37	214.27	346.29	312.0	316.37	246.28	256.78	309.83	303.44	507.46	232.94	246.28	293.07	204.07	353.59	218.79	186.4	144.01	237.86	130.6	215.77	169.07	275.28	224.97	323.03	295.11	256.78	172.65	255.0	169.07	327.56	307.69	191.67	223.41	156.59	85.82	134.3	87.03	108.14	145.02	120.1	138.1	141.02	91.41	116.78	81.71	112.77	92.05	285.03	94.01	159.9	121.79	96.01	62.12	71.0	102.97	198.47	84.63	283.05	182.55	202.66	137.14	167.9	132.44	293.07	133.36	237.86	111.99	159.9	123.5	199.85	366.09	122.64	129.69	358.54	205.5	199.85	190.34	128.79
POLM	181.28	220.32	209.84	162.14	217.27	165.57	149.12	251.48	206.94	120.1	185.11	217.27	299.25	450.94	346.29	412.0	301.33	441.64	490.14	348.71	693.58	656.11	392.44	334.46	603.67	708.18	463.65	1104.13	314.17	555.41	660.68	674.59	543.96	366.09	651.58	624.99	312.0	529.06	480.04	579.04	258.57	366.09	327.56	307.69	493.56	518.15	497.0	684.02	595.34	450.94	395.18	403.5	400.71	466.88	480.04	329.84	514.56	232.94	199.85	348.71	217.27	205.5	265.87	178.77	309.83	205.5	234.57	223.41	181.28	231.32	190.34	698.41	366.09	473.41	246.28	189.02	150.17	275.28	271.48	275.28	218.79	323.03	262.2	287.01	277.2	226.54	148.09	343.89	190.34	348.71	204.07	232.94	176.29	281.09	366.09	178.77	208.38	267.73	351.14	223.41	325.29	147.06
PPOX	146.03	218.79	473.41	208.38	480.04	297.17	226.54	325.29	299.25	241.19	295.11	460.44	587.13	507.46	395.18	409.15	397.93	551.56	503.95	395.18	1044.52	1030.12	748.61	591.22	575.03	780.44	651.58	769.69	591.22	909.17	825.0	854.13	902.89	656.11	1037.29	1359.57	490.14	1066.48	830.75	769.69	525.39	698.41	480.04	473.41	866.07	1073.91	753.83	1199.98	854.13	624.99	463.65	764.36	567.1	1096.5	1388.16	503.95	647.07	493.56	299.25	246.28	417.77	305.55	511.0	264.03	366.09	406.31	260.38	312.0	206.94	277.2	159.9	525.39	426.57	400.71	265.87	293.07	172.65	197.09	307.69	341.51	389.72	620.67	500.46	521.76	476.71	351.14	221.86	738.29	346.29	854.13	463.65	301.33	363.56	486.75	1199.98	269.6	339.14	642.59	775.05	457.25	633.73	291.04
PPT2-EGFL8	37.05	44.25	27.64	14.24	42.71	8.06	27.05	35.5	25.35	20.26	33.54	69.03	83.45	96.68	71.5	156.59	107.38	157.68	127.89	152.28	271.48	204.07	211.31	137.14	134.3	248.0	171.45	267.73	158.79	154.42	175.07	221.86	435.55	141.02	312.0	309.83	121.79	153.34	165.57	165.57	81.71	215.77	59.55	108.14	159.9	202.66	122.64	291.04	221.86	151.22	119.26	169.07	59.97	361.04	224.97	90.77	107.38	59.97	12.0	12.45	21.47	7.82	33.54	28.45	19.82	41.81	11.04	13.72	17.13	16.63	13.22	74.06	71.5	84.04	25.72	38.4	23.25	33.06	40.36	47.84	24.28	114.36	36.79	55.1	57.49	31.67	16.03	49.91	49.56	85.82	91.41	72.52	51.35	31.22	106.63	22.75	40.36	110.43	55.89	44.57	63.89	50.98
PRPF3	775.05	384.34	665.29	351.14	896.64	417.77	521.76	587.13	450.94	373.81	497.0	872.1	780.44	1119.56	1127.35	1111.82	854.13	1167.14	1242.34	860.08	1844.76	1662.49	1051.79	1313.23	1151.06	1806.78	878.17	1617.0	1030.12	1216.75	1685.71	1295.13	2224.63	1199.98	1572.76	1639.59	708.18	1397.83	1286.18	1143.1	718.08	967.76	674.59	791.35	1437.15	1378.57	1073.91	1794.29	1487.87	1242.34	642.59	1304.15	708.18	1709.26	1617.0	698.41	1008.9	718.08	406.31	356.05	441.64	361.04	389.72	366.09	420.68	543.96	381.68	291.04	417.77	518.15	334.46	1104.13	633.73	780.44	389.72	381.68	189.02	262.2	423.61	521.76	412.0	1369.04	660.68	896.64	813.63	633.73	490.14	909.17	728.11	830.75	583.07	633.73	612.11	723.08	1242.34	507.46	591.22	1191.69	866.07	748.61	1037.29	529.06
PRPF39	303.44	251.48	420.68	273.37	384.34	265.87	301.33	265.87	281.09	256.78	327.56	444.72	361.04	525.39	738.29	764.36	426.57	780.44	638.15	521.76	896.64	878.17	563.18	559.28	656.11	1096.5	684.02	854.13	728.11	633.73	954.43	684.02	896.64	769.69	988.12	988.12	579.04	825.0	728.11	660.68	346.29	693.58	514.56	599.49	854.13	733.19	599.49	909.17	698.41	728.11	470.14	620.67	555.41	830.75	791.35	432.53	599.49	400.71	273.37	325.29	246.28	376.41	209.84	178.77	312.0	318.57	358.54	232.94	285.03	348.71	208.38	476.71	339.14	318.57	293.07	198.47	157.68	212.78	190.34	376.41	183.82	688.78	409.15	368.65	351.14	351.14	387.02	521.76	392.44	514.56	303.44	255.0	297.17	444.72	647.07	255.0	283.05	525.39	339.14	563.18	507.46	332.14
PRPF40B	177.53	341.51	486.75	249.73	291.04	237.86	332.14	346.29	358.54	255.0	368.65	392.44	563.18	454.09	507.46	660.68	470.14	612.11	825.0	563.18	1135.2	1037.29	587.13	703.28	713.11	995.0	638.15	1175.27	616.37	819.3	902.89	764.36	1151.06	607.87	1051.79	1096.5	555.41	819.3	656.11	967.76	429.54	684.02	450.94	429.54	842.36	802.41	708.18	1001.93	743.43	688.78	543.96	688.78	473.41	848.22	915.51	454.09	638.15	381.68	244.57	373.81	339.14	373.81	373.81	224.97	265.87	224.97	175.07	279.14	239.52	194.36	138.1	438.59	463.65	490.14	236.21	195.72	209.84	180.02	293.07	334.46	281.09	607.87	591.22	607.87	361.04	327.56	262.2	490.14	327.56	753.83	299.25	236.21	325.29	447.82	571.05	236.21	361.04	713.11	450.94	395.18	599.49	275.28
RABL2A	190.34	105.15	211.31	183.82	239.52	142.01	163.28	159.9	155.5	122.64	202.66	327.56	312.0	318.57	447.82	483.38	314.17	591.22	403.5	341.51	854.13	599.49	551.56	384.34	351.14	563.18	356.05	748.61	444.72	599.49	616.37	674.59	981.29	384.34	616.37	848.22	432.53	599.49	503.95	470.14	242.88	403.5	295.11	301.33	698.41	738.29	341.51	713.11	642.59	665.29	291.04	518.15	417.77	684.02	656.11	483.38	493.56	293.07	224.97	182.55	229.72	170.25	339.14	299.25	258.57	264.03	191.67	199.85	182.55	262.2	204.07	457.25	241.19	289.02	255.0	208.38	215.77	218.79	237.86	281.09	239.52	518.15	325.29	327.56	332.14	285.03	244.57	518.15	283.05	547.75	236.21	312.0	256.78	309.83	1015.93	226.54	246.28	629.35	368.65	417.77	529.06	177.53
RABL2B	295.11	171.45	249.73	329.84	412.0	249.73	320.8	376.41	316.37	242.88	351.14	511.0	470.14	525.39	521.76	703.28	395.18	607.87	536.45	500.46	775.05	775.05	698.41	497.0	567.1	698.41	551.56	679.29	571.05	954.43	764.36	748.61	967.76	571.05	665.29	703.28	559.28	591.22	529.06	521.76	435.55	647.07	503.95	575.03	733.19	967.76	389.72	928.3	718.08	743.43	381.68	543.96	595.34	753.83	693.58	575.03	624.99	423.61	379.04	334.46	303.44	256.78	343.89	444.72	470.14	356.05	262.2	334.46	356.05	339.14	283.05	540.19	466.88	441.64	529.06	450.94	253.23	293.07	389.72	493.56	384.34	684.02	447.82	476.71	454.09	429.54	307.69	450.94	540.19	728.11	460.44	264.03	493.56	473.41	759.08	397.93	358.54	941.27	435.55	551.56	656.11	366.09
RAD9A	137.14	128.79	186.4	101.54	237.86	141.02	96.68	193.01	136.19	55.1	194.36	208.38	164.42	473.41	277.2	162.14	112.77	212.78	186.4	265.87	473.41	429.54	258.57	177.53	195.72	409.15	223.41	599.49	262.2	518.15	327.56	329.84	387.02	251.48	466.88	540.19	293.07	395.18	334.46	193.01	190.34	295.11	177.53	205.5	236.21	444.72	260.38	426.57	363.56	323.03	198.47	265.87	194.36	718.08	483.38	170.25	239.52	180.02	146.03	226.54	197.09	161.02	154.42	177.53	373.81	229.72	172.65	163.28	148.09	167.9	135.24	271.48	107.38	167.9	212.78	130.6	105.89	120.94	141.02	150.17	176.29	285.03	223.41	256.78	220.32	149.12	163.28	346.29	181.28	356.05	239.52	98.73	194.36	215.77	432.53	176.29	162.14	381.68	381.68	231.32	256.78	165.57
RBM19	327.56	189.02	224.97	177.53	412.0	234.57	253.23	307.69	299.25	234.57	279.14	307.69	356.05	521.76	466.88	525.39	435.55	500.46	500.46	438.59	599.49	607.87	397.93	571.05	395.18	842.36	483.38	463.65	543.96	559.28	567.1	679.29	647.07	466.88	785.88	842.36	348.71	532.74	457.25	497.0	323.03	387.02	363.56	409.15	624.99	738.29	400.71	854.13	660.68	567.1	327.56	536.45	429.54	490.14	679.29	409.15	511.0	275.28	239.52	211.31	251.48	185.11	249.73	249.73	249.73	256.78	223.41	211.31	212.78	165.57	193.01	480.04	341.51	381.68	224.97	209.84	153.34	180.02	135.24	269.6	246.28	397.93	323.03	329.84	262.2	293.07	260.38	356.05	228.13	559.28	246.28	244.57	195.72	305.55	368.65	228.13	206.94	406.31	260.38	299.25	412.0	215.77
RBM5	1081.39	1369.04	1359.57	791.35	1594.73	928.3	1447.15	1250.98	1175.27	1059.11	1088.92	2255.7	2384.37	1617.0	2193.99	3325.99	2367.9	3257.52	3060.45	3124.78	5255.91	5441.3	3515.68	3039.3	2997.45	4704.07	3212.66	5041.77	3303.0	3540.14	4869.99	4543.8	5751.61	4210.15	5403.7	6037.61	2400.97	4704.07	3716.2	3212.66	2209.26	3303.0	2032.85	2682.69	4903.87	3742.05	3419.52	6294.04	4210.15	3146.52	2047.0	3742.05	2384.37	5672.41	4607.24	1963.57	3257.52	1407.55	1167.14	1066.48	1167.14	1191.69	1023.0	896.64	1216.75	1199.98	1059.11	830.75	718.08	1008.9	748.61	2451.44	1487.87	1857.6	1001.93	1111.82	536.45	854.13	1340.84	1662.49	1081.39	3419.52	1594.73	1769.57	1561.89	1508.65	902.89	2520.38	1721.16	1936.53	1519.15	1378.57	1286.18	2032.85	3280.18	1023.0	1167.14	2319.15	2255.7	2627.46	2434.5	1417.35
RECQL5	371.22	305.55	320.8	256.78	336.79	251.48	248.0	368.65	232.94	106.63	193.01	341.51	279.14	536.45	206.94	161.02	84.04	620.67	348.71	392.44	743.43	656.11	444.72	417.77	460.44	563.18	392.44	571.05	444.72	575.03	551.56	463.65	791.35	521.76	633.73	830.75	351.14	532.74	490.14	547.75	356.05	460.44	361.04	366.09	693.58	624.99	435.55	660.68	674.59	518.15	371.22	426.57	395.18	693.58	674.59	540.19	483.38	287.01	269.6	269.6	312.0	176.29	429.54	320.8	423.61	285.03	248.0	309.83	334.46	224.97	299.25	417.77	224.97	339.14	346.29	316.37	204.07	205.5	277.2	277.2	371.22	466.88	395.18	379.04	366.09	320.8	264.03	567.1	387.02	647.07	303.44	346.29	307.69	429.54	669.92	327.56	248.0	507.46	389.72	334.46	384.34	275.28
RP11-192H23.4	13.62	7.28	10.96	5.5	18.43	7.11	7.11	10.63	1.35	4.43	6.21	14.56	16.75	48.18	36.27	43.94	22.26	53.95	26.86	29.06	58.71	63.0	37.59	39.5	17.64	44.57	41.81	45.21	41.81	94.67	67.12	70.01	105.89	44.25	84.63	88.88	31.9	61.25	53.95	29.91	21.78	33.3	27.64	24.11	40.64	110.43	26.67	68.55	58.3	48.87	18.7	48.52	32.82	129.69	86.43	13.52	43.63	10.63	15.68	10.71	5.45	6.94	4.74	11.64	21.47	6.16	5.87	8.13	7.51	3.41	9.7	91.41	13.22	25.54	18.97	12.09	3.38	6.52	28.45	26.86	8.58	16.15	17.77	14.78	18.7	7.22	12.45	17.13	8.92	32.36	14.14	17.0	14.78	18.03	38.67	10.39	14.89	35.76	28.65	13.32	24.28	9.7
