	TCGA.D8.A1J8.01A.11R.A13Q.07	TCGA.D8.A1JP.01A.11R.A13Q.07	TCGA.BH.A1EV.11A.24R.A137.07	GTEX.W5X1.2326.SM.3GIL6	GTEX.VJWN.0726.SM.3GIJ8	TCGA.W5.AA2X.11A.11R.A41I.07	TCGA.W5.AA34.11A.11R.A41I.07	TCGA.B8.A54E.01A.11R.A266.07	TCGA.CZ.5463.01A.01R.1503.07	TCGA.CZ.4864.11A.01R.1503.07	TCGA.B8.5552.11A.01R.1672.07	TCGA.CW.5581.11A.01R.1541.07	TCGA.DZ.6131.01A.11R.1965.07	TCGA.G7.7501.01A.11R.2204.07	TCGA.BQ.5879.11A.01R.1592.07	TCGA.DD.AAEE.01A.11R.A41C.07	TCGA.DD.AAVY.01A.11R.A41C.07	TCGA.CC.A9FS.01A.11R.A37K.07	TCGA.ZP.A9D0.01A.11R.A37K.07	TCGA.BC.A10X.01A.11R.A131.07	TCGA.DD.A1EB.01A.11R.A131.07	TCGA.G3.AAV2.01A.11R.A37K.07	TCGA.DD.AAD0.01A.11R.A41C.07	TCGA.ZP.A9CZ.01A.11R.A38B.07	TCGA.DD.AAW2.01A.11R.A41C.07	TCGA.DD.A4NO.01A.11R.A28V.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.2Y.A9H8.01A.11R.A39D.07	TCGA.MI.A75I.01A.11R.A32O.07	TCGA.UB.A7MA.01A.11R.A33R.07	TCGA.DD.AAE1.01A.11R.A41C.07	TCGA.FV.A3R2.01A.11R.A22L.07	TCGA.G3.A7M5.01A.11R.A33R.07	TCGA.CC.A9FV.01A.11R.A37K.07	TCGA.K7.A5RF.01A.11R.A28V.07	TCGA.ZP.A9D2.01A.11R.A38B.07	TCGA.FV.A496.01A.11R.A266.07	TCGA.FV.A2QR.01A.11R.A213.07	TCGA.DD.A4NK.01A.11R.A28V.07	TCGA.RC.A7SK.01A.11R.A352.07	TCGA.HP.A5N0.01A.11R.A28V.07	TCGA.DD.A11A.01A.11R.A131.07	TCGA.DD.A73B.01A.12R.A32O.07	TCGA.2Y.A9H9.01A.21R.A39D.07	TCGA.CC.A7IF.01A.11R.A33J.07	TCGA.2Y.A9HA.01A.11R.A39D.07	TCGA.T1.A6J8.01A.11R.A32O.07	TCGA.2Y.A9HB.01A.11R.A39D.07	TCGA.DD.AAE9.01A.11R.A41C.07	TCGA.ED.A7XP.01A.11R.A352.07	TCGA.CC.A7IL.01A.11R.A33R.07	TCGA.BC.A3KG.01A.11R.A213.07	TCGA.ZP.A9CY.01A.11R.A38B.07	TCGA.BC.A69I.01A.11R.A311.07	TCGA.2Y.A9H0.01A.11R.A38B.07	TCGA.DD.AADV.01A.11R.A39D.07	TCGA.DD.AADB.01A.11R.A41C.07	TCGA.DD.AAEH.01A.11R.A41C.07	TCGA.DD.A11B.01A.11R.A131.07	TCGA.DD.A4NB.01A.12R.A266.07	TCGA.ED.A7XO.01A.11R.A352.07	TCGA.DD.AAEG.01A.11R.A39D.07	TCGA.DD.A3A2.01A.11R.A213.07	TCGA.RC.A6M4.01A.11R.A32O.07	TCGA.DD.A1EK.01A.11R.A213.07	TCGA.MI.A75G.01A.11R.A32O.07	TCGA.DD.A73C.01A.12R.A33J.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.2Y.A9H7.01A.11R.A39D.07	TCGA.CC.A9FU.01A.11R.A37K.07	TCGA.GJ.A9DB.01A.11R.A37K.07	TCGA.DD.A115.01A.11R.A131.07	TCGA.DD.AAW3.01A.11R.A41C.07	TCGA.DD.A4ND.01A.11R.A266.07	TCGA.5R.AA1D.01A.11R.A38B.07	TCGA.DD.AADK.01A.11R.A41C.07	TCGA.RC.A7SB.01A.21R.A352.07	TCGA.DD.AACY.01A.11R.A41C.07	TCGA.UB.AA0V.01A.11R.A38B.07	TCGA.ZS.A9CE.01A.11R.A37K.07	TCGA.G3.A6UC.01A.21R.A33J.07	TCGA.2Y.A9GU.01A.11R.A38B.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A1EG.11A.11R.A213.07	TCGA.G3.A3CH.11A.11R.A22L.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A1EI.11A.11R.A131.07	TCGA.DD.A1EL.11A.11R.A155.07	TCGA.DD.A114.11A.12R.A131.07	GTEX.WYVS.1926.SM.4PQZ2	GTEX.13FLV.0326.SM.5N9DJ	GTEX.11ZUS.2526.SM.59872	GTEX.11GSP.0626.SM.5986T	GTEX.ZYT6.0626.SM.5E45V	GTEX.145LU.1326.SM.5LU9N	GTEX.ZAB5.0426.SM.5CVMI	GTEX.147JS.1126.SM.5RQIW	GTEX.145MF.0826.SM.5QGQA	GTEX.ZF2S.3026.SM.4WWCH	GTEX.SJXC.1226.SM.4DM78	GTEX.131YS.1626.SM.5HL6C	GTEX.QESD.2026.SM.447BI	GTEX.139TU.0826.SM.5IJFG	GTEX.12WSD.1426.SM.5GCN9	GTEX.14DAQ.1726.SM.5S2R2	GTEX.1399R.1226.SM.5P9GF	GTEX.ZVT3.1626.SM.5GU66	GTEX.11DXZ.0126.SM.5EGGY	GTEX.13SLX.1226.SM.5S2Q6	GTEX.Q734.0326.SM.48U15	GTEX.1212Z.0226.SM.59HLF	GTEX.XOTO.0826.SM.4B65O	GTEX.13OW6.2626.SM.5IFF2	GTEX.14753.1626.SM.5NQ9L	GTEX.REY6.1226.SM.48FDR	GTEX.R53T.0326.SM.48FEC	TCGA.BK.A139.01A.11R.A277.07
SNX14	3515.68	1697.45	1331.57	2335.28	2178.83	1225.22	1304.15	1685.71	1437.15	1745.2	1923.14	1175.27	1159.07	1857.6	1487.87	1066.48	521.76	723.08	1781.89	1151.06	1378.57	1096.5	1340.84	1295.13	503.95	1721.16	669.92	2240.11	775.05	1143.1	2178.83	603.67	928.3	1096.5	1417.35	1594.73	1250.98	656.11	447.82	1250.98	620.67	1617.0	1991.0	1159.07	1183.45	2148.82	1037.29	1498.22	511.0	1467.37	764.36	1923.14	1540.37	532.74	764.36	1268.46	1508.65	780.44	1397.83	1529.73	1457.23	575.03	1313.23	890.44	624.99	1304.15	921.88	616.37	1059.11	1331.57	1151.06	1151.06	633.73	1819.35	1427.22	1151.06	1896.65	1242.34	1628.26	764.36	476.71	2104.58	1051.79	1199.98	1151.06	629.35	1191.69	1322.37	1457.23	1304.15	1594.73	1001.93	1832.01	1135.2	1551.09	1350.18	1167.14	1350.18	1135.2	1388.16	2104.58	1498.22	1350.18	1427.22	1498.22	1096.5	2178.83	1313.23	1304.15	1457.23	1250.98	967.76	1331.57	647.07	2701.35	1030.12	3190.46
SNX3	7331.05	6887.62	5594.3	7331.05	6471.02	3168.41	3665.02	10368.08	6207.38	4802.93	6037.61	3955.48	5112.16	10154.69	3639.7	2520.38	1794.29	2555.58	3235.01	3349.13	3419.52	3742.05	2119.22	2777.33	2434.5	4328.55	2537.92	2351.53	2209.26	3639.7	6164.49	2271.4	1540.37	5954.47	3372.43	5147.73	2627.46	2209.26	1561.89	2664.15	2400.97	3874.05	7537.18	2573.36	1977.24	3146.52	2090.03	2976.74	2796.65	5672.41	2664.15	4210.15	4010.71	1963.57	1662.49	2976.74	5112.16	2193.99	4512.4	7803.01	4123.49	1844.76	3820.7	2209.26	2224.63	2682.69	3639.7	2758.13	2591.27	3103.19	3395.89	1662.49	2004.85	4607.24	6607.01	2209.26	5292.48	1781.89	3325.99	2224.63	1769.57	3614.55	2417.67	3039.3	3614.55	2701.35	2935.74	3212.66	3716.2	3419.52	3280.18	1883.54	1781.89	2609.3	2271.4	4769.75	3928.15	3540.14	3982.99	2434.5	2777.33	3280.18	3190.46	2193.99	2796.65	4210.15	2434.5	2835.7	3768.09	6337.83	2224.63	2367.9	2855.44	2816.11	3235.01	6887.62	4066.71
SNX9	902.89	1883.54	1008.9	2609.3	1388.16	665.29	698.41	603.67	934.76	988.12	813.63	825.0	1023.0	995.0	967.76	251.48	183.82	265.87	854.13	819.3	708.18	507.46	195.72	529.06	185.11	934.76	236.21	183.82	214.27	583.07	450.94	287.01	156.59	684.02	595.34	579.04	579.04	356.05	214.27	400.71	353.59	819.3	775.05	463.65	260.38	387.02	366.09	567.1	218.79	633.73	297.17	684.02	669.92	228.13	305.55	420.68	591.22	279.14	775.05	743.43	403.5	348.71	454.09	193.01	301.33	297.17	540.19	251.48	217.27	329.84	536.45	303.44	206.94	540.19	624.99	447.82	753.83	271.48	674.59	358.54	208.38	371.22	287.01	713.11	660.68	320.8	624.99	642.59	629.35	669.92	511.0	389.72	265.87	403.5	503.95	656.11	490.14	551.56	1023.0	551.56	497.0	633.73	769.69	620.67	748.61	679.29	536.45	780.44	476.71	733.19	384.34	543.96	381.68	884.29	1066.48	733.19	1208.34
STX7	941.27	718.08	1066.48	1477.58	1369.04	244.57	334.46	1242.34	1923.14	1721.16	961.07	1340.84	2351.53	1832.01	1498.22	106.63	125.24	106.63	223.41	384.34	316.37	124.37	91.41	237.86	99.43	251.48	108.14	131.51	140.04	540.19	327.56	151.22	77.79	1037.29	314.17	921.88	426.57	159.9	125.24	248.0	177.53	260.38	579.04	169.07	121.79	223.41	246.28	314.17	106.63	624.99	195.72	379.04	358.54	54.33	237.86	287.01	503.95	92.05	309.83	555.41	221.86	144.01	199.85	111.21	155.5	123.5	258.57	90.77	126.12	265.87	318.57	138.1	152.28	346.29	432.53	136.19	253.23	106.63	389.72	153.34	93.35	253.23	150.17	165.57	281.09	108.9	277.2	295.11	457.25	514.56	223.41	86.43	269.6	133.36	189.02	551.56	107.38	226.54	368.65	98.04	120.94	234.57	220.32	351.14	185.11	480.04	208.38	303.44	193.01	599.49	269.6	178.77	236.21	255.0	128.79	414.87	1088.92
STXBP5	255.0	135.24	237.86	318.57	249.73	54.72	34.75	38.67	136.19	62.12	297.17	79.45	82.29	92.7	56.28	16.39	9.85	25.35	39.22	57.49	82.29	12.09	11.73	47.5	10.08	69.52	15.56	35.5	26.86	65.72	31.0	33.54	10.08	72.52	41.22	163.28	26.47	25.54	29.06	21.01	35.76	35.76	53.95	24.46	8.25	38.95	20.86	49.56	6.67	59.13	15.68	97.36	42.71	17.13	18.97	58.3	84.63	23.42	74.58	102.97	46.18	15.68	28.45	5.87	20.41	17.38	81.71	8.51	20.26	57.49	73.03	25.72	10.0	74.58	116.78	28.24	44.25	21.63	56.28	19.25	29.48	29.06	17.25	18.84	34.26	12.09	50.63	43.32	68.07	69.03	44.89	9.63	68.55	27.25	20.86	48.52	16.15	9.2	93.35	13.42	31.22	12.93	24.46	89.51	28.65	57.89	58.71	32.82	17.38	106.63	40.93	18.16	14.67	23.42	19.11	74.58	536.45
SYNCRIP	3303.0	1487.87	2367.9	3564.78	2537.92	684.02	723.08	1096.5	1529.73	1135.2	3190.46	1304.15	1111.82	1572.76	1104.13	791.35	518.15	693.58	1143.1	947.83	954.43	638.15	902.89	896.64	480.04	928.3	543.96	718.08	426.57	660.68	629.35	540.19	289.02	638.15	688.78	1242.34	698.41	507.46	450.94	603.67	379.04	921.88	1111.82	511.0	638.15	1551.09	612.11	764.36	312.0	1208.34	463.65	988.12	830.75	351.14	373.81	769.69	1167.14	343.89	1073.91	947.83	669.92	480.04	603.67	358.54	532.74	490.14	1104.13	409.15	438.59	842.36	1015.93	909.17	429.54	988.12	1023.0	476.71	638.15	665.29	1001.93	476.71	384.34	921.88	457.25	575.03	647.07	438.59	842.36	633.73	769.69	723.08	441.64	320.8	423.61	420.68	414.87	753.83	785.88	476.71	884.29	381.68	466.88	587.13	529.06	480.04	454.09	819.3	587.13	642.59	420.68	764.36	417.77	438.59	543.96	435.55	417.77	890.44	2664.15
TBP	389.72	529.06	320.8	269.6	262.2	236.21	175.07	158.79	191.67	156.59	260.38	202.66	231.32	361.04	194.36	111.99	82.29	126.12	187.71	141.02	139.07	137.14	127.0	215.77	101.54	260.38	105.89	144.01	94.01	295.11	239.52	122.64	100.13	186.4	156.59	348.71	143.01	121.79	118.43	148.09	134.3	176.29	379.04	130.6	110.43	212.78	97.36	229.72	80.01	237.86	104.42	353.59	193.01	101.54	157.68	141.02	334.46	126.12	289.02	215.77	186.4	96.68	170.25	94.67	108.9	112.77	155.5	84.04	135.24	318.57	221.86	92.7	142.01	236.21	189.02	181.28	150.17	77.25	215.77	151.22	98.73	208.38	113.56	129.69	171.45	92.05	115.97	169.07	162.14	183.82	71.5	258.57	147.06	115.16	327.56	135.24	88.88	92.05	117.6	199.85	202.66	81.71	80.01	150.17	138.1	109.66	194.36	147.06	150.17	157.68	136.19	111.21	217.27	38.95	96.01	102.25	218.79
TBPL1	988.12	708.18	728.11	1369.04	607.87	551.56	409.15	466.88	397.93	353.59	909.17	353.59	287.01	591.22	327.56	244.57	171.45	251.48	157.68	353.59	392.44	490.14	423.61	441.64	181.28	466.88	351.14	146.03	521.76	1008.9	503.95	273.37	156.59	409.15	435.55	941.27	674.59	262.2	197.09	281.09	301.33	426.57	1059.11	264.03	228.13	665.29	271.48	384.34	138.1	409.15	211.31	529.06	536.45	255.0	221.86	376.41	583.07	429.54	669.92	529.06	470.14	205.5	426.57	183.82	195.72	287.01	483.38	301.33	285.03	583.07	633.73	258.57	206.94	417.77	511.0	264.03	559.28	269.6	518.15	256.78	173.85	169.07	353.59	414.87	389.72	215.77	373.81	460.44	511.0	420.68	387.02	346.29	476.71	244.57	684.02	376.41	511.0	392.44	343.89	412.0	497.0	329.84	447.82	412.0	447.82	356.05	620.67	314.17	525.39	607.87	470.14	314.17	525.39	157.68	426.57	379.04	1183.45
TCP1	6337.83	7642.41	3847.29	7081.29	4066.71	1832.01	1857.6	2032.85	3716.2	2796.65	3395.89	3235.01	2303.12	4066.71	2855.44	1639.59	1225.22	2163.77	3491.39	2178.83	2591.27	2367.9	1594.73	2935.74	1143.1	4181.07	1477.58	3395.89	1359.57	3665.02	2645.74	1662.49	1008.9	2855.44	1733.13	3443.31	1832.01	1417.35	1104.13	1896.65	1143.1	2835.7	5183.54	1832.01	1447.15	3665.02	1757.34	2720.15	1216.75	5872.48	2047.0	2720.15	2682.69	1051.79	1199.98	2537.92	4210.15	1199.98	2976.74	4239.45	3372.43	1617.0	1733.13	1467.37	791.35	1909.85	2796.65	1030.12	1674.06	3349.13	2682.69	1268.46	1001.93	3690.52	3257.52	2417.67	2915.45	1199.98	2335.28	1427.22	1081.39	3395.89	1313.23	1540.37	2047.0	1561.89	1896.65	1685.71	2032.85	1757.34	2335.28	866.07	2287.2	1159.07	775.05	2303.12	2133.97	1733.13	1175.27	974.5	1561.89	3257.52	1540.37	1208.34	1208.34	1923.14	1191.69	1277.29	1819.35	3928.15	2104.58	2384.37	1477.58	791.35	1119.56	3491.39	7081.29
TMEM181	1183.45	674.59	620.67	4388.98	780.44	211.31	301.33	185.11	420.68	214.27	848.22	178.77	242.88	287.01	159.9	88.26	122.64	114.36	332.14	226.54	384.34	142.01	103.69	220.32	99.43	287.01	116.78	202.66	85.82	387.02	185.11	95.34	90.77	141.02	218.79	612.11	363.56	172.65	127.89	84.04	150.17	307.69	379.04	133.36	107.38	111.99	121.79	156.59	53.19	285.03	156.59	273.37	318.57	90.14	52.08	153.34	540.19	84.63	454.09	336.79	103.69	90.14	228.13	74.06	94.67	89.51	320.8	88.88	127.0	325.29	273.37	84.63	87.03	327.56	312.0	111.21	248.0	72.01	251.48	183.82	107.38	209.84	118.43	129.69	177.53	163.28	218.79	220.32	234.57	167.9	131.51	126.12	88.26	82.29	141.02	237.86	156.59	144.01	244.57	115.97	125.24	93.35	251.48	132.44	136.19	193.01	167.9	151.22	76.71	269.6	98.73	90.14	95.34	105.15	164.42	327.56	902.89
TMEM242	169.07	251.48	193.01	400.71	412.0	193.01	223.41	244.57	197.09	215.77	212.78	201.25	131.51	208.38	202.66	124.37	108.9	110.43	190.34	162.14	185.11	119.26	51.35	152.28	80.01	198.47	88.26	68.07	126.12	173.85	141.02	120.94	93.35	303.44	146.03	211.31	121.79	105.15	121.79	202.66	159.9	86.43	325.29	120.1	119.26	108.14	107.38	206.94	89.51	153.34	166.73	175.07	283.05	88.88	80.01	139.07	166.73	115.97	253.23	251.48	161.02	93.35	236.21	85.22	88.26	108.14	281.09	131.51	98.73	127.0	244.57	78.89	75.11	165.57	248.0	190.34	314.17	114.36	211.31	156.59	89.51	172.65	105.89	218.79	143.01	143.01	173.85	215.77	217.27	209.84	201.25	125.24	198.47	149.12	189.02	239.52	228.13	297.17	193.01	159.9	189.02	169.07	170.25	199.85	228.13	193.01	220.32	165.57	201.25	193.01	241.19	154.42	231.32	122.64	127.0	201.25	147.06
TMEM30A	3515.68	1551.09	2555.58	3982.99	3614.55	1119.56	1277.29	2591.27	2224.63	1583.71	4972.34	1709.26	1331.57	1508.65	1498.22	808.0	409.15	665.29	830.75	1225.22	1127.35	698.41	674.59	842.36	579.04	825.0	511.0	819.3	503.95	567.1	848.22	381.68	232.94	1322.37	890.44	1977.24	656.11	651.58	490.14	909.17	708.18	1277.29	915.51	660.68	802.41	780.44	426.57	669.92	466.88	1304.15	336.79	1733.13	1191.69	392.44	371.22	890.44	780.44	575.03	1331.57	1359.57	638.15	351.14	780.44	412.0	1001.93	575.03	1081.39	406.31	1023.0	981.29	830.75	866.07	483.38	1111.82	1617.0	373.81	1096.5	629.35	1359.57	607.87	473.41	698.41	356.05	854.13	1259.69	642.59	928.3	1242.34	1268.46	995.0	860.08	802.41	733.19	902.89	1119.56	1447.15	1447.15	961.07	1304.15	854.13	941.27	665.29	1250.98	961.07	1199.98	1073.91	1331.57	1199.98	890.44	1059.11	961.07	759.08	1023.0	988.12	872.1	961.07	3190.46
TSPYL1	1936.53	2224.63	1605.83	2351.53	2133.97	909.17	1268.46	4066.71	1936.53	2720.15	2520.38	3257.52	1605.83	981.29	3212.66	363.56	341.51	599.49	1111.82	1001.93	866.07	493.56	423.61	563.18	343.89	909.17	493.56	438.59	409.15	591.22	532.74	316.37	466.88	1498.22	954.43	620.67	688.78	363.56	323.03	555.41	587.13	723.08	1051.79	473.41	159.9	363.56	429.54	738.29	218.79	854.13	543.96	536.45	1096.5	314.17	242.88	551.56	612.11	325.29	1883.54	974.5	525.39	114.36	603.67	309.83	363.56	454.09	688.78	264.03	444.72	665.29	669.92	299.25	361.04	866.07	713.11	312.0	624.99	299.25	1044.52	389.72	463.65	607.87	397.93	775.05	890.44	967.76	1135.2	909.17	1407.55	1111.82	1066.48	693.58	802.41	884.29	759.08	1397.83	1909.85	1286.18	1617.0	1030.12	759.08	674.59	1199.98	791.35	830.75	1662.49	1551.09	1059.11	1259.69	1066.48	866.07	854.13	785.88	1044.52	684.02	1781.89	1030.12
UBE2J1	1508.65	1119.56	947.83	915.51	974.5	397.93	371.22	409.15	1037.29	559.28	1369.04	579.04	379.04	583.07	551.56	403.5	164.42	246.28	514.56	409.15	441.64	341.51	279.14	507.46	194.36	493.56	287.01	412.0	215.77	366.09	339.14	164.42	87.03	575.03	379.04	785.88	571.05	358.54	175.07	199.85	299.25	429.54	417.77	387.02	423.61	738.29	204.07	285.03	144.01	571.05	220.32	612.11	379.04	167.9	262.2	336.79	583.07	232.94	518.15	525.39	371.22	212.78	234.57	127.89	253.23	260.38	470.14	226.54	205.5	432.53	368.65	341.51	173.85	518.15	591.22	209.84	438.59	293.07	486.75	244.57	175.07	785.88	194.36	289.02	412.0	151.22	423.61	351.14	403.5	403.5	258.57	205.5	267.73	237.86	190.34	343.89	417.77	218.79	341.51	175.07	307.69	217.27	366.09	202.66	177.53	368.65	211.31	307.69	231.32	514.56	181.28	236.21	198.47	260.38	361.04	543.96	819.3
UFL1	1167.14	723.08	669.92	830.75	547.75	341.51	420.68	497.0	941.27	466.88	981.29	457.25	429.54	651.58	444.72	339.14	124.37	130.6	435.55	339.14	371.22	242.88	220.32	316.37	120.94	346.29	189.02	137.14	141.02	281.09	205.5	163.28	84.63	289.02	202.66	555.41	397.93	185.11	182.55	231.32	170.25	356.05	587.13	183.82	241.19	373.81	110.43	208.38	108.14	559.28	139.07	665.29	371.22	85.22	140.04	303.44	273.37	112.77	483.38	444.72	217.27	161.02	309.83	92.05	172.65	202.66	473.41	175.07	124.37	221.86	327.56	163.28	159.9	392.44	387.02	102.25	293.07	177.53	470.14	275.28	171.45	497.0	88.88	260.38	363.56	68.07	346.29	366.09	363.56	267.73	229.72	212.78	262.2	224.97	325.29	314.17	412.0	256.78	412.0	277.2	358.54	158.79	305.55	289.02	314.17	277.2	323.03	316.37	217.27	277.2	165.57	180.02	241.19	195.72	371.22	389.72	733.19
USP45	332.14	297.17	178.77	223.41	158.79	90.14	100.83	103.69	237.86	117.6	236.21	108.9	104.42	202.66	108.9	84.63	56.28	63.0	239.52	55.1	114.36	55.1	49.56	59.13	38.12	98.04	37.85	34.26	60.82	63.0	46.5	52.82	27.05	77.25	65.72	150.17	89.51	49.21	36.79	62.56	31.67	73.54	139.07	51.71	67.12	67.59	23.59	101.54	21.16	99.43	42.71	123.5	78.89	40.93	47.84	74.58	74.06	47.84	122.64	155.5	59.13	33.54	118.43	38.95	48.52	59.55	96.01	57.89	36.27	74.06	92.7	67.12	52.08	187.71	140.04	43.94	120.94	28.65	108.14	59.97	67.59	65.72	32.59	57.89	66.18	24.11	58.3	74.06	65.26	65.72	78.34	54.33	121.79	64.34	70.01	59.55	68.55	92.05	52.82	27.05	79.45	35.76	96.68	60.82	60.82	49.56	107.38	47.17	46.84	131.51	95.34	93.35	105.15	47.17	36.27	88.88	518.15
UTRN	327.56	303.44	1467.37	3257.52	1199.98	161.02	152.28	490.14	1167.14	532.74	1457.23	713.11	642.59	325.29	642.59	88.88	94.67	127.0	98.73	253.23	163.28	91.41	54.72	148.09	115.16	208.38	106.63	109.66	71.0	137.14	251.48	118.43	25.54	819.3	169.07	493.56	90.14	108.14	92.05	98.04	141.02	127.0	409.15	110.43	53.19	204.07	91.41	147.06	40.93	291.04	24.63	363.56	177.53	47.84	133.36	190.34	775.05	71.5	236.21	412.0	93.35	63.45	54.72	25.35	124.37	46.18	312.0	76.71	142.01	253.23	248.0	139.07	70.51	728.11	532.74	57.08	116.78	66.18	283.05	55.89	51.35	169.07	64.34	123.5	169.07	53.95	229.72	197.09	249.73	490.14	158.79	79.45	291.04	98.73	189.02	381.68	198.47	108.9	269.6	78.34	68.07	153.34	120.94	162.14	267.73	299.25	255.0	260.38	197.09	279.14	123.5	205.5	173.85	66.65	64.34	260.38	2287.2
VTA1	1721.16	1572.76	967.76	1388.16	2555.58	444.72	579.04	624.99	884.29	743.43	1183.45	703.28	514.56	961.07	748.61	267.73	182.55	198.47	603.67	518.15	441.64	275.28	269.6	429.54	236.21	384.34	215.77	297.17	291.04	381.68	420.68	260.38	149.12	339.14	511.0	941.27	389.72	193.01	256.78	329.84	285.03	633.73	1059.11	255.0	195.72	412.0	293.07	325.29	149.12	591.22	249.73	878.17	567.1	153.34	332.14	423.61	738.29	231.32	819.3	583.07	429.54	205.5	327.56	224.97	253.23	231.32	429.54	189.02	258.57	563.18	497.0	253.23	309.83	599.49	647.07	218.79	409.15	209.84	543.96	289.02	220.32	316.37	193.01	358.54	514.56	346.29	514.56	551.56	563.18	441.64	343.89	237.86	269.6	392.44	301.33	718.08	603.67	435.55	836.53	371.22	406.31	529.06	395.18	341.51	384.34	764.36	638.15	612.11	463.65	511.0	323.03	320.8	400.71	231.32	299.25	802.41	1081.39
WTAP	2664.15	2701.35	2224.63	2319.15	3540.14	753.83	490.14	1277.29	1242.34	967.76	1950.0	1001.93	1369.04	1088.92	928.3	320.8	218.79	356.05	450.94	825.0	547.75	507.46	363.56	878.17	320.8	878.17	414.87	457.25	486.75	1073.91	540.19	466.88	301.33	981.29	620.67	1183.45	620.67	305.55	253.23	275.28	341.51	629.35	1208.34	490.14	297.17	559.28	275.28	651.58	177.53	728.11	237.86	947.83	563.18	473.41	473.41	514.56	947.83	366.09	708.18	775.05	525.39	253.23	379.04	327.56	291.04	432.53	543.96	293.07	387.02	791.35	813.63	403.5	358.54	890.44	915.51	486.75	511.0	376.41	759.08	273.37	363.56	567.1	540.19	665.29	497.0	323.03	507.46	490.14	633.73	698.41	497.0	563.18	733.19	500.46	457.25	547.75	603.67	444.72	460.44	358.54	426.57	583.07	441.64	490.14	460.44	426.57	493.56	559.28	406.31	909.17	532.74	579.04	571.05	403.5	575.03	423.61	1572.76
ZBTB24	239.52	281.09	169.07	214.27	195.72	37.05	36.01	66.65	115.16	78.34	164.42	110.43	130.6	134.3	85.82	19.68	22.59	25.91	33.06	56.28	45.21	27.05	30.56	44.89	22.43	48.18	23.08	23.59	27.05	62.12	40.93	22.59	18.84	52.82	33.54	95.34	63.89	23.25	24.11	18.7	27.05	34.75	81.71	21.94	16.75	62.56	18.56	35.25	12.83	59.55	16.39	59.97	39.5	20.26	33.06	40.36	55.49	19.68	59.13	50.98	38.67	20.71	34.02	13.72	25.91	29.91	63.89	18.43	24.46	52.45	58.71	24.28	26.86	63.89	50.63	22.26	35.76	24.28	48.87	31.9	21.94	36.27	23.59	24.63	31.45	17.77	33.78	37.59	44.25	34.02	26.1	63.0	46.5	23.93	27.84	36.01	43.02	33.06	40.93	24.46	26.47	14.24	35.0	25.72	32.59	26.67	33.06	57.89	23.42	18.03	31.0	24.99	33.06	11.3	15.91	37.85	285.03
ZDHHC20	860.08	361.04	665.29	733.19	217.27	67.12	175.07	251.48	389.72	287.01	1369.04	236.21	139.07	134.3	260.38	50.63	32.36	38.95	153.34	217.27	204.07	33.3	124.37	70.01	41.52	71.5	34.26	38.67	59.13	82.87	124.37	51.71	2.32	142.01	108.14	381.68	78.34	121.79	96.68	30.12	119.26	162.14	214.27	58.3	34.51	59.97	111.21	92.7	26.47	105.89	13.52	242.88	177.53	17.38	150.17	56.28	194.36	33.78	206.94	293.07	68.07	40.93	71.0	14.14	68.55	22.75	229.72	18.29	88.88	80.57	187.71	140.04	35.0	332.14	262.2	17.9	50.63	55.49	176.29	47.5	36.79	171.45	48.52	34.51	124.37	30.56	201.25	134.3	190.34	142.01	99.43	33.06	93.35	151.22	80.01	269.6	171.45	68.55	173.85	24.99	99.43	75.64	112.77	143.01	127.89	154.42	69.03	177.53	63.0	181.28	120.94	40.36	88.88	97.36	36.01	329.84	2502.97
ZFYVE16	961.07	283.05	563.18	836.53	607.87	212.78	218.79	177.53	688.78	277.2	780.44	334.46	363.56	532.74	323.03	130.6	118.43	231.32	293.07	198.47	199.85	86.43	110.43	305.55	139.07	301.33	144.01	123.5	161.02	269.6	186.4	157.68	117.6	271.48	137.14	236.21	153.34	159.9	145.02	176.29	144.01	258.57	297.17	144.01	162.14	183.82	101.54	297.17	96.68	320.8	80.01	466.88	228.13	108.14	205.5	301.33	201.25	143.01	444.72	237.86	177.53	181.28	125.24	72.52	172.65	143.01	269.6	105.15	190.34	206.94	204.07	171.45	166.73	414.87	239.52	78.34	146.03	100.13	234.57	173.85	132.44	273.37	134.3	175.07	189.02	61.68	159.9	182.55	242.88	244.57	163.28	102.25	256.78	150.17	177.53	244.57	237.86	101.54	232.94	139.07	249.73	125.24	146.03	218.79	343.89	163.28	256.78	226.54	132.44	178.77	142.01	127.0	113.56	79.45	189.02	120.1	1044.52
