	TCGA.FD.A3SM.01A.11R.A22U.07	TCGA.AR.A1AO.01A.11R.A12P.07	TCGA.A8.A08H.01A.21R.A00Z.07	GTEX.W5X1.2326.SM.3GIL6	TCGA.B8.A54E.01A.11R.A266.07	TCGA.HE.7128.01A.11R.1965.07	TCGA.2K.A9WE.01A.11R.A38C.07	TCGA.KV.A6GD.01A.11R.A31O.07	TCGA.4A.A93Y.01A.11R.A37K.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.DZ.6132.01A.11R.1965.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.GL.A9DD.01A.11R.A37K.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.5P.A9KC.01A.11R.A42S.07	TCGA.IA.A83V.01A.11R.A355.07	TCGA.BQ.7059.01A.11R.1965.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.IA.A83T.01A.11R.A355.07	TCGA.DD.AAEE.01A.11R.A41C.07	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.G3.A5SM.01A.12R.A28V.07	TCGA.DD.A4NQ.01A.21R.A28V.07	TCGA.DD.A1EG.01A.11R.A213.07	TCGA.DD.AAEI.01A.11R.A41C.07	TCGA.DD.AACL.01A.11R.A41C.07	TCGA.DD.A4NO.01A.11R.A28V.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.DD.AAE1.01A.11R.A41C.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.FV.A2QQ.01A.11R.A22L.07	TCGA.DD.A4NR.01A.11R.A311.07	TCGA.G3.A7M7.01A.12R.A352.07	TCGA.K7.A5RG.01A.11R.A28V.07	TCGA.DD.AACQ.01A.11R.A41C.07	TCGA.ZS.A9CD.01A.11R.A37K.07	TCGA.DD.AACZ.01A.11R.A41C.07	TCGA.CC.A3MC.01A.11R.A22L.07	TCGA.CC.5262.01A.01R.A131.07	TCGA.DD.A73A.01A.12R.A32O.07	TCGA.EP.A2KB.01A.11R.A180.07	TCGA.T1.A6J8.01A.11R.A32O.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.O8.A75V.01A.11R.A32O.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.CC.A7IK.01A.12R.A33R.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.DD.AAC8.01A.11R.A41C.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.G3.AAV5.01A.11R.A37K.07	TCGA.EP.A2KC.01A.11R.A213.07	TCGA.GJ.A3OU.01A.31R.A38B.07	TCGA.UB.A7MD.01A.12R.A352.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A113.11A.12R.A131.07	GTEX.13FLV.0326.SM.5N9DJ	GTEX.YFC4.1526.SM.5IFJS	GTEX.X4EO.1126.SM.4QARQ	GTEX.ZYT6.0626.SM.5E45V	GTEX.13N11.0926.SM.5IJG2	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.P78B.1326.SM.3P611	GTEX.13QJC.0726.SM.5RQJK	GTEX.12WSG.0626.SM.5FQTQ	GTEX.1399R.1226.SM.5P9GF	GTEX.RN64.1826.SM.48FDV	GTEX.Q734.0326.SM.48U15	GTEX.REY6.1226.SM.48FDR	GTEX.R53T.0326.SM.48FEC	TCGA.L4.A4E6.01A.11R.A24H.07	TCGA.95.7043.01A.11R.1949.07	TCGA.38.4632.11A.01R.1755.07	GTEX.YF7O.0626.SM.4W21R	GTEX.13D11.0326.SM.5LZXX	GTEX.1313W.0926.SM.5EQ56	GTEX.O5YT.0526.SM.32PK8	GTEX.ZZPU.0526.SM.5E44U	GTEX.13RTJ.1126.SM.5S2UJ	GTEX.QV44.0926.SM.2S1RH	GTEX.P4QR.1026.SM.2I5GP	GTEX.ZT9X.0326.SM.51MTE	GTEX.ZTTD.1126.SM.51MRP	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.R55C.0526.SM.3GIKA	GTEX.YB5E.0726.SM.4VDSH	GTEX.139YR.0926.SM.5LZYB	GTEX.O5YV.0526.SM.2I5GE	GTEX.ZAB4.0626.SM.5CVN3	GTEX.139T6.0426.SM.5IJEM	GTEX.R55G.0826.SM.2TC5U	GTEX.U3ZN.0626.SM.3DB7U	GTEX.P78B.0926.SM.2I5FA	GTEX.132QS.0726.SM.5IJE9	GTEX.PWOO.0726.SM.2I3EB	GTEX.WH7G.0726.SM.3NMBM	GTEX.Y8E4.0526.SM.4V6GC	GTEX.ZPIC.0626.SM.57WDY	GTEX.131XE.0726.SM.5HL9K	GTEX.11P81.0226.SM.5HL5M	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.SUCS.0626.SM.32PM5	GTEX.13OW8.1726.SM.5L3GO	GTEX.14A6H.0526.SM.5NQAZ	TCGA.77.8007.11A.01R.2187.07
PDS5A	638.15	638.15	616.37	1909.85	555.41	583.07	363.56	293.07	373.81	228.13	612.11	253.23	123.5	466.88	426.57	303.44	444.72	255.0	497.0	387.02	226.54	323.03	323.03	318.57	403.5	312.0	320.8	339.14	339.14	255.0	397.93	236.21	253.23	307.69	204.07	599.49	366.09	260.38	406.31	373.81	271.48	389.72	251.48	457.25	293.07	215.77	441.64	246.28	346.29	236.21	273.37	267.73	309.83	211.31	314.17	450.94	336.79	258.57	157.68	358.54	384.34	255.0	251.48	381.68	303.44	255.0	307.69	239.52	426.57	381.68	312.0	307.69	309.83	201.25	376.41	532.74	543.96	435.55	583.07	532.74	473.41	567.1	525.39	441.64	718.08	1529.73	381.68	571.05	279.14	1167.14	406.31	785.88	981.29	748.61	307.69	1015.93	1304.15	769.69	679.29	325.29	647.07	450.94	417.77	447.82	684.02	1359.57	624.99	525.39	651.58	532.74	476.71
PIK3C3	1104.13	1030.12	1096.5	1397.83	825.0	698.41	723.08	518.15	703.28	500.46	981.29	902.89	417.77	480.04	679.29	902.89	575.03	624.99	466.88	718.08	571.05	392.44	490.14	412.0	647.07	559.28	376.41	579.04	368.65	567.1	497.0	435.55	493.56	371.22	371.22	684.02	457.25	363.56	669.92	493.56	638.15	587.13	713.11	420.68	281.09	420.68	660.68	532.74	493.56	339.14	387.02	373.81	463.65	543.96	507.46	624.99	571.05	490.14	325.29	406.31	595.34	285.03	371.22	234.57	441.64	567.1	547.75	384.34	363.56	884.29	563.18	318.57	723.08	476.71	688.78	967.76	441.64	607.87	493.56	753.83	1127.35	995.0	748.61	1467.37	1508.65	842.36	1259.69	708.18	708.18	679.29	476.71	473.41	1143.1	825.0	624.99	708.18	884.29	656.11	595.34	848.22	1051.79	454.09	733.19	808.0	890.44	543.96	842.36	409.15	909.17	866.07	808.0
POLR3F	137.14	173.85	171.45	450.94	155.5	175.07	217.27	237.86	118.43	95.34	212.78	89.51	57.89	127.0	146.03	89.51	214.27	113.56	131.51	159.9	110.43	135.24	118.43	125.24	131.51	101.54	67.12	126.12	143.01	84.04	134.3	148.09	96.01	159.9	81.71	133.36	116.78	110.43	191.67	111.21	136.19	95.34	172.65	83.45	139.07	81.71	172.65	106.63	156.59	80.01	85.22	199.85	111.21	96.68	120.1	137.14	120.1	84.04	48.87	58.71	70.01	55.89	80.57	81.71	115.16	61.25	48.87	78.89	58.3	94.67	56.28	100.13	71.5	57.49	82.87	171.45	183.82	175.07	248.0	178.77	112.77	318.57	224.97	150.17	180.02	124.37	166.73	193.01	195.72	309.83	195.72	127.0	133.36	120.1	189.02	218.79	269.6	195.72	164.42	121.79	176.29	195.72	191.67	193.01	202.66	301.33	164.42	162.14	134.3	182.55	185.11
PPP1CC	1769.57	1857.6	2627.46	6381.92	1295.13	1909.85	1340.84	1127.35	1340.84	1044.52	1709.26	1369.04	733.19	1437.15	1487.87	1008.9	1617.0	909.17	1551.09	1208.34	1313.23	1081.39	1407.55	1104.13	1896.65	1111.82	1477.58	1883.54	830.75	1059.11	2133.97	1111.82	791.35	1709.26	540.19	1977.24	1001.93	753.83	2090.03	947.83	1073.91	934.76	1651.0	988.12	1159.07	981.29	1023.0	802.41	1896.65	1769.57	1088.92	909.17	1143.1	1216.75	974.5	1745.2	941.27	981.29	583.07	633.73	1277.29	543.96	551.56	988.12	896.64	660.68	551.56	620.67	825.0	860.08	780.44	738.29	1044.52	529.06	921.88	1508.65	1388.16	1896.65	1540.37	1561.89	2193.99	1923.14	1498.22	2997.45	1769.57	1407.55	1540.37	3081.75	1175.27	3081.75	1359.57	1259.69	2417.67	2645.74	1151.06	1709.26	2434.5	1844.76	1233.75	651.58	1769.57	1540.37	1427.22	1216.75	1745.2	3820.7	1183.45	1331.57	1369.04	1605.83	1709.26
PPP1R12A	441.64	493.56	688.78	2682.69	289.02	638.15	241.19	251.48	208.38	85.82	457.25	101.54	38.4	255.0	299.25	75.11	281.09	129.69	218.79	191.67	85.22	134.3	187.71	147.06	176.29	124.37	119.26	96.68	146.03	122.64	139.07	106.63	98.73	242.88	75.11	336.79	128.79	105.15	260.38	139.07	124.37	185.11	114.36	130.6	105.89	73.03	244.57	119.26	246.28	56.28	99.43	178.77	221.86	68.55	135.24	256.78	158.79	102.25	30.34	167.9	176.29	111.21	117.6	122.64	186.4	117.6	73.03	68.07	123.5	209.84	117.6	182.55	265.87	85.82	67.59	435.55	299.25	312.0	397.93	454.09	381.68	543.96	753.83	497.0	470.14	642.59	373.81	414.87	366.09	890.44	346.29	423.61	438.59	591.22	476.71	397.93	629.35	483.38	379.04	269.6	381.68	525.39	376.41	616.37	638.15	684.02	454.09	356.05	563.18	457.25	423.61
PPP1R8	780.44	909.17	785.88	1001.93	543.96	555.41	403.5	397.93	543.96	387.02	669.92	395.18	379.04	532.74	389.72	470.14	438.59	423.61	563.18	521.76	454.09	444.72	341.51	325.29	412.0	403.5	400.71	397.93	301.33	470.14	275.28	316.37	226.54	412.0	312.0	759.08	409.15	366.09	563.18	336.79	423.61	361.04	332.14	457.25	376.41	323.03	555.41	373.81	836.53	473.41	387.02	414.87	379.04	267.73	312.0	368.65	435.55	387.02	297.17	275.28	312.0	269.6	224.97	301.33	412.0	320.8	260.38	400.71	295.11	444.72	503.95	244.57	450.94	244.57	457.25	447.82	392.44	620.67	878.17	878.17	400.71	703.28	819.3	575.03	718.08	559.28	738.29	665.29	733.19	802.41	624.99	708.18	718.08	620.67	748.61	785.88	896.64	642.59	830.75	521.76	753.83	764.36	836.53	759.08	759.08	848.22	665.29	713.11	483.38	563.18	693.58
PSPC1	791.35	713.11	642.59	961.07	624.99	400.71	444.72	559.28	525.39	325.29	470.14	426.57	297.17	693.58	441.64	466.88	500.46	460.44	483.38	358.54	356.05	248.0	438.59	256.78	283.05	470.14	450.94	525.39	246.28	389.72	417.77	371.22	395.18	540.19	363.56	438.59	392.44	358.54	954.43	275.28	260.38	466.88	603.67	327.56	285.03	346.29	551.56	412.0	366.09	612.11	392.44	267.73	403.5	309.83	256.78	435.55	198.47	384.34	134.3	303.44	483.38	199.85	209.84	293.07	679.29	206.94	231.32	217.27	144.01	718.08	195.72	279.14	187.71	264.03	116.78	607.87	915.51	490.14	660.68	629.35	450.94	825.0	674.59	444.72	579.04	412.0	547.75	954.43	500.46	438.59	674.59	525.39	476.71	607.87	447.82	620.67	493.56	708.18	536.45	473.41	507.46	525.39	616.37	616.37	759.08	769.69	500.46	647.07	819.3	665.29	583.07
PTPN12	961.07	1572.76	1551.09	2061.24	624.99	921.88	753.83	563.18	708.18	271.48	1059.11	412.0	177.53	599.49	723.08	392.44	603.67	466.88	674.59	802.41	309.83	417.77	518.15	392.44	660.68	414.87	267.73	595.34	521.76	312.0	480.04	327.56	301.33	500.46	303.44	500.46	231.32	403.5	595.34	389.72	620.67	392.44	514.56	403.5	356.05	231.32	525.39	381.68	379.04	267.73	193.01	521.76	575.03	275.28	395.18	785.88	733.19	414.87	105.15	397.93	343.89	239.52	480.04	172.65	287.01	177.53	189.02	232.94	262.2	483.38	384.34	120.94	414.87	447.82	277.2	1268.46	785.88	1151.06	1417.35	1159.07	2384.37	1709.26	1447.15	1437.15	780.44	2758.13	1233.75	1359.57	1617.0	2720.15	1183.45	1529.73	1378.57	1119.56	954.43	1304.15	2367.9	1963.57	1350.18	633.73	1242.34	1407.55	878.17	1794.29	954.43	2520.38	1794.29	1059.11	1508.65	1529.73	1059.11
RAB11A	8778.97	7803.01	6607.01	13123.73	5479.15	3419.52	3349.13	2627.46	3928.15	5219.6	3955.48	4736.79	2875.3	5479.15	3768.09	2701.35	4704.07	4607.24	4123.49	4736.79	2855.44	2997.45	2335.28	2104.58	1936.53	3768.09	1806.78	2271.4	3443.31	2701.35	2209.26	2193.99	2997.45	3419.52	3515.68	2032.85	1250.98	2351.53	6037.61	2682.69	3212.66	1832.01	2417.67	3491.39	2104.58	2485.67	3467.27	2555.58	1909.85	3280.18	2061.24	2240.11	2935.74	2520.38	2271.4	3124.78	3103.19	2384.37	1991.0	2032.85	2133.97	1628.26	2004.85	1857.6	4836.35	2255.7	2335.28	2835.7	1487.87	3103.19	2537.92	1104.13	2777.33	2224.63	2835.7	4210.15	4736.79	4802.93	7589.61	6699.25	5006.93	4388.98	6792.79	4095.0	4388.98	4181.07	5219.6	3395.89	4671.57	9945.68	3146.52	6381.92	6887.62	5517.27	3874.05	6699.25	9151.82	4543.8	6426.31	3303.0	9025.81	5329.3	5711.87	5633.22	5366.37	8658.09	6516.03	3168.41	2816.11	5147.73	4704.07
RBM12	500.46	713.11	688.78	642.59	309.83	723.08	325.29	314.17	327.56	186.4	743.43	279.14	146.03	353.59	281.09	511.0	358.54	209.84	532.74	525.39	246.28	182.55	175.07	206.94	242.88	229.72	206.94	236.21	262.2	178.77	195.72	145.02	145.02	289.02	127.89	454.09	178.77	162.14	392.44	215.77	187.71	198.47	189.02	173.85	143.01	127.89	287.01	190.34	356.05	119.26	108.14	283.05	201.25	147.06	221.86	234.57	187.71	159.9	107.38	161.02	303.44	187.71	147.06	124.37	293.07	114.36	93.35	189.02	154.42	444.72	283.05	122.64	234.57	190.34	255.0	400.71	514.56	420.68	470.14	941.27	483.38	497.0	620.67	301.33	400.71	583.07	514.56	348.71	679.29	567.1	318.57	463.65	780.44	567.1	733.19	791.35	753.83	591.22	514.56	373.81	480.04	603.67	738.29	607.87	775.05	764.36	551.56	441.64	647.07	341.51	473.41
RECQL	343.89	651.58	1008.9	819.3	371.22	1104.13	423.61	301.33	277.2	191.67	819.3	237.86	48.87	392.44	679.29	253.23	320.8	153.34	511.0	599.49	107.38	94.01	199.85	190.34	229.72	202.66	93.35	162.14	202.66	249.73	135.24	128.79	150.17	307.69	96.01	503.95	102.97	128.79	301.33	183.82	133.36	180.02	137.14	125.24	122.64	108.14	226.54	201.25	246.28	28.24	99.43	265.87	236.21	112.77	194.36	395.18	358.54	171.45	34.51	105.89	96.01	88.88	115.97	87.03	211.31	115.16	71.0	155.5	59.13	239.52	158.79	84.63	201.25	136.19	173.85	381.68	176.29	400.71	366.09	642.59	366.09	497.0	591.22	633.73	819.3	366.09	656.11	299.25	269.6	1331.57	343.89	454.09	1216.75	718.08	571.05	620.67	780.44	336.79	532.74	193.01	555.41	371.22	400.71	660.68	638.15	1135.2	518.15	301.33	305.55	363.56	429.54
RFX7	151.22	163.28	151.22	346.29	123.5	146.03	70.01	43.02	72.52	34.51	162.14	51.71	13.93	76.71	78.89	48.18	100.83	53.19	97.36	64.34	55.89	42.11	45.21	31.0	40.36	34.75	28.86	28.24	44.25	49.21	44.89	37.59	29.7	68.07	18.29	88.88	36.79	22.92	57.08	29.91	40.93	55.89	36.01	28.04	43.32	19.97	48.87	39.22	52.82	18.03	28.04	26.47	50.27	21.01	63.89	67.12	40.93	29.91	17.51	36.53	39.22	21.63	11.04	42.11	61.68	28.65	22.75	39.79	27.25	36.27	54.72	54.33	56.28	17.51	48.87	95.34	113.56	72.52	79.45	94.01	62.56	138.1	101.54	123.5	91.41	94.67	72.52	81.14	64.34	285.03	74.06	90.14	132.44	158.79	152.28	99.43	185.11	82.87	81.14	50.27	87.03	105.89	123.5	81.14	143.01	193.01	163.28	121.79	110.43	94.01	98.04
RHBDD1	293.07	279.14	327.56	1066.48	392.44	450.94	197.09	224.97	234.57	208.38	400.71	167.9	147.06	199.85	241.19	336.79	228.13	178.77	356.05	260.38	185.11	144.01	234.57	215.77	201.25	218.79	149.12	106.63	260.38	194.36	193.01	145.02	157.68	223.41	163.28	339.14	144.01	178.77	265.87	171.45	218.79	173.85	148.09	189.02	211.31	145.02	178.77	209.84	339.14	146.03	181.28	226.54	171.45	141.02	206.94	217.27	237.86	193.01	155.5	181.28	175.07	197.09	173.85	147.06	191.67	205.5	161.02	161.02	153.34	256.78	281.09	161.02	262.2	244.57	403.5	190.34	163.28	215.77	229.72	318.57	234.57	260.38	343.89	209.84	395.18	447.82	265.87	265.87	273.37	271.48	148.09	417.77	591.22	309.83	283.05	384.34	583.07	307.69	234.57	143.01	183.82	218.79	320.8	346.29	281.09	327.56	307.69	176.29	239.52	303.44	223.41
RNF20	320.8	616.37	595.34	1225.22	412.0	511.0	348.71	295.11	384.34	327.56	603.67	260.38	214.27	603.67	381.68	376.41	511.0	358.54	432.53	279.14	269.6	387.02	234.57	265.87	389.72	202.66	212.78	267.73	283.05	371.22	332.14	182.55	151.22	239.52	208.38	486.75	212.78	158.79	353.59	303.44	256.78	205.5	395.18	181.28	186.4	246.28	353.59	198.47	802.41	189.02	283.05	518.15	220.32	206.94	283.05	299.25	366.09	244.57	170.25	170.25	146.03	162.14	88.26	166.73	305.55	177.53	148.09	218.79	117.6	269.6	426.57	128.79	381.68	130.6	503.95	325.29	587.13	293.07	470.14	651.58	242.88	567.1	651.58	409.15	444.72	507.46	651.58	447.82	457.25	684.02	426.57	595.34	563.18	373.81	547.75	638.15	728.11	591.22	466.88	379.04	547.75	457.25	607.87	493.56	638.15	457.25	521.76	490.14	309.83	450.94	275.28
RNF6	1030.12	674.59	518.15	825.0	825.0	435.55	221.86	195.72	291.04	167.9	412.0	151.22	50.63	540.19	314.17	242.88	409.15	98.73	269.6	414.87	53.57	157.68	314.17	154.42	190.34	228.13	186.4	86.43	157.68	236.21	201.25	177.53	215.77	223.41	154.42	212.78	180.02	194.36	277.2	129.69	117.6	226.54	120.94	239.52	232.94	100.13	356.05	162.14	332.14	58.3	159.9	175.07	236.21	108.14	218.79	297.17	258.57	137.14	47.84	221.86	134.3	189.02	205.5	132.44	305.55	167.9	145.02	220.32	224.97	180.02	191.67	141.02	307.69	69.52	373.81	283.05	444.72	414.87	563.18	660.68	571.05	466.88	642.59	325.29	476.71	473.41	514.56	384.34	493.56	587.13	426.57	529.06	575.03	351.14	480.04	567.1	967.76	599.49	693.58	134.3	532.74	629.35	656.11	514.56	579.04	633.73	438.59	356.05	339.14	327.56	381.68
RNGTT	208.38	170.25	155.5	423.61	186.4	182.55	107.38	110.43	151.22	94.01	163.28	106.63	52.45	131.51	119.26	118.43	125.24	81.14	122.64	152.28	75.64	91.41	113.56	94.67	153.34	70.51	75.11	92.05	121.79	67.59	77.79	80.01	106.63	103.69	91.41	178.77	94.67	104.42	148.09	127.89	67.59	118.43	127.89	57.89	57.49	52.45	128.79	94.67	197.09	88.26	34.75	109.66	95.34	75.11	172.65	130.6	100.83	49.91	81.71	102.97	84.04	96.68	78.34	43.63	111.99	127.89	71.0	81.71	136.19	142.01	113.56	43.32	116.78	94.67	151.22	117.6	120.1	135.24	115.16	164.42	111.21	279.14	162.14	145.02	131.51	183.82	146.03	161.02	136.19	303.44	90.77	178.77	246.28	130.6	126.12	189.02	253.23	111.99	75.11	103.69	121.79	134.3	147.06	175.07	92.7	329.84	170.25	111.21	102.25	133.36	118.43
SARNP	1794.29	1991.0	2075.59	2855.44	1991.0	1551.09	1950.0	2400.97	1457.23	1233.75	1963.57	1769.57	1286.18	1806.78	2119.22	848.22	1662.49	1651.0	1378.57	1745.2	1857.6	1250.98	1417.35	947.83	1331.57	1066.48	1628.26	1909.85	624.99	1295.13	1127.35	1216.75	1135.2	1304.15	1388.16	1477.58	981.29	1088.92	1561.89	967.76	1295.13	934.76	1605.83	1059.11	738.29	1023.0	1081.39	1081.39	1015.93	1844.76	1388.16	1066.48	1304.15	1023.0	748.61	1572.76	909.17	1242.34	591.22	713.11	780.44	624.99	728.11	612.11	1551.09	1096.5	1088.92	860.08	769.69	1059.11	656.11	518.15	698.41	775.05	480.04	1832.01	1104.13	2209.26	1617.0	1832.01	2682.69	3081.75	1909.85	3081.75	2701.35	1250.98	2645.74	2627.46	2047.0	2591.27	1781.89	1551.09	1617.0	2701.35	1617.0	1551.09	2209.26	1096.5	1407.55	1551.09	2090.03	1277.29	1896.65	1721.16	2720.15	2682.69	1508.65	974.5	1540.37	2720.15	2303.12
SDAD1	674.59	723.08	624.99	1605.83	579.04	480.04	334.46	343.89	397.93	193.01	483.38	256.78	96.68	389.72	376.41	262.2	387.02	237.86	423.61	400.71	181.28	353.59	343.89	201.25	234.57	281.09	265.87	226.54	299.25	327.56	236.21	265.87	316.37	429.54	249.73	301.33	305.55	277.2	371.22	332.14	363.56	409.15	205.5	186.4	289.02	150.17	275.28	379.04	320.8	269.6	312.0	307.69	316.37	318.57	368.65	356.05	392.44	285.03	124.37	224.97	162.14	267.73	336.79	158.79	293.07	198.47	183.82	229.72	201.25	414.87	256.78	197.09	291.04	189.02	155.5	358.54	305.55	379.04	540.19	525.39	371.22	532.74	567.1	327.56	457.25	423.61	429.54	497.0	409.15	612.11	329.84	543.96	532.74	327.56	329.84	514.56	928.3	435.55	444.72	323.03	395.18	503.95	525.39	514.56	371.22	830.75	532.74	450.94	218.79	358.54	356.05
SENP1	189.02	177.53	198.47	412.0	73.54	167.9	72.52	68.07	84.04	44.57	181.28	55.89	23.42	76.71	80.01	75.11	108.9	43.94	112.77	87.03	67.59	65.72	78.89	58.3	84.63	66.65	56.28	96.01	49.91	74.06	82.29	53.57	50.98	107.38	27.25	164.42	64.8	44.25	140.04	52.08	70.51	68.07	65.26	70.01	45.85	36.01	86.43	48.87	106.63	36.27	50.98	82.29	67.12	51.71	66.18	108.9	57.08	53.95	22.59	45.53	35.76	41.22	35.76	34.51	71.5	26.86	38.95	40.36	31.9	80.57	37.59	55.49	52.82	24.81	44.25	100.13	107.38	120.94	122.64	150.17	71.5	166.73	131.51	131.51	153.34	139.07	146.03	115.97	153.34	189.02	87.65	137.14	148.09	130.6	109.66	185.11	231.32	115.97	94.01	90.77	142.01	124.37	142.01	177.53	164.42	273.37	94.67	97.36	100.13	142.01	111.21
SEPT7	2032.85	2739.08	3235.01	6381.92	2434.5	1950.0	1832.01	2255.7	1991.0	961.07	2367.9	928.3	511.0	1359.57	1769.57	854.13	1617.0	1819.35	1794.29	2335.28	1104.13	941.27	1331.57	1225.22	1605.83	1081.39	642.59	1008.9	1135.2	961.07	915.51	1088.92	974.5	988.12	748.61	1104.13	703.28	802.41	1844.76	1037.29	1313.23	1059.11	842.36	872.1	915.51	665.29	1529.73	974.5	1066.48	842.36	884.29	1104.13	1477.58	785.88	1208.34	1709.26	941.27	808.0	432.53	836.53	921.88	733.19	921.88	567.1	836.53	620.67	780.44	748.61	1001.93	928.3	759.08	521.76	1088.92	723.08	759.08	1923.14	2104.58	2303.12	2502.97	2664.15	1870.53	2682.69	2739.08	2645.74	2485.67	2573.36	2303.12	2720.15	1909.85	3614.55	1923.14	1883.54	3540.14	3280.18	2502.97	2417.67	3168.41	2351.53	2119.22	1242.34	2384.37	2451.44	2351.53	3103.19	2591.27	3349.13	2104.58	1617.0	1259.69	2609.3	2417.67
SLC25A24	612.11	620.67	753.83	836.53	429.54	435.55	283.05	151.22	373.81	287.01	507.46	277.2	215.77	629.35	309.83	356.05	423.61	206.94	429.54	417.77	153.34	11.13	49.21	44.25	60.39	88.26	21.78	11.47	15.45	35.25	12.0	35.5	21.16	190.34	11.38	134.3	5.28	20.26	52.45	35.5	40.36	50.63	9.7	94.01	9.78	19.39	102.25	37.05	229.72	5.96	19.39	16.39	65.26	6.89	43.94	205.5	100.13	22.92	17.77	32.82	58.71	15.68	15.91	29.7	94.01	23.42	9.41	17.64	13.42	47.84	55.89	3.79	162.14	6.26	72.52	493.56	265.87	651.58	1388.16	1183.45	688.78	693.58	1111.82	426.57	529.06	571.05	902.89	518.15	723.08	1259.69	934.76	967.76	759.08	708.18	785.88	1111.82	1781.89	669.92	988.12	303.44	1066.48	669.92	890.44	567.1	995.0	1397.83	1447.15	579.04	384.34	620.67	559.28
SLTM	1023.0	1104.13	909.17	2119.22	693.58	909.17	854.13	796.86	693.58	432.53	1104.13	373.81	232.94	796.86	836.53	314.17	915.51	571.05	616.37	967.76	414.87	896.64	698.41	514.56	638.15	785.88	587.13	567.1	651.58	759.08	620.67	540.19	775.05	802.41	490.14	825.0	743.43	642.59	884.29	848.22	591.22	813.63	579.04	733.19	698.41	551.56	769.69	543.96	759.08	591.22	555.41	698.41	764.36	656.11	791.35	612.11	791.35	579.04	348.71	591.22	848.22	599.49	555.41	872.1	813.63	366.09	500.46	483.38	651.58	612.11	466.88	860.08	460.44	301.33	497.0	1242.34	1498.22	728.11	954.43	995.0	961.07	1745.2	981.29	896.64	1175.27	1088.92	934.76	1427.22	656.11	1159.07	890.44	684.02	872.1	878.17	1081.39	624.99	1191.69	1467.37	1066.48	1030.12	884.29	1322.37	1044.52	848.22	1286.18	1397.83	674.59	2047.0	1208.34	890.44	743.43
SMARCAD1	232.94	323.03	325.29	674.59	264.03	249.73	155.5	117.6	133.36	82.29	234.57	91.41	27.44	208.38	185.11	62.56	229.72	113.56	151.22	167.9	61.68	132.44	70.01	82.87	71.0	74.58	47.17	55.1	82.29	129.69	62.12	63.45	70.51	153.34	36.27	194.36	117.6	50.27	141.02	75.64	108.9	63.89	69.03	71.0	82.87	40.36	107.38	108.9	145.02	26.47	64.8	111.99	100.83	81.71	140.04	102.25	126.12	75.11	34.26	100.83	55.89	146.03	90.14	63.89	151.22	59.13	59.55	68.55	74.58	126.12	88.88	172.65	143.01	113.56	94.01	229.72	185.11	214.27	275.28	264.03	201.25	432.53	251.48	226.54	303.44	253.23	255.0	301.33	206.94	392.44	209.84	232.94	312.0	258.57	231.32	269.6	400.71	253.23	190.34	241.19	265.87	307.69	285.03	275.28	269.6	395.18	289.02	249.73	202.66	237.86	226.54
SMURF2	199.85	368.65	332.14	620.67	132.44	332.14	181.28	170.25	204.07	71.0	406.31	115.97	54.72	145.02	221.86	143.01	193.01	163.28	239.52	234.57	157.68	64.8	81.14	63.89	54.72	53.57	40.36	66.18	115.97	102.97	66.18	35.5	39.5	105.89	35.0	98.73	57.08	66.18	53.19	51.35	60.39	66.65	56.28	49.56	37.05	67.12	130.6	67.12	176.29	40.64	59.55	120.1	84.04	53.19	105.15	132.44	67.59	67.12	21.94	66.18	81.71	46.18	48.87	37.05	52.45	25.72	31.67	36.79	29.27	122.64	43.63	47.5	92.05	63.0	26.28	412.0	417.77	348.71	406.31	248.0	277.2	305.55	279.14	253.23	493.56	532.74	171.45	205.5	162.14	551.56	231.32	246.28	287.01	303.44	253.23	444.72	466.88	486.75	432.53	132.44	392.44	409.15	218.79	693.58	571.05	624.99	329.84	256.78	258.57	612.11	358.54
