	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.VP.A87J.01A.11R.A352.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.XK.AAIR.01A.11R.A41O.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.M7.A71Z.01A.12R.A32O.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.HC.7742.01A.11R.2118.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.7525.01A.31R.2263.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.8469.01A.11R.2403.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.5510.01A.01R.1580.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.CH.5767.01A.11R.1789.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.G9.7521.01A.11R.2263.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.G9.6353.01A.11R.1965.07	TCGA.2A.A8W1.01A.11R.A37L.07	TCGA.EJ.A65J.01A.11R.A311.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.EJ.5525.01A.01R.1580.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.HC.A8CY.01A.11R.A36G.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.FC.A5OB.01A.11R.A29R.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.5519.01A.01R.1580.07	TCGA.G9.6494.01A.11R.1789.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.G9.7510.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7789.11A.01R.2118.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.G9.6351.11A.01R.1965.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
TGS1	201.25	115.97	163.28	175.07	295.11	139.07	231.32	153.34	229.72	185.11	220.32	172.65	171.45	164.42	273.37	100.13	175.07	143.01	144.01	185.11	120.1	224.97	172.65	156.59	137.14	165.57	128.79	314.17	195.72	122.64	198.47	181.28	137.14	215.77	126.12	503.95	329.84	187.71	141.02	224.97	171.45	178.77	133.36	194.36	108.14	232.94	170.25	111.21	116.78	140.04	269.6	151.22	117.6	159.9	142.01	170.25	149.12	202.66	175.07	237.86	395.18	264.03	114.36	161.02	202.66	403.5	176.29	334.46	124.37	118.43	121.79	209.84	146.03	149.12	113.56	153.34	214.27	132.44	171.45	212.78	119.26	177.53	231.32	166.73	142.01	251.48	190.34	155.5	197.09	144.01	111.99	194.36	132.44	138.1	146.03	133.36	145.02	135.24	194.36	183.82	195.72	159.9	190.34	178.77	169.07
TMEM209	273.37	126.12	176.29	181.28	279.14	189.02	334.46	237.86	348.71	180.02	303.44	211.31	173.85	191.67	320.8	76.17	275.28	164.42	175.07	244.57	170.25	281.09	211.31	150.17	157.68	166.73	190.34	309.83	116.78	214.27	285.03	153.34	180.02	214.27	167.9	297.17	236.21	226.54	175.07	232.94	273.37	279.14	149.12	283.05	124.37	323.03	181.28	144.01	139.07	190.34	258.57	191.67	205.5	181.28	159.9	181.28	297.17	239.52	295.11	255.0	429.54	269.6	138.1	172.65	295.11	307.69	153.34	248.0	146.03	139.07	262.2	318.57	129.69	194.36	140.04	183.82	299.25	152.28	246.28	305.55	148.09	249.73	224.97	162.14	206.94	269.6	224.97	181.28	279.14	191.67	105.15	186.4	113.56	135.24	166.73	175.07	172.65	155.5	208.38	271.48	164.42	197.09	251.48	145.02	208.38
TMEM68	412.0	258.57	303.44	273.37	540.19	371.22	507.46	305.55	500.46	389.72	356.05	387.02	363.56	291.04	435.55	262.2	363.56	231.32	275.28	429.54	228.13	476.71	267.73	283.05	215.77	283.05	325.29	507.46	387.02	236.21	387.02	318.57	353.59	356.05	429.54	738.29	656.11	334.46	255.0	480.04	423.61	435.55	297.17	460.44	212.78	417.77	356.05	329.84	307.69	253.23	450.94	327.56	209.84	316.37	236.21	353.59	327.56	325.29	373.81	571.05	769.69	813.63	289.02	265.87	309.83	759.08	384.34	521.76	283.05	249.73	540.19	493.56	287.01	414.87	283.05	312.0	480.04	289.02	368.65	343.89	256.78	348.71	454.09	307.69	361.04	603.67	301.33	327.56	441.64	336.79	249.73	358.54	244.57	314.17	316.37	329.84	291.04	281.09	444.72	426.57	363.56	323.03	392.44	366.09	381.68
TPD52	8421.31	3280.18	5913.33	6164.49	11267.44	8363.13	6887.62	4769.75	7331.05	6164.49	5954.47	6294.04	6250.56	5831.91	9409.14	1745.2	5633.22	4836.35	5633.22	8191.0	4268.94	17078.76	5954.47	3491.39	3639.7	3794.3	4268.94	13399.51	5995.9	6250.56	6561.36	7911.95	5995.9	8191.0	5441.3	11424.74	7331.05	5041.77	4152.18	12160.22	6699.25	7857.29	7032.37	25887.07	3467.27	10959.3	7081.29	3325.99	7130.55	3928.15	12676.65	7081.29	7695.57	4704.07	3018.3	5913.33	11112.3	11909.94	10733.74	11189.6	10959.3	14561.8	4210.15	3901.01	11112.3	10154.69	8538.88	14663.09	4298.64	6037.61	10733.74	8658.09	4010.71	5831.91	4937.99	5255.91	7485.11	5147.73	5183.54	10808.41	3794.3	7180.15	10225.32	3639.7	4388.98	11189.6	7081.29	8840.04	7537.18	4704.07	5555.65	7589.61	3955.48	3955.48	5366.37	5403.7	4066.71	3874.05	7857.29	7433.4	4481.23	3794.3	6607.01	4769.75	4095.0
TRAM1	2997.45	1096.5	2609.3	1806.78	3955.48	1340.84	4095.0	1923.14	3515.68	2434.5	3190.46	2816.11	1832.01	1651.0	2739.08	551.56	2485.67	1322.37	1662.49	2956.17	1059.11	4836.35	1498.22	1605.83	1674.06	1936.53	3349.13	3060.45	1233.75	2090.03	2835.7	2178.83	1508.65	2682.69	1572.76	3794.3	3039.3	2303.12	1662.49	3665.02	2935.74	2645.74	1159.07	4937.99	785.88	3639.7	2032.85	1250.98	2224.63	1594.73	2335.28	2209.26	2255.7	1832.01	934.76	1594.73	3874.05	2935.74	3212.66	3540.14	5041.77	3614.55	1561.89	1437.15	3372.43	4543.8	2537.92	3146.52	1685.71	1322.37	2047.0	3982.99	1183.45	1733.13	1417.35	1350.18	3257.52	1487.87	2351.53	4210.15	1216.75	2555.58	3081.75	1857.6	1242.34	2224.63	3564.78	2367.9	3060.45	2061.24	1151.06	2682.69	1199.98	1191.69	1651.0	1936.53	1639.59	1119.56	3955.48	3564.78	1662.49	1794.29	3018.3	2090.03	2104.58
TRIQK	860.08	457.25	703.28	633.73	1030.12	651.58	1268.46	503.95	1127.35	543.96	753.83	651.58	470.14	441.64	1388.16	285.03	785.88	500.46	497.0	647.07	325.29	1709.26	651.58	414.87	532.74	559.28	543.96	1832.01	583.07	647.07	616.37	490.14	688.78	915.51	532.74	1628.26	669.92	813.63	363.56	947.83	791.35	633.73	486.75	1745.2	303.44	1605.83	583.07	414.87	480.04	420.68	1721.16	836.53	417.77	497.0	392.44	733.19	981.29	708.18	1015.93	1208.34	1529.73	1936.53	417.77	420.68	808.0	1819.35	511.0	1369.04	438.59	563.18	713.11	890.44	406.31	753.83	454.09	454.09	890.44	447.82	669.92	1350.18	432.53	571.05	1104.13	463.65	493.56	988.12	579.04	688.78	775.05	507.46	291.04	775.05	612.11	514.56	444.72	547.75	397.93	414.87	813.63	1008.9	460.44	497.0	669.92	400.71	514.56
TROVE2	536.45	97.36	218.79	293.07	432.53	110.43	583.07	218.79	518.15	220.32	447.82	223.41	195.72	183.82	483.38	84.04	361.04	170.25	189.02	251.48	77.25	320.8	255.0	155.5	112.77	199.85	126.12	540.19	162.14	195.72	289.02	273.37	198.47	275.28	175.07	420.68	214.27	384.34	234.57	267.73	356.05	371.22	197.09	500.46	117.6	457.25	241.19	138.1	108.14	151.22	336.79	303.44	253.23	190.34	126.12	183.82	320.8	371.22	249.73	379.04	447.82	320.8	171.45	211.31	473.41	567.1	303.44	314.17	171.45	163.28	262.2	429.54	116.78	256.78	73.03	244.57	420.68	181.28	356.05	486.75	101.54	361.04	314.17	172.65	199.85	248.0	231.32	194.36	351.14	305.55	140.04	208.38	164.42	155.5	195.72	209.84	149.12	172.65	312.0	417.77	211.31	186.4	356.05	209.84	173.85
UBE2W	332.14	128.79	279.14	323.03	543.96	193.01	555.41	232.94	540.19	212.78	323.03	206.94	221.86	231.32	480.04	108.9	327.56	197.09	181.28	309.83	123.5	466.88	220.32	182.55	169.07	191.67	198.47	543.96	185.11	218.79	379.04	291.04	182.55	358.54	204.07	909.17	414.87	277.2	229.72	518.15	395.18	332.14	209.84	836.53	141.02	417.77	172.65	166.73	236.21	149.12	417.77	327.56	223.41	187.71	143.01	221.86	348.71	341.51	480.04	400.71	543.96	518.15	155.5	161.02	303.44	599.49	265.87	325.29	162.14	206.94	341.51	341.51	163.28	237.86	169.07	171.45	376.41	241.19	271.48	371.22	145.02	289.02	341.51	178.77	189.02	332.14	271.48	267.73	334.46	293.07	189.02	246.28	175.07	178.77	223.41	172.65	190.34	165.57	323.03	323.03	224.97	223.41	305.55	194.36	242.88
UBE3A	836.53	368.65	543.96	693.58	1015.93	518.15	988.12	476.71	981.29	490.14	743.43	620.67	473.41	547.75	733.19	371.22	507.46	450.94	525.39	563.18	395.18	599.49	547.75	493.56	540.19	460.44	525.39	878.17	435.55	536.45	808.0	563.18	559.28	698.41	532.74	830.75	571.05	638.15	583.07	665.29	796.86	796.86	493.56	624.99	329.84	819.3	507.46	389.72	438.59	400.71	642.59	532.74	543.96	438.59	403.5	518.15	603.67	698.41	698.41	796.86	693.58	563.18	463.65	490.14	825.0	974.5	941.27	688.78	473.41	466.88	764.36	866.07	426.57	595.34	403.5	503.95	842.36	493.56	669.92	708.18	358.54	791.35	633.73	500.46	493.56	536.45	525.39	463.65	764.36	612.11	361.04	483.38	429.54	438.59	473.41	409.15	486.75	420.68	651.58	728.11	599.49	525.39	665.29	603.67	483.38
UBR5	1008.9	764.36	1015.93	995.0	1697.45	825.0	1508.65	802.41	1242.34	1037.29	1059.11	1167.14	872.1	974.5	1745.2	896.64	1073.91	684.02	693.58	1242.34	884.29	2061.24	819.3	1066.48	698.41	679.29	1199.98	2104.58	808.0	743.43	1487.87	954.43	769.69	995.0	842.36	2351.53	2303.12	1081.39	1001.93	1259.69	1088.92	1059.11	796.86	2502.97	679.29	1963.57	1001.93	802.41	1286.18	733.19	1378.57	1073.91	1111.82	1081.39	928.3	954.43	1304.15	967.76	2178.83	1498.22	1572.76	2468.49	921.88	1277.29	1397.83	2895.31	1594.73	1883.54	703.28	909.17	1008.9	954.43	934.76	909.17	878.17	1030.12	1066.48	866.07	1001.93	1628.26	836.53	1088.92	1417.35	866.07	934.76	1096.5	1037.29	1175.27	1225.22	860.08	656.11	1143.1	819.3	1096.5	981.29	769.69	1088.92	866.07	836.53	872.1	836.53	780.44	896.64	1008.9	684.02
UBXN2B	403.5	178.77	309.83	334.46	612.11	281.09	473.41	256.78	473.41	305.55	450.94	329.84	215.77	301.33	358.54	162.14	314.17	249.73	232.94	309.83	206.94	316.37	348.71	265.87	246.28	248.0	267.73	493.56	432.53	237.86	379.04	271.48	305.55	356.05	267.73	656.11	429.54	312.0	242.88	387.02	351.14	371.22	255.0	511.0	166.73	543.96	271.48	178.77	218.79	208.38	403.5	275.28	167.9	273.37	218.79	239.52	264.03	312.0	346.29	575.03	748.61	587.13	228.13	209.84	473.41	563.18	366.09	525.39	205.5	256.78	351.14	409.15	248.0	228.13	224.97	314.17	384.34	279.14	414.87	312.0	209.84	480.04	368.65	251.48	215.77	432.53	260.38	301.33	361.04	293.07	258.57	255.0	249.73	214.27	224.97	217.27	221.86	249.73	279.14	384.34	303.44	244.57	293.07	318.57	242.88
USP38	299.25	87.65	171.45	191.67	249.73	209.84	303.44	161.02	309.83	162.14	283.05	161.02	159.9	193.01	305.55	60.82	195.72	138.1	157.68	190.34	132.44	201.25	162.14	137.14	115.16	161.02	151.22	325.29	167.9	175.07	208.38	201.25	145.02	211.31	141.02	218.79	172.65	234.57	163.28	236.21	256.78	269.6	151.22	262.2	116.78	299.25	171.45	100.83	116.78	127.89	199.85	193.01	155.5	130.6	109.66	170.25	211.31	264.03	242.88	253.23	239.52	164.42	112.77	147.06	312.0	223.41	195.72	209.84	130.6	137.14	189.02	255.0	108.14	151.22	110.43	154.42	287.01	142.01	236.21	281.09	90.14	264.03	231.32	129.69	121.79	154.42	229.72	153.34	251.48	182.55	117.6	144.01	122.64	111.99	134.3	128.79	142.01	125.24	202.66	229.72	149.12	137.14	223.41	133.36	153.34
UTP23	239.52	91.41	154.42	183.82	395.18	151.22	392.44	158.79	314.17	167.9	318.57	182.55	145.02	201.25	358.54	111.21	248.0	140.04	158.79	258.57	156.59	414.87	198.47	151.22	133.36	155.5	186.4	457.25	164.42	145.02	275.28	171.45	150.17	209.84	135.24	567.1	366.09	198.47	173.85	262.2	205.5	224.97	101.54	346.29	82.29	426.57	173.85	138.1	190.34	165.57	281.09	127.0	172.65	182.55	136.19	202.66	368.65	226.54	303.44	312.0	441.64	423.61	145.02	202.66	312.0	620.67	163.28	291.04	128.79	123.5	159.9	221.86	151.22	187.71	115.97	154.42	336.79	172.65	289.02	457.25	134.3	307.69	236.21	116.78	132.44	239.52	239.52	201.25	246.28	163.28	104.42	223.41	127.89	108.9	164.42	141.02	123.5	126.12	265.87	265.87	214.27	159.9	226.54	148.09	140.04
VCPIP1	149.12	45.85	58.71	74.06	173.85	73.54	162.14	90.77	172.65	78.89	125.24	77.79	75.64	81.71	145.02	28.04	96.68	71.5	81.14	93.35	66.65	120.1	80.01	77.25	66.18	85.22	65.26	142.01	46.18	77.25	115.16	82.87	69.52	78.34	77.25	164.42	166.73	98.73	62.12	139.07	140.04	133.36	57.49	153.34	41.81	180.02	77.25	62.56	82.87	70.51	99.43	80.01	76.17	62.56	56.68	77.79	166.73	92.7	165.57	170.25	249.73	180.02	58.71	63.0	92.7	244.57	100.13	123.5	65.72	63.45	78.34	140.04	59.13	76.71	63.0	51.35	137.14	79.45	120.1	125.24	55.49	102.25	124.37	68.55	64.34	127.89	102.25	78.34	138.1	93.35	49.91	73.54	68.55	65.26	79.45	73.54	60.39	66.18	78.34	104.42	74.58	85.82	111.21	63.0	91.41
YTHDF3	791.35	265.87	417.77	555.41	1233.75	486.75	967.76	525.39	1143.1	470.14	896.64	543.96	412.0	500.46	825.0	217.27	629.35	373.81	483.38	629.35	351.14	684.02	483.38	463.65	358.54	490.14	486.75	1233.75	392.44	460.44	417.77	595.34	450.94	651.58	543.96	1183.45	854.13	693.58	587.13	860.08	854.13	743.43	412.0	785.88	295.11	1159.07	521.76	363.56	591.22	406.31	723.08	536.45	336.79	351.14	395.18	463.65	713.11	743.43	684.02	1008.9	1191.69	947.83	384.34	460.44	981.29	1167.14	674.59	902.89	366.09	384.34	808.0	896.64	366.09	507.46	366.09	423.61	884.29	532.74	607.87	688.78	309.83	753.83	748.61	473.41	429.54	785.88	521.76	529.06	759.08	629.35	327.56	409.15	447.82	392.44	497.0	395.18	429.54	376.41	684.02	718.08	470.14	500.46	651.58	435.55	551.56
ZBTB11	244.57	81.71	146.03	167.9	265.87	146.03	255.0	127.0	277.2	117.6	241.19	165.57	139.07	165.57	242.88	70.01	193.01	127.0	140.04	180.02	111.21	143.01	148.09	129.69	91.41	136.19	153.34	301.33	105.15	120.1	228.13	163.28	128.79	232.94	148.09	395.18	153.34	170.25	152.28	162.14	202.66	146.03	133.36	295.11	89.51	232.94	154.42	100.83	108.14	100.13	209.84	161.02	157.68	143.01	114.36	159.9	157.68	161.02	189.02	201.25	297.17	182.55	111.21	145.02	204.07	381.68	189.02	166.73	118.43	135.24	217.27	220.32	105.15	195.72	112.77	135.24	234.57	137.14	190.34	218.79	92.7	195.72	178.77	137.14	159.9	170.25	122.64	134.3	215.77	140.04	84.04	143.01	132.44	96.01	147.06	127.89	120.1	115.16	176.29	193.01	154.42	121.79	164.42	144.01	139.07
ZBTB41	143.01	50.98	71.5	80.57	198.47	79.45	214.27	78.34	209.84	65.72	165.57	99.43	75.11	66.65	159.9	47.17	106.63	75.64	81.14	93.35	57.89	105.15	90.14	61.68	62.56	74.06	78.89	158.79	59.97	80.01	98.04	79.45	68.55	138.1	87.65	161.02	82.29	111.99	72.52	115.16	154.42	175.07	65.72	137.14	41.22	147.06	85.22	51.71	87.03	55.89	99.43	119.26	71.0	69.03	63.0	70.51	90.77	111.21	126.12	125.24	134.3	92.05	67.59	66.18	147.06	208.38	98.73	94.01	64.8	69.52	108.9	154.42	54.72	78.89	46.5	69.52	169.07	79.45	120.1	145.02	57.89	113.56	90.14	78.89	67.59	105.15	60.82	64.34	143.01	98.04	43.32	70.01	59.97	44.89	55.49	60.39	74.06	67.12	94.67	137.14	73.54	77.25	119.26	67.59	71.5
ZFAND1	961.07	688.78	808.0	1023.0	2104.58	878.17	1605.83	620.67	1378.57	902.89	896.64	1088.92	769.69	1250.98	2835.7	896.64	1340.84	764.36	718.08	1572.76	769.69	1313.23	902.89	808.0	860.08	603.67	1119.56	2335.28	660.68	921.88	1498.22	947.83	854.13	1081.39	1051.79	2502.97	2090.03	796.86	819.3	1583.71	1498.22	1111.82	941.27	1781.89	708.18	1447.15	842.36	708.18	1594.73	595.34	2061.24	836.53	1135.2	808.0	633.73	1008.9	1369.04	1159.07	1977.24	1388.16	2468.49	3060.45	713.11	842.36	1378.57	2417.67	1159.07	2271.4	718.08	1037.29	1088.92	1313.23	842.36	1059.11	684.02	1037.29	1104.13	909.17	1104.13	1794.29	638.15	1088.92	1135.2	866.07	738.29	1407.55	1208.34	1295.13	1286.18	688.78	669.92	961.07	890.44	713.11	1030.12	785.88	1030.12	995.0	1159.07	1096.5	679.29	551.56	830.75	941.27	665.29
ZFP91	718.08	237.86	543.96	525.39	791.35	426.57	872.1	417.77	909.17	423.61	743.43	532.74	351.14	483.38	633.73	265.87	638.15	368.65	432.53	466.88	376.41	591.22	457.25	395.18	381.68	395.18	432.53	769.69	283.05	420.68	642.59	406.31	373.81	587.13	353.59	1073.91	503.95	547.75	500.46	470.14	575.03	651.58	381.68	759.08	255.0	723.08	412.0	253.23	356.05	397.93	567.1	414.87	429.54	346.29	318.57	389.72	532.74	551.56	567.1	616.37	595.34	507.46	353.59	395.18	713.11	819.3	642.59	432.53	339.14	406.31	607.87	679.29	289.02	384.34	262.2	476.71	733.19	476.71	559.28	688.78	271.48	638.15	536.45	387.02	356.05	438.59	503.95	387.02	571.05	460.44	334.46	483.38	307.69	293.07	323.03	255.0	368.65	384.34	536.45	559.28	460.44	417.77	587.13	483.38	387.02
ZHX1	575.03	283.05	336.79	368.65	647.07	353.59	764.36	351.14	703.28	334.46	540.19	373.81	336.79	409.15	759.08	242.88	325.29	329.84	400.71	518.15	218.79	656.11	420.68	320.8	209.84	329.84	356.05	656.11	307.69	327.56	563.18	387.02	356.05	518.15	441.64	1135.2	723.08	409.15	314.17	693.58	607.87	599.49	371.22	995.0	218.79	813.63	320.8	237.86	281.09	295.11	599.49	312.0	265.87	363.56	246.28	389.72	536.45	412.0	651.58	651.58	607.87	547.75	249.73	223.41	529.06	1030.12	454.09	412.0	279.14	381.68	429.54	638.15	291.04	323.03	301.33	299.25	547.75	289.02	529.06	551.56	249.73	651.58	486.75	366.09	314.17	571.05	343.89	473.41	500.46	341.51	312.0	406.31	316.37	255.0	316.37	262.2	295.11	246.28	466.88	500.46	406.31	368.65	463.65	395.18	358.54
ZNF623	217.27	52.82	134.3	141.02	264.03	122.64	293.07	107.38	212.78	154.42	264.03	169.07	84.04	149.12	341.51	73.03	185.11	92.7	167.9	155.5	100.13	323.03	146.03	127.89	102.25	133.36	165.57	299.25	49.56	124.37	177.53	116.78	136.19	199.85	85.22	575.03	271.48	212.78	105.15	70.01	155.5	187.71	106.63	417.77	83.45	400.71	138.1	64.8	96.68	102.97	202.66	139.07	148.09	106.63	96.68	98.73	316.37	162.14	127.89	283.05	414.87	473.41	133.36	148.09	170.25	551.56	239.52	320.8	110.43	104.42	93.35	209.84	92.05	167.9	94.01	135.24	211.31	105.89	204.07	412.0	95.34	193.01	255.0	123.5	105.89	183.82	146.03	106.63	223.41	125.24	96.01	141.02	100.83	119.26	117.6	75.64	86.43	124.37	180.02	206.94	169.07	115.97	197.09	122.64	110.43
